[2025-01-13 17:15:04.932588] [0x0000007fa83317c0] [MocapTag] [0x000014bf] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-01-13 17:15:05.231959] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [136] 1736806505231843, 0.347002, 0.0763232, -0.272971, -0.308061, -0.999602, 0.00830663, -0.0257511, -0.00797513, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.234655] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [138] 1736806505234541, 0.3497, 0.0763232, -0.272971, -0.308061, -0.999602, 0.00830663, -0.0257511, -0.00797513, 0, 0, 0.00336749, 0, 0, 0, 
[2025-01-13 17:15:05.237154] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [139] 1736806505237043, 0.352202, 0.0763232, -0.272971, -0.308061, -0.999602, 0.00830663, -0.0257511, -0.00797513, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.239613] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [140] 1736806505239487, 0.354646, 0.0763232, -0.272971, -0.308061, -0.999602, 0.00830663, -0.0257511, -0.00797513, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.243921] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [142] 1736806505243801, 0.35896, 0.0763573, -0.272999, -0.308104, -0.99961, 0.00827364, -0.0253529, -0.00825521, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.246664] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [143] 1736806505246554, 0.361713, 0.0763573, -0.272999, -0.308104, -0.99961, 0.00827364, -0.0253529, -0.00825521, 0.00340714, -0.002794, -0.00428579, 0, 0.0800818, -0.0551883, 
[2025-01-13 17:15:05.250401] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [144] 1736806505250289, 0.365448, 0.0763573, -0.272999, -0.308104, -0.99961, 0.00827364, -0.0253529, -0.00825521, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.251719] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [145] 1736806505251614, 0.366773, 0.076345, -0.272975, -0.308135, -0.999623, 0.00806941, -0.0249637, -0.00808185, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.254520] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [147] 1736806505254407, 0.369566, 0.076345, -0.272975, -0.308135, -0.999623, 0.00806941, -0.0249637, -0.00808185, 0, 0.00241578, -0.00312598, 0.0424385, 0.0772253, 0.036416, 
[2025-01-13 17:15:05.257144] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [148] 1736806505257033, 0.372192, 0.076345, -0.272975, -0.308135, -0.999623, 0.00806941, -0.0249637, -0.00808185, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.261241] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [149] 1736806505261129, 0.376288, 0.076345, -0.272975, -0.308135, -0.999623, 0.00806941, -0.0249637, -0.00808185, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.262881] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [151] 1736806505262762, 0.377921, 0.076309, -0.272953, -0.308192, -0.999641, 0.00777824, -0.0243154, -0.00807968, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.265653] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [152] 1736806505265539, 0.380698, 0.076309, -0.272953, -0.308192, -0.999641, 0.00777824, -0.0243154, -0.00807968, -0.00359734, 0.00224112, -0.0056528, 0.0594378, 0.129201, 0, 
[2025-01-13 17:15:05.268353] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [153] 1736806505268244, 0.383403, 0.076309, -0.272953, -0.308192, -0.999641, 0.00777824, -0.0243154, -0.00807968, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.270826] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [154] 1736806505270723, 0.385882, 0.0763022, -0.272928, -0.308176, -0.999636, 0.0078402, -0.0245554, -0.00799791, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.273677] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [156] 1736806505273565, 0.388724, 0.0763022, -0.272928, -0.308176, -0.999636, 0.0078402, -0.0245554, -0.00799791, 0, 0.00247466, 0, 0, -0.0480488, 0, 
[2025-01-13 17:15:05.278207] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [157] 1736806505278093, 0.393252, 0.0763022, -0.272928, -0.308176, -0.999636, 0.0078402, -0.0245554, -0.00799791, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.280871] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [158] 1736806505280764, 0.395923, 0.0763041, -0.272932, -0.308154, -0.999627, 0.00797323, -0.0248309, -0.00808397, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.283861] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [160] 1736806505283742, 0.398901, 0.0763041, -0.272932, -0.308154, -0.999627, 0.00797323, -0.0248309, -0.00808397, 0, 0, 0.00215854, 0, -0.0547513, 0, 
[2025-01-13 17:15:05.286308] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [161] 1736806505286158, 0.401317, 0.0763041, -0.272932, -0.308154, -0.999627, 0.00797323, -0.0248309, -0.00808397, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.288949] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [162] 1736806505288847, 0.404006, 0.0763041, -0.272932, -0.308154, -0.999627, 0.00797323, -0.0248309, -0.00808397, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.292754] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [164] 1736806505292692, 0.407851, 0.0763164, -0.272952, -0.308147, -0.999624, 0.00804076, -0.0249219, -0.00813281, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.296040] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [165] 1736806505295928, 0.411087, 0.0763164, -0.272952, -0.308147, -0.999624, 0.00804076, -0.0249219, -0.00813281, 0, -0.00200537, 0, 0, 0, 0, 
[2025-01-13 17:15:05.298226] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [166] 1736806505298117, 0.413276, 0.0763164, -0.272952, -0.308147, -0.999624, 0.00804076, -0.0249219, -0.00813281, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.300733] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [167] 1736806505300627, 0.415786, 0.0762943, -0.272976, -0.308144, -0.999626, 0.00799464, -0.0249131, -0.00799431, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.303693] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [169] 1736806505303572, 0.418731, 0.0762943, -0.272976, -0.308144, -0.999626, 0.00799464, -0.0249131, -0.00799431, -0.00220938, -0.00241802, 0, 0, 0, 0, 
[2025-01-13 17:15:05.307813] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [170] 1736806505307698, 0.422857, 0.0762943, -0.272976, -0.308144, -0.999626, 0.00799464, -0.0249131, -0.00799431, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.310508] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [171] 1736806505310397, 0.425556, 0.0763075, -0.272997, -0.308146, -0.999629, 0.00799248, -0.0247805, -0.00797818, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.313560] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [173] 1736806505313440, 0.428599, 0.0763075, -0.272997, -0.308146, -0.999629, 0.00799248, -0.0247805, -0.00797818, 0, -0.00205692, 0, 0, 0, 0, 
[2025-01-13 17:15:05.316115] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [174] 1736806505316005, 0.431164, 0.0763075, -0.272997, -0.308146, -0.999629, 0.00799248, -0.0247805, -0.00797818, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.318886] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [175] 1736806505318771, 0.43393, 0.0763075, -0.272997, -0.308146, -0.999629, 0.00799248, -0.0247805, -0.00797818, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.323165] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [177] 1736806505323060, 0.438219, 0.0763146, -0.272997, -0.308128, -0.999627, 0.00800744, -0.0248404, -0.00803229, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.325908] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [178] 1736806505325790, 0.440949, 0.0763146, -0.272997, -0.308128, -0.999627, 0.00800744, -0.0248404, -0.00803229, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.328739] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [179] 1736806505328621, 0.44378, 0.0763146, -0.272997, -0.308128, -0.999627, 0.00800744, -0.0248404, -0.00803229, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.331384] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [180] 1736806505331264, 0.446423, 0.0762989, -0.272972, -0.308113, -0.999627, 0.00793619, -0.0248723, -0.00797751, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.334378] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [182] 1736806505334260, 0.449419, 0.0762989, -0.272972, -0.308113, -0.999627, 0.00793619, -0.0248723, -0.00797751, 0, 0.00249757, 0, 0, 0, 0, 
[2025-01-13 17:15:05.336817] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [183] 1736806505336701, 0.45186, 0.0762989, -0.272972, -0.308113, -0.999627, 0.00793619, -0.0248723, -0.00797751, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.340163] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [184] 1736806505340046, 0.455205, 0.0762989, -0.272972, -0.308113, -0.999627, 0.00793619, -0.0248723, -0.00797751, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.342213] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [185] 1736806505342127, 0.457286, 0.0762822, -0.272948, -0.308107, -0.999626, 0.00794054, -0.0249316, -0.0080142, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.345096] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [187] 1736806505344975, 0.460134, 0.0762822, -0.272948, -0.308107, -0.999626, 0.00794054, -0.0249316, -0.0080142, 0, 0.00233439, 0, 0, 0, 0, 
[2025-01-13 17:15:05.347667] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [188] 1736806505347552, 0.462711, 0.0762822, -0.272948, -0.308107, -0.999626, 0.00794054, -0.0249316, -0.0080142, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.350329] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [189] 1736806505350214, 0.465373, 0.0763057, -0.272939, -0.308132, -0.999626, 0.00795615, -0.0249043, -0.00807992, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.354726] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [191] 1736806505354603, 0.469762, 0.0763057, -0.272939, -0.308132, -0.999626, 0.00795615, -0.0249043, -0.00807992, 0.00234489, 0, -0.00250181, 0, 0, 0, 
[2025-01-13 17:15:05.357189] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [192] 1736806505357071, 0.47223, 0.0763057, -0.272939, -0.308132, -0.999626, 0.00795615, -0.0249043, -0.00807992, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.360599] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [193] 1736806505360472, 0.475631, 0.0762832, -0.272909, -0.308117, -0.999625, 0.00791741, -0.0249431, -0.00807566, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.363903] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [195] 1736806505363775, 0.478934, 0.0762832, -0.272909, -0.308117, -0.999625, 0.00791741, -0.0249431, -0.00807566, -0.00224959, 0.0029641, 0, 0, 0, 0, 
[2025-01-13 17:15:05.365224] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [196] 1736806505365110, 0.480269, 0.0762832, -0.272909, -0.308117, -0.999625, 0.00791741, -0.0249431, -0.00807566, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.367998] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [197] 1736806505367875, 0.483034, 0.0762832, -0.272909, -0.308117, -0.999625, 0.00791741, -0.0249431, -0.00807566, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.371589] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [198] 1736806505371462, 0.486621, 0.0763056, -0.27291, -0.308132, -0.999627, 0.00792527, -0.0248709, -0.0080837, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.374360] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [200] 1736806505374240, 0.489399, 0.0763056, -0.27291, -0.308132, -0.999627, 0.00792527, -0.0248709, -0.0080837, 0.00223865, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.378557] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [201] 1736806505378437, 0.493596, 0.0763056, -0.27291, -0.308132, -0.999627, 0.00792527, -0.0248709, -0.0080837, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.380028] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [202] 1736806505379908, 0.495067, 0.0763081, -0.272933, -0.308151, -0.999626, 0.00795524, -0.0248769, -0.0080677, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.382669] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [203] 1736806505382585, 0.497744, 0.0763081, -0.272933, -0.308151, -0.999626, 0.00795524, -0.0248769, -0.0080677, 0, -0.00226427, 0, 0, 0, 0, 
[2025-01-13 17:15:05.386415] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [205] 1736806505386295, 0.501454, 0.0763081, -0.272933, -0.308151, -0.999626, 0.00795524, -0.0248769, -0.0080677, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.389131] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [206] 1736806505389015, 0.504174, 0.0763081, -0.272933, -0.308151, -0.999626, 0.00795524, -0.0248769, -0.0080677, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.392043] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [207] 1736806505391931, 0.50709, 0.0763119, -0.272943, -0.308158, -0.999627, 0.00797132, -0.0248689, -0.00803789, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.394782] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [209] 1736806505394672, 0.509831, 0.0763119, -0.272943, -0.308158, -0.999627, 0.00797132, -0.0248689, -0.00803789, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.397250] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [210] 1736806505397140, 0.512299, 0.0763119, -0.272943, -0.308158, -0.999627, 0.00797132, -0.0248689, -0.00803789, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.401161] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [211] 1736806505401054, 0.516213, 0.0763038, -0.272956, -0.308157, -0.999625, 0.00798287, -0.0249269, -0.00804487, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.404091] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [213] 1736806505403976, 0.519135, 0.0763038, -0.272956, -0.308157, -0.999625, 0.00798287, -0.0249269, -0.00804487, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.406511] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [214] 1736806505406402, 0.521561, 0.0763038, -0.272956, -0.308157, -0.999625, 0.00798287, -0.0249269, -0.00804487, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.409232] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [215] 1736806505409121, 0.52428, 0.0763038, -0.272956, -0.308157, -0.999625, 0.00798287, -0.0249269, -0.00804487, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.411767] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [216] 1736806505411653, 0.526812, 0.0762928, -0.272961, -0.308154, -0.999625, 0.00799951, -0.0249385, -0.00804505, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.414722] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [218] 1736806505414609, 0.529768, 0.0762928, -0.272961, -0.308154, -0.999625, 0.00799951, -0.0249385, -0.00804505, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.419073] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [219] 1736806505418961, 0.53412, 0.0762928, -0.272961, -0.308154, -0.999625, 0.00799951, -0.0249385, -0.00804505, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.421613] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [220] 1736806505421504, 0.536663, 0.0763269, -0.272957, -0.308154, -0.999625, 0.00799455, -0.024908, -0.00806854, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.424406] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [222] 1736806505424295, 0.539454, 0.0763269, -0.272957, -0.308154, -0.999625, 0.00799455, -0.024908, -0.00806854, 0.00340288, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.426957] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [223] 1736806505426848, 0.542007, 0.0763269, -0.272957, -0.308154, -0.999625, 0.00799455, -0.024908, -0.00806854, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.429680] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [224] 1736806505429568, 0.544727, 0.0763269, -0.272957, -0.308154, -0.999625, 0.00799455, -0.024908, -0.00806854, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.433563] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [226] 1736806505433443, 0.548602, 0.076312, -0.27294, -0.308122, -0.999625, 0.00796287, -0.0249268, -0.0080895, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.436459] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [227] 1736806505436346, 0.551505, 0.076312, -0.27294, -0.308122, -0.999625, 0.00796287, -0.0249268, -0.0080895, 0, 0, 0.00317068, 0, 0, 0, 
[2025-01-13 17:15:05.438963] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [228] 1736806505438860, 0.554019, 0.076312, -0.27294, -0.308122, -0.999625, 0.00796287, -0.0249268, -0.0080895, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.441458] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [229] 1736806505441354, 0.556513, 0.0763211, -0.272955, -0.308135, -0.999626, 0.00798533, -0.0248933, -0.00808485, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.444531] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [231] 1736806505444412, 0.559571, 0.0763211, -0.272955, -0.308135, -0.999626, 0.00798533, -0.0248933, -0.00808485, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.448972] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [232] 1736806505448867, 0.564026, 0.0763211, -0.272955, -0.308135, -0.999626, 0.00798533, -0.0248933, -0.00808485, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.451131] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [233] 1736806505451007, 0.566166, 0.0763214, -0.272933, -0.308106, -0.999627, 0.00794813, -0.0248752, -0.00805095, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.454035] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [235] 1736806505453924, 0.569083, 0.0763214, -0.272933, -0.308106, -0.999627, 0.00794813, -0.0248752, -0.00805095, 0, 0.00212525, 0.00287123, 0, 0, 0, 
[2025-01-13 17:15:05.456709] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [236] 1736806505456597, 0.571756, 0.0763214, -0.272933, -0.308106, -0.999627, 0.00794813, -0.0248752, -0.00805095, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.459223] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [237] 1736806505459120, 0.574279, 0.0763214, -0.272933, -0.308106, -0.999627, 0.00794813, -0.0248752, -0.00805095, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.461879] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [238] 1736806505461767, 0.576926, 0.0763258, -0.272929, -0.308098, -0.999626, 0.00793593, -0.0249142, -0.00802419, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.465888] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [240] 1736806505465776, 0.580935, 0.0763258, -0.272929, -0.308098, -0.999626, 0.00793593, -0.0249142, -0.00802419, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.467959] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [241] 1736806505467854, 0.583013, 0.0763258, -0.272929, -0.308098, -0.999626, 0.00793593, -0.0249142, -0.00802419, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.470580] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [242] 1736806505470475, 0.585634, 0.0763146, -0.272933, -0.308104, -0.999626, 0.00795365, -0.0248996, -0.00800966, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.473471] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [244] 1736806505473353, 0.588512, 0.0763146, -0.272933, -0.308104, -0.999626, 0.00795365, -0.0248996, -0.00800966, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.476020] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [245] 1736806505475909, 0.591068, 0.0763146, -0.272933, -0.308104, -0.999626, 0.00795365, -0.0248996, -0.00800966, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.481131] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [246] 1736806505481017, 0.596176, 0.0763146, -0.272933, -0.308104, -0.999626, 0.00795365, -0.0248996, -0.00800966, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.483764] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [248] 1736806505483650, 0.598809, 0.0763229, -0.272934, -0.308106, -0.999626, 0.00795079, -0.0249259, -0.00800805, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.486673] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [249] 1736806505486562, 0.601721, 0.0763229, -0.272934, -0.308106, -0.999626, 0.00795079, -0.0249259, -0.00800805, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.489158] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [250] 1736806505489056, 0.604215, 0.0763229, -0.272934, -0.308106, -0.999626, 0.00795079, -0.0249259, -0.00800805, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.491693] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [251] 1736806505491585, 0.606744, 0.0763144, -0.272946, -0.308112, -0.999625, 0.00797068, -0.0249607, -0.00799363, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.496448] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [253] 1736806505496334, 0.611493, 0.0763144, -0.272946, -0.308112, -0.999625, 0.00797068, -0.0249607, -0.00799363, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.499558] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [254] 1736806505499415, 0.614574, 0.0763144, -0.272946, -0.308112, -0.999625, 0.00797068, -0.0249607, -0.00799363, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.502021] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [255] 1736806505501935, 0.617094, 0.0763104, -0.272924, -0.308089, -0.999625, 0.00794825, -0.0249203, -0.00806601, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.504928] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [257] 1736806505504815, 0.619974, 0.0763104, -0.272924, -0.308089, -0.999625, 0.00794825, -0.0249203, -0.00806601, 0, 0.00215869, 0.00234589, 0, 0, 0, 
[2025-01-13 17:15:05.507346] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [258] 1736806505507239, 0.622398, 0.0763104, -0.272924, -0.308089, -0.999625, 0.00794825, -0.0249203, -0.00806601, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.510380] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [259] 1736806505510263, 0.625422, 0.0762885, -0.272935, -0.308088, -0.999623, 0.00796184, -0.0250233, -0.00801305, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.515380] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [261] 1736806505515268, 0.630427, 0.0762885, -0.272935, -0.308088, -0.999623, 0.00796184, -0.0250233, -0.00801305, -0.00218984, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.517084] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [262] 1736806505516965, 0.632124, 0.0762885, -0.272935, -0.308088, -0.999623, 0.00796184, -0.0250233, -0.00801305, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.519941] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [263] 1736806505519830, 0.634989, 0.0762885, -0.272935, -0.308088, -0.999623, 0.00796184, -0.0250233, -0.00801305, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.521969] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [264] 1736806505521856, 0.637015, 0.0763138, -0.272943, -0.308105, -0.999625, 0.00796579, -0.0249472, -0.00801827, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.524847] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [266] 1736806505524736, 0.639895, 0.0763138, -0.272943, -0.308105, -0.999625, 0.00796579, -0.0249472, -0.00801827, 0.00252771, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.529208] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [267] 1736806505529102, 0.644261, 0.0763138, -0.272943, -0.308105, -0.999625, 0.00796579, -0.0249472, -0.00801827, 0, 0, 0, 0, 0, 0, 
[2025-01-13 17:15:05.531740] [0x0000007f8f7fd9a0] [MocapTag] [0x000014bf] [268] 1736806505531627, 0.646786, 0.0763188, -0.272947, -0.308107, -0.999624, 0.00798395, -0.024976, -0.00800744, 0, 0, 0, 0, 0, 0, 
