[2025-10-13 19:23:34.884323] [0x0000007fbe8c77c0] [MocapTag] [0x000009e1] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 19:23:35.173583] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [136] 1760397815173466, 3.04534, 0.0348699, -0.346898, -0.308897, -0.999833, -0.00824209, 0.0139349, 0.00848132, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.175189] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [138] 1760397815175075, 3.04694, 0.0348699, -0.346898, -0.308897, -0.999833, -0.00824209, 0.0139349, 0.00848132, -0.00726318, -0.00249282, 0, 0, 0, 0, 
[2025-10-13 19:23:35.177837] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [139] 1760397815177727, 3.0496, 0.0348699, -0.346898, -0.308897, -0.999833, -0.00824209, 0.0139349, 0.00848132, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.180476] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [140] 1760397815180366, 3.05224, 0.0348423, -0.346907, -0.308881, -0.999833, -0.00824783, 0.0139223, 0.00850962, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.183439] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [141] 1760397815183351, 3.05522, 0.0348423, -0.346907, -0.308881, -0.999833, -0.00824783, 0.0139223, 0.00850962, -0.00276092, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.186130] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [143] 1760397815186013, 3.05788, 0.0348423, -0.346907, -0.308881, -0.999833, -0.00824783, 0.0139223, 0.00850962, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.189206] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [144] 1760397815189097, 3.06097, 0.0348423, -0.346907, -0.308881, -0.999833, -0.00824783, 0.0139223, 0.00850962, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.191677] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [145] 1760397815191569, 3.06344, 0.0348205, -0.346897, -0.308841, -0.999833, -0.00841169, 0.0137518, 0.00866701, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.194569] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [147] 1760397815194450, 3.06632, 0.0348205, -0.346897, -0.308841, -0.999833, -0.00841169, 0.0137518, 0.00866701, -0.00217752, 0, 0.00395068, 0, 0, 0, 
[2025-10-13 19:23:35.197450] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [148] 1760397815197339, 3.06921, 0.0348205, -0.346897, -0.308841, -0.999833, -0.00841169, 0.0137518, 0.00866701, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.200117] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [149] 1760397815200004, 3.07187, 0.0347325, -0.346975, -0.308832, -0.999831, -0.00825403, 0.0139087, 0.00872229, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.202824] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [150] 1760397815202716, 3.07458, 0.0347325, -0.346975, -0.308832, -0.999831, -0.00825403, 0.0139087, 0.00872229, -0.00880024, -0.00774645, 0, 0, 0, 0, 
[2025-10-13 19:23:35.205497] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [152] 1760397815205380, 3.07725, 0.0347325, -0.346975, -0.308832, -0.999831, -0.00825403, 0.0139087, 0.00872229, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.208248] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [153] 1760397815208138, 3.08001, 0.0347325, -0.346975, -0.308832, -0.999831, -0.00825403, 0.0139087, 0.00872229, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.210683] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [154] 1760397815210547, 3.08242, 0.0347986, -0.347023, -0.308904, -0.999829, -0.00840969, 0.0139821, 0.00870686, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.213430] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [155] 1760397815213345, 3.08521, 0.0347986, -0.347023, -0.308904, -0.999829, -0.00840969, 0.0139821, 0.00870686, 0.00661283, -0.00482825, -0.00724722, 0, 0, 0, 
[2025-10-13 19:23:35.216479] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [157] 1760397815216366, 3.08824, 0.0347986, -0.347023, -0.308904, -0.999829, -0.00840969, 0.0139821, 0.00870686, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.220870] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [158] 1760397815220751, 3.09262, 0.0347947, -0.347029, -0.308932, -0.999829, -0.00839268, 0.0139723, 0.00872845, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.222288] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [159] 1760397815222178, 3.09405, 0.0347947, -0.347029, -0.308932, -0.999829, -0.00839268, 0.0139723, 0.00872845, 0, 0, -0.00280139, 0, 0, 0, 
[2025-10-13 19:23:35.224997] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [161] 1760397815224883, 3.09675, 0.0347947, -0.347029, -0.308932, -0.999829, -0.00839268, 0.0139723, 0.00872845, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.227615] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [162] 1760397815227506, 3.09938, 0.0347947, -0.347029, -0.308932, -0.999829, -0.00839268, 0.0139723, 0.00872845, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.230095] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [163] 1760397815229986, 3.10186, 0.0346357, -0.347192, -0.308899, -0.999824, -0.00852626, 0.0140339, 0.00910587, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.232925] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [164] 1760397815232816, 3.10468, 0.0346357, -0.347192, -0.308899, -0.999824, -0.00852626, 0.0140339, 0.00910587, -0.0158963, -0.0162658, 0.00332175, 0, 0, 0.0750313, 
[2025-10-13 19:23:35.235631] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [166] 1760397815235514, 3.10738, 0.0346357, -0.347192, -0.308899, -0.999824, -0.00852626, 0.0140339, 0.00910587, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.238316] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [167] 1760397815238208, 3.11008, 0.0346357, -0.347192, -0.308899, -0.999824, -0.00852626, 0.0140339, 0.00910587, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.240940] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [168] 1760397815240834, 3.1127, 0.0348038, -0.347023, -0.30891, -0.999828, -0.00841899, 0.0140112, 0.00872619, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.243588] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [169] 1760397815243494, 3.11536, 0.0348038, -0.347023, -0.30891, -0.999828, -0.00841899, 0.0140112, 0.00872619, 0.0168103, 0.016931, 0, 0, 0, -0.07562, 
[2025-10-13 19:23:35.246249] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [171] 1760397815246137, 3.11801, 0.0348038, -0.347023, -0.30891, -0.999828, -0.00841899, 0.0140112, 0.00872619, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.249370] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [172] 1760397815249253, 3.12112, 0.0347945, -0.34702, -0.30892, -0.999829, -0.008416, 0.0139784, 0.00873518, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.252395] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [173] 1760397815252283, 3.12415, 0.0347945, -0.34702, -0.30892, -0.999829, -0.008416, 0.0139784, 0.00873518, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.254862] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [175] 1760397815254744, 3.12661, 0.0347945, -0.34702, -0.30892, -0.999829, -0.008416, 0.0139784, 0.00873518, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.257624] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [176] 1760397815257511, 3.12938, 0.0347945, -0.34702, -0.30892, -0.999829, -0.008416, 0.0139784, 0.00873518, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.260161] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [177] 1760397815260056, 3.13192, 0.0349885, -0.346835, -0.308946, -0.999833, -0.0085057, 0.0137865, 0.00843912, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.264834] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [179] 1760397815264711, 3.13658, 0.0349885, -0.346835, -0.308946, -0.999833, -0.0085057, 0.0137865, 0.00843912, 0.0193981, 0.0185395, -0.00261091, 0, -0.0387296, -0.0591667, 
[2025-10-13 19:23:35.266236] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [180] 1760397815266113, 3.13798, 0.0349885, -0.346835, -0.308946, -0.999833, -0.0085057, 0.0137865, 0.00843912, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.269055] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [181] 1760397815268947, 3.14082, 0.0349885, -0.346835, -0.308946, -0.999833, -0.0085057, 0.0137865, 0.00843912, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.271740] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [182] 1760397815271630, 3.1435, 0.0349843, -0.346854, -0.308989, -0.999833, -0.00835182, 0.013969, 0.00830096, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.274486] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [184] 1760397815274379, 3.14625, 0.0349843, -0.346854, -0.308989, -0.999833, -0.00835182, 0.013969, 0.00830096, 0, 0, -0.00431414, 0, 0.0360152, 0, 
[2025-10-13 19:23:35.277350] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [185] 1760397815277203, 3.14907, 0.0349843, -0.346854, -0.308989, -0.999833, -0.00835182, 0.013969, 0.00830096, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.279973] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [186] 1760397815279863, 3.15173, 0.0349609, -0.346857, -0.308967, -0.999833, -0.00833082, 0.0139574, 0.00830759, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.282802] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [187] 1760397815282693, 3.15456, 0.0349609, -0.346857, -0.308967, -0.999833, -0.00833082, 0.0139574, 0.00830759, -0.00234012, 0, 0.00215514, 0, 0, 0, 
[2025-10-13 19:23:35.285685] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [189] 1760397815285569, 3.15744, 0.0349609, -0.346857, -0.308967, -0.999833, -0.00833082, 0.0139574, 0.00830759, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.288322] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [190] 1760397815288213, 3.16008, 0.0349609, -0.346857, -0.308967, -0.999833, -0.00833082, 0.0139574, 0.00830759, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.290936] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [191] 1760397815290824, 3.16269, 0.0349607, -0.346867, -0.308949, -0.999833, -0.00829967, 0.0139695, 0.00832717, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.293811] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [193] 1760397815293756, 3.16562, 0.0349607, -0.346867, -0.308949, -0.999833, -0.00829967, 0.0139695, 0.00832717, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.297384] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [194] 1760397815297239, 3.16911, 0.0349607, -0.346867, -0.308949, -0.999833, -0.00829967, 0.0139695, 0.00832717, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.300495] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [195] 1760397815300384, 3.17225, 0.0349399, -0.346863, -0.308944, -0.999833, -0.0082936, 0.0139412, 0.00836927, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.303347] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [196] 1760397815303232, 3.1751, 0.0349399, -0.346863, -0.308944, -0.999833, -0.0082936, 0.0139412, 0.00836927, -0.00207431, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.305892] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [198] 1760397815305781, 3.17765, 0.0349399, -0.346863, -0.308944, -0.999833, -0.0082936, 0.0139412, 0.00836927, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.308593] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [199] 1760397815308482, 3.18035, 0.0349399, -0.346863, -0.308944, -0.999833, -0.0082936, 0.0139412, 0.00836927, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.311177] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [200] 1760397815311071, 3.18294, 0.0349204, -0.346868, -0.308904, -0.999833, -0.00828537, 0.0139757, 0.00842305, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.314119] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [201] 1760397815314028, 3.1859, 0.0349204, -0.346868, -0.308904, -0.999833, -0.00828537, 0.0139757, 0.00842305, 0, 0, 0.00394316, 0, 0, 0, 
[2025-10-13 19:23:35.316881] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [203] 1760397815316769, 3.18864, 0.0349204, -0.346868, -0.308904, -0.999833, -0.00828537, 0.0139757, 0.00842305, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.319420] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [204] 1760397815319312, 3.19118, 0.0348875, -0.346879, -0.308899, -0.999833, -0.00825012, 0.0139435, 0.00846177, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.322339] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [205] 1760397815322227, 3.1941, 0.0348875, -0.346879, -0.308899, -0.999833, -0.00825012, 0.0139435, 0.00846177, -0.00329272, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.326618] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [207] 1760397815326505, 3.19837, 0.0348875, -0.346879, -0.308899, -0.999833, -0.00825012, 0.0139435, 0.00846177, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.328332] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [208] 1760397815328220, 3.20009, 0.0348875, -0.346879, -0.308899, -0.999833, -0.00825012, 0.0139435, 0.00846177, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.330949] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [209] 1760397815330842, 3.20271, 0.034872, -0.346895, -0.308868, -0.999832, -0.00826156, 0.0139685, 0.00853014, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.333731] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [210] 1760397815333641, 3.20551, 0.034872, -0.346895, -0.308868, -0.999832, -0.00826156, 0.0139685, 0.00853014, 0, 0, 0.00307032, 0, 0, 0, 
[2025-10-13 19:23:35.336744] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [212] 1760397815336633, 3.2085, 0.034872, -0.346895, -0.308868, -0.999832, -0.00826156, 0.0139685, 0.00853014, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.338819] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [213] 1760397815338711, 3.21058, 0.0348622, -0.346909, -0.30885, -0.999832, -0.00834506, 0.0138421, 0.00868747, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.341769] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [214] 1760397815341660, 3.21353, 0.0348622, -0.346909, -0.30885, -0.999832, -0.00834506, 0.0138421, 0.00868747, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.344614] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [216] 1760397815344517, 3.21639, 0.0348622, -0.346909, -0.30885, -0.999832, -0.00834506, 0.0138421, 0.00868747, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.347471] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [217] 1760397815347358, 3.21923, 0.0348622, -0.346909, -0.30885, -0.999832, -0.00834506, 0.0138421, 0.00868747, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.349922] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [218] 1760397815349819, 3.22169, 0.034847, -0.346901, -0.308857, -0.999832, -0.0083747, 0.0138508, 0.00863089, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.352690] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [219] 1760397815352582, 3.22445, 0.034847, -0.346901, -0.308857, -0.999832, -0.0083747, 0.0138508, 0.00863089, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.355328] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [221] 1760397815355209, 3.22708, 0.034847, -0.346901, -0.308857, -0.999832, -0.0083747, 0.0138508, 0.00863089, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.358487] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [222] 1760397815358376, 3.23025, 0.034847, -0.346901, -0.308857, -0.999832, -0.0083747, 0.0138508, 0.00863089, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.361092] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [223] 1760397815360972, 3.23284, 0.034842, -0.347001, -0.308897, -0.999827, -0.00849759, 0.0140549, 0.00871035, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.363829] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [225] 1760397815363750, 3.23562, 0.034842, -0.347001, -0.308897, -0.999827, -0.00849759, 0.0140549, 0.00871035, 0, -0.00995161, -0.00394568, 0, 0.0411818, 0, 
[2025-10-13 19:23:35.366481] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [226] 1760397815366369, 3.23824, 0.034842, -0.347001, -0.308897, -0.999827, -0.00849759, 0.0140549, 0.00871035, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.369217] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [227] 1760397815369108, 3.24098, 0.0347414, -0.346948, -0.308815, -0.999831, -0.00821017, 0.0139728, 0.00872716, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.371942] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [228] 1760397815371834, 3.2437, 0.0347414, -0.346948, -0.308815, -0.999831, -0.00821017, 0.0139728, 0.00872716, -0.0100626, 0.00532106, 0.00819898, -0.0574112, 0, 0, 
[2025-10-13 19:23:35.374446] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [230] 1760397815374353, 3.24622, 0.0347414, -0.346948, -0.308815, -0.999831, -0.00821017, 0.0139728, 0.00872716, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.377196] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [231] 1760397815377085, 3.24895, 0.0347414, -0.346948, -0.308815, -0.999831, -0.00821017, 0.0139728, 0.00872716, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.379686] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [232] 1760397815379579, 3.25145, 0.0347131, -0.347036, -0.308836, -0.999828, -0.00832182, 0.0140062, 0.00888934, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.382622] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [233] 1760397815382509, 3.25438, 0.0347131, -0.347036, -0.308836, -0.999828, -0.00832182, 0.0140062, 0.00888934, -0.00282664, -0.00887978, -0.00207779, 0, 0, 0, 
[2025-10-13 19:23:35.385497] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [235] 1760397815385385, 3.25725, 0.0347131, -0.347036, -0.308836, -0.999828, -0.00832182, 0.0140062, 0.00888934, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.387822] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [236] 1760397815387714, 3.25958, 0.0347131, -0.347036, -0.308836, -0.999828, -0.00832182, 0.0140062, 0.00888934, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.390449] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [237] 1760397815390338, 3.26221, 0.0348471, -0.347022, -0.308908, -0.999827, -0.00842125, 0.0140677, 0.00874283, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.393193] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [238] 1760397815393082, 3.26495, 0.0348471, -0.347022, -0.308908, -0.999827, -0.00842125, 0.0140677, 0.00874283, 0.0134012, 0, -0.00727293, 0, 0, 0, 
[2025-10-13 19:23:35.395941] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [240] 1760397815395827, 3.2677, 0.0348471, -0.347022, -0.308908, -0.999827, -0.00842125, 0.0140677, 0.00874283, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.398496] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [241] 1760397815398384, 3.27025, 0.0348471, -0.347022, -0.308908, -0.999827, -0.00842125, 0.0140677, 0.00874283, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.401089] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [242] 1760397815400981, 3.27285, 0.0350299, -0.346851, -0.308988, -0.999832, -0.00840221, 0.0139974, 0.00837825, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.404490] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [244] 1760397815404379, 3.27625, 0.0350299, -0.346851, -0.308988, -0.999832, -0.00840221, 0.0139974, 0.00837825, 0.0182816, 0.0171067, -0.00802082, 0, 0, -0.0727709, 
[2025-10-13 19:23:35.406339] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [245] 1760397815406230, 3.2781, 0.0350299, -0.346851, -0.308988, -0.999832, -0.00840221, 0.0139974, 0.00837825, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.408925] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [246] 1760397815408820, 3.28069, 0.0349214, -0.346883, -0.308925, -0.999831, -0.00826457, 0.0140106, 0.00851438, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.411982] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [247] 1760397815411870, 3.28374, 0.0349214, -0.346883, -0.308925, -0.999831, -0.00826457, 0.0140106, 0.00851438, -0.0108512, -0.00320974, 0.00633756, 0, 0, 0, 
[2025-10-13 19:23:35.414500] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [249] 1760397815414396, 3.28627, 0.0349214, -0.346883, -0.308925, -0.999831, -0.00826457, 0.0140106, 0.00851438, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.417256] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [250] 1760397815417148, 3.28902, 0.0349214, -0.346883, -0.308925, -0.999831, -0.00826457, 0.0140106, 0.00851438, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.419927] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [251] 1760397815419822, 3.29169, 0.0348377, -0.347051, -0.308931, -0.999827, -0.00839609, 0.014076, 0.00878143, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.422826] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [252] 1760397815422716, 3.29459, 0.0348377, -0.347051, -0.308931, -0.999827, -0.00839609, 0.014076, 0.00878143, -0.00836969, -0.0167833, 0, 0, 0, 0.0529509, 
[2025-10-13 19:23:35.425539] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [254] 1760397815425428, 3.2973, 0.0348377, -0.347051, -0.308931, -0.999827, -0.00839609, 0.014076, 0.00878143, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.428088] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [255] 1760397815427978, 3.29985, 0.0348377, -0.347051, -0.308931, -0.999827, -0.00839609, 0.014076, 0.00878143, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.430791] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [256] 1760397815430680, 3.30255, 0.0348401, -0.347043, -0.308935, -0.999828, -0.00839247, 0.0140717, 0.00873752, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.433433] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [257] 1760397815433349, 3.30522, 0.0348401, -0.347043, -0.308935, -0.999828, -0.00839247, 0.0140717, 0.00873752, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.436190] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [259] 1760397815436070, 3.30794, 0.0348401, -0.347043, -0.308935, -0.999828, -0.00839247, 0.0140717, 0.00873752, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.440997] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [260] 1760397815440884, 3.31275, 0.0350221, -0.346867, -0.308963, -0.999832, -0.00835589, 0.0140261, 0.00829834, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.442130] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [261] 1760397815442019, 3.31389, 0.0350221, -0.346867, -0.308963, -0.999832, -0.00835589, 0.0140261, 0.00829834, 0.0181961, 0.0176439, -0.00274168, 0, 0, -0.0876851, 
[2025-10-13 19:23:35.444740] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [263] 1760397815444622, 3.31649, 0.0350221, -0.346867, -0.308963, -0.999832, -0.00835589, 0.0140261, 0.00829834, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.447492] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [264] 1760397815447385, 3.31925, 0.0350221, -0.346867, -0.308963, -0.999832, -0.00835589, 0.0140261, 0.00829834, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.450136] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [265] 1760397815450026, 3.3219, 0.0349944, -0.346858, -0.308972, -0.999833, -0.00831303, 0.0140132, 0.00828916, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.453325] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [266] 1760397815453238, 3.32511, 0.0349944, -0.346858, -0.308972, -0.999833, -0.00831303, 0.0140132, 0.00828916, -0.00276444, 0, 0, 0, 0, 0, 
[2025-10-13 19:23:35.456003] [0x0000007fadf8f9a0] [MocapTag] [0x000009e1] [268] 1760397815455883, 3.32775, 0.0349944, -0.346858, -0.308972, -0.999833, -0.00831303, 0.0140132, 0.00828916, 0, 0, 0, 0, 0, 0, 
