[2025-10-13 19:08:42.142005] [0x0000007fa6aea7c0] [MocapTag] [0x000019ee] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 19:08:42.429853] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [135] 1760396922429706, 3.0352, 0.0466796, -0.358493, -0.308732, -0.999927, -0.00792265, 0.00906241, -0.000977852, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.432557] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [137] 1760396922432434, 3.03792, 0.0466796, -0.358493, -0.308732, -0.999927, -0.00792265, 0.00906241, -0.000977852, 0.0127823, 0.0161906, -0.00704912, 0, -0.0598632, -0.0999422, 
[2025-10-13 19:08:42.435151] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [138] 1760396922435045, 3.04054, 0.0466796, -0.358493, -0.308732, -0.999927, -0.00792265, 0.00906241, -0.000977852, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.437782] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [139] 1760396922437673, 3.04316, 0.0466796, -0.358493, -0.308732, -0.999927, -0.00792265, 0.00906241, -0.000977852, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.441008] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [140] 1760396922440924, 3.04642, 0.0466605, -0.358568, -0.308759, -0.999925, -0.00800785, 0.00927162, -0.000763188, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.444106] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [142] 1760396922443946, 3.04944, 0.0466605, -0.358568, -0.308759, -0.999925, -0.00800785, 0.00927162, -0.000763188, 0, -0.00741168, -0.00273054, 0, 0.0421677, 0.0424464, 
[2025-10-13 19:08:42.446918] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [143] 1760396922446809, 3.0523, 0.0466605, -0.358568, -0.308759, -0.999925, -0.00800785, 0.00927162, -0.000763188, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.449331] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [144] 1760396922449210, 3.0547, 0.046569, -0.358603, -0.308702, -0.999925, -0.00789441, 0.0092949, -0.000609642, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.452413] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [146] 1760396922452318, 3.05781, 0.046569, -0.358603, -0.308702, -0.999925, -0.00789441, 0.0092949, -0.000609642, -0.00914826, -0.00356524, 0.00579405, 0, 0, 0, 
[2025-10-13 19:08:42.454693] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [147] 1760396922454578, 3.06007, 0.046569, -0.358603, -0.308702, -0.999925, -0.00789441, 0.0092949, -0.000609642, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.457299] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [148] 1760396922457188, 3.06268, 0.046569, -0.358603, -0.308702, -0.999925, -0.00789441, 0.0092949, -0.000609642, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.459899] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [149] 1760396922459740, 3.06523, 0.0466852, -0.3585, -0.308754, -0.999925, -0.00794753, 0.00926012, -0.000889514, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.463597] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [151] 1760396922463478, 3.06897, 0.0466852, -0.3585, -0.308754, -0.999925, -0.00794753, 0.00926012, -0.000889514, 0.011612, 0.0102777, -0.00528479, 0, 0, -0.0560231, 
[2025-10-13 19:08:42.465183] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [152] 1760396922465072, 3.07056, 0.0466852, -0.3585, -0.308754, -0.999925, -0.00794753, 0.00926012, -0.000889514, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.467769] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [153] 1760396922467660, 3.07315, 0.0466852, -0.3585, -0.308754, -0.999925, -0.00794753, 0.00926012, -0.000889514, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.470804] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [154] 1760396922470716, 3.07621, 0.0466176, -0.358545, -0.308756, -0.999925, -0.00796801, 0.00923917, -0.000818014, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.473944] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [156] 1760396922473831, 3.07932, 0.0466176, -0.358545, -0.308756, -0.999925, -0.00796801, 0.00923917, -0.000818014, -0.00675578, -0.00441114, 0, 0, 0, 0, 
[2025-10-13 19:08:42.476832] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [157] 1760396922476713, 3.0822, 0.0466176, -0.358545, -0.308756, -0.999925, -0.00796801, 0.00923917, -0.000818014, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.479510] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [158] 1760396922479402, 3.08489, 0.0467235, -0.3584, -0.308761, -0.999927, -0.00784456, 0.00911939, -0.00117309, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.482194] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [160] 1760396922482089, 3.08758, 0.0467235, -0.3584, -0.308761, -0.999927, -0.00784456, 0.00911939, -0.00117309, 0.010592, 0.0144463, 0, 0, 0, -0.0706055, 
[2025-10-13 19:08:42.484815] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [161] 1760396922484698, 3.09019, 0.0467235, -0.3584, -0.308761, -0.999927, -0.00784456, 0.00911939, -0.00117309, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.488187] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [162] 1760396922488076, 3.09357, 0.0467235, -0.3584, -0.308761, -0.999927, -0.00784456, 0.00911939, -0.00117309, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.490837] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [163] 1760396922490715, 3.09621, 0.0466522, -0.358551, -0.30875, -0.999925, -0.00797146, 0.00931411, -0.000789369, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.493872] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [165] 1760396922493758, 3.09925, 0.0466522, -0.358551, -0.30875, -0.999925, -0.00797146, 0.00931411, -0.000789369, -0.00713316, -0.0150757, 0, 0, 0.0395253, 0.0762088, 
[2025-10-13 19:08:42.496676] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [166] 1760396922496566, 3.10206, 0.0466522, -0.358551, -0.30875, -0.999925, -0.00797146, 0.00931411, -0.000789369, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.499150] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [167] 1760396922499039, 3.10453, 0.046664, -0.358469, -0.308745, -0.999927, -0.00787583, 0.00912213, -0.000970638, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.502952] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [169] 1760396922502833, 3.10832, 0.046664, -0.358469, -0.308745, -0.999927, -0.00787583, 0.00912213, -0.000970638, 0, 0.00814148, 0, 0, -0.0386659, -0.0357757, 
[2025-10-13 19:08:42.505429] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [170] 1760396922505311, 3.1108, 0.046664, -0.358469, -0.308745, -0.999927, -0.00787583, 0.00912213, -0.000970638, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.508040] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [171] 1760396922507929, 3.11342, 0.0466147, -0.358553, -0.308698, -0.999925, -0.00798211, 0.00925755, -0.000652972, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.511440] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [172] 1760396922511349, 3.11684, 0.0466147, -0.358553, -0.308698, -0.999925, -0.00798211, 0.00925755, -0.000652972, -0.00492344, -0.00832611, 0.00471105, 0, 0, 0.0631286, 
[2025-10-13 19:08:42.513525] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [174] 1760396922513413, 3.1189, 0.0466147, -0.358553, -0.308698, -0.999925, -0.00798211, 0.00925755, -0.000652972, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.516137] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [175] 1760396922516035, 3.12153, 0.0466147, -0.358553, -0.308698, -0.999925, -0.00798211, 0.00925755, -0.000652972, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.518864] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [176] 1760396922518754, 3.12425, 0.0466291, -0.358574, -0.308775, -0.999926, -0.00795784, 0.00919857, -0.000820011, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.521633] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [178] 1760396922521566, 3.12706, 0.0466291, -0.358574, -0.308775, -0.999926, -0.00795784, 0.00919857, -0.000820011, 0, -0.00216132, -0.00771544, 0, 0, 0, 
[2025-10-13 19:08:42.524350] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [179] 1760396922524230, 3.12972, 0.0466291, -0.358574, -0.308775, -0.999926, -0.00795784, 0.00919857, -0.000820011, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.527055] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [180] 1760396922526944, 3.13244, 0.0466291, -0.358574, -0.308775, -0.999926, -0.00795784, 0.00919857, -0.000820011, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.529833] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [181] 1760396922529675, 3.13517, 0.0467176, -0.358469, -0.308746, -0.999926, -0.00788747, 0.00917713, -0.000980346, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.533693] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [183] 1760396922533581, 3.13907, 0.0467176, -0.358469, -0.308746, -0.999926, -0.00788747, 0.00917713, -0.000980346, 0.00884268, 0.0105743, 0.00288914, 0, 0, 0, 
[2025-10-13 19:08:42.537179] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [184] 1760396922537064, 3.14256, 0.0467176, -0.358469, -0.308746, -0.999926, -0.00788747, 0.00917713, -0.000980346, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.539786] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [185] 1760396922539655, 3.14515, 0.0464941, -0.358719, -0.308676, -0.999925, -0.00792687, 0.00938302, -0.000300735, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.542605] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [187] 1760396922542487, 3.14798, 0.0464941, -0.358719, -0.308676, -0.999925, -0.00792687, 0.00938302, -0.000300735, -0.0223439, -0.0250502, 0.00703086, 0, 0.042248, 0.135536, 
[2025-10-13 19:08:42.545091] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [188] 1760396922544977, 3.15047, 0.0464941, -0.358719, -0.308676, -0.999925, -0.00792687, 0.00938302, -0.000300735, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.548663] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [189] 1760396922548556, 3.15405, 0.0464941, -0.358719, -0.308676, -0.999925, -0.00792687, 0.00938302, -0.000300735, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.551176] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [190] 1760396922551090, 3.15658, 0.0466302, -0.35858, -0.308748, -0.999925, -0.00794371, 0.00926214, -0.0006892, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.554069] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [192] 1760396922553953, 3.15944, 0.0466302, -0.35858, -0.308748, -0.999925, -0.00794371, 0.00926214, -0.0006892, 0.0136126, 0.0139502, -0.00722571, 0, 0, -0.0775398, 
[2025-10-13 19:08:42.556934] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [193] 1760396922556819, 3.16231, 0.0466302, -0.35858, -0.308748, -0.999925, -0.00794371, 0.00926214, -0.0006892, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.559642] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [194] 1760396922559535, 3.16503, 0.0466548, -0.358577, -0.308766, -0.999925, -0.00802597, 0.00919193, -0.000806394, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.562380] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [196] 1760396922562261, 3.16775, 0.0466548, -0.358577, -0.308766, -0.999925, -0.00802597, 0.00919193, -0.000806394, 0.00245504, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.564969] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [197] 1760396922564854, 3.17035, 0.0466548, -0.358577, -0.308766, -0.999925, -0.00802597, 0.00919193, -0.000806394, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.567551] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [198] 1760396922567440, 3.17293, 0.0466548, -0.358577, -0.308766, -0.999925, -0.00802597, 0.00919193, -0.000806394, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.570214] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [199] 1760396922570096, 3.17559, 0.0466775, -0.358602, -0.308799, -0.999925, -0.00796742, 0.00931335, -0.000768116, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.573008] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [201] 1760396922572895, 3.17839, 0.0466775, -0.358602, -0.308799, -0.999925, -0.00796742, 0.00931335, -0.000768116, 0.00226533, -0.00257148, -0.00326367, 0, 0, 0, 
[2025-10-13 19:08:42.575874] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [202] 1760396922575771, 3.18126, 0.0466775, -0.358602, -0.308799, -0.999925, -0.00796742, 0.00931335, -0.000768116, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.579032] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [203] 1760396922578923, 3.18441, 0.0466381, -0.358572, -0.308794, -0.999925, -0.0080528, 0.00923676, -0.00076961, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.581941] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [205] 1760396922581848, 3.18734, 0.0466381, -0.358572, -0.308794, -0.999925, -0.0080528, 0.00923676, -0.00076961, -0.00393771, 0.00300539, 0, 0, 0, 0, 
[2025-10-13 19:08:42.584425] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [206] 1760396922584314, 3.1898, 0.0466381, -0.358572, -0.308794, -0.999925, -0.0080528, 0.00923676, -0.00076961, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.587210] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [207] 1760396922587098, 3.19259, 0.0466381, -0.358572, -0.308794, -0.999925, -0.0080528, 0.00923676, -0.00076961, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.589644] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [208] 1760396922589537, 3.19503, 0.0466428, -0.3586, -0.308813, -0.999925, -0.00798915, 0.00929702, -0.000794168, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.592611] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [210] 1760396922592496, 3.19799, 0.0466428, -0.3586, -0.308813, -0.999925, -0.00798915, 0.00929702, -0.000794168, 0, -0.00280233, 0, 0, 0, 0, 
[2025-10-13 19:08:42.595715] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [211] 1760396922595603, 3.20109, 0.0466428, -0.3586, -0.308813, -0.999925, -0.00798915, 0.00929702, -0.000794168, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.597775] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [212] 1760396922597665, 3.20316, 0.0466084, -0.358593, -0.308836, -0.999925, -0.00796534, 0.00922707, -0.000783141, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.600834] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [213] 1760396922600716, 3.20621, 0.0466084, -0.358593, -0.308836, -0.999925, -0.00796534, 0.00922707, -0.000783141, -0.0034412, 0, -0.00232444, 0, 0, 0, 
[2025-10-13 19:08:42.603507] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [215] 1760396922603396, 3.20889, 0.0466084, -0.358593, -0.308836, -0.999925, -0.00796534, 0.00922707, -0.000783141, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.606222] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [216] 1760396922606113, 3.2116, 0.0466084, -0.358593, -0.308836, -0.999925, -0.00796534, 0.00922707, -0.000783141, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.609655] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [217] 1760396922609546, 3.21504, 0.0466223, -0.358586, -0.308818, -0.999925, -0.00798345, 0.00925932, -0.000789349, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.612606] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [219] 1760396922612491, 3.21798, 0.0466223, -0.358586, -0.308818, -0.999925, -0.00798345, 0.00925932, -0.000789349, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.615114] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [220] 1760396922615002, 3.22049, 0.0466223, -0.358586, -0.308818, -0.999925, -0.00798345, 0.00925932, -0.000789349, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.617791] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [221] 1760396922617676, 3.22317, 0.0466223, -0.358586, -0.308818, -0.999925, -0.00798345, 0.00925932, -0.000789349, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.620408] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [222] 1760396922620301, 3.22579, 0.0466101, -0.358609, -0.308828, -0.999926, -0.00792133, 0.00921647, -0.000845327, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.623257] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [224] 1760396922623144, 3.22864, 0.0466101, -0.358609, -0.308828, -0.999926, -0.00792133, 0.00921647, -0.000845327, 0, -0.00231271, 0, 0, 0, 0, 
[2025-10-13 19:08:42.625955] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [225] 1760396922625847, 3.23134, 0.0466101, -0.358609, -0.308828, -0.999926, -0.00792133, 0.00921647, -0.000845327, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.628523] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [226] 1760396922628417, 3.23391, 0.0466506, -0.358596, -0.308801, -0.999924, -0.00799637, 0.0093316, -0.000790692, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.631289] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [227] 1760396922631201, 3.23669, 0.0466506, -0.358596, -0.308801, -0.999924, -0.00799637, 0.0093316, -0.000790692, 0.00404258, 0, 0.00275071, 0, 0, 0, 
[2025-10-13 19:08:42.633949] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [229] 1760396922633836, 3.23933, 0.0466506, -0.358596, -0.308801, -0.999924, -0.00799637, 0.0093316, -0.000790692, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.636814] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [230] 1760396922636707, 3.2422, 0.0466506, -0.358596, -0.308801, -0.999924, -0.00799637, 0.0093316, -0.000790692, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.639442] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [231] 1760396922639333, 3.24482, 0.0466355, -0.358598, -0.308792, -0.999925, -0.00799541, 0.00925153, -0.000811803, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.642378] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [233] 1760396922642261, 3.24775, 0.0466355, -0.358598, -0.308792, -0.999925, -0.00799541, 0.00925153, -0.000811803, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.644791] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [234] 1760396922644682, 3.25017, 0.0466355, -0.358598, -0.308792, -0.999925, -0.00799541, 0.00925153, -0.000811803, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.647472] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [235] 1760396922647362, 3.25285, 0.0466355, -0.358598, -0.308792, -0.999925, -0.00799541, 0.00925153, -0.000811803, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.649923] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [236] 1760396922649814, 3.2553, 0.0466415, -0.358609, -0.308784, -0.999925, -0.0079807, 0.00927033, -0.000836672, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.652841] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [238] 1760396922652725, 3.25822, 0.0466415, -0.358609, -0.308784, -0.999925, -0.0079807, 0.00927033, -0.000836672, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.655323] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [239] 1760396922655211, 3.2607, 0.0466415, -0.358609, -0.308784, -0.999925, -0.0079807, 0.00927033, -0.000836672, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.657888] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [240] 1760396922657783, 3.26327, 0.0466645, -0.358621, -0.308774, -0.999925, -0.00796272, 0.00931688, -0.000780202, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.661541] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [242] 1760396922661471, 3.26696, 0.0466645, -0.358621, -0.308774, -0.999925, -0.00796272, 0.00931688, -0.000780202, 0.00230506, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.663341] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [243] 1760396922663230, 3.26872, 0.0466645, -0.358621, -0.308774, -0.999925, -0.00796272, 0.00931688, -0.000780202, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.666008] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [244] 1760396922665902, 3.27139, 0.0466645, -0.358621, -0.308774, -0.999925, -0.00796272, 0.00931688, -0.000780202, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.668811] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [245] 1760396922668701, 3.27419, 0.0466362, -0.358604, -0.308793, -0.999925, -0.00797952, 0.00922363, -0.000811844, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.671534] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [247] 1760396922671473, 3.27696, 0.0466362, -0.358604, -0.308793, -0.999925, -0.00797952, 0.00922363, -0.000811844, -0.00283488, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.674229] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [248] 1760396922674114, 3.27961, 0.0466362, -0.358604, -0.308793, -0.999925, -0.00797952, 0.00922363, -0.000811844, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.676907] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [249] 1760396922676798, 3.28229, 0.0466362, -0.358604, -0.308793, -0.999925, -0.00797952, 0.00922363, -0.000811844, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.679423] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [250] 1760396922679314, 3.2848, 0.0466579, -0.358602, -0.30879, -0.999924, -0.00800397, 0.00930346, -0.000783612, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.682185] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [252] 1760396922682090, 3.28758, 0.0466579, -0.358602, -0.30879, -0.999924, -0.00800397, 0.00930346, -0.000783612, 0.00217607, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.684828] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [253] 1760396922684717, 3.29021, 0.0466579, -0.358602, -0.30879, -0.999924, -0.00800397, 0.00930346, -0.000783612, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.687524] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [254] 1760396922687419, 3.29291, 0.0466579, -0.358602, -0.30879, -0.999924, -0.00800397, 0.00930346, -0.000783612, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.690326] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [255] 1760396922690214, 3.2957, 0.0466515, -0.358607, -0.308794, -0.999925, -0.00795577, 0.00930675, -0.000762093, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.693239] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [257] 1760396922693124, 3.29861, 0.0466515, -0.358607, -0.308794, -0.999925, -0.00795577, 0.00930675, -0.000762093, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.695670] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [258] 1760396922695562, 3.30105, 0.0466515, -0.358607, -0.308794, -0.999925, -0.00795577, 0.00930675, -0.000762093, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.698277] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [259] 1760396922698171, 3.30366, 0.0466347, -0.3586, -0.308793, -0.999925, -0.00796413, 0.00924207, -0.000811145, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.701688] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [261] 1760396922701616, 3.30711, 0.0466347, -0.3586, -0.308793, -0.999925, -0.00796413, 0.00924207, -0.000811145, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.705480] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [262] 1760396922705370, 3.31086, 0.0466347, -0.3586, -0.308793, -0.999925, -0.00796413, 0.00924207, -0.000811145, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.709529] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [263] 1760396922709422, 3.31491, 0.0466346, -0.358606, -0.308785, -0.999925, -0.00794502, 0.00928949, -0.000810997, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.710994] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [264] 1760396922710908, 3.3164, 0.0466346, -0.358606, -0.308785, -0.999925, -0.00794502, 0.00928949, -0.000810997, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:08:42.713600] [0x0000007f9dffa9a0] [MocapTag] [0x000019ee] [266] 1760396922713490, 3.31898, 0.0466346, -0.358606, -0.308785, -0.999925, -0.00794502, 0.00928949, -0.000810997, 0, 0, 0, 0, 0, 0, 
