[2025-10-13 19:11:28.877367] [0x0000007fa07aa7c0] [MocapTag] [0x00001fb8] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 19:11:41.200776] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5725] 1760397101200686, 15.0246, 2.02053, 0.306183, -1.1625, -0.995999, 0.0223174, 0.00478277, 0.0864057, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.203708] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5727] 1760397101203595, 15.0275, 2.02053, 0.306183, -1.1625, -0.995999, 0.0223174, 0.00478277, 0.0864057, 0.624529, -0.206579, 0.0162659, 0, 0.23871, 0.688291, 
[2025-10-13 19:11:41.206088] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5728] 1760397101205981, 15.0298, 2.02053, 0.306183, -1.1625, -0.995999, 0.0223174, 0.00478277, 0.0864057, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.208962] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5729] 1760397101208848, 15.0327, 2.02053, 0.306183, -1.1625, -0.995999, 0.0223174, 0.00478277, 0.0864057, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.211395] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5730] 1760397101211307, 15.0352, 2.02683, 0.304049, -1.16229, -0.995692, 0.022242, 0.00586376, 0.0898292, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.214010] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5732] 1760397101213894, 15.0378, 2.02683, 0.304049, -1.16229, -0.995692, 0.022242, 0.00586376, 0.0898292, 0.630418, -0.213394, 0.0201624, 0, 0.201052, 0.692208, 
[2025-10-13 19:11:41.216957] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5733] 1760397101216854, 15.0407, 2.02683, 0.304049, -1.16229, -0.995692, 0.022242, 0.00586376, 0.0898292, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.219541] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5734] 1760397101219421, 15.0433, 2.02683, 0.304049, -1.16229, -0.995692, 0.022242, 0.00586376, 0.0898292, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.222006] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5735] 1760397101221918, 15.0458, 2.03309, 0.30191, -1.16215, -0.995371, 0.0220131, 0.00681572, 0.0933047, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.224654] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5737] 1760397101224538, 15.0484, 2.03309, 0.30191, -1.16215, -0.995371, 0.0220131, 0.00681572, 0.0933047, 0.626289, -0.213909, 0.0145087, 0, 0.177952, 0.702156, 
[2025-10-13 19:11:41.227040] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5738] 1760397101226923, 15.0508, 2.03309, 0.30191, -1.16215, -0.995371, 0.0220131, 0.00681572, 0.0933047, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.229577] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5739] 1760397101229455, 15.0533, 2.03933, 0.299732, -1.16203, -0.995056, 0.0218391, 0.00768498, 0.0965823, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.232250] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5741] 1760397101232177, 15.056, 2.03933, 0.299732, -1.16203, -0.995056, 0.0218391, 0.00768498, 0.0965823, 0.623969, -0.217853, 0.0121651, 0, 0.161502, 0.66229, 
[2025-10-13 19:11:41.234887] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5742] 1760397101234772, 15.0586, 2.03933, 0.299732, -1.16203, -0.995056, 0.0218391, 0.00768498, 0.0965823, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.237261] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5743] 1760397101237145, 15.061, 2.03933, 0.299732, -1.16203, -0.995056, 0.0218391, 0.00768498, 0.0965823, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.239887] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5744] 1760397101239723, 15.0636, 2.04555, 0.297461, -1.16199, -0.994727, 0.0216409, 0.00828016, 0.0999061, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.242505] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5746] 1760397101242421, 15.0663, 2.04555, 0.297461, -1.16199, -0.994727, 0.0216409, 0.00828016, 0.0999061, 0.622203, -0.227096, 0.00378442, 0, 0.107352, 0.670454, 
[2025-10-13 19:11:41.245790] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5747] 1760397101245673, 15.0695, 2.04555, 0.297461, -1.16199, -0.994727, 0.0216409, 0.00828016, 0.0999061, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.248480] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5748] 1760397101248364, 15.0722, 2.04555, 0.297461, -1.16199, -0.994727, 0.0216409, 0.00828016, 0.0999061, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.250936] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5749] 1760397101250823, 15.0747, 2.05172, 0.295157, -1.162, -0.994354, 0.0213871, 0.00842498, 0.103592, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.253546] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5751] 1760397101253426, 15.0773, 2.05172, 0.295157, -1.162, -0.994354, 0.0213871, 0.00842498, 0.103592, 0.616834, -0.230391, 0, 0.0430107, 0, 0.741246, 
[2025-10-13 19:11:41.255848] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5752] 1760397101255740, 15.0796, 2.05172, 0.295157, -1.162, -0.994354, 0.0213871, 0.00842498, 0.103592, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.258584] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5753] 1760397101258468, 15.0823, 2.05172, 0.295157, -1.162, -0.994354, 0.0213871, 0.00842498, 0.103592, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.263790] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5755] 1760397101263676, 15.0875, 2.05793, 0.29289, -1.162, -0.994017, 0.0209963, 0.00867759, 0.106838, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.264378] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5756] 1760397101264291, 15.0882, 2.05793, 0.29289, -1.162, -0.994017, 0.0209963, 0.00867759, 0.106838, 0.620775, -0.226692, 0, 0.0683308, 0.0441187, 0.653508, 
[2025-10-13 19:11:41.267269] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5757] 1760397101267153, 15.091, 2.05793, 0.29289, -1.162, -0.994017, 0.0209963, 0.00867759, 0.106838, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.269427] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5758] 1760397101269313, 15.0932, 2.05793, 0.29289, -1.162, -0.994017, 0.0209963, 0.00867759, 0.106838, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.271647] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5759] 1760397101271561, 15.0954, 2.06408, 0.29063, -1.16207, -0.993649, 0.0205589, 0.00843217, 0.110305, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.274475] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5761] 1760397101274359, 15.0982, 2.06408, 0.29063, -1.16207, -0.993649, 0.0205589, 0.00843217, 0.110305, 0.614745, -0.226039, -0.00662993, 0.0879765, -0.0543197, 0.69561, 
[2025-10-13 19:11:41.278255] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5762] 1760397101278139, 15.102, 2.06408, 0.29063, -1.16207, -0.993649, 0.0205589, 0.00843217, 0.110305, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.280255] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5763] 1760397101280170, 15.104, 2.07022, 0.288295, -1.1622, -0.993276, 0.020125, 0.00796982, 0.113728, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.283209] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5765] 1760397101283057, 15.1069, 2.07022, 0.288295, -1.1622, -0.993276, 0.020125, 0.00796982, 0.113728, 0.614159, -0.233438, -0.0128006, 0.0926018, -0.0966934, 0.686336, 
[2025-10-13 19:11:41.285460] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5766] 1760397101285353, 15.1092, 2.07022, 0.288295, -1.1622, -0.993276, 0.020125, 0.00796982, 0.113728, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.289603] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5767] 1760397101289488, 15.1134, 2.07022, 0.288295, -1.1622, -0.993276, 0.020125, 0.00796982, 0.113728, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.290802] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5768] 1760397101290710, 15.1146, 2.07633, 0.285918, -1.16239, -0.992895, 0.0197823, 0.00753446, 0.1171, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.294161] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5770] 1760397101294047, 15.1179, 2.07633, 0.285918, -1.16239, -0.992895, 0.0197823, 0.00753446, 0.1171, 0.611475, -0.237687, -0.0196911, 0.0745535, -0.0926094, 0.676383, 
[2025-10-13 19:11:41.296691] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5771] 1760397101296568, 15.1204, 2.07633, 0.285918, -1.16239, -0.992895, 0.0197823, 0.00753446, 0.1171, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.299368] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5772] 1760397101299245, 15.1231, 2.07633, 0.285918, -1.16239, -0.992895, 0.0197823, 0.00753446, 0.1171, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.301759] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5773] 1760397101301672, 15.1255, 2.08243, 0.283496, -1.16265, -0.992511, 0.0194109, 0.00674639, 0.120413, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.304283] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5775] 1760397101304169, 15.128, 2.08243, 0.283496, -1.16265, -0.992511, 0.0194109, 0.00674639, 0.120413, 0.609471, -0.242204, -0.0256695, 0.0893593, -0.161183, 0.663549, 
[2025-10-13 19:11:41.306764] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5776] 1760397101306645, 15.1305, 2.08243, 0.283496, -1.16265, -0.992511, 0.0194109, 0.00674639, 0.120413, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.310345] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5777] 1760397101310227, 15.1341, 2.08243, 0.283496, -1.16265, -0.992511, 0.0194109, 0.00674639, 0.120413, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.312705] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5779] 1760397101312581, 15.1364, 2.08852, 0.280872, -1.16313, -0.991915, 0.0199583, 0.0045409, 0.125243, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.315394] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5780] 1760397101315281, 15.1391, 2.08852, 0.280872, -1.16313, -0.991915, 0.0199583, 0.0045409, 0.125243, 0.608749, -0.262436, -0.0476127, -0.0575066, -0.47081, 0.964142, 
[2025-10-13 19:11:41.317982] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5781] 1760397101317865, 15.1417, 2.08852, 0.280872, -1.16313, -0.991915, 0.0199583, 0.0045409, 0.125243, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.320548] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5782] 1760397101320461, 15.1443, 2.0946, 0.278409, -1.16344, -0.991528, 0.0193609, 0.00364003, 0.128393, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.323051] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5784] 1760397101322937, 15.1468, 2.0946, 0.278409, -1.16344, -0.991528, 0.0193609, 0.00364003, 0.128393, 0.607966, -0.246293, -0.0314391, 0.140452, -0.176232, 0.63118, 
[2025-10-13 19:11:41.325915] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5785] 1760397101325803, 15.1497, 2.0946, 0.278409, -1.16344, -0.991528, 0.0193609, 0.00364003, 0.128393, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.328538] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5786] 1760397101328423, 15.1523, 2.0946, 0.278409, -1.16344, -0.991528, 0.0193609, 0.00364003, 0.128393, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.330944] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5787] 1760397101330820, 15.1547, 2.1006, 0.275928, -1.1638, -0.99115, 0.018878, 0.00256634, 0.131369, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.333758] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5789] 1760397101333641, 15.1575, 2.1006, 0.275928, -1.1638, -0.99115, 0.018878, 0.00256634, 0.131369, 0.600052, -0.248081, -0.0359155, 0.12331, -0.211949, 0.595891, 
[2025-10-13 19:11:41.335850] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5790] 1760397101335743, 15.1596, 2.1006, 0.275928, -1.1638, -0.99115, 0.018878, 0.00256634, 0.131369, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.338608] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5791] 1760397101338492, 15.1624, 2.1006, 0.275928, -1.1638, -0.99115, 0.018878, 0.00256634, 0.131369, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.341782] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5793] 1760397101341695, 15.1656, 2.10661, 0.273388, -1.16416, -0.990752, 0.0183826, 0.0014985, 0.134424, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.344299] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5794] 1760397101344185, 15.168, 2.10661, 0.273388, -1.16416, -0.990752, 0.0183826, 0.0014985, 0.134424, 0.601379, -0.253973, -0.0355518, 0.126886, -0.210015, 0.612438, 
[2025-10-13 19:11:41.346785] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5795] 1760397101346669, 15.1705, 2.10661, 0.273388, -1.16416, -0.990752, 0.0183826, 0.0014985, 0.134424, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.349578] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5796] 1760397101349459, 15.1733, 2.10661, 0.273388, -1.16416, -0.990752, 0.0183826, 0.0014985, 0.134424, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.351776] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5798] 1760397101351657, 15.1755, 2.11265, 0.270779, -1.16451, -0.990333, 0.0178769, 0.000421652, 0.137554, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.354400] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5799] 1760397101354286, 15.1782, 2.11265, 0.270779, -1.16451, -0.990333, 0.0178769, 0.000421652, 0.137554, 0.604368, -0.260973, -0.0350446, 0.130463, -0.211006, 0.627971, 
[2025-10-13 19:11:41.357551] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5800] 1760397101357434, 15.1813, 2.11265, 0.270779, -1.16451, -0.990333, 0.0178769, 0.000421652, 0.137554, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.359609] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5801] 1760397101359487, 15.1834, 2.11265, 0.270779, -1.16451, -0.990333, 0.0178769, 0.000421652, 0.137554, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.361931] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5803] 1760397101361819, 15.1857, 2.11868, 0.268122, -1.16488, -0.989886, 0.017532, -0.000628214, 0.140774, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.364555] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5804] 1760397101364437, 15.1883, 2.11868, 0.268122, -1.16488, -0.989886, 0.017532, -0.000628214, 0.140774, 0.602936, -0.26567, -0.037538, 0.099206, -0.209693, 0.646907, 
[2025-10-13 19:11:41.367016] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5805] 1760397101366897, 15.1908, 2.11868, 0.268122, -1.16488, -0.989886, 0.017532, -0.000628214, 0.140774, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.369558] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5806] 1760397101369443, 15.1933, 2.11868, 0.268122, -1.16488, -0.989886, 0.017532, -0.000628214, 0.140774, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.371992] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5808] 1760397101371920, 15.1958, 2.12465, 0.265459, -1.16522, -0.989445, 0.0174542, -0.00170733, 0.143843, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.374666] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5809] 1760397101374551, 15.1984, 2.12465, 0.265459, -1.16522, -0.989445, 0.0174542, -0.00170733, 0.143843, 0.596254, -0.266312, -0.0343395, 0.0483274, -0.222019, 0.616482, 
[2025-10-13 19:11:41.376987] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5810] 1760397101376873, 15.2007, 2.12465, 0.265459, -1.16522, -0.989445, 0.0174542, -0.00170733, 0.143843, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.379794] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5811] 1760397101379638, 15.2035, 2.12465, 0.265459, -1.16522, -0.989445, 0.0174542, -0.00170733, 0.143843, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.382103] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5813] 1760397101382036, 15.2059, 2.13062, 0.262743, -1.16558, -0.989007, 0.0173417, -0.00254252, 0.146824, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.384980] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5814] 1760397101384857, 15.2087, 2.13062, 0.262743, -1.16558, -0.989007, 0.0173417, -0.00254252, 0.146824, 0.597133, -0.27159, -0.0350361, 0.049305, -0.172159, 0.599995, 
[2025-10-13 19:11:41.388637] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5815] 1760397101388520, 15.2124, 2.13062, 0.262743, -1.16558, -0.989007, 0.0173417, -0.00254252, 0.146824, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.390990] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5817] 1760397101390927, 15.2148, 2.13657, 0.25998, -1.16593, -0.988555, 0.0174134, -0.0031771, 0.149818, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.393688] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5818] 1760397101393574, 15.2174, 2.13657, 0.25998, -1.16593, -0.988555, 0.0174134, -0.0031771, 0.149818, 0.595464, -0.276272, -0.0352318, 0, -0.137778, 0.603595, 
[2025-10-13 19:11:41.395388] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5819] 1760397101395277, 15.2191, 2.13657, 0.25998, -1.16593, -0.988555, 0.0174134, -0.0031771, 0.149818, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.399619] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5820] 1760397101399505, 15.2234, 2.13657, 0.25998, -1.16593, -0.988555, 0.0174134, -0.0031771, 0.149818, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.401523] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5822] 1760397101401402, 15.2253, 2.1425, 0.257163, -1.16625, -0.988105, 0.0178151, -0.00369564, 0.152699, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.404255] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5823] 1760397101404142, 15.228, 2.1425, 0.257163, -1.16625, -0.988105, 0.0178151, -0.00369564, 0.152699, 0.592408, -0.281682, -0.0325921, -0.0602484, -0.1245, 0.580743, 
[2025-10-13 19:11:41.406502] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5824] 1760397101406358, 15.2302, 2.1425, 0.257163, -1.16625, -0.988105, 0.0178151, -0.00369564, 0.152699, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.409499] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5825] 1760397101409383, 15.2332, 2.1425, 0.257163, -1.16625, -0.988105, 0.0178151, -0.00369564, 0.152699, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.411903] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5827] 1760397101411813, 15.2357, 2.14844, 0.254265, -1.16653, -0.987608, 0.0180482, -0.00392519, 0.155851, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.415292] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5828] 1760397101415177, 15.239, 2.14844, 0.254265, -1.16653, -0.987608, 0.0180482, -0.00392519, 0.155851, 0.594783, -0.28989, -0.0273675, 0, -0.0634764, 0.63698, 
[2025-10-13 19:11:41.418624] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5829] 1760397101418510, 15.2424, 2.14844, 0.254265, -1.16653, -0.987608, 0.0180482, -0.00392519, 0.155851, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.421023] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5830] 1760397101420936, 15.2448, 2.15439, 0.251367, -1.16677, -0.987123, 0.0184511, -0.00399276, 0.158845, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.423666] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5832] 1760397101423551, 15.2474, 2.15439, 0.251367, -1.16677, -0.987123, 0.0184511, -0.00399276, 0.158845, 0.594414, -0.289759, -0.0246834, -0.0733376, -0.0365688, 0.60564, 
[2025-10-13 19:11:41.426106] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5833] 1760397101425995, 15.2499, 2.15439, 0.251367, -1.16677, -0.987123, 0.0184511, -0.00399276, 0.158845, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.428839] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5834] 1760397101428726, 15.2526, 2.15439, 0.251367, -1.16677, -0.987123, 0.0184511, -0.00399276, 0.158845, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.431379] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5835] 1760397101431293, 15.2552, 2.16039, 0.248423, -1.16701, -0.98664, 0.0188977, -0.0038731, 0.161768, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.434350] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5837] 1760397101434235, 15.2581, 2.16039, 0.248423, -1.16701, -0.98664, 0.0188977, -0.0038731, 0.161768, 0.599743, -0.294416, -0.0236963, -0.0879526, 0, 0.591892, 
[2025-10-13 19:11:41.437385] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5838] 1760397101437266, 15.2611, 2.16039, 0.248423, -1.16701, -0.98664, 0.0188977, -0.0038731, 0.161768, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.439871] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5839] 1760397101439720, 15.2636, 2.16635, 0.245435, -1.16721, -0.986144, 0.0194139, -0.00343319, 0.164713, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.442494] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5841] 1760397101442372, 15.2662, 2.16635, 0.245435, -1.16721, -0.986144, 0.0194139, -0.00343319, 0.164713, 0.596506, -0.298826, -0.0196492, -0.1122, 0.0590165, 0.597781, 
[2025-10-13 19:11:41.444901] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5842] 1760397101444787, 15.2687, 2.16635, 0.245435, -1.16721, -0.986144, 0.0194139, -0.00343319, 0.164713, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.447489] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5843] 1760397101447329, 15.2712, 2.16635, 0.245435, -1.16721, -0.986144, 0.0194139, -0.00343319, 0.164713, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.450764] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5844] 1760397101450672, 15.2745, 2.17228, 0.242402, -1.16738, -0.985661, 0.0199546, -0.00269602, 0.167535, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.453612] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5846] 1760397101453495, 15.2774, 2.17228, 0.242402, -1.16738, -0.985661, 0.0199546, -0.00269602, 0.167535, 0.593426, -0.303273, -0.0171378, -0.12753, 0.116589, 0.574028, 
[2025-10-13 19:11:41.456020] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5847] 1760397101455909, 15.2798, 2.17228, 0.242402, -1.16738, -0.985661, 0.0199546, -0.00269602, 0.167535, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.458720] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5848] 1760397101458604, 15.2825, 2.17228, 0.242402, -1.16738, -0.985661, 0.0199546, -0.00269602, 0.167535, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.464305] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5850] 1760397101464188, 15.2881, 2.17821, 0.239253, -1.16757, -0.985126, 0.0206946, -0.00191983, 0.170575, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.464918] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5851] 1760397101464820, 15.2887, 2.17821, 0.239253, -1.16757, -0.985126, 0.0206946, -0.00191983, 0.170575, 0.592607, -0.314857, -0.0187538, -0.168586, 0.115847, 0.618815, 
[2025-10-13 19:11:41.467037] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5852] 1760397101466923, 15.2908, 2.17821, 0.239253, -1.16757, -0.985126, 0.0206946, -0.00191983, 0.170575, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:11:41.469561] [0x0000007f877fd9a0] [MocapTag] [0x00001fb8] [5853] 1760397101469445, 15.2933, 2.17821, 0.239253, -1.16757, -0.985126, 0.0206946, -0.00191983, 0.170575, 0, 0, 0, 0, 0, 0, 
