[2025-10-01 21:02:57.901902] [0x0000007fbd0747c0] [MocapTag] [0x00000c98] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-01 21:03:22.447192] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10909] 1759367002447078, 27.2882, 0.0473681, -0.41479, -1.20212, -0.953742, -0.00943326, -0.00243787, 0.300468, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.451329] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10910] 1759367002451208, 27.2923, 0.0473681, -0.41479, -1.20212, -0.953742, -0.00943326, -0.00243787, 0.300468, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.453963] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10911] 1759367002453846, 27.2949, 0.0475089, -0.4148, -1.20208, -0.95372, -0.00925009, -0.00258177, 0.300542, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.456694] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10913] 1759367002456593, 27.2977, 0.0475089, -0.4148, -1.20208, -0.95372, -0.00925009, -0.00258177, 0.300542, 0.0140836, 0, 0.00402227, 0, -0.0383092, 0, 
[2025-10-01 21:03:22.459638] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10914] 1759367002459521, 27.3006, 0.0475089, -0.4148, -1.20208, -0.95372, -0.00925009, -0.00258177, 0.300542, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.462264] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10915] 1759367002462146, 27.3032, 0.047647, -0.414838, -1.2021, -0.95373, -0.00908478, -0.00278314, 0.300514, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.466313] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10916] 1759367002466222, 27.3073, 0.047647, -0.414838, -1.2021, -0.95373, -0.00908478, -0.00278314, 0.300514, 0.0138069, -0.00375473, -0.00212206, 0, -0.0484034, 0, 
[2025-10-01 21:03:22.469189] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10918] 1759367002469070, 27.3102, 0.047647, -0.414838, -1.2021, -0.95373, -0.00908478, -0.00278314, 0.300514, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.471791] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10919] 1759367002471668, 27.3128, 0.0477981, -0.414885, -1.2021, -0.953672, -0.00900175, -0.0027612, 0.3007, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.475816] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10921] 1759367002475738, 27.3168, 0.0477981, -0.414885, -1.2021, -0.953672, -0.00900175, -0.0027612, 0.3007, 0.015113, -0.00475288, 0, 0, 0, 0.038898, 
[2025-10-01 21:03:22.476813] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10922] 1759367002476689, 27.3178, 0.0477981, -0.414885, -1.2021, -0.953672, -0.00900175, -0.0027612, 0.3007, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.479672] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10923] 1759367002479559, 27.3206, 0.0477981, -0.414885, -1.2021, -0.953672, -0.00900175, -0.0027612, 0.3007, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.484134] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10924] 1759367002484013, 27.3251, 0.0482054, -0.414918, -1.20228, -0.95386, -0.00929298, -0.00208469, 0.300102, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.486916] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10926] 1759367002486797, 27.3279, 0.0482054, -0.414918, -1.20228, -0.95386, -0.00929298, -0.00208469, 0.300102, 0.0407303, -0.00327029, -0.0177454, 0, 0.145359, -0.126594, 
[2025-10-01 21:03:22.489542] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10927] 1759367002489423, 27.3305, 0.0482054, -0.414918, -1.20228, -0.95386, -0.00929298, -0.00208469, 0.300102, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.492163] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10928] 1759367002492047, 27.3331, 0.0483115, -0.414948, -1.20224, -0.953818, -0.00928077, -0.00180396, 0.300236, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.494869] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10929] 1759367002494752, 27.3358, 0.0483115, -0.414948, -1.20224, -0.953818, -0.00928077, -0.00180396, 0.300236, 0.0106055, -0.00305047, 0.00343585, 0, 0.0530864, 0, 
[2025-10-01 21:03:22.498364] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10931] 1759367002498204, 27.3393, 0.0483115, -0.414948, -1.20224, -0.953818, -0.00928077, -0.00180396, 0.300236, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.500881] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10932] 1759367002500773, 27.3419, 0.048462, -0.414991, -1.20225, -0.953781, -0.00927365, -0.00161193, 0.300356, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.503718] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10933] 1759367002503602, 27.3447, 0.048462, -0.414991, -1.20225, -0.953781, -0.00927365, -0.00161193, 0.300356, 0.0150514, -0.00426884, 0, 0, 0.0364385, 0, 
[2025-10-01 21:03:22.506187] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10934] 1759367002506100, 27.3472, 0.048462, -0.414991, -1.20225, -0.953781, -0.00927365, -0.00161193, 0.300356, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.508804] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10936] 1759367002508691, 27.3498, 0.048462, -0.414991, -1.20225, -0.953781, -0.00927365, -0.00161193, 0.300356, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.512724] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10937] 1759367002512604, 27.3537, 0.0485759, -0.414991, -1.20226, -0.953767, -0.00928921, -0.00147334, 0.300399, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.514478] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10938] 1759367002514351, 27.3554, 0.0485759, -0.414991, -1.20226, -0.953767, -0.00928921, -0.00147334, 0.300399, 0.0113896, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.516919] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10939] 1759367002516831, 27.3579, 0.0485759, -0.414991, -1.20226, -0.953767, -0.00928921, -0.00147334, 0.300399, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.519720] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10941] 1759367002519604, 27.3607, 0.0485759, -0.414991, -1.20226, -0.953767, -0.00928921, -0.00147334, 0.300399, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.524041] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10942] 1759367002523923, 27.365, 0.0487259, -0.415033, -1.20229, -0.953748, -0.00934989, -0.00137434, 0.300459, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.525113] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10943] 1759367002524991, 27.3661, 0.0487259, -0.415033, -1.20229, -0.953748, -0.00934989, -0.00137434, 0.300459, 0.0150081, -0.00422882, -0.00298944, 0, 0, 0, 
[2025-10-01 21:03:22.529568] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10945] 1759367002529455, 27.3705, 0.0487259, -0.415033, -1.20229, -0.953748, -0.00934989, -0.00137434, 0.300459, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.532206] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10946] 1759367002532090, 27.3732, 0.0488393, -0.415037, -1.20227, -0.953764, -0.009424, -0.00106802, 0.300407, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.534856] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10947] 1759367002534739, 27.3758, 0.0488393, -0.415037, -1.20227, -0.953764, -0.009424, -0.00106802, 0.300407, 0.0113398, 0, 0.00255884, 0, 0.0627814, 0, 
[2025-10-01 21:03:22.537444] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10949] 1759367002537330, 27.3784, 0.0488393, -0.415037, -1.20227, -0.953764, -0.009424, -0.00106802, 0.300407, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.539959] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10950] 1759367002539848, 27.3809, 0.0489748, -0.415071, -1.2023, -0.953749, -0.00953059, -0.000966468, 0.300452, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.542884] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10951] 1759367002542768, 27.3839, 0.0489748, -0.415071, -1.2023, -0.953749, -0.00953059, -0.000966468, 0.300452, 0.0135486, -0.00335818, -0.00333395, 0, 0, 0, 
[2025-10-01 21:03:22.546079] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10953] 1759367002545985, 27.3871, 0.0489748, -0.415071, -1.2023, -0.953749, -0.00953059, -0.000966468, 0.300452, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.548875] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10954] 1759367002548762, 27.3898, 0.0489748, -0.415071, -1.2023, -0.953749, -0.00953059, -0.000966468, 0.300452, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.552024] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10955] 1759367002551907, 27.393, 0.0490793, -0.415099, -1.20233, -0.953739, -0.00957387, -0.000836854, 0.300484, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.554248] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10956] 1759367002554127, 27.3952, 0.0490793, -0.415099, -1.20233, -0.953739, -0.00957387, -0.000836854, 0.300484, 0.010447, -0.00279504, -0.00317328, 0, 0, 0, 
[2025-10-01 21:03:22.556690] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10958] 1759367002556569, 27.3977, 0.0490793, -0.415099, -1.20233, -0.953739, -0.00957387, -0.000836854, 0.300484, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.561651] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10959] 1759367002561514, 27.4026, 0.0490793, -0.415099, -1.20233, -0.953739, -0.00957387, -0.000836854, 0.300484, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.564104] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10960] 1759367002563984, 27.4051, 0.0488703, -0.415084, -1.20221, -0.953552, -0.00923582, -0.0015842, 0.301083, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.566774] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10962] 1759367002566703, 27.4078, 0.0488703, -0.415084, -1.20221, -0.953552, -0.00923582, -0.0015842, 0.301083, -0.0208953, 0, 0.0119934, 0, -0.161704, 0.127149, 
[2025-10-01 21:03:22.569569] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10963] 1759367002569454, 27.4105, 0.0488703, -0.415084, -1.20221, -0.953552, -0.00923582, -0.0015842, 0.301083, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.572127] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10964] 1759367002572009, 27.4131, 0.0490216, -0.415127, -1.2023, -0.953539, -0.00938667, -0.0016569, 0.30112, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.574866] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10965] 1759367002574750, 27.4158, 0.0490216, -0.415127, -1.2023, -0.953539, -0.00938667, -0.0016569, 0.30112, 0.0151286, -0.00427989, -0.00888088, 0, 0, 0, 
[2025-10-01 21:03:22.579694] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10967] 1759367002579581, 27.4207, 0.0490216, -0.415127, -1.2023, -0.953539, -0.00938667, -0.0016569, 0.30112, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.580837] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10968] 1759367002580732, 27.4218, 0.0491273, -0.415143, -1.20235, -0.953554, -0.00963612, -0.0016442, 0.301064, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.583578] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10969] 1759367002583456, 27.4245, 0.0491273, -0.415143, -1.20235, -0.953554, -0.00963612, -0.0016442, 0.301064, 0.0105633, 0, -0.00477137, 0.0468254, 0, 0, 
[2025-10-01 21:03:22.586051] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10970] 1759367002585961, 27.427, 0.0491273, -0.415143, -1.20235, -0.953554, -0.00963612, -0.0016442, 0.301064, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.588846] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10972] 1759367002588732, 27.4298, 0.0491273, -0.415143, -1.20235, -0.953554, -0.00963612, -0.0016442, 0.301064, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.593382] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10973] 1759367002593266, 27.4344, 0.049314, -0.415244, -1.20246, -0.95349, -0.00985206, -0.00177191, 0.301259, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.596184] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10974] 1759367002596115, 27.4372, 0.049314, -0.415244, -1.20246, -0.95349, -0.00985206, -0.00177191, 0.301259, 0.0186756, -0.0101108, -0.0115456, 0.0488281, 0, 0.0409901, 
[2025-10-01 21:03:22.598949] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10976] 1759367002598835, 27.4399, 0.049314, -0.415244, -1.20246, -0.95349, -0.00985206, -0.00177191, 0.301259, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.601545] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10977] 1759367002601426, 27.4425, 0.0494237, -0.415281, -1.20258, -0.953444, -0.0100381, -0.0018358, 0.301397, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.604337] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10978] 1759367002604211, 27.4453, 0.0494237, -0.415281, -1.20258, -0.953444, -0.0100381, -0.0018358, 0.301397, 0.0109645, -0.00367856, -0.011243, 0.0393152, 0, 0, 
[2025-10-01 21:03:22.606922] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10980] 1759367002606837, 27.4479, 0.0494237, -0.415281, -1.20258, -0.953444, -0.0100381, -0.0018358, 0.301397, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.610187] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10981] 1759367002610062, 27.4511, 0.0494237, -0.415281, -1.20258, -0.953444, -0.0100381, -0.0018358, 0.301397, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.615266] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10983] 1759367002615199, 27.4563, 0.0495169, -0.415305, -1.2027, -0.953437, -0.0102957, -0.00187593, 0.301412, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.616089] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10984] 1759367002615974, 27.4571, 0.0495169, -0.415305, -1.2027, -0.953437, -0.0102957, -0.00187593, 0.301412, 0.00931909, -0.00245701, -0.0121632, 0.0515223, 0, 0, 
[2025-10-01 21:03:22.618690] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10985] 1759367002618575, 27.4597, 0.0495169, -0.415305, -1.2027, -0.953437, -0.0102957, -0.00187593, 0.301412, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.621364] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10986] 1759367002621260, 27.4623, 0.0496555, -0.415381, -1.20287, -0.953407, -0.0104928, -0.00187178, 0.3015, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.625936] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10988] 1759367002625874, 27.467, 0.0496555, -0.415381, -1.20287, -0.953407, -0.0104928, -0.00187178, 0.3015, 0.0138591, -0.00754564, -0.0172743, 0.0373125, 0, 0, 
[2025-10-01 21:03:22.628823] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10989] 1759367002628710, 27.4698, 0.0496555, -0.415381, -1.20287, -0.953407, -0.0104928, -0.00187178, 0.3015, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.631330] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10990] 1759367002631213, 27.4723, 0.0498023, -0.415473, -1.20302, -0.953371, -0.0106219, -0.0018811, 0.301609, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.634262] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10991] 1759367002634144, 27.4752, 0.0498023, -0.415473, -1.20302, -0.953371, -0.0106219, -0.0018811, 0.301609, 0.0146895, -0.0092121, -0.0147589, 0, 0, 0, 
[2025-10-01 21:03:22.636709] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10993] 1759367002636603, 27.4777, 0.0498023, -0.415473, -1.20302, -0.953371, -0.0106219, -0.0018811, 0.301609, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.641069] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10994] 1759367002640954, 27.482, 0.0498023, -0.415473, -1.20302, -0.953371, -0.0106219, -0.0018811, 0.301609, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.643733] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10995] 1759367002643620, 27.4847, 0.050238, -0.415566, -1.20335, -0.953529, -0.0111593, -0.00133543, 0.301091, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.646321] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10996] 1759367002646232, 27.4873, 0.050238, -0.415566, -1.20335, -0.953529, -0.0111593, -0.00133543, 0.301091, 0.0435612, -0.00926574, -0.032812, 0.069809, 0.135264, -0.110006, 
[2025-10-01 21:03:22.648944] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10998] 1759367002648831, 27.4899, 0.050238, -0.415566, -1.20335, -0.953529, -0.0111593, -0.00133543, 0.301091, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.651756] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [10999] 1759367002651637, 27.4927, 0.0503673, -0.415622, -1.20353, -0.953495, -0.011344, -0.00169363, 0.301191, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.654247] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [11000] 1759367002654129, 27.4952, 0.0503673, -0.415622, -1.20353, -0.953495, -0.011344, -0.00169363, 0.301191, 0.0129345, -0.00562558, -0.017967, 0.0567436, -0.0569465, 0, 
[2025-10-01 21:03:22.657772] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [11002] 1759367002657661, 27.4987, 0.0503673, -0.415622, -1.20353, -0.953495, -0.011344, -0.00169363, 0.301191, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.660438] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [11003] 1759367002660325, 27.5014, 0.0504154, -0.415644, -1.20369, -0.953491, -0.0113908, -0.00202554, 0.301198, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.663231] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [11004] 1759367002663112, 27.5042, 0.0504154, -0.415644, -1.20369, -0.953491, -0.0113908, -0.00202554, 0.301198, 0.00480477, -0.00223298, -0.0165195, 0, -0.0604609, 0, 
[2025-10-01 21:03:22.665723] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [11005] 1759367002665602, 27.5067, 0.0504154, -0.415644, -1.20369, -0.953491, -0.0113908, -0.00202554, 0.301198, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.669064] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [11007] 1759367002668951, 27.51, 0.0504154, -0.415644, -1.20369, -0.953491, -0.0113908, -0.00202554, 0.301198, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.670998] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [11008] 1759367002670891, 27.512, 0.0505677, -0.415738, -1.2039, -0.953446, -0.0114058, -0.00247702, 0.301337, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.675583] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [11009] 1759367002675494, 27.5166, 0.0505677, -0.415738, -1.2039, -0.953446, -0.0114058, -0.00247702, 0.301337, 0.0152356, -0.00943265, -0.0212597, 0, -0.0848578, 0, 
[2025-10-01 21:03:22.678197] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [11011] 1759367002678085, 27.5192, 0.0505677, -0.415738, -1.2039, -0.953446, -0.0114058, -0.00247702, 0.301337, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.680797] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [11012] 1759367002680686, 27.5218, 0.0508101, -0.41591, -1.20431, -0.95332, -0.0113014, -0.00353366, 0.301731, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.683645] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [11013] 1759367002683529, 27.5246, 0.0508101, -0.41591, -1.20431, -0.95332, -0.0113014, -0.00353366, 0.301731, 0.0242401, -0.0171738, -0.0401581, 0.0437975, -0.206799, 0.0851691, 
[2025-10-01 21:03:22.686178] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [11014] 1759367002686089, 27.5272, 0.0508101, -0.41591, -1.20431, -0.95332, -0.0113014, -0.00353366, 0.301731, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.689959] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [11016] 1759367002689844, 27.5309, 0.0508101, -0.41591, -1.20431, -0.95332, -0.0113014, -0.00353366, 0.301731, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.692488] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [11017] 1759367002692372, 27.5335, 0.0512257, -0.416316, -1.20452, -0.95305, -0.0111922, -0.00361755, 0.302583, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.695280] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [11018] 1759367002695165, 27.5362, 0.0512257, -0.416316, -1.20452, -0.95305, -0.0111922, -0.00361755, 0.302583, 0.0415602, -0.0405666, -0.0211707, 0, 0, 0.179023, 
[2025-10-01 21:03:22.697947] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [11020] 1759367002697834, 27.5389, 0.0512257, -0.416316, -1.20452, -0.95305, -0.0111922, -0.00361755, 0.302583, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.700521] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [11021] 1759367002700409, 27.5415, 0.0509495, -0.416052, -1.2047, -0.953278, -0.0112878, -0.00415653, 0.301856, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.705048] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [11022] 1759367002704905, 27.546, 0.0509495, -0.416052, -1.2047, -0.953278, -0.0112878, -0.00415653, 0.301856, -0.0276246, 0.0263894, -0.0185974, 0.0507593, -0.0987826, -0.151151, 
[2025-10-01 21:03:22.707493] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [11024] 1759367002707371, 27.5485, 0.0509495, -0.416052, -1.2047, -0.953278, -0.0112878, -0.00415653, 0.301856, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.710372] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [11025] 1759367002710257, 27.5513, 0.0509495, -0.416052, -1.2047, -0.953278, -0.0112878, -0.00415653, 0.301856, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.712759] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [11026] 1759367002712640, 27.5537, 0.0510363, -0.416138, -1.20491, -0.95325, -0.0112678, -0.00438567, 0.301939, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.718521] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [11028] 1759367002718400, 27.5595, 0.0510363, -0.416138, -1.20491, -0.95325, -0.0112678, -0.00438567, 0.301939, 0.00868004, -0.00862841, -0.0211444, 0, -0.0446832, 0, 
[2025-10-01 21:03:22.719133] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [11029] 1759367002719040, 27.5601, 0.0510363, -0.416138, -1.20491, -0.95325, -0.0112678, -0.00438567, 0.301939, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.721808] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [11030] 1759367002721693, 27.5628, 0.0514092, -0.416461, -1.20534, -0.952962, -0.0111597, -0.00505486, 0.302842, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.724785] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [11031] 1759367002724667, 27.5658, 0.0514092, -0.416461, -1.20534, -0.952962, -0.0111597, -0.00505486, 0.302842, 0.0372914, -0.0323125, -0.0427557, 0, -0.131805, 0.191057, 
[2025-10-01 21:03:22.727156] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [11033] 1759367002727075, 27.5682, 0.0514092, -0.416461, -1.20534, -0.952962, -0.0111597, -0.00505486, 0.302842, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.729837] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [11034] 1759367002729723, 27.5708, 0.0514092, -0.416461, -1.20534, -0.952962, -0.0111597, -0.00505486, 0.302842, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.732488] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [11035] 1759367002732372, 27.5735, 0.0514964, -0.41656, -1.20559, -0.952901, -0.0110414, -0.00545307, 0.30303, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.737179] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [11037] 1759367002737061, 27.5781, 0.0514964, -0.41656, -1.20559, -0.952901, -0.0110414, -0.00545307, 0.30303, 0.0087259, -0.00982607, -0.024988, 0, -0.0825782, 0.0406086, 
[2025-10-01 21:03:22.739778] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [11038] 1759367002739668, 27.5808, 0.0514964, -0.41656, -1.20559, -0.952901, -0.0110414, -0.00545307, 0.30303, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:03:22.742377] [0x0000007f9bffe9a0] [MocapTag] [0x00000c98] [11039] 1759367002742263, 27.5833, 0.0515484, -0.41664, -1.2058, -0.952864, -0.0109109, -0.00570419, 0.303148, 0, 0, 0, 0, 0, 0, 
