[2025-10-01 18:34:54.228806] [0x0000007fa68607c0] [MocapTag] [0x00007459] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-01 18:35:19.867293] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11297] 1759358119867178, 28.3522, -0.00073167, -0.385119, -1.23404, -0.936086, -0.008507, -0.0120284, 0.351464, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:19.868729] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11298] 1759358119868567, 28.3536, -0.00073167, -0.385119, -1.23404, -0.936086, -0.008507, -0.0120284, 0.351464, 0.00421661, 0.0201162, -0.0123676, 0.10848, -0.0739666, 0, 
[2025-10-01 18:35:19.871883] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11299] 1759358119871768, 28.3568, -0.00073167, -0.385119, -1.23404, -0.936086, -0.008507, -0.0120284, 0.351464, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:19.874914] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11301] 1759358119874799, 28.3598, -0.000373541, -0.385587, -1.23437, -0.936445, -0.00777679, -0.0112844, 0.350546, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:19.877424] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11302] 1759358119877311, 28.3623, -0.000373541, -0.385587, -1.23437, -0.936445, -0.00777679, -0.0112844, 0.350546, 0.0358128, -0.0467919, -0.0331275, -0.190639, 0.0857253, -0.199598, 
[2025-10-01 18:35:19.881997] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11303] 1759358119881838, 28.3668, -0.000373541, -0.385587, -1.23437, -0.936445, -0.00777679, -0.0112844, 0.350546, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:19.884634] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11305] 1759358119884563, 28.3696, -0.000377477, -0.385607, -1.2346, -0.936553, -0.00743733, -0.0110837, 0.350272, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:19.887837] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11306] 1759358119887720, 28.3727, -0.000377477, -0.385607, -1.2346, -0.936553, -0.00743733, -0.0110837, 0.350272, 0, 0, -0.0231449, -0.0781298, 0, -0.0596583, 
[2025-10-01 18:35:19.890732] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11307] 1759358119890615, 28.3756, -0.000377477, -0.385607, -1.2346, -0.936553, -0.00743733, -0.0110837, 0.350272, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:19.893392] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11309] 1759358119893331, 28.3783, -0.000927341, -0.385377, -1.23485, -0.936441, -0.00702038, -0.0116946, 0.350559, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:19.897924] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11310] 1759358119897810, 28.3828, -0.000927341, -0.385377, -1.23485, -0.936441, -0.00702038, -0.0116946, 0.350559, -0.0549864, 0.0229272, -0.0242773, 0, -0.142984, 0.0628471, 
[2025-10-01 18:35:19.900997] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11311] 1759358119900884, 28.3859, -0.000927341, -0.385377, -1.23485, -0.936441, -0.00702038, -0.0116946, 0.350559, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:19.903957] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11313] 1759358119903855, 28.3889, -0.000800162, -0.385483, -1.23521, -0.9364, -0.00646563, -0.0105897, 0.350715, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:19.906794] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11314] 1759358119906679, 28.3917, -0.000800162, -0.385483, -1.23521, -0.9364, -0.00646563, -0.0105897, 0.350715, 0.0127179, -0.0105341, -0.0363915, -0.181222, 0.168338, 0, 
[2025-10-01 18:35:19.909384] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11315] 1759358119909267, 28.3943, -0.000800162, -0.385483, -1.23521, -0.9364, -0.00646563, -0.0105897, 0.350715, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:19.915117] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11317] 1759358119915005, 28.4, -0.000800162, -0.385483, -1.23521, -0.9364, -0.00646563, -0.0105897, 0.350715, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:19.916351] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11318] 1759358119916245, 28.4013, -0.000848132, -0.385519, -1.23536, -0.936394, -0.00593927, -0.0100886, 0.350756, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:19.919313] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11319] 1759358119919195, 28.4042, -0.000848132, -0.385519, -1.23536, -0.936394, -0.00593927, -0.0100886, 0.350756, -0.00479695, -0.00358028, -0.0150879, -0.133705, 0.0569953, 0, 
[2025-10-01 18:35:19.922161] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11320] 1759358119922044, 28.4071, -0.000848132, -0.385519, -1.23536, -0.936394, -0.00593927, -0.0100886, 0.350756, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:19.924918] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11322] 1759358119924805, 28.4098, -0.000833595, -0.38556, -1.23548, -0.936502, -0.00534574, -0.00954649, 0.350492, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:19.929443] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11323] 1759358119929302, 28.4143, -0.000833595, -0.38556, -1.23548, -0.936502, -0.00534574, -0.00954649, 0.350492, 0, -0.00411037, -0.0121677, -0.149608, 0.0594119, -0.0586927, 
[2025-10-01 18:35:19.932330] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11324] 1759358119932213, 28.4172, -0.00105094, -0.385586, -1.23547, -0.936629, -0.00465626, -0.00972782, 0.350157, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:19.935234] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11326] 1759358119935120, 28.4201, -0.00105094, -0.385586, -1.23547, -0.936629, -0.00465626, -0.00972782, 0.350157, -0.0217343, -0.00261036, 0, -0.116992, -0.0828618, -0.0718534, 
[2025-10-01 18:35:19.937744] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11327] 1759358119937636, 28.4226, -0.00105094, -0.385586, -1.23547, -0.936629, -0.00465626, -0.00972782, 0.350157, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:19.940768] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11328] 1759358119940652, 28.4257, -0.00105094, -0.385586, -1.23547, -0.936629, -0.00465626, -0.00972782, 0.350157, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:19.945154] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11330] 1759358119945034, 28.43, -0.000872281, -0.385726, -1.23562, -0.936681, -0.00405164, -0.00866738, 0.350052, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:19.948663] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11331] 1759358119948530, 28.4335, -0.000872281, -0.385726, -1.23562, -0.936681, -0.00405164, -0.00866738, 0.350052, 0.0178657, -0.0139785, -0.0151981, -0.187731, 0.156145, 0, 
[2025-10-01 18:35:19.951095] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11332] 1759358119950975, 28.436, -0.000872281, -0.385726, -1.23562, -0.936681, -0.00405164, -0.00866738, 0.350052, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:19.954059] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11333] 1759358119953969, 28.439, -0.000927363, -0.385746, -1.23571, -0.936746, -0.00349436, -0.00796468, 0.349902, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:19.956806] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11335] 1759358119956691, 28.4417, -0.000927363, -0.385746, -1.23571, -0.936746, -0.00349436, -0.00796468, 0.349902, -0.00550818, -0.00202276, -0.00881427, -0.153828, 0.0924248, 0, 
[2025-10-01 18:35:19.961507] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11336] 1759358119961389, 28.4464, -0.000927363, -0.385746, -1.23571, -0.936746, -0.00349436, -0.00796468, 0.349902, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:19.964040] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11337] 1759358119963954, 28.449, -0.000982506, -0.385778, -1.23577, -0.936731, -0.00295902, -0.00733822, 0.349961, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:19.967180] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11339] 1759358119967064, 28.4521, -0.000982506, -0.385778, -1.23577, -0.936731, -0.00295902, -0.00733822, 0.349961, -0.00551429, -0.00317763, -0.00646952, -0.144076, 0.0799653, 0, 
[2025-10-01 18:35:19.970076] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11340] 1759358119969958, 28.455, -0.000982506, -0.385778, -1.23577, -0.936731, -0.00295902, -0.00733822, 0.349961, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:19.972850] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11341] 1759358119972734, 28.4577, -0.00101391, -0.385808, -1.23585, -0.936749, -0.00246154, -0.00668342, 0.349931, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:19.977436] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11343] 1759358119977319, 28.4623, -0.00101391, -0.385808, -1.23585, -0.936749, -0.00246154, -0.00668342, 0.349931, -0.0031403, -0.0030873, -0.00762827, -0.139093, 0.0878219, 0, 
[2025-10-01 18:35:19.980218] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11344] 1759358119980085, 28.4651, -0.00101391, -0.385808, -1.23585, -0.936749, -0.00246154, -0.00668342, 0.349931, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:19.982974] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11345] 1759358119982860, 28.4679, -0.00110736, -0.385847, -1.23593, -0.936801, -0.00198557, -0.00637855, 0.349798, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:19.986438] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11347] 1759358119986323, 28.4713, -0.00110736, -0.385847, -1.23593, -0.936801, -0.00198557, -0.00637855, 0.349798, -0.00934554, -0.00389205, -0.00785854, -0.110674, 0, 0, 
[2025-10-01 18:35:19.988562] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11348] 1759358119988451, 28.4735, -0.00110736, -0.385847, -1.23593, -0.936801, -0.00198557, -0.00637855, 0.349798, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:19.992911] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11349] 1759358119992815, 28.4778, -0.00110736, -0.385847, -1.23593, -0.936801, -0.00198557, -0.00637855, 0.349798, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:19.995597] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11351] 1759358119995483, 28.4805, -0.00110959, -0.385917, -1.23599, -0.936834, -0.00168332, -0.00579556, 0.349722, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:19.998473] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11352] 1759358119998364, 28.4834, -0.00110959, -0.385917, -1.23599, -0.936834, -0.00168332, -0.00579556, 0.349722, 0, -0.00697512, -0.00626222, -0.0975132, 0.0880244, 0, 
[2025-10-01 18:35:20.001528] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11353] 1759358120001415, 28.4864, -0.00110959, -0.385917, -1.23599, -0.936834, -0.00168332, -0.00579556, 0.349722, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:20.004147] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11355] 1759358120004039, 28.489, -0.000841603, -0.386063, -1.23614, -0.936799, -0.00156304, -0.00441698, 0.349838, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:20.008772] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11356] 1759358120008656, 28.4937, -0.000841603, -0.386063, -1.23614, -0.936799, -0.00156304, -0.00441698, 0.349838, 0.0267987, -0.0145425, -0.0151502, -0.118876, 0.249963, 0, 
[2025-10-01 18:35:20.012077] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11357] 1759358120011927, 28.4969, -0.000841603, -0.386063, -1.23614, -0.936799, -0.00156304, -0.00441698, 0.349838, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:20.014190] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11359] 1759358120014072, 28.4991, -0.00104536, -0.386124, -1.23609, -0.936916, -0.00122818, -0.00435726, 0.349526, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:20.017157] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11360] 1759358120017045, 28.5021, -0.00104536, -0.386124, -1.23609, -0.936916, -0.00122818, -0.00435726, 0.349526, -0.0203762, -0.0061375, 0.00532638, -0.0671864, 0, -0.066942, 
[2025-10-01 18:35:20.020067] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11361] 1759358120019949, 28.505, -0.00104536, -0.386124, -1.23609, -0.936916, -0.00122818, -0.00435726, 0.349526, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:20.024489] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11363] 1759358120024375, 28.5094, -0.00104899, -0.386221, -1.23612, -0.93694, -0.0010583, -0.00385716, 0.349467, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:20.027282] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11364] 1759358120027170, 28.5122, -0.00104899, -0.386221, -1.23612, -0.93694, -0.0010583, -0.00385716, 0.349467, 0, -0.00966237, -0.00336742, -0.0668287, 0.0818069, 0, 
[2025-10-01 18:35:20.030232] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11365] 1759358120030117, 28.5151, -0.00104899, -0.386221, -1.23612, -0.93694, -0.0010583, -0.00385716, 0.349467, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:20.032835] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11366] 1759358120032719, 28.5177, -0.00114157, -0.386256, -1.23616, -0.936961, -0.000886216, -0.00351367, 0.349414, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:20.036605] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11368] 1759358120036489, 28.5215, -0.00114157, -0.386256, -1.23616, -0.936961, -0.000886216, -0.00351367, 0.349414, -0.00925849, -0.00356076, -0.00357992, -0.0562906, 0.052315, 0, 
[2025-10-01 18:35:20.042274] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11369] 1759358120042159, 28.5272, -0.00114157, -0.386256, -1.23616, -0.936961, -0.000886216, -0.00351367, 0.349414, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:20.044681] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11371] 1759358120044586, 28.5296, -0.000915545, -0.386094, -1.23617, -0.936806, -0.00144419, -0.00252988, 0.349836, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:20.047691] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11372] 1759358120047577, 28.5326, -0.000915545, -0.386094, -1.23617, -0.936806, -0.00144419, -0.00252988, 0.349836, 0.0226028, 0.0162075, 0, 0.0359774, 0.22355, 0.0894845, 
[2025-10-01 18:35:20.050782] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11373] 1759358120050666, 28.5357, -0.000915545, -0.386094, -1.23617, -0.936806, -0.00144419, -0.00252988, 0.349836, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:20.053823] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11375] 1759358120053703, 28.5387, -0.00115367, -0.386414, -1.23624, -0.936972, -0.000887985, -0.00215466, 0.349397, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:20.058841] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11376] 1759358120058724, 28.5437, -0.00115367, -0.386414, -1.23624, -0.936972, -0.000887985, -0.00215466, 0.349397, -0.0238129, -0.0320011, -0.00778301, -0.13063, 0, -0.0941932, 
[2025-10-01 18:35:20.062060] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11377] 1759358120061908, 28.5469, -0.00115367, -0.386414, -1.23624, -0.936972, -0.000887985, -0.00215466, 0.349397, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:20.064555] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11379] 1759358120064441, 28.5494, -0.00116314, -0.386505, -1.23629, -0.936997, -0.000919055, -0.00170189, 0.349331, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:20.067405] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11380] 1759358120067291, 28.5523, -0.00116314, -0.386505, -1.23629, -0.936997, -0.000919055, -0.00170189, 0.349331, 0, -0.00904499, -0.00424595, 0, 0.0869981, 0, 
[2025-10-01 18:35:20.072523] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11381] 1759358120072437, 28.5574, -0.00116314, -0.386505, -1.23629, -0.936997, -0.000919055, -0.00170189, 0.349331, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:20.075385] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11383] 1759358120075220, 28.5602, -0.000870155, -0.386407, -1.23632, -0.936861, -0.00152849, -0.00072112, 0.349697, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:20.078803] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11384] 1759358120078690, 28.5637, -0.000870155, -0.386407, -1.23632, -0.936861, -0.00152849, -0.00072112, 0.349697, 0.0292989, 0.00973697, -0.00352507, 0.045681, 0.226506, 0.0778675, 
[2025-10-01 18:35:20.082203] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11385] 1759358120082088, 28.5671, -0.000870155, -0.386407, -1.23632, -0.936861, -0.00152849, -0.00072112, 0.349697, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:20.084287] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11387] 1759358120084180, 28.5692, -0.00117819, -0.38672, -1.23637, -0.937078, -0.00101911, -0.000827233, 0.349118, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:20.089015] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11388] 1759358120088899, 28.5739, -0.00117819, -0.38672, -1.23637, -0.937078, -0.00101911, -0.000827233, 0.349118, -0.030803, -0.0312403, -0.00459775, -0.0880718, -0.0556623, -0.123566, 
[2025-10-01 18:35:20.091881] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11389] 1759358120091766, 28.5768, -0.00117819, -0.38672, -1.23637, -0.937078, -0.00101911, -0.000827233, 0.349118, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:20.094646] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11391] 1759358120094531, 28.5795, -0.00116812, -0.386807, -1.23645, -0.937117, -0.00109382, -0.000585356, 0.349013, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:20.097278] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11392] 1759358120097168, 28.5822, -0.00116812, -0.386807, -1.23645, -0.937117, -0.00109382, -0.000585356, 0.349013, 0, -0.00872498, -0.00837327, 0, 0.0505201, 0, 
[2025-10-01 18:35:20.100238] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11393] 1759358120100114, 28.5851, -0.00116812, -0.386807, -1.23645, -0.937117, -0.00109382, -0.000585356, 0.349013, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:20.104649] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11395] 1759358120104525, 28.5895, -0.00107728, -0.386916, -1.23658, -0.93708, -0.001313, -8.76193e-06, 0.349111, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:20.107413] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11396] 1759358120107299, 28.5923, -0.00107728, -0.386916, -1.23658, -0.93708, -0.001313, -8.76193e-06, 0.349111, 0.00908425, -0.010911, -0.0129538, 0, 0.123392, 0, 
[2025-10-01 18:35:20.110363] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11397] 1759358120110247, 28.5953, -0.00107728, -0.386916, -1.23658, -0.93708, -0.001313, -8.76193e-06, 0.349111, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:20.113111] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11398] 1759358120112999, 28.598, -0.000940465, -0.387122, -1.23684, -0.937081, -0.00137056, 0.000732999, 0.349109, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:20.116072] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11400] 1759358120115958, 28.601, -0.000940465, -0.387122, -1.23684, -0.937081, -0.00137056, 0.000732999, 0.349109, 0.0136811, -0.020651, -0.0263575, -0.0409842, 0.143037, 0, 
[2025-10-01 18:35:20.120656] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11401] 1759358120120537, 28.6055, -0.000940465, -0.387122, -1.23684, -0.937081, -0.00137056, 0.000732999, 0.349109, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:20.123188] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11402] 1759358120123099, 28.6081, -0.00109421, -0.387475, -1.23718, -0.93606, -0.00148754, -0.00248344, 0.351828, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:20.126217] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11404] 1759358120126101, 28.6111, -0.00109421, -0.387475, -1.23718, -0.93606, -0.00148754, -0.00248344, 0.351828, -0.015374, -0.0352072, -0.0333678, 0.24755, -0.593329, 0.58192, 
[2025-10-01 18:35:20.128823] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11405] 1759358120128713, 28.6137, -0.00109421, -0.387475, -1.23718, -0.93606, -0.00148754, -0.00248344, 0.351828, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:20.131740] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11406] 1759358120131625, 28.6166, -0.00109421, -0.387475, -1.23718, -0.93606, -0.00148754, -0.00248344, 0.351828, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:20.136203] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11408] 1759358120136089, 28.6211, -0.00119043, -0.387586, -1.23728, -0.936126, -0.00163885, -0.0027142, 0.351651, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:20.139202] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11409] 1759358120139078, 28.6241, -0.00119043, -0.387586, -1.23728, -0.936126, -0.00163885, -0.0027142, 0.351651, -0.00962229, -0.0111912, -0.00994556, 0.0444889, 0, -0.0376105, 
[2025-10-01 18:35:20.142040] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11410] 1759358120141884, 28.6269, -0.00119043, -0.387586, -1.23728, -0.936126, -0.00163885, -0.0027142, 0.351651, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:20.144601] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11412] 1759358120144482, 28.6295, -0.00120471, -0.387687, -1.23742, -0.936157, -0.00182535, -0.00275067, 0.351567, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:20.147443] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11413] 1759358120147330, 28.6323, -0.00120471, -0.387687, -1.23742, -0.936157, -0.00182535, -0.00275067, 0.351567, 0, -0.0100319, -0.0141975, 0.0374317, 0, 0, 
[2025-10-01 18:35:20.150245] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11414] 1759358120150130, 28.6351, -0.00120471, -0.387687, -1.23742, -0.936157, -0.00182535, -0.00275067, 0.351567, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:20.154924] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11416] 1759358120154811, 28.6398, -0.000972676, -0.387891, -1.23767, -0.936198, -0.0018791, -0.00209774, 0.351463, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:20.157765] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11417] 1759358120157656, 28.6427, -0.000972676, -0.387891, -1.23767, -0.936198, -0.0018791, -0.00209774, 0.351463, 0.0232032, -0.0203751, -0.0254095, -0.0358582, 0.125972, 0, 
[2025-10-01 18:35:20.160791] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11418] 1759358120160676, 28.6457, -0.000972676, -0.387891, -1.23767, -0.936198, -0.0018791, -0.00209774, 0.351463, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:20.163534] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11420] 1759358120163472, 28.6485, -0.000848005, -0.388034, -1.23789, -0.936174, -0.00196098, -0.00194905, 0.351527, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:20.167825] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11421] 1759358120167712, 28.6527, -0.000848005, -0.388034, -1.23789, -0.936174, -0.00196098, -0.00194905, 0.351527, 0.012467, -0.0143582, -0.0214703, 0, 0, 0, 
[2025-10-01 18:35:20.170979] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11422] 1759358120170866, 28.6559, -0.000848005, -0.388034, -1.23789, -0.936174, -0.00196098, -0.00194905, 0.351527, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:20.174457] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11424] 1759358120174379, 28.6594, -0.00120659, -0.388059, -1.23788, -0.936308, -0.0019716, -0.00290414, 0.351162, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:20.176324] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11425] 1759358120176207, 28.6612, -0.00120659, -0.388059, -1.23788, -0.936308, -0.0019716, -0.00290414, 0.351162, -0.0358586, -0.0025231, 0, 0.0689745, -0.178303, -0.0770509, 
[2025-10-01 18:35:20.179093] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11426] 1759358120178973, 28.664, -0.00120659, -0.388059, -1.23788, -0.936308, -0.0019716, -0.00290414, 0.351162, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:20.182079] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11427] 1759358120181931, 28.6669, -0.00120659, -0.388059, -1.23788, -0.936308, -0.0019716, -0.00290414, 0.351162, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:20.184827] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11429] 1759358120184716, 28.6697, -0.00134184, -0.388162, -1.23801, -0.936349, -0.0019336, -0.00332915, 0.351048, 0, 0, 0, 0, 0, 0, 
[2025-10-01 18:35:20.187710] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11430] 1759358120187597, 28.6726, -0.00134184, -0.388162, -1.23801, -0.936349, -0.0019336, -0.00332915, 0.351048, -0.0135244, -0.0102218, -0.0124179, 0, -0.0823281, 0, 
[2025-10-01 18:35:20.192072] [0x0000007f95ef99a0] [MocapTag] [0x00007459] [11431] 1759358120191926, 28.6769, -0.00134184, -0.388162, -1.23801, -0.936349, -0.0019336, -0.00332915, 0.351048, 0, 0, 0, 0, 0, 0, 
