[2025-10-01 21:10:55.762222] [0x0000007fa809e7c0] [MocapTag] [0x00001b60] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-01 21:10:59.389828] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [1532] 1759367459389716, 6.32646, -0.00313581, -0.341792, -0.309265, -0.999603, -0.00970767, 0.0122648, 0.0234205, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:59.393530] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [1533] 1759367459393419, 6.33016, -0.00421975, -0.341998, -0.309197, -0.999653, -0.00810368, 0.0126194, 0.0216515, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:59.396380] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [1534] 1759367459396291, 6.33304, -0.00421975, -0.341998, -0.309197, -0.999653, -0.00810368, 0.0126194, 0.0216515, -0.108393, -0.0205042, 0.00678063, -0.317907, 0.0606544, -0.350475, 
[2025-10-01 21:10:59.399610] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [1536] 1759367459399498, 6.33624, -0.00421975, -0.341998, -0.309197, -0.999653, -0.00810368, 0.0126194, 0.0216515, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:59.402126] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [1537] 1759367459402017, 6.33876, -0.00387586, -0.342261, -0.309467, -0.999642, -0.00859199, 0.0114528, 0.0225951, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:59.406372] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [1538] 1759367459406286, 6.34303, -0.00387586, -0.342261, -0.309467, -0.999642, -0.00859199, 0.0114528, 0.0225951, 0.0343882, -0.0263825, -0.0269656, 0.100446, -0.229605, 0.189372, 
[2025-10-01 21:10:59.410101] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [1540] 1759367459409992, 6.34674, -0.00387586, -0.342261, -0.309467, -0.999642, -0.00859199, 0.0114528, 0.0225951, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:59.412744] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [1541] 1759367459412638, 6.34938, -0.00319065, -0.341728, -0.309274, -0.999605, -0.00976219, 0.0122017, 0.023377, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:59.416011] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [1542] 1759367459415926, 6.35267, -0.00319065, -0.341728, -0.309274, -0.999605, -0.00976219, 0.0122017, 0.023377, 0.0685219, 0.0533386, 0.019319, 0.228763, 0.156509, 0.152376, 
[2025-10-01 21:10:59.418956] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [1544] 1759367459418843, 6.35559, -0.00319065, -0.341728, -0.309274, -0.999605, -0.00976219, 0.0122017, 0.023377, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:59.421672] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [1545] 1759367459421533, 6.35828, -0.00314111, -0.341714, -0.309305, -0.999609, -0.00960875, 0.0121476, 0.0232624, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:59.426118] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [1546] 1759367459426021, 6.36277, -0.00314111, -0.341714, -0.309305, -0.999609, -0.00960875, 0.0121476, 0.0232624, 0.0049536, 0, -0.0031643, 0, 0, 0, 
[2025-10-01 21:10:59.428829] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [1548] 1759367459428711, 6.36546, -0.00314111, -0.341714, -0.309305, -0.999609, -0.00960875, 0.0121476, 0.0232624, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:59.431480] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [1549] 1759367459431375, 6.36812, -0.00342757, -0.341997, -0.309204, -0.999588, -0.00971282, 0.0123542, 0.0240105, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:59.434428] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [1550] 1759367459434316, 6.37106, -0.00342757, -0.341997, -0.309204, -0.999588, -0.00971282, 0.0123542, 0.0240105, -0.0286463, -0.0282582, 0.0100839, 0, 0.0432109, 0.149053, 
[2025-10-01 21:10:59.437039] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [1552] 1759367459436936, 6.37368, -0.00342757, -0.341997, -0.309204, -0.999588, -0.00971282, 0.0123542, 0.0240105, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:59.441434] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [1553] 1759367459441323, 6.37807, -0.00342757, -0.341997, -0.309204, -0.999588, -0.00971282, 0.0123542, 0.0240105, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:59.444097] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [1554] 1759367459443993, 6.38074, -0.00322073, -0.341769, -0.309277, -0.999605, -0.00972164, 0.0121764, 0.0233824, 0, 0, 0, 0, 0, 0, 
[2025-10-01 21:10:59.447024] [0x0000007f96ffc9a0] [MocapTag] [0x00001b60] [1556] 1759367459446940, 6.38368, -0.00322073, -0.341769, -0.309277, -0.999605, -0.00972164, 0.0121764, 0.0233824, 0.0206844, 0.02277, -0.00725287, 0, -0.0367014, -0.125372, 
