[2024-07-29 16:33:24.185081] [0x0000007fbdb6f7c0] [MocapTag] [0x00001e6d] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2024-07-29 16:33:44.913970] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9347] 1722285224913857, 20.7728, 0.794285, 0.154821, -1.30773, -0.999513, -0.00420213, -0.013764, 0.027672, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:44.918401] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9348] 1722285224918281, 20.7772, 0.794285, 0.154821, -1.30773, -0.999513, -0.00420213, -0.013764, 0.027672, -0.0844342, -0.13805, 0.0955844, 0.621319, 0, -0.182043, 
[2024-07-29 16:33:44.921009] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9349] 1722285224920893, 20.7798, 0.794285, 0.154821, -1.30773, -0.999513, -0.00420213, -0.013764, 0.027672, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:44.923558] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9351] 1722285224923475, 20.7824, 0.789302, 0.153691, -1.30299, -0.999218, -0.00584732, -0.0108202, 0.0375917, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:44.926312] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9352] 1722285224926194, 20.7852, 0.789302, 0.153691, -1.30299, -0.999218, -0.00584732, -0.0108202, 0.0375917, -0.498274, -0.112944, 0.47407, 0.333667, 0.610017, 1.98574, 
[2024-07-29 16:33:44.928756] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9353] 1722285224928643, 20.7876, 0.789302, 0.153691, -1.30299, -0.999218, -0.00584732, -0.0108202, 0.0375917, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:44.932614] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9354] 1722285224932496, 20.7915, 0.789302, 0.153691, -1.30299, -0.999218, -0.00584732, -0.0108202, 0.0375917, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:44.935041] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9356] 1722285224934916, 20.7939, 0.788532, 0.152328, -1.30215, -0.999236, -0.00678244, -0.0110223, 0.0368683, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:44.937886] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9357] 1722285224937770, 20.7967, 0.788532, 0.152328, -1.30215, -0.999236, -0.00678244, -0.0110223, 0.0368683, -0.0769725, -0.136288, 0.084819, 0.186896, 0, -0.142508, 
[2024-07-29 16:33:44.941122] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9358] 1722285224941004, 20.8, 0.788532, 0.152328, -1.30215, -0.999236, -0.00678244, -0.0110223, 0.0368683, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:44.942918] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9359] 1722285224942803, 20.8018, 0.787663, 0.151002, -1.30123, -0.999249, -0.00783811, -0.0108842, 0.0363565, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:44.947665] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9361] 1722285224947543, 20.8065, 0.787663, 0.151002, -1.30123, -0.999249, -0.00783811, -0.0108842, 0.0363565, -0.0869124, -0.132656, 0.0918379, 0.208926, 0, -0.100419, 
[2024-07-29 16:33:44.950196] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9362] 1722285224950081, 20.809, 0.787663, 0.151002, -1.30123, -0.999249, -0.00783811, -0.0108842, 0.0363565, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:44.952843] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9363] 1722285224952755, 20.8117, 0.78681, 0.149691, -1.30029, -0.999255, -0.00892057, -0.0106049, 0.0360224, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:44.955574] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9365] 1722285224955432, 20.8144, 0.78681, 0.149691, -1.30029, -0.999255, -0.00892057, -0.0106049, 0.0360224, -0.0852703, -0.131062, 0.0934283, 0.213647, 0.0630954, -0.0651591, 
[2024-07-29 16:33:44.957864] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9366] 1722285224957753, 20.8167, 0.78681, 0.149691, -1.30029, -0.999255, -0.00892057, -0.0106049, 0.0360224, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:44.960415] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9367] 1722285224960306, 20.8193, 0.78681, 0.149691, -1.30029, -0.999255, -0.00892057, -0.0106049, 0.0360224, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:44.964198] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9369] 1722285224964072, 20.823, 0.78596, 0.148311, -1.29935, -0.999266, -0.0099814, -0.0104225, 0.035476, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:44.966918] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9370] 1722285224966798, 20.8258, 0.78596, 0.148311, -1.29935, -0.999266, -0.0099814, -0.0104225, 0.035476, -0.0850385, -0.13799, 0.0944788, 0.209641, 0.0429953, -0.107597, 
[2024-07-29 16:33:44.969398] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9371] 1722285224969284, 20.8282, 0.78596, 0.148311, -1.29935, -0.999266, -0.0099814, -0.0104225, 0.035476, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:44.972341] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9372] 1722285224972230, 20.8312, 0.78596, 0.148311, -1.29935, -0.999266, -0.0099814, -0.0104225, 0.035476, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:44.975048] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9374] 1722285224974927, 20.8339, 0.785323, 0.146935, -1.29843, -0.999279, -0.0115246, -0.00980312, 0.0348094, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:44.977871] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9375] 1722285224977758, 20.8367, 0.785323, 0.146935, -1.29843, -0.999279, -0.0115246, -0.00980312, 0.0348094, -0.0637082, -0.137564, 0.0913491, 0.302839, 0.133189, -0.131873, 
[2024-07-29 16:33:44.980253] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9376] 1722285224980145, 20.8391, 0.785323, 0.146935, -1.29843, -0.999279, -0.0115246, -0.00980312, 0.0348094, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:44.982951] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9377] 1722285224982862, 20.8418, 0.784715, 0.14561, -1.29752, -0.999285, -0.0132695, -0.00902305, 0.0342417, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:44.985503] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9379] 1722285224985387, 20.8443, 0.784715, 0.14561, -1.29752, -0.999285, -0.0132695, -0.00902305, 0.0342417, -0.0608367, -0.132596, 0.0912269, 0.342369, 0.16656, -0.112565, 
[2024-07-29 16:33:44.988519] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9380] 1722285224988404, 20.8474, 0.784715, 0.14561, -1.29752, -0.999285, -0.0132695, -0.00902305, 0.0342417, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:44.991103] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9381] 1722285224990983, 20.8499, 0.784715, 0.14561, -1.29752, -0.999285, -0.0132695, -0.00902305, 0.0342417, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:44.995397] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9383] 1722285224995281, 20.8542, 0.78397, 0.144268, -1.29656, -0.999284, -0.0145971, -0.00873342, 0.0337931, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:44.998307] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9384] 1722285224998192, 20.8571, 0.78397, 0.144268, -1.29656, -0.999284, -0.0145971, -0.00873342, 0.0337931, -0.0745014, -0.134108, 0.0966588, 0.262666, 0.0656774, -0.0884026, 
[2024-07-29 16:33:45.000861] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9385] 1722285225000750, 20.8597, 0.78397, 0.144268, -1.29656, -0.999284, -0.0145971, -0.00873342, 0.0337931, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.003505] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9386] 1722285225003386, 20.8623, 0.78323, 0.142933, -1.29553, -0.999286, -0.0158199, -0.00812367, 0.0333253, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.006033] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9388] 1722285225005917, 20.8649, 0.78323, 0.142933, -1.29553, -0.999286, -0.0158199, -0.00812367, 0.0333253, -0.0739055, -0.133554, 0.102365, 0.239587, 0.128659, -0.0936262, 
[2024-07-29 16:33:45.008489] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9389] 1722285225008376, 20.8673, 0.78323, 0.142933, -1.29553, -0.999286, -0.0158199, -0.00812367, 0.0333253, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.011866] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9390] 1722285225011748, 20.8707, 0.78323, 0.142933, -1.29553, -0.999286, -0.0158199, -0.00812367, 0.0333253, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.014269] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9392] 1722285225014175, 20.8731, 0.782525, 0.141669, -1.29456, -0.999278, -0.017257, -0.00726465, 0.0330443, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.017237] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9393] 1722285225017116, 20.8761, 0.782525, 0.141669, -1.29456, -0.999278, -0.017257, -0.00726465, 0.0330443, -0.0705057, -0.126358, 0.0971566, 0.281167, 0.180319, -0.0571489, 
[2024-07-29 16:33:45.019502] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9394] 1722285225019390, 20.8783, 0.782525, 0.141669, -1.29456, -0.999278, -0.017257, -0.00726465, 0.0330443, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.023022] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9396] 1722285225022961, 20.8819, 0.782525, 0.141669, -1.29456, -0.999278, -0.017257, -0.00726465, 0.0330443, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.024829] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9397] 1722285225024706, 20.8837, 0.781836, 0.140485, -1.29363, -0.999269, -0.0186244, -0.0067669, 0.0326807, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.027884] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9398] 1722285225027768, 20.8867, 0.781836, 0.140485, -1.29363, -0.999269, -0.0186244, -0.0067669, 0.0326807, -0.0689866, -0.118426, 0.0935423, 0.269628, 0.107182, -0.0728525, 
[2024-07-29 16:33:45.030325] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9399] 1722285225030208, 20.8892, 0.781836, 0.140485, -1.29363, -0.999269, -0.0186244, -0.0067669, 0.0326807, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.032936] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9400] 1722285225032849, 20.8918, 0.781269, 0.139178, -1.29262, -0.99927, -0.0198328, -0.00585904, 0.0321252, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.035663] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9402] 1722285225035549, 20.8945, 0.781269, 0.139178, -1.29262, -0.99927, -0.0198328, -0.00585904, 0.0321252, -0.0566885, -0.130716, 0.100148, 0.235009, 0.187146, -0.113367, 
[2024-07-29 16:33:45.038146] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9403] 1722285225038034, 20.897, 0.781269, 0.139178, -1.29262, -0.99927, -0.0198328, -0.00585904, 0.0321252, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.041054] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9404] 1722285225040936, 20.8999, 0.781269, 0.139178, -1.29262, -0.99927, -0.0198328, -0.00585904, 0.0321252, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.043828] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9406] 1722285225043746, 20.9027, 0.780651, 0.137969, -1.29168, -0.999263, -0.0210414, -0.00493392, 0.0317186, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.046747] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9407] 1722285225046575, 20.9055, 0.780651, 0.137969, -1.29168, -0.999263, -0.0210414, -0.00493392, 0.0317186, -0.0617299, -0.120853, 0.0943549, 0.235319, 0.190959, -0.0840716, 
[2024-07-29 16:33:45.049219] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9408] 1722285225049106, 20.9081, 0.780651, 0.137969, -1.29168, -0.999263, -0.0210414, -0.00493392, 0.0317186, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.052074] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9409] 1722285225051956, 20.9109, 0.780651, 0.137969, -1.29168, -0.999263, -0.0210414, -0.00493392, 0.0317186, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.054491] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9411] 1722285225054368, 20.9133, 0.779965, 0.136789, -1.29072, -0.999245, -0.0222084, -0.004157, 0.0315973, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.058772] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9412] 1722285225058650, 20.9176, 0.779965, 0.136789, -1.29072, -0.999245, -0.0222084, -0.004157, 0.0315973, -0.0686421, -0.118057, 0.0964386, 0.228286, 0.162154, 0, 
[2024-07-29 16:33:45.061405] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9413] 1722285225061286, 20.9202, 0.779965, 0.136789, -1.29072, -0.999245, -0.0222084, -0.004157, 0.0315973, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.064240] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9415] 1722285225064116, 20.9231, 0.77922, 0.135556, -1.2898, -0.999235, -0.0233387, -0.0035184, 0.0311906, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.066973] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9416] 1722285225066858, 20.9258, 0.77922, 0.135556, -1.2898, -0.999235, -0.0233387, -0.0035184, 0.0311906, -0.074491, -0.123283, 0.0916485, 0.221729, 0.132877, -0.0836007, 
[2024-07-29 16:33:45.069348] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9417] 1722285225069237, 20.9282, 0.77922, 0.135556, -1.2898, -0.999235, -0.0233387, -0.0035184, 0.0311906, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.072075] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9418] 1722285225071959, 20.9309, 0.77922, 0.135556, -1.2898, -0.999235, -0.0233387, -0.0035184, 0.0311906, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.075779] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9420] 1722285225075664, 20.9346, 0.778629, 0.134352, -1.28882, -0.999225, -0.0246455, -0.00252199, 0.0305942, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.078483] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9421] 1722285225078369, 20.9373, 0.778629, 0.134352, -1.28882, -0.999225, -0.0246455, -0.00252199, 0.0305942, -0.0591255, -0.12037, 0.0976573, 0.254822, 0.204348, -0.12355, 
[2024-07-29 16:33:45.081435] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9422] 1722285225081313, 20.9403, 0.778629, 0.134352, -1.28882, -0.999225, -0.0246455, -0.00252199, 0.0305942, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.084028] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9424] 1722285225083934, 20.9429, 0.777985, 0.133276, -1.288, -0.999203, -0.0260997, -0.00183625, 0.0301468, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.086833] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9425] 1722285225086670, 20.9456, 0.777985, 0.133276, -1.288, -0.999203, -0.0260997, -0.00183625, 0.0301468, -0.0643667, -0.107635, 0.0818032, 0.286508, 0.143615, -0.0925694, 
[2024-07-29 16:33:45.091421] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9426] 1722285225091304, 20.9503, 0.777985, 0.133276, -1.288, -0.999203, -0.0260997, -0.00183625, 0.0301468, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.094007] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9428] 1722285225093886, 20.9528, 0.777332, 0.132318, -1.28712, -0.999185, -0.0273852, -0.00108111, 0.0296406, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.097671] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9429] 1722285225097547, 20.9565, 0.777332, 0.132318, -1.28712, -0.999185, -0.0273852, -0.00108111, 0.0296406, -0.0652771, -0.0957739, 0.0889522, 0.252461, 0.155889, -0.105135, 
[2024-07-29 16:33:45.099497] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9430] 1722285225099384, 20.9583, 0.777332, 0.132318, -1.28712, -0.999185, -0.0273852, -0.00108111, 0.0296406, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.102388] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9431] 1722285225102266, 20.9612, 0.777332, 0.132318, -1.28712, -0.999185, -0.0273852, -0.00108111, 0.0296406, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.104872] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9433] 1722285225104757, 20.9637, 0.776661, 0.131278, -1.28622, -0.999161, -0.0286332, -0.000182529, 0.0292881, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.107750] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9434] 1722285225107636, 20.9666, 0.776661, 0.131278, -1.28622, -0.999161, -0.0286332, -0.000182529, 0.0292881, -0.0671534, -0.104062, 0.0895295, 0.244331, 0.184951, -0.0755917, 
[2024-07-29 16:33:45.110290] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9435] 1722285225110176, 20.9691, 0.776661, 0.131278, -1.28622, -0.999161, -0.0286332, -0.000182529, 0.0292881, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.113143] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9437] 1722285225113086, 20.972, 0.776015, 0.130312, -1.28537, -0.999131, -0.0299389, 0.000594746, 0.0289862, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.116057] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9438] 1722285225115935, 20.9749, 0.776015, 0.130312, -1.28537, -0.999131, -0.0299389, 0.000594746, 0.0289862, -0.0645946, -0.0965528, 0.0852149, 0.256681, 0.161162, -0.0651944, 
[2024-07-29 16:33:45.118530] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9439] 1722285225118417, 20.9774, 0.776015, 0.130312, -1.28537, -0.999131, -0.0299389, 0.000594746, 0.0289862, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.123047] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9441] 1722285225122985, 20.9819, 0.776015, 0.130312, -1.28537, -0.999131, -0.0299389, 0.000594746, 0.0289862, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.125662] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9442] 1722285225125548, 20.9845, 0.775434, 0.129326, -1.28454, -0.9991, -0.0312854, 0.00129326, 0.0285988, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.128365] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9443] 1722285225128255, 20.9872, 0.775434, 0.129326, -1.28454, -0.9991, -0.0312854, 0.00129326, 0.0285988, -0.0580581, -0.0985885, 0.0825265, 0.265455, 0.144957, -0.0822246, 
[2024-07-29 16:33:45.130976] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9444] 1722285225130860, 20.9898, 0.775434, 0.129326, -1.28454, -0.9991, -0.0312854, 0.00129326, 0.0285988, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.133756] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9446] 1722285225133655, 20.9926, 0.774848, 0.128389, -1.28374, -0.999071, -0.0325259, 0.00179572, 0.0282208, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.137477] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9447] 1722285225137360, 20.9963, 0.774848, 0.128389, -1.28374, -0.999071, -0.0325259, 0.00179572, 0.0282208, -0.0586786, -0.0937075, 0.0803759, 0.245476, 0.105029, -0.0793867, 
[2024-07-29 16:33:45.139987] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9448] 1722285225139879, 20.9988, 0.774848, 0.128389, -1.28374, -0.999071, -0.0325259, 0.00179572, 0.0282208, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.142546] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9449] 1722285225142464, 21.0014, 0.774848, 0.128389, -1.28374, -0.999071, -0.0325259, 0.00179572, 0.0282208, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.145043] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9451] 1722285225144927, 21.0039, 0.774327, 0.127568, -1.28296, -0.999035, -0.0337745, 0.00241787, 0.0279804, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.147796] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9452] 1722285225147683, 21.0066, 0.774327, 0.127568, -1.28296, -0.999035, -0.0337745, 0.00241787, 0.0279804, -0.0520411, -0.0820809, 0.0781145, 0.246453, 0.129722, -0.0529364, 
[2024-07-29 16:33:45.150990] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9453] 1722285225150872, 21.0098, 0.774327, 0.127568, -1.28296, -0.999035, -0.0337745, 0.00241787, 0.0279804, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.153756] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9455] 1722285225153641, 21.0126, 0.773807, 0.126745, -1.28217, -0.998996, -0.0349223, 0.00307779, 0.0278905, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.156468] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9456] 1722285225156351, 21.0153, 0.773807, 0.126745, -1.28217, -0.998996, -0.0349223, 0.00307779, 0.0278905, -0.0520368, -0.0823657, 0.0782801, 0.226045, 0.137632, 0, 
[2024-07-29 16:33:45.159385] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9457] 1722285225159272, 21.0182, 0.773807, 0.126745, -1.28217, -0.998996, -0.0349223, 0.00307779, 0.0278905, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.161810] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9458] 1722285225161694, 21.0206, 0.773807, 0.126745, -1.28217, -0.998996, -0.0349223, 0.00307779, 0.0278905, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.164366] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9460] 1722285225164247, 21.0232, 0.773174, 0.125965, -1.28137, -0.998955, -0.0360409, 0.00354777, 0.0278901, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.168532] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9461] 1722285225168417, 21.0274, 0.773174, 0.125965, -1.28137, -0.998955, -0.0360409, 0.00354777, 0.0278901, -0.0632482, -0.0779156, 0.0805192, 0.221181, 0.100113, 0, 
[2024-07-29 16:33:45.170982] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9462] 1722285225170865, 21.0298, 0.773174, 0.125965, -1.28137, -0.998955, -0.0360409, 0.00354777, 0.0278901, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.173761] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9464] 1722285225173653, 21.0326, 0.77265, 0.125166, -1.28061, -0.99892, -0.0370624, 0.00421224, 0.0276886, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.177092] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9465] 1722285225176975, 21.0359, 0.77265, 0.125166, -1.28061, -0.99892, -0.0370624, 0.00421224, 0.0276886, -0.0524026, -0.079899, 0.0762867, 0.200939, 0.136938, -0.0460938, 
[2024-07-29 16:33:45.178850] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9466] 1722285225178746, 21.0377, 0.77265, 0.125166, -1.28061, -0.99892, -0.0370624, 0.00421224, 0.0276886, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.181521] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9467] 1722285225181410, 21.0404, 0.77265, 0.125166, -1.28061, -0.99892, -0.0370624, 0.00421224, 0.0276886, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.185297] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9469] 1722285225185176, 21.0441, 0.772029, 0.1245, -1.27993, -0.998891, -0.037966, 0.00426719, 0.0274981, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.188012] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9470] 1722285225187898, 21.0469, 0.772029, 0.1245, -1.27993, -0.998891, -0.037966, 0.00426719, 0.0274981, -0.0621089, -0.0666431, 0.0672228, 0.180697, 0, -0.0394594, 
[2024-07-29 16:33:45.190600] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9471] 1722285225190490, 21.0494, 0.772029, 0.1245, -1.27993, -0.998891, -0.037966, 0.00426719, 0.0274981, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.193273] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9472] 1722285225193185, 21.0521, 0.771529, 0.123845, -1.27924, -0.998855, -0.038864, 0.00472035, 0.0274959, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.196030] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9474] 1722285225195913, 21.0549, 0.771529, 0.123845, -1.27924, -0.998855, -0.038864, 0.00472035, 0.0274959, -0.0499723, -0.0655426, 0.0699047, 0.17724, 0.0954237, 0, 
[2024-07-29 16:33:45.200276] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9475] 1722285225200155, 21.0591, 0.771529, 0.123845, -1.27924, -0.998855, -0.038864, 0.00472035, 0.0274959, 0, 0, 0, 0, 0, 0, 
[2024-07-29 16:33:45.202937] [0x0000007fb92479a0] [MocapTag] [0x00001e6d] [9477] 1722285225202877, 21.0618, 0.771009, 0.123177, -1.27857, -0.998808, -0.0398169, 0.00498026, 0.0278013, 0, 0, 0, 0, 0, 0, 
