[2025-10-20 11:11:37.964915] [0x0000007f8afdc7c0] [MocapTag] [0x00003005] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 11:11:52.187804] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6734] 1760973112187684, 16.8954, 2.78354, -0.418549, -1.24753, 0.557236, 0.548209, -0.432957, -0.448891, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.190377] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6735] 1760973112190296, 16.8981, 2.78354, -0.418549, -1.24753, 0.557236, 0.548209, -0.432957, -0.448891, 0.0900858, -0.535498, 0.0160227, -0.686705, 1.60582, 0.509491, 
[2025-10-20 11:11:52.192898] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6737] 1760973112192784, 16.9005, 2.78354, -0.418549, -1.24753, 0.557236, 0.548209, -0.432957, -0.448891, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.195366] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6738] 1760973112195247, 16.903, 2.78354, -0.418549, -1.24753, 0.557236, 0.548209, -0.432957, -0.448891, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.198359] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6739] 1760973112198244, 16.906, 2.7846, -0.423846, -1.24716, 0.553969, 0.54616, -0.436828, -0.451673, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.201239] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6741] 1760973112201135, 16.9089, 2.7846, -0.423846, -1.24716, 0.553969, 0.54616, -0.436828, -0.451673, 0.106227, -0.529661, 0.0368156, 0.459814, 1.22224, -0.447252, 
[2025-10-20 11:11:52.204028] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6742] 1760973112203916, 16.9117, 2.7846, -0.423846, -1.24716, 0.553969, 0.54616, -0.436828, -0.451673, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.207111] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6743] 1760973112206994, 16.9148, 2.78537, -0.429183, -1.24704, 0.550804, 0.542242, -0.441693, -0.455518, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.209127] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6744] 1760973112209047, 16.9168, 2.78537, -0.429183, -1.24704, 0.550804, 0.542242, -0.441693, -0.455518, 0.0772879, -0.533674, 0.0120415, -0.807595, 1.58101, 0.628791, 
[2025-10-20 11:11:52.211670] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6746] 1760973112211556, 16.9193, 2.78537, -0.429183, -1.24704, 0.550804, 0.542242, -0.441693, -0.455518, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.214317] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6747] 1760973112214212, 16.922, 2.78537, -0.429183, -1.24704, 0.550804, 0.542242, -0.441693, -0.455518, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.217078] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6748] 1760973112216952, 16.9247, 2.78601, -0.434499, -1.24694, 0.547546, 0.538065, -0.446567, -0.459628, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.219761] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6750] 1760973112219688, 16.9274, 2.78601, -0.434499, -1.24694, 0.547546, 0.538065, -0.446567, -0.459628, 0.063844, -0.531588, 0.0104809, -1.20146, 1.63569, 1.03217, 
[2025-10-20 11:11:52.222262] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6751] 1760973112222150, 16.9299, 2.78601, -0.434499, -1.24694, 0.547546, 0.538065, -0.446567, -0.459628, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.225033] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6752] 1760973112224912, 16.9327, 2.78601, -0.434499, -1.24694, 0.547546, 0.538065, -0.446567, -0.459628, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.227454] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6753] 1760973112227339, 16.9351, 2.7866, -0.439812, -1.24686, 0.544195, 0.53396, -0.451401, -0.463654, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.230875] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6755] 1760973112230762, 16.9385, 2.7866, -0.439812, -1.24686, 0.544195, 0.53396, -0.451401, -0.463654, 0.0595366, -0.531345, 0.00822627, -1.28196, 1.62444, 1.1249, 
[2025-10-20 11:11:52.233222] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6756] 1760973112233113, 16.9409, 2.7866, -0.439812, -1.24686, 0.544195, 0.53396, -0.451401, -0.463654, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.235953] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6757] 1760973112235838, 16.9436, 2.78719, -0.444968, -1.2469, 0.539871, 0.528701, -0.458392, -0.467858, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.238562] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6758] 1760973112238474, 16.9462, 2.78719, -0.444968, -1.2469, 0.539871, 0.528701, -0.458392, -0.467858, 0.0582382, -0.515627, -0.00441988, -0.883663, 2.08963, 0.510389, 
[2025-10-20 11:11:52.240896] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6760] 1760973112240783, 16.9485, 2.78719, -0.444968, -1.2469, 0.539871, 0.528701, -0.458392, -0.467858, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.244480] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6761] 1760973112244369, 16.9521, 2.78719, -0.444968, -1.2469, 0.539871, 0.528701, -0.458392, -0.467858, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.246852] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6762] 1760973112246737, 16.9545, 2.78758, -0.450252, -1.24672, 0.536735, 0.524516, -0.462409, -0.472203, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.250379] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6764] 1760973112250263, 16.958, 2.78758, -0.450252, -1.24672, 0.536735, 0.524516, -0.462409, -0.472203, 0.0388563, -0.52838, 0.0183945, -2.84667, 1.53074, 2.77459, 
[2025-10-20 11:11:52.251824] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6765] 1760973112251711, 16.9595, 2.78758, -0.450252, -1.24672, 0.536735, 0.524516, -0.462409, -0.472203, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.254736] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6766] 1760973112254594, 16.9624, 2.78758, -0.450252, -1.24672, 0.536735, 0.524516, -0.462409, -0.472203, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.257313] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6767] 1760973112257197, 16.965, 2.78799, -0.455519, -1.24665, 0.533143, 0.519878, -0.467352, -0.476516, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.260169] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6769] 1760973112260050, 16.9678, 2.78799, -0.455519, -1.24665, 0.533143, 0.519878, -0.467352, -0.476516, 0.0409055, -0.526742, 0.00610858, -3.14111, 1.71348, 2.97331, 
[2025-10-20 11:11:52.262619] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6770] 1760973112262507, 16.9703, 2.78799, -0.455519, -1.24665, 0.533143, 0.519878, -0.467352, -0.476516, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.265096] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6771] 1760973112264982, 16.9727, 2.78799, -0.455519, -1.24665, 0.533143, 0.519878, -0.467352, -0.476516, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.267721] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6772] 1760973112267597, 16.9754, 2.78841, -0.460819, -1.24666, 0.529639, 0.515205, -0.472294, -0.480608, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.270374] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6774] 1760973112270253, 16.978, 2.78841, -0.460819, -1.24666, 0.529639, 0.515205, -0.472294, -0.480608, 0.0424001, -0.529995, 0, -4.08884, 1.67415, 3.88682, 
[2025-10-20 11:11:52.272894] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6775] 1760973112272774, 16.9805, 2.78841, -0.460819, -1.24666, 0.529639, 0.515205, -0.472294, -0.480608, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.276046] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6776] 1760973112275931, 16.9837, 2.78841, -0.460819, -1.24666, 0.529639, 0.515205, -0.472294, -0.480608, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.278533] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6777] 1760973112278417, 16.9862, 2.78868, -0.466074, -1.2467, 0.526097, 0.510361, -0.47706, -0.48494, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.281198] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6779] 1760973112281073, 16.9888, 2.78868, -0.466074, -1.2467, 0.526097, 0.510361, -0.47706, -0.48494, 0.0274464, -0.525471, -0.00404254, -6.54666, 1.66162, 6.3731, 
[2025-10-20 11:11:52.283590] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6780] 1760973112283480, 16.9912, 2.78868, -0.466074, -1.2467, 0.526097, 0.510361, -0.47706, -0.48494, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.286280] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6781] 1760973112286167, 16.9939, 2.78892, -0.471372, -1.24675, 0.522385, 0.505397, -0.482011, -0.489238, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.289071] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6782] 1760973112288952, 16.9967, 2.78892, -0.471372, -1.24675, 0.522385, 0.505397, -0.482011, -0.489238, 0.0239913, -0.529824, -0.00502954, -9.85111, 1.66227, 9.66086, 
[2025-10-20 11:11:52.291595] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6784] 1760973112291478, 16.9992, 2.78892, -0.471372, -1.24675, 0.522385, 0.505397, -0.482011, -0.489238, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.294238] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6785] 1760973112294129, 17.0019, 2.78892, -0.471372, -1.24675, 0.522385, 0.505397, -0.482011, -0.489238, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.296591] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6786] 1760973112296475, 17.0042, 2.7889, -0.476806, -1.24712, -0.51919, -0.498577, 0.486575, 0.495083, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.299182] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6787] 1760973112299061, 17.0068, 2.7889, -0.476806, -1.24712, -0.51919, -0.498577, 0.486575, 0.495083, -0.00231508, -0.543333, -0.0375972, -27.5144, 1.51187, 27.2801, 
[2025-10-20 11:11:52.301637] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6789] 1760973112301512, 17.0093, 2.7889, -0.476806, -1.24712, -0.51919, -0.498577, 0.486575, 0.495083, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.304119] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6790] 1760973112304007, 17.0118, 2.7889, -0.476806, -1.24712, -0.51919, -0.498577, 0.486575, 0.495083, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.307351] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6791] 1760973112307237, 17.015, 2.78904, -0.482061, -1.2472, -0.515413, -0.493099, 0.491616, 0.499516, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.309877] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6792] 1760973112309788, 17.0175, 2.78904, -0.482061, -1.2472, -0.515413, -0.493099, 0.491616, 0.499516, 0.0139625, -0.525516, -0.00783542, -37.1243, 1.15348, 36.8936, 
[2025-10-20 11:11:52.312400] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6794] 1760973112312285, 17.02, 2.78904, -0.482061, -1.2472, -0.515413, -0.493099, 0.491616, 0.499516, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.315003] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6795] 1760973112314885, 17.0226, 2.78904, -0.482061, -1.2472, -0.515413, -0.493099, 0.491616, 0.499516, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.317916] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6796] 1760973112317801, 17.0256, 2.78909, -0.487311, -1.24734, -0.511523, -0.487627, 0.496516, 0.504019, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.320131] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6797] 1760973112320044, 17.0278, 2.78909, -0.487311, -1.24734, -0.511523, -0.487627, 0.496516, 0.504019, 0.00521417, -0.525013, -0.0139774, 571.606, 0.342631, 56.5142, 
[2025-10-20 11:11:52.323390] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6799] 1760973112323279, 17.031, 2.78909, -0.487311, -1.24734, -0.511523, -0.487627, 0.496516, 0.504019, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.325794] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6800] 1760973112325679, 17.0334, 2.78905, -0.492562, -1.24748, 0.507617, 0.481942, -0.50142, -0.508562, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.328633] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6801] 1760973112328509, 17.0363, 2.78905, -0.492562, -1.24748, 0.507617, 0.481942, -0.50142, -0.508562, -0.00426972, -0.525059, -0.0138802, -51.3641, -0.722575, 51.15, 
[2025-10-20 11:11:52.331039] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6803] 1760973112330940, 17.0387, 2.78905, -0.492562, -1.24748, 0.507617, 0.481942, -0.50142, -0.508562, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.333507] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6804] 1760973112333394, 17.0411, 2.78905, -0.492562, -1.24748, 0.507617, 0.481942, -0.50142, -0.508562, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.336113] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6805] 1760973112335999, 17.0438, 2.78894, -0.497784, -1.24762, 0.503791, 0.476182, -0.506138, -0.513099, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.339545] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6807] 1760973112339468, 17.0472, 2.78894, -0.497784, -1.24762, 0.503791, 0.476182, -0.506138, -0.513099, -0.0105996, -0.522212, -0.0135892, -29.3275, -1.36642, 29.1157, 
[2025-10-20 11:11:52.341906] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6808] 1760973112341790, 17.0495, 2.78894, -0.497784, -1.24762, 0.503791, 0.476182, -0.506138, -0.513099, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.344599] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6809] 1760973112344491, 17.0522, 2.78894, -0.497784, -1.24762, 0.503791, 0.476182, -0.506138, -0.513099, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.347339] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6810] 1760973112347223, 17.055, 2.78877, -0.503019, -1.2478, 0.499773, 0.470226, -0.511004, -0.517676, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.350097] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6812] 1760973112349992, 17.0577, 2.78877, -0.503019, -1.2478, 0.499773, 0.470226, -0.511004, -0.517676, -0.0172359, -0.52356, -0.0186946, -17.0046, -1.66508, 16.7811, 
[2025-10-20 11:11:52.352533] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6813] 1760973112352421, 17.0602, 2.78877, -0.503019, -1.2478, 0.499773, 0.470226, -0.511004, -0.517676, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.356655] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6814] 1760973112356536, 17.0643, 2.78877, -0.503019, -1.2478, 0.499773, 0.470226, -0.511004, -0.517676, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.357998] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6815] 1760973112357875, 17.0656, 2.78845, -0.50823, -1.24799, 0.495691, 0.463976, -0.515831, -0.522432, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.361214] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6817] 1760973112361098, 17.0689, 2.78845, -0.50823, -1.24799, 0.495691, 0.463976, -0.515831, -0.522432, -0.03174, -0.521033, -0.0186546, -10.0503, -1.84954, 9.82535, 
[2025-10-20 11:11:52.363164] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6818] 1760973112363052, 17.0708, 2.78845, -0.50823, -1.24799, 0.495691, 0.463976, -0.515831, -0.522432, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.365674] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6819] 1760973112365558, 17.0733, 2.78806, -0.513563, -1.24811, 0.491807, 0.457563, -0.520545, -0.527063, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.368517] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6820] 1760973112368402, 17.0762, 2.78806, -0.513563, -1.24811, 0.491807, 0.457563, -0.520545, -0.527063, -0.0389662, -0.533298, -0.0120331, -6.1594, -1.89419, 5.89662, 
[2025-10-20 11:11:52.371267] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6822] 1760973112371154, 17.0789, 2.78806, -0.513563, -1.24811, 0.491807, 0.457563, -0.520545, -0.527063, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.373842] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6823] 1760973112373732, 17.0815, 2.78806, -0.513563, -1.24811, 0.491807, 0.457563, -0.520545, -0.527063, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.376435] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6824] 1760973112376319, 17.0841, 2.7878, -0.518675, -1.24837, 0.487706, 0.451712, -0.52505, -0.531434, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.379018] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6825] 1760973112378930, 17.0867, 2.7878, -0.518675, -1.24837, 0.487706, 0.451712, -0.52505, -0.531434, -0.0260509, -0.511208, -0.0258995, -4.69445, -1.81718, 4.50432, 
[2025-10-20 11:11:52.381446] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6827] 1760973112381291, 17.089, 2.7878, -0.518675, -1.24837, 0.487706, 0.451712, -0.52505, -0.531434, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.384033] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6828] 1760973112383917, 17.0917, 2.7878, -0.518675, -1.24837, 0.487706, 0.451712, -0.52505, -0.531434, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.387500] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6829] 1760973112387385, 17.0951, 2.7874, -0.523911, -1.24861, 0.48418, 0.445373, -0.529297, -0.535777, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.390272] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6831] 1760973112390193, 17.0979, 2.7874, -0.523911, -1.24861, 0.48418, 0.445373, -0.529297, -0.535777, -0.039852, -0.523633, -0.0238851, -2.61965, -1.84301, 2.34537, 
[2025-10-20 11:11:52.392667] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6832] 1760973112392553, 17.1003, 2.7874, -0.523911, -1.24861, 0.48418, 0.445373, -0.529297, -0.535777, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.395507] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6833] 1760973112395390, 17.1031, 2.7874, -0.523911, -1.24861, 0.48418, 0.445373, -0.529297, -0.535777, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.397943] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6834] 1760973112397827, 17.1056, 2.78696, -0.529198, -1.24887, 0.480617, 0.439227, -0.533471, -0.539903, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.400753] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6836] 1760973112400689, 17.1084, 2.78696, -0.529198, -1.24887, 0.480617, 0.439227, -0.533471, -0.539903, -0.0443619, -0.528669, -0.0265354, -2.18734, -1.79681, 1.92106, 
[2025-10-20 11:11:52.404083] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6837] 1760973112403960, 17.1117, 2.78696, -0.529198, -1.24887, 0.480617, 0.439227, -0.533471, -0.539903, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.406601] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6838] 1760973112406487, 17.1142, 2.78627, -0.534351, -1.24931, 0.477131, 0.432516, -0.53727, -0.544625, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.409140] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6839] 1760973112409054, 17.1168, 2.78627, -0.534351, -1.24931, 0.477131, 0.432516, -0.53727, -0.544625, -0.0686675, -0.51532, -0.0431622, -1.00956, -1.91823, 0.775552, 
[2025-10-20 11:11:52.411737] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6841] 1760973112411615, 17.1194, 2.78627, -0.534351, -1.24931, 0.477131, 0.432516, -0.53727, -0.544625, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.414243] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6842] 1760973112414133, 17.1219, 2.78627, -0.534351, -1.24931, 0.477131, 0.432516, -0.53727, -0.544625, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.416844] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6843] 1760973112416732, 17.1245, 2.78564, -0.539657, -1.24959, 0.473498, 0.425987, -0.541417, -0.548818, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.419542] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6845] 1760973112419461, 17.1272, 2.78564, -0.539657, -1.24959, 0.473498, 0.425987, -0.541417, -0.548818, -0.0639156, -0.530598, -0.0289318, -1.41844, -1.86626, 1.12863, 
[2025-10-20 11:11:52.422184] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6846] 1760973112422067, 17.1298, 2.78564, -0.539657, -1.24959, 0.473498, 0.425987, -0.541417, -0.548818, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.424949] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6847] 1760973112424822, 17.1326, 2.78564, -0.539657, -1.24959, 0.473498, 0.425987, -0.541417, -0.548818, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.427441] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6848] 1760973112427326, 17.1351, 2.78494, -0.544935, -1.24989, 0.469891, 0.418871, -0.545729, -0.553109, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.430178] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6850] 1760973112430060, 17.1378, 2.78494, -0.544935, -1.24989, 0.469891, 0.418871, -0.545729, -0.553109, -0.0696391, -0.527784, -0.0295896, -1.09446, -1.96526, 0.735259, 
[2025-10-20 11:11:52.432508] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6851] 1760973112432395, 17.1402, 2.78494, -0.544935, -1.24989, 0.469891, 0.418871, -0.545729, -0.553109, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.435492] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6852] 1760973112435377, 17.1431, 2.78494, -0.544935, -1.24989, 0.469891, 0.418871, -0.545729, -0.553109, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.438257] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6853] 1760973112438145, 17.1459, 2.78416, -0.550235, -1.2502, 0.466312, 0.412005, -0.549735, -0.557311, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.440878] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6855] 1760973112440762, 17.1485, 2.78416, -0.550235, -1.2502, 0.466312, 0.412005, -0.549735, -0.557311, -0.0780571, -0.530051, -0.0312788, -0.850499, -1.90344, 0.534296, 
[2025-10-20 11:11:52.443362] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6856] 1760973112443249, 17.151, 2.78416, -0.550235, -1.2502, 0.466312, 0.412005, -0.549735, -0.557311, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.445939] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6857] 1760973112445824, 17.1536, 2.78327, -0.55561, -1.25053, 0.462924, 0.404762, -0.553755, -0.561449, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.448736] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6858] 1760973112448622, 17.1564, 2.78327, -0.55561, -1.25053, 0.462924, 0.404762, -0.553755, -0.561449, -0.0885552, -0.53746, -0.0323466, -0.609744, -1.93235, 0.227165, 
[2025-10-20 11:11:52.451564] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6860] 1760973112451453, 17.1592, 2.78327, -0.55561, -1.25053, 0.462924, 0.404762, -0.553755, -0.561449, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.453626] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6861] 1760973112453513, 17.1613, 2.78327, -0.55561, -1.25053, 0.462924, 0.404762, -0.553755, -0.561449, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.456067] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6862] 1760973112455954, 17.1637, 2.78227, -0.56098, -1.25084, 0.459663, 0.397573, -0.557466, -0.565577, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:11:52.458786] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6863] 1760973112458697, 17.1665, 2.78227, -0.56098, -1.25084, 0.459663, 0.397573, -0.557466, -0.565577, -0.100413, -0.53701, -0.0316142, -0.363278, -1.89588, 0, 
[2025-10-20 11:11:52.461433] [0x0000007f7a6ad9a0] [MocapTag] [0x00003005] [6865] 1760973112461279, 17.169, 2.78227, -0.56098, -1.25084, 0.459663, 0.397573, -0.557466, -0.565577, 0, 0, 0, 0, 0, 0, 
