[2025-10-20 10:58:22.686445] [0x0000007f87c3c7c0] [MocapTag] [0x00001824] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 10:58:22.982244] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [141] 1760972302982138, 3.06955, 0.106152, -0.206721, -0.325299, 0.707598, 0.7061, -0.0153626, -0.0221758, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.984724] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [142] 1760972302984621, 3.07204, 0.106166, -0.20671, -0.325282, 0.707604, 0.706095, -0.015383, -0.0221308, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.987763] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [144] 1760972302987641, 3.07506, 0.106166, -0.20671, -0.325282, 0.707604, 0.706095, -0.015383, -0.0221308, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.991409] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [145] 1760972302991297, 3.07871, 0.106166, -0.20671, -0.325282, 0.707604, 0.706095, -0.015383, -0.0221308, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.992857] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [146] 1760972302992754, 3.08017, 0.106166, -0.20671, -0.325282, 0.707604, 0.706095, -0.015383, -0.0221308, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.995417] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [147] 1760972302995324, 3.08274, 0.106155, -0.20673, -0.325298, 0.707621, 0.706076, -0.0153915, -0.0221851, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:22.998499] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [149] 1760972302998386, 3.0858, 0.106155, -0.20673, -0.325298, 0.707621, 0.706076, -0.0153915, -0.0221851, 0, -0.00204619, 0, 0, 0, 0, 
[2025-10-20 10:58:23.000907] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [150] 1760972303000796, 3.08821, 0.106155, -0.20673, -0.325298, 0.707621, 0.706076, -0.0153915, -0.0221851, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.003618] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [151] 1760972303003514, 3.09093, 0.106155, -0.20673, -0.325298, 0.707621, 0.706076, -0.0153915, -0.0221851, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.006121] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [153] 1760972303006048, 3.09346, 0.106162, -0.20674, -0.325306, 0.707658, 0.706038, -0.0154194, -0.0222046, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.009092] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [154] 1760972303008976, 3.09639, 0.106162, -0.20674, -0.325306, 0.707658, 0.706038, -0.0154194, -0.0222046, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.011562] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [155] 1760972303011401, 3.09882, 0.106162, -0.20674, -0.325306, 0.707658, 0.706038, -0.0154194, -0.0222046, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.014100] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [156] 1760972303014001, 3.10142, 0.106162, -0.20674, -0.325306, 0.707658, 0.706038, -0.0154194, -0.0222046, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.016685] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [158] 1760972303016585, 3.104, 0.106169, -0.206726, -0.325305, 0.70759, 0.706107, -0.0154191, -0.0221508, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.019425] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [159] 1760972303019313, 3.10673, 0.106169, -0.206726, -0.325305, 0.70759, 0.706107, -0.0154191, -0.0221508, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.021918] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [160] 1760972303021810, 3.10923, 0.106169, -0.206726, -0.325305, 0.70759, 0.706107, -0.0154191, -0.0221508, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.024921] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [161] 1760972303024758, 3.11217, 0.106152, -0.20673, -0.325312, 0.707615, 0.706082, -0.0153885, -0.0221881, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.027259] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [163] 1760972303027149, 3.11456, 0.106152, -0.20673, -0.325312, 0.707615, 0.706082, -0.0153885, -0.0221881, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.029705] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [164] 1760972303029595, 3.11701, 0.106152, -0.20673, -0.325312, 0.707615, 0.706082, -0.0153885, -0.0221881, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.032395] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [165] 1760972303032270, 3.11969, 0.106152, -0.20673, -0.325312, 0.707615, 0.706082, -0.0153885, -0.0221881, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.035056] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [166] 1760972303034937, 3.12235, 0.106168, -0.206715, -0.325297, 0.707597, 0.7061, -0.0154045, -0.0221668, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.037889] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [168] 1760972303037779, 3.1252, 0.106168, -0.206715, -0.325297, 0.707597, 0.7061, -0.0154045, -0.0221668, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.040128] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [169] 1760972303040022, 3.12744, 0.106168, -0.206715, -0.325297, 0.707597, 0.7061, -0.0154045, -0.0221668, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.043112] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [170] 1760972303043008, 3.13042, 0.106168, -0.206715, -0.325297, 0.707597, 0.7061, -0.0154045, -0.0221668, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.045806] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [172] 1760972303045749, 3.13316, 0.106171, -0.206724, -0.325307, 0.707612, 0.706084, -0.0154123, -0.0221947, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.048688] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [173] 1760972303048574, 3.13599, 0.106171, -0.206724, -0.325307, 0.707612, 0.706084, -0.0154123, -0.0221947, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.051199] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [174] 1760972303051088, 3.1385, 0.106171, -0.206724, -0.325307, 0.707612, 0.706084, -0.0154123, -0.0221947, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.053776] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [175] 1760972303053669, 3.14108, 0.106171, -0.206724, -0.325307, 0.707612, 0.706084, -0.0154123, -0.0221947, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.056459] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [177] 1760972303056347, 3.14376, 0.10617, -0.206714, -0.325307, 0.707599, 0.706099, -0.0153737, -0.0221516, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.059059] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [178] 1760972303058947, 3.14636, 0.10617, -0.206714, -0.325307, 0.707599, 0.706099, -0.0153737, -0.0221516, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.061538] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [179] 1760972303061398, 3.14881, 0.10617, -0.206714, -0.325307, 0.707599, 0.706099, -0.0153737, -0.0221516, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.064294] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [180] 1760972303064174, 3.15159, 0.10617, -0.206714, -0.325307, 0.707599, 0.706099, -0.0153737, -0.0221516, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.066840] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [182] 1760972303066716, 3.15413, 0.106163, -0.206721, -0.325314, 0.707621, 0.706077, -0.0153886, -0.02219, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.069554] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [183] 1760972303069444, 3.15686, 0.106163, -0.206721, -0.325314, 0.707621, 0.706077, -0.0153886, -0.02219, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.071903] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [184] 1760972303071798, 3.15921, 0.106163, -0.206721, -0.325314, 0.707621, 0.706077, -0.0153886, -0.02219, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.074716] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [185] 1760972303074616, 3.16203, 0.106173, -0.206731, -0.325327, 0.707609, 0.706088, -0.0154033, -0.0221607, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.078642] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [187] 1760972303078528, 3.16594, 0.106173, -0.206731, -0.325327, 0.707609, 0.706088, -0.0154033, -0.0221607, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.080620] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [188] 1760972303080515, 3.16793, 0.106173, -0.206731, -0.325327, 0.707609, 0.706088, -0.0154033, -0.0221607, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.083410] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [189] 1760972303083299, 3.17071, 0.106173, -0.206731, -0.325327, 0.707609, 0.706088, -0.0154033, -0.0221607, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.086025] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [191] 1760972303085957, 3.17337, 0.106163, -0.206726, -0.325308, 0.707624, 0.706073, -0.0153905, -0.0221894, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.088814] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [192] 1760972303088705, 3.17612, 0.106163, -0.206726, -0.325308, 0.707624, 0.706073, -0.0153905, -0.0221894, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.091492] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [193] 1760972303091343, 3.17876, 0.106163, -0.206726, -0.325308, 0.707624, 0.706073, -0.0153905, -0.0221894, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.094251] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [194] 1760972303094148, 3.18156, 0.106163, -0.206726, -0.325308, 0.707624, 0.706073, -0.0153905, -0.0221894, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.097288] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [196] 1760972303097173, 3.18459, 0.106174, -0.206728, -0.325301, 0.707601, 0.706096, -0.0154236, -0.022158, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.099931] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [197] 1760972303099822, 3.18724, 0.106174, -0.206728, -0.325301, 0.707601, 0.706096, -0.0154236, -0.022158, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.102661] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [198] 1760972303102552, 3.18997, 0.106174, -0.206728, -0.325301, 0.707601, 0.706096, -0.0154236, -0.022158, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.105277] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [199] 1760972303105189, 3.1926, 0.106156, -0.206732, -0.325316, 0.707613, 0.706083, -0.0154147, -0.0221978, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.108825] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [201] 1760972303108708, 3.19612, 0.106156, -0.206732, -0.325316, 0.707613, 0.706083, -0.0154147, -0.0221978, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.111471] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [202] 1760972303111331, 3.19875, 0.106156, -0.206732, -0.325316, 0.707613, 0.706083, -0.0154147, -0.0221978, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.114123] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [203] 1760972303114017, 3.20143, 0.106156, -0.206732, -0.325316, 0.707613, 0.706083, -0.0154147, -0.0221978, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.116688] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [205] 1760972303116590, 3.20401, 0.106179, -0.206727, -0.325303, 0.707612, 0.706086, -0.0154336, -0.0221397, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.119438] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [206] 1760972303119325, 3.20674, 0.106179, -0.206727, -0.325303, 0.707612, 0.706086, -0.0154336, -0.0221397, 0.00228546, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.121998] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [207] 1760972303121882, 3.2093, 0.106179, -0.206727, -0.325303, 0.707612, 0.706086, -0.0154336, -0.0221397, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.125289] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [208] 1760972303125171, 3.21259, 0.10617, -0.206731, -0.325327, 0.70763, 0.706068, -0.0153947, -0.0221632, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.129593] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [210] 1760972303129481, 3.2169, 0.10617, -0.206731, -0.325327, 0.70763, 0.706068, -0.0153947, -0.0221632, 0, 0, -0.00238402, 0, 0, 0, 
[2025-10-20 10:58:23.130538] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [211] 1760972303130430, 3.21785, 0.10617, -0.206731, -0.325327, 0.70763, 0.706068, -0.0153947, -0.0221632, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.133503] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [212] 1760972303133395, 3.22081, 0.10617, -0.206731, -0.325327, 0.70763, 0.706068, -0.0153947, -0.0221632, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.135748] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [213] 1760972303135678, 3.22309, 0.106189, -0.20662, -0.325408, 0.707587, 0.706116, -0.0152823, -0.0220474, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.138694] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [215] 1760972303138580, 3.226, 0.106189, -0.20662, -0.325408, 0.707587, 0.706116, -0.0152823, -0.0220474, 0, 0.0111878, -0.00808266, 0, 0, 0, 
[2025-10-20 10:58:23.141368] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [216] 1760972303141265, 3.22868, 0.106189, -0.20662, -0.325408, 0.707587, 0.706116, -0.0152823, -0.0220474, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.144031] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [217] 1760972303143921, 3.23134, 0.106189, -0.20662, -0.325408, 0.707587, 0.706116, -0.0152823, -0.0220474, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.146725] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [219] 1760972303146610, 3.23403, 0.106192, -0.206729, -0.325312, 0.707617, 0.70608, -0.0154429, -0.0221344, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.149496] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [220] 1760972303149384, 3.2368, 0.106192, -0.206729, -0.325312, 0.707617, 0.70608, -0.0154429, -0.0221344, 0, -0.0109166, 0.00954757, 0, 0.0349905, 0, 
[2025-10-20 10:58:23.151980] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [221] 1760972303151870, 3.23929, 0.106192, -0.206729, -0.325312, 0.707617, 0.70608, -0.0154429, -0.0221344, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.155400] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [222] 1760972303155313, 3.24273, 0.106169, -0.206721, -0.32532, 0.707614, 0.706083, -0.0154362, -0.0221669, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.158081] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [224] 1760972303157968, 3.24538, 0.106169, -0.206721, -0.32532, 0.707614, 0.706083, -0.0154362, -0.0221669, -0.00235488, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.160761] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [225] 1760972303160656, 3.24807, 0.106169, -0.206721, -0.32532, 0.707614, 0.706083, -0.0154362, -0.0221669, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.163417] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [226] 1760972303163307, 3.25072, 0.106169, -0.206721, -0.32532, 0.707614, 0.706083, -0.0154362, -0.0221669, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.166019] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [228] 1760972303165948, 3.25336, 0.106186, -0.20673, -0.325323, 0.707619, 0.706079, -0.0154412, -0.0221267, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.168644] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [229] 1760972303168532, 3.25595, 0.106186, -0.20673, -0.325323, 0.707619, 0.706079, -0.0154412, -0.0221267, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.171497] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [230] 1760972303171339, 3.25875, 0.106186, -0.20673, -0.325323, 0.707619, 0.706079, -0.0154412, -0.0221267, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.174374] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [231] 1760972303174271, 3.26169, 0.106186, -0.20673, -0.325323, 0.707619, 0.706079, -0.0154412, -0.0221267, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.178347] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [233] 1760972303178236, 3.26565, 0.106167, -0.206742, -0.325345, 0.707647, 0.706048, -0.0154398, -0.022209, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.179266] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [234] 1760972303179163, 3.26658, 0.106167, -0.206742, -0.325345, 0.707647, 0.706048, -0.0154398, -0.022209, 0, 0, -0.00213976, 0, 0, 0, 
[2025-10-20 10:58:23.181947] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [235] 1760972303181837, 3.26925, 0.106167, -0.206742, -0.325345, 0.707647, 0.706048, -0.0154398, -0.022209, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.184608] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [236] 1760972303184506, 3.27192, 0.106186, -0.20673, -0.325313, 0.707619, 0.706078, -0.0154497, -0.022155, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.187814] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [238] 1760972303187702, 3.27512, 0.106186, -0.20673, -0.325313, 0.707619, 0.706078, -0.0154497, -0.022155, 0, 0, 0.00314835, 0, 0, 0, 
[2025-10-20 10:58:23.190211] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [239] 1760972303190100, 3.27752, 0.106186, -0.20673, -0.325313, 0.707619, 0.706078, -0.0154497, -0.022155, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.192767] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [240] 1760972303192662, 3.28008, 0.106186, -0.20673, -0.325313, 0.707619, 0.706078, -0.0154497, -0.022155, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.196087] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [242] 1760972303196003, 3.28342, 0.106182, -0.206724, -0.32531, 0.707629, 0.706068, -0.0154169, -0.0221749, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.198444] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [243] 1760972303198307, 3.28572, 0.106182, -0.206724, -0.32531, 0.707629, 0.706068, -0.0154169, -0.0221749, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.200787] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [244] 1760972303200681, 3.2881, 0.106182, -0.206724, -0.32531, 0.707629, 0.706068, -0.0154169, -0.0221749, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.203818] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [245] 1760972303203708, 3.29112, 0.106182, -0.206724, -0.32531, 0.707629, 0.706068, -0.0154169, -0.0221749, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.206378] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [247] 1760972303206272, 3.29369, 0.106199, -0.206709, -0.325298, 0.707588, 0.706109, -0.0154252, -0.0221481, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.209555] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [248] 1760972303209435, 3.29685, 0.106199, -0.206709, -0.325298, 0.707588, 0.706109, -0.0154252, -0.0221481, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.211873] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [249] 1760972303211763, 3.29918, 0.106199, -0.206709, -0.325298, 0.707588, 0.706109, -0.0154252, -0.0221481, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.214709] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [250] 1760972303214547, 3.30196, 0.106177, -0.206684, -0.325231, 0.707654, 0.706048, -0.0153954, -0.0220477, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.217400] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [252] 1760972303217276, 3.30469, 0.106177, -0.206684, -0.325231, 0.707654, 0.706048, -0.0153954, -0.0220477, -0.00219502, 0.00251718, 0.00672489, 0, 0, 0, 
[2025-10-20 10:58:23.219926] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [253] 1760972303219815, 3.30723, 0.106177, -0.206684, -0.325231, 0.707654, 0.706048, -0.0153954, -0.0220477, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.222719] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [254] 1760972303222607, 3.31002, 0.106177, -0.206684, -0.325231, 0.707654, 0.706048, -0.0153954, -0.0220477, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.225320] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [255] 1760972303225232, 3.31265, 0.106173, -0.206726, -0.325318, 0.707638, 0.706058, -0.0154088, -0.0221802, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.228074] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [257] 1760972303227962, 3.31538, 0.106173, -0.206726, -0.325318, 0.707638, 0.706058, -0.0154088, -0.0221802, 0, -0.00421744, -0.00869048, 0, 0, 0, 
[2025-10-20 10:58:23.230687] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [258] 1760972303230578, 3.31799, 0.106173, -0.206726, -0.325318, 0.707638, 0.706058, -0.0154088, -0.0221802, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.233387] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [259] 1760972303233281, 3.3207, 0.106173, -0.206726, -0.325318, 0.707638, 0.706058, -0.0154088, -0.0221802, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.235937] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [261] 1760972303235875, 3.32329, 0.106178, -0.206735, -0.32532, 0.707601, 0.706095, -0.0154603, -0.0221686, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.239461] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [262] 1760972303239347, 3.32676, 0.106178, -0.206735, -0.32532, 0.707601, 0.706095, -0.0154603, -0.0221686, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.241282] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [263] 1760972303241179, 3.32859, 0.106178, -0.206735, -0.32532, 0.707601, 0.706095, -0.0154603, -0.0221686, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.243905] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [264] 1760972303243799, 3.33121, 0.106178, -0.206735, -0.32532, 0.707601, 0.706095, -0.0154603, -0.0221686, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.246746] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [266] 1760972303246586, 3.334, 0.10617, -0.206755, -0.325363, 0.707623, 0.706074, -0.0154397, -0.0221495, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.250215] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [267] 1760972303250101, 3.33752, 0.10617, -0.206755, -0.325363, 0.707623, 0.706074, -0.0154397, -0.0221495, 0, 0, -0.00421116, 0, 0, 0, 
[2025-10-20 10:58:23.252918] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [268] 1760972303252802, 3.34022, 0.10617, -0.206755, -0.325363, 0.707623, 0.706074, -0.0154397, -0.0221495, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.255288] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [269] 1760972303255174, 3.34259, 0.106178, -0.206746, -0.325348, 0.707647, 0.706051, -0.0154451, -0.0221169, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.258094] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [271] 1760972303257984, 3.3454, 0.106178, -0.206746, -0.325348, 0.707647, 0.706051, -0.0154451, -0.0221169, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.260998] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [272] 1760972303260894, 3.34831, 0.106178, -0.206746, -0.325348, 0.707647, 0.706051, -0.0154451, -0.0221169, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.263435] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [273] 1760972303263313, 3.35073, 0.106178, -0.206746, -0.325348, 0.707647, 0.706051, -0.0154451, -0.0221169, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.265908] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [275] 1760972303265849, 3.35326, 0.106181, -0.206731, -0.325311, 0.707647, 0.706048, -0.0154594, -0.0221959, 0, 0, 0, 0, 0, 0, 
[2025-10-20 10:58:23.268755] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [276] 1760972303268633, 3.35605, 0.106181, -0.206731, -0.325311, 0.707647, 0.706048, -0.0154594, -0.0221959, 0, 0, 0.00374997, 0, 0, 0, 
[2025-10-20 10:58:23.271311] [0x0000007f6effc9a0] [MocapTag] [0x00001824] [277] 1760972303271202, 3.35862, 0.106181, -0.206731, -0.325311, 0.707647, 0.706048, -0.0154594, -0.0221959, 0, 0, 0, 0, 0, 0, 
