[2025-10-20 16:08:24.677364] [0x0000007fb807f7c0] [MocapTag] [0x00003a79] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 16:08:38.941095] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6677] 1760990918940977, 16.9993, 2.80573, -0.510845, -1.26019, 0.513809, 0.476233, -0.480414, -0.527641, 0, -0.415601, -0.0124935, -17.5778, -0.193059, 17.7147, 
[2025-10-20 16:08:38.943548] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6679] 1760990918943431, 17.0018, 2.80573, -0.510845, -1.26019, 0.513809, 0.476233, -0.480414, -0.527641, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:38.946004] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6680] 1760990918945892, 17.0042, 2.80573, -0.510845, -1.26019, 0.513809, 0.476233, -0.480414, -0.527641, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:38.950941] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6682] 1760990918950844, 17.0092, 2.80459, -0.517057, -1.26102, 0.510822, 0.468828, -0.485239, -0.532732, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:38.951518] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6683] 1760990918951413, 17.0098, 2.80459, -0.517057, -1.26102, 0.510822, 0.468828, -0.485239, -0.532732, -0.113894, -0.621111, -0.0835465, -19.7382, -1.06636, 19.3226, 
[2025-10-20 16:08:38.953649] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6684] 1760990918953537, 17.0119, 2.80459, -0.517057, -1.26102, 0.510822, 0.468828, -0.485239, -0.532732, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:38.956200] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6685] 1760990918956094, 17.0145, 2.80459, -0.517057, -1.26102, 0.510822, 0.468828, -0.485239, -0.532732, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:38.958824] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6686] 1760990918958709, 17.0171, 2.79717, -0.528658, -1.26626, -0.532921, -0.451955, 0.487012, 0.523976, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:38.961438] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6687] 1760990918961349, 17.0197, 2.79717, -0.528658, -1.26626, -0.532921, -0.451955, 0.487012, 0.523976, -0.742922, -1.16012, -0.523791, 16.1895, -2.34735, -21.1486, 
[2025-10-20 16:08:38.963943] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6689] 1760990918963828, 17.0222, 2.79717, -0.528658, -1.26626, -0.532921, -0.451955, 0.487012, 0.523976, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:38.968307] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6690] 1760990918968193, 17.0266, 2.79717, -0.528658, -1.26626, -0.532921, -0.451955, 0.487012, 0.523976, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:38.969577] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6691] 1760990918969463, 17.0278, 2.79742, -0.533772, -1.26623, -0.534527, -0.446861, 0.491007, 0.52298, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:38.972007] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6693] 1760990918971884, 17.0302, 2.79742, -0.533772, -1.26623, -0.534527, -0.446861, 0.491007, 0.52298, 0.0257761, -0.511469, 0.00278976, -5.39796, -0.322163, 4.22587, 
[2025-10-20 16:08:38.974701] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6694] 1760990918974589, 17.0329, 2.79742, -0.533772, -1.26623, -0.534527, -0.446861, 0.491007, 0.52298, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:38.977065] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6695] 1760990918976961, 17.0353, 2.79742, -0.533772, -1.26623, -0.534527, -0.446861, 0.491007, 0.52298, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:38.979678] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6696] 1760990918979563, 17.0379, 2.79769, -0.538854, -1.26615, -0.536319, -0.442051, 0.494982, 0.521485, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:38.982327] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6698] 1760990918982270, 17.0406, 2.79769, -0.538854, -1.26615, -0.536319, -0.442051, 0.494982, 0.521485, 0.0264747, -0.508169, 0.0081099, -4.55978, -0.264192, 3.34904, 
[2025-10-20 16:08:38.984876] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6699] 1760990918984761, 17.0431, 2.79769, -0.538854, -1.26615, -0.536319, -0.442051, 0.494982, 0.521485, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:38.987427] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6700] 1760990918987310, 17.0457, 2.79769, -0.538854, -1.26615, -0.536319, -0.442051, 0.494982, 0.521485, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:38.989938] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6701] 1760990918989823, 17.0482, 2.79767, -0.543928, -1.26621, -0.538289, -0.437004, 0.498811, 0.520057, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:38.992665] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6703] 1760990918992552, 17.0509, 2.79767, -0.543928, -1.26621, -0.538289, -0.437004, 0.498811, 0.520057, 0, -0.507356, -0.00530101, -4.22666, -0.341856, 2.99498, 
[2025-10-20 16:08:38.995014] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6704] 1760990918994900, 17.0533, 2.79767, -0.543928, -1.26621, -0.538289, -0.437004, 0.498811, 0.520057, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:38.997528] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6705] 1760990918997412, 17.0558, 2.79767, -0.543928, -1.26621, -0.538289, -0.437004, 0.498811, 0.520057, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.000044] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6706] 1760990918999926, 17.0583, 2.79831, -0.548909, -1.26598, -0.53982, -0.432819, 0.50293, 0.518001, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.002631] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6708] 1760990919002541, 17.0609, 2.79831, -0.548909, -1.26598, -0.53982, -0.432819, 0.50293, 0.518001, 0.0631016, -0.498118, 0.0227164, -4.09968, -0.123131, 2.90667, 
[2025-10-20 16:08:39.005130] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6709] 1760990919005018, 17.0634, 2.79831, -0.548909, -1.26598, -0.53982, -0.432819, 0.50293, 0.518001, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.007836] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6710] 1760990919007720, 17.0661, 2.79831, -0.548909, -1.26598, -0.53982, -0.432819, 0.50293, 0.518001, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.010164] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6711] 1760990919010048, 17.0684, 2.79817, -0.55403, -1.26609, -0.541548, -0.427799, 0.506589, 0.516799, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.012887] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6713] 1760990919012779, 17.0711, 2.79817, -0.55403, -1.26609, -0.541548, -0.427799, 0.506589, 0.516799, -0.0139102, -0.512065, -0.0113057, -4.02436, -0.395834, 2.8582, 
[2025-10-20 16:08:39.015412] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6714] 1760990919015287, 17.0736, 2.79817, -0.55403, -1.26609, -0.541548, -0.427799, 0.506589, 0.516799, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.018017] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6715] 1760990919017900, 17.0763, 2.7983, -0.558633, -1.26636, -0.54228, -0.42456, 0.509907, 0.515438, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.020514] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6716] 1760990919020429, 17.0788, 2.7983, -0.558633, -1.26636, -0.54228, -0.42456, 0.509907, 0.515438, 0.0136196, -0.460329, -0.0267117, -3.64065, -0.120687, 2.772, 
[2025-10-20 16:08:39.023453] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6718] 1760990919023340, 17.0817, 2.7983, -0.558633, -1.26636, -0.54228, -0.42456, 0.509907, 0.515438, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.025439] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6719] 1760990919025331, 17.0837, 2.7983, -0.558633, -1.26636, -0.54228, -0.42456, 0.509907, 0.515438, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.028031] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6720] 1760990919027910, 17.0863, 2.79728, -0.564299, -1.26718, -0.529983, -0.422462, 0.516776, 0.523055, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.030558] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6721] 1760990919030438, 17.0888, 2.79728, -0.564299, -1.26718, -0.529983, -0.422462, 0.516776, 0.523055, -0.102185, -0.566653, -0.0817593, -20.6188, -0.706732, 21.7151, 
[2025-10-20 16:08:39.033153] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6723] 1760990919033037, 17.0914, 2.79728, -0.564299, -1.26718, -0.529983, -0.422462, 0.516776, 0.523055, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.035496] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6724] 1760990919035383, 17.0937, 2.79728, -0.564299, -1.26718, -0.529983, -0.422462, 0.516776, 0.523055, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.038143] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6725] 1760990919038028, 17.0964, 2.79682, -0.570418, -1.2663, 0.498814, 0.41355, -0.526973, -0.549965, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.041120] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6726] 1760990919040976, 17.0993, 2.79682, -0.570418, -1.2663, 0.498814, 0.41355, -0.526973, -0.549965, -0.0464114, -0.611885, 0.0875888, -31.4625, -5.37028, 35.3585, 
[2025-10-20 16:08:39.044292] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6728] 1760990919044144, 17.1025, 2.79682, -0.570418, -1.2663, 0.498814, 0.41355, -0.526973, -0.549965, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.047596] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6729] 1760990919047448, 17.1058, 2.79682, -0.570418, -1.2663, 0.498814, 0.41355, -0.526973, -0.549965, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.049649] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6730] 1760990919049539, 17.1079, 2.79521, -0.575785, -1.26707, 0.495271, 0.407119, -0.530738, -0.554326, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.052362] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6731] 1760990919052277, 17.1106, 2.79521, -0.575785, -1.26707, 0.495271, 0.407119, -0.530738, -0.554326, -0.161007, -0.536631, -0.0766548, -3.40462, -1.72431, 3.16839, 
[2025-10-20 16:08:39.054909] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6733] 1760990919054797, 17.1132, 2.79521, -0.575785, -1.26707, 0.495271, 0.407119, -0.530738, -0.554326, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.057357] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6734] 1760990919057244, 17.1156, 2.79521, -0.575785, -1.26707, 0.495271, 0.407119, -0.530738, -0.554326, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.060037] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6735] 1760990919059922, 17.1183, 2.79349, -0.581152, -1.26783, 0.492023, 0.400486, -0.534345, -0.55857, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.062763] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6737] 1760990919062640, 17.121, 2.79349, -0.581152, -1.26783, 0.492023, 0.400486, -0.534345, -0.55857, -0.171633, -0.536764, -0.0759716, -2.65744, -1.74067, 2.37415, 
[2025-10-20 16:08:39.065262] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6738] 1760990919065150, 17.1235, 2.79349, -0.581152, -1.26783, 0.492023, 0.400486, -0.534345, -0.55857, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.068166] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6739] 1760990919068040, 17.1264, 2.7916, -0.586505, -1.26856, 0.488467, 0.393916, -0.537904, -0.56293, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.071121] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6740] 1760990919071004, 17.1294, 2.7916, -0.586505, -1.26856, 0.488467, 0.393916, -0.537904, -0.56293, -0.189342, -0.535301, -0.0737583, -2.41296, -1.77277, 2.18256, 
[2025-10-20 16:08:39.074296] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6742] 1760990919074145, 17.1325, 2.7916, -0.586505, -1.26856, 0.488467, 0.393916, -0.537904, -0.56293, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.078429] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6743] 1760990919078314, 17.1367, 2.7916, -0.586505, -1.26856, 0.488467, 0.393916, -0.537904, -0.56293, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.079118] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6744] 1760990919079008, 17.1374, 2.78965, -0.591917, -1.26934, 0.48519, 0.387269, -0.541523, -0.566892, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.081987] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6745] 1760990919081899, 17.1403, 2.78965, -0.591917, -1.26934, 0.48519, 0.387269, -0.541523, -0.566892, -0.194669, -0.541147, -0.0779386, -2.0906, -1.73324, 1.77708, 
[2025-10-20 16:08:39.084572] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6747] 1760990919084459, 17.1428, 2.78965, -0.591917, -1.26934, 0.48519, 0.387269, -0.541523, -0.566892, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.087129] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6748] 1760990919087017, 17.1454, 2.78965, -0.591917, -1.26934, 0.48519, 0.387269, -0.541523, -0.566892, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.090330] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6749] 1760990919090219, 17.1486, 2.78751, -0.597308, -1.27012, 0.481827, 0.380386, -0.545019, -0.571055, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.092887] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6751] 1760990919092773, 17.1511, 2.78751, -0.597308, -1.27012, 0.481827, 0.380386, -0.545019, -0.571055, -0.213848, -0.539086, -0.0777163, -1.76163, -1.80159, 1.4642, 
[2025-10-20 16:08:39.095348] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6752] 1760990919095238, 17.1536, 2.78751, -0.597308, -1.27012, 0.481827, 0.380386, -0.545019, -0.571055, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.098020] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6753] 1760990919097882, 17.1562, 2.78529, -0.60275, -1.27091, 0.478654, 0.37361, -0.548449, -0.5749, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.100641] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6754] 1760990919100557, 17.1589, 2.78529, -0.60275, -1.27091, 0.478654, 0.37361, -0.548449, -0.5749, -0.222519, -0.544206, -0.0783524, -1.53996, -1.74111, 1.2074, 
[2025-10-20 16:08:39.104481] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6756] 1760990919104370, 17.1627, 2.78529, -0.60275, -1.27091, 0.478654, 0.37361, -0.548449, -0.5749, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.106074] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6757] 1760990919105968, 17.1643, 2.78529, -0.60275, -1.27091, 0.478654, 0.37361, -0.548449, -0.5749, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.108688] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6758] 1760990919108575, 17.1669, 2.78293, -0.608187, -1.27169, 0.475309, 0.366863, -0.551973, -0.578635, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.111411] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6760] 1760990919111334, 17.1697, 2.78293, -0.608187, -1.27169, 0.475309, 0.366863, -0.551973, -0.578635, -0.235177, -0.543775, -0.0781237, -1.52377, -1.74297, 1.18928, 
[2025-10-20 16:08:39.113750] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6761] 1760990919113637, 17.172, 2.78293, -0.608187, -1.27169, 0.475309, 0.366863, -0.551973, -0.578635, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.116745] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6762] 1760990919116630, 17.175, 2.78293, -0.608187, -1.27169, 0.475309, 0.366863, -0.551973, -0.578635, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.119195] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6763] 1760990919119081, 17.1774, 2.78012, -0.613982, -1.27201, 0.46525, 0.365314, -0.563923, -0.576263, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.122571] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6765] 1760990919122445, 17.1808, 2.78012, -0.613982, -1.27201, 0.46525, 0.365314, -0.563923, -0.576263, -0.28106, -0.579485, -0.032588, -9.31793, -1.09835, 8.72064, 
[2025-10-20 16:08:39.125605] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6766] 1760990919125495, 17.1839, 2.78012, -0.613982, -1.27201, 0.46525, 0.365314, -0.563923, -0.576263, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.127590] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6767] 1760990919127424, 17.1858, 2.78012, -0.613982, -1.27201, 0.46525, 0.365314, -0.563923, -0.576263, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.130068] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6768] 1760990919129947, 17.1883, 2.77748, -0.619444, -1.27283, 0.461875, 0.358893, -0.567433, -0.579558, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.132587] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6770] 1760990919132472, 17.1908, 2.77748, -0.619444, -1.27283, 0.461875, 0.358893, -0.567433, -0.579558, -0.264601, -0.54616, -0.0821361, -1.0385, -1.68254, 0.694394, 
[2025-10-20 16:08:39.135004] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6771] 1760990919134891, 17.1932, 2.77748, -0.619444, -1.27283, 0.461875, 0.358893, -0.567433, -0.579558, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.138147] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6772] 1760990919138029, 17.1964, 2.77748, -0.619444, -1.27283, 0.461875, 0.358893, -0.567433, -0.579558, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.140498] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6773] 1760990919140415, 17.1988, 2.77472, -0.624912, -1.27368, 0.458428, 0.352394, -0.570705, -0.583059, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.143268] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6775] 1760990919143145, 17.2015, 2.77472, -0.624912, -1.27368, 0.458428, 0.352394, -0.570705, -0.583059, -0.275915, -0.54686, -0.0850187, -0.831449, -1.71387, 0.529742, 
[2025-10-20 16:08:39.145734] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6776] 1760990919145622, 17.204, 2.77472, -0.624912, -1.27368, 0.458428, 0.352394, -0.570705, -0.583059, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.148428] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6777] 1760990919148310, 17.2067, 2.77182, -0.630379, -1.27458, 0.455095, 0.345715, -0.573704, -0.586714, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.151051] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6778] 1760990919150964, 17.2093, 2.77182, -0.630379, -1.27458, 0.455095, 0.345715, -0.573704, -0.586714, -0.289994, -0.546618, -0.0894613, -0.580859, -1.73643, 0.290847, 
[2025-10-20 16:08:39.153617] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6780] 1760990919153506, 17.2119, 2.77182, -0.630379, -1.27458, 0.455095, 0.345715, -0.573704, -0.586714, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.156534] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6781] 1760990919156424, 17.2148, 2.77182, -0.630379, -1.27458, 0.455095, 0.345715, -0.573704, -0.586714, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.159069] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6782] 1760990919158955, 17.2173, 2.76876, -0.63585, -1.27553, 0.451384, 0.338922, -0.577123, -0.590181, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.161647] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6784] 1760990919161549, 17.2199, 2.76876, -0.63585, -1.27553, 0.451384, 0.338922, -0.577123, -0.590181, -0.305797, -0.547172, -0.0946841, -0.827694, -1.782, 0.500536, 
[2025-10-20 16:08:39.164050] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6785] 1760990919163934, 17.2223, 2.76876, -0.63585, -1.27553, 0.451384, 0.338922, -0.577123, -0.590181, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.166857] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6786] 1760990919166738, 17.2251, 2.76876, -0.63585, -1.27553, 0.451384, 0.338922, -0.577123, -0.590181, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.169582] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6787] 1760990919169469, 17.2278, 2.7655, -0.641302, -1.27637, 0.448136, 0.332608, -0.579335, -0.594068, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.172204] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6789] 1760990919172082, 17.2304, 2.7655, -0.641302, -1.27637, 0.448136, 0.332608, -0.579335, -0.594068, -0.326132, -0.545133, -0.0842979, -0.188839, -1.67041, 0, 
[2025-10-20 16:08:39.174684] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6790] 1760990919174574, 17.2329, 2.7655, -0.641302, -1.27637, 0.448136, 0.332608, -0.579335, -0.594068, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.177203] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6791] 1760990919177085, 17.2354, 2.7655, -0.641302, -1.27637, 0.448136, 0.332608, -0.579335, -0.594068, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.179574] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6792] 1760990919179459, 17.2378, 2.7621, -0.646776, -1.27725, 0.444763, 0.326411, -0.582066, -0.597362, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.182132] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6794] 1760990919182017, 17.2404, 2.7621, -0.646776, -1.27725, 0.444763, 0.326411, -0.582066, -0.597362, -0.340355, -0.547428, -0.0878399, -0.519574, -1.62355, 0.26958, 
[2025-10-20 16:08:39.184801] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6795] 1760990919184688, 17.243, 2.7621, -0.646776, -1.27725, 0.444763, 0.326411, -0.582066, -0.597362, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.187239] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6796] 1760990919187138, 17.2455, 2.7621, -0.646776, -1.27725, 0.444763, 0.326411, -0.582066, -0.597362, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.189808] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6797] 1760990919189692, 17.248, 2.75857, -0.652307, -1.27819, 0.441296, 0.320153, -0.584807, -0.600633, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.192372] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6798] 1760990919192283, 17.2506, 2.75857, -0.652307, -1.27819, 0.441296, 0.320153, -0.584807, -0.600633, -0.352879, -0.553124, -0.0942658, -0.516164, -1.63906, 0.264525, 
[2025-10-20 16:08:39.194892] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6800] 1760990919194776, 17.2531, 2.75857, -0.652307, -1.27819, 0.441296, 0.320153, -0.584807, -0.600633, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.197422] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6801] 1760990919197304, 17.2557, 2.75857, -0.652307, -1.27819, 0.441296, 0.320153, -0.584807, -0.600633, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.200698] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6802] 1760990919200582, 17.2589, 2.7542, -0.65816, -1.2791, 0.424721, 0.301463, -0.582666, -0.623884, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.203482] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6804] 1760990919203364, 17.2617, 2.7542, -0.65816, -1.2791, 0.424721, 0.301463, -0.582666, -0.623884, -0.437076, -0.585295, -0.0913426, 2.904, -6.40271, -0.580049, 
[2025-10-20 16:08:39.205845] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6805] 1760990919205737, 17.2641, 2.7542, -0.65816, -1.2791, 0.424721, 0.301463, -0.582666, -0.623884, 0, 0, 0, 0, 0, 0, 
[2025-10-20 16:08:39.208307] [0x0000007fa6ffc9a0] [MocapTag] [0x00003a79] [6806] 1760990919208183, 17.2665, 2.75041, -0.663702, -1.28005, 0.421173, 0.295988, -0.585075, -0.626651, 0, 0, 0, 0, 0, 0, 
