[2025-10-13 20:02:13.503944] [0x0000007fb05557c0] [MocapTag] [0x00002ed4] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 20:02:44.737871] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14676] 1760400164737758, 31.2882, 0.100337, -0.299434, -0.83034, -0.957526, -0.00838758, 0.00661604, 0.288149, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.740280] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14677] 1760400164740173, 31.2906, 0.0998981, -0.299549, -0.824676, -0.957092, -0.0100234, 0.00766657, 0.289509, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.743187] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14678] 1760400164743069, 31.2935, 0.0998981, -0.299549, -0.824676, -0.957092, -0.0100234, 0.00766657, 0.289509, -0.0438834, -0.0115156, 0.566352, 0.24991, 0.29757, 0.281054, 
[2025-10-13 20:02:44.745764] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14680] 1760400164745667, 31.2961, 0.0998981, -0.299549, -0.824676, -0.957092, -0.0100234, 0.00766657, 0.289509, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.748531] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14681] 1760400164748415, 31.2989, 0.0998384, -0.300198, -0.8187, -0.957021, -0.0100492, 0.0079323, 0.289736, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.751355] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14682] 1760400164751233, 31.3017, 0.0998384, -0.300198, -0.8187, -0.957021, -0.0100492, 0.0079323, 0.289736, -0.00597306, -0.0649194, 0.597674, 0, 0.0527151, 0.0473142, 
[2025-10-13 20:02:44.753988] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14683] 1760400164753903, 31.3044, 0.0998384, -0.300198, -0.8187, -0.957021, -0.0100492, 0.0079323, 0.289736, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.756608] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14685] 1760400164756493, 31.307, 0.0998384, -0.300198, -0.8187, -0.957021, -0.0100492, 0.0079323, 0.289736, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.759673] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14686] 1760400164759564, 31.31, 0.0998065, -0.300805, -0.812705, -0.956988, -0.0101358, 0.00840468, 0.289828, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.762551] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14687] 1760400164762433, 31.3129, 0.0998065, -0.300805, -0.812705, -0.956988, -0.0101358, 0.00840468, 0.289828, -0.00318806, -0.0606898, 0.59943, 0, 0.0955829, 0, 
[2025-10-13 20:02:44.765069] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14689] 1760400164764992, 31.3155, 0.0998065, -0.300805, -0.812705, -0.956988, -0.0101358, 0.00840468, 0.289828, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.767719] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14690] 1760400164767608, 31.3181, 0.0998065, -0.300805, -0.812705, -0.956988, -0.0101358, 0.00840468, 0.289828, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.770344] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14691] 1760400164770232, 31.3207, 0.0997488, -0.301405, -0.806709, -0.956967, -0.0102079, 0.00877132, 0.289883, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.773426] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14692] 1760400164773313, 31.3238, 0.0997488, -0.301405, -0.806709, -0.956967, -0.0102079, 0.00877132, 0.289883, -0.00576941, -0.0600082, 0.599603, 0, 0.0744477, 0, 
[2025-10-13 20:02:44.775860] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14694] 1760400164775747, 31.3262, 0.0997488, -0.301405, -0.806709, -0.956967, -0.0102079, 0.00877132, 0.289883, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.778538] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14695] 1760400164778427, 31.3289, 0.100397, -0.302023, -0.800672, -0.956597, -0.0109911, 0.0105084, 0.291017, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.781292] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14696] 1760400164781178, 31.3316, 0.100397, -0.302023, -0.800672, -0.956597, -0.0109911, 0.0105084, 0.291017, 0.0648437, -0.0617243, 0.603743, 0.046134, 0.379714, 0.235188, 
[2025-10-13 20:02:44.783897] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14697] 1760400164783783, 31.3343, 0.100397, -0.302023, -0.800672, -0.956597, -0.0109911, 0.0105084, 0.291017, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.786477] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14699] 1760400164786362, 31.3368, 0.100397, -0.302023, -0.800672, -0.956597, -0.0109911, 0.0105084, 0.291017, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.789575] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14700] 1760400164789463, 31.3399, 0.0998135, -0.302598, -0.794747, -0.956912, -0.0103812, 0.00925167, 0.290045, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.792458] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14701] 1760400164792342, 31.3428, 0.0998135, -0.302598, -0.794747, -0.956912, -0.0103812, 0.00925167, 0.290045, -0.0583725, -0.0574991, 0.592444, -0.0411987, -0.277467, -0.201851, 
[2025-10-13 20:02:44.794812] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14703] 1760400164794744, 31.3452, 0.0998135, -0.302598, -0.794747, -0.956912, -0.0103812, 0.00925167, 0.290045, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.797606] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14704] 1760400164797492, 31.348, 0.0998135, -0.302598, -0.794747, -0.956912, -0.0103812, 0.00925167, 0.290045, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.800178] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14705] 1760400164800070, 31.3505, 0.0997855, -0.303229, -0.788763, -0.95689, -0.0104275, 0.00926185, 0.290114, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.803175] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14706] 1760400164803061, 31.3535, 0.0997855, -0.303229, -0.788763, -0.95689, -0.0104275, 0.00926185, 0.290114, -0.00280217, -0.0631202, 0.598457, 0, 0, 0, 
[2025-10-13 20:02:44.805681] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14708] 1760400164805558, 31.356, 0.0997855, -0.303229, -0.788763, -0.95689, -0.0104275, 0.00926185, 0.290114, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.808061] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14709] 1760400164807952, 31.3584, 0.0997855, -0.303229, -0.788763, -0.95689, -0.0104275, 0.00926185, 0.290114, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.812187] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14710] 1760400164812069, 31.3625, 0.0997987, -0.303859, -0.782775, -0.956822, -0.0105121, 0.00932299, 0.290334, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.813578] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14711] 1760400164813462, 31.3639, 0.0997987, -0.303859, -0.782775, -0.956822, -0.0105121, 0.00932299, 0.290334, 0, -0.0630028, 0.598809, 0, 0, 0.0456691, 
[2025-10-13 20:02:44.816108] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14713] 1760400164816000, 31.3665, 0.0997987, -0.303859, -0.782775, -0.956822, -0.0105121, 0.00932299, 0.290334, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.818764] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14714] 1760400164818611, 31.3691, 0.0998619, -0.304486, -0.776792, -0.956779, -0.0105358, 0.0093323, 0.290474, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.821410] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14715] 1760400164821297, 31.3718, 0.0998619, -0.304486, -0.776792, -0.956779, -0.0105358, 0.0093323, 0.290474, 0.0063236, -0.0626659, 0.59829, 0, 0, 0, 
[2025-10-13 20:02:44.824161] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14716] 1760400164824046, 31.3745, 0.0998619, -0.304486, -0.776792, -0.956779, -0.0105358, 0.0093323, 0.290474, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.826729] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14718] 1760400164826615, 31.3771, 0.0998619, -0.304486, -0.776792, -0.956779, -0.0105358, 0.0093323, 0.290474, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.830623] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14719] 1760400164830511, 31.381, 0.0998712, -0.305073, -0.770851, -0.956732, -0.0106424, 0.00920542, 0.290631, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.832414] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14720] 1760400164832298, 31.3828, 0.0998712, -0.305073, -0.770851, -0.956732, -0.0106424, 0.00920542, 0.290631, 0, -0.0587568, 0.594116, 0, 0, 0, 
[2025-10-13 20:02:44.835465] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14722] 1760400164835350, 31.3858, 0.0998712, -0.305073, -0.770851, -0.956732, -0.0106424, 0.00920542, 0.290631, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.838100] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14723] 1760400164837986, 31.3885, 0.0998712, -0.305073, -0.770851, -0.956732, -0.0106424, 0.00920542, 0.290631, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.840550] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14724] 1760400164840439, 31.3909, 0.099945, -0.305695, -0.764872, -0.956713, -0.0106969, 0.0091984, 0.29069, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.843532] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14725] 1760400164843416, 31.3939, 0.099945, -0.305695, -0.764872, -0.956713, -0.0106969, 0.0091984, 0.29069, 0.00737777, -0.0621778, 0.597885, 0, 0, 0, 
[2025-10-13 20:02:44.845889] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14727] 1760400164845769, 31.3962, 0.099945, -0.305695, -0.764872, -0.956713, -0.0106969, 0.0091984, 0.29069, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.848499] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14728] 1760400164848387, 31.3989, 0.100004, -0.306292, -0.75891, -0.956677, -0.0108004, 0.00899096, 0.290812, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.852102] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14729] 1760400164851950, 31.4024, 0.100004, -0.306292, -0.75891, -0.956677, -0.0108004, 0.00899096, 0.290812, 0.0059498, -0.0596918, 0.596158, 0, 0, 0, 
[2025-10-13 20:02:44.854085] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14730] 1760400164853999, 31.4045, 0.100004, -0.306292, -0.75891, -0.956677, -0.0108004, 0.00899096, 0.290812, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.856718] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14732] 1760400164856603, 31.4071, 0.100004, -0.306292, -0.75891, -0.956677, -0.0108004, 0.00899096, 0.290812, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.859203] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14733] 1760400164859093, 31.4096, 0.100128, -0.306913, -0.752937, -0.956681, -0.0108338, 0.00877082, 0.290804, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.862166] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14734] 1760400164862049, 31.4125, 0.100128, -0.306913, -0.752937, -0.956681, -0.0108338, 0.00877082, 0.290804, 0.0123297, -0.0620732, 0.597356, 0, -0.0401983, 0, 
[2025-10-13 20:02:44.864466] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14735] 1760400164864378, 31.4148, 0.100128, -0.306913, -0.752937, -0.956681, -0.0108338, 0.00877082, 0.290804, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.867683] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14737] 1760400164867570, 31.418, 0.100128, -0.306913, -0.752937, -0.956681, -0.0108338, 0.00877082, 0.290804, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.870061] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14738] 1760400164869953, 31.4204, 0.103379, -0.309772, -0.746321, -0.956414, -0.00772478, 0.00751252, 0.291816, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.872950] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14739] 1760400164872834, 31.4233, 0.103379, -0.309772, -0.746321, -0.956414, -0.00772478, 0.00751252, 0.291816, 0.325087, -0.285964, 0.66159, -0.523877, -0.420513, 0.217384, 
[2025-10-13 20:02:44.875258] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14741] 1760400164875144, 31.4256, 0.103379, -0.309772, -0.746321, -0.956414, -0.00772478, 0.00751252, 0.291816, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.877829] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14742] 1760400164877718, 31.4282, 0.103379, -0.309772, -0.746321, -0.956414, -0.00772478, 0.00751252, 0.291816, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.880460] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14743] 1760400164880348, 31.4308, 0.103458, -0.310304, -0.740391, -0.956233, -0.00835033, 0.00774089, 0.292384, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.883542] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14744] 1760400164883427, 31.4339, 0.103458, -0.310304, -0.740391, -0.956233, -0.00835033, 0.00774089, 0.292384, 0.00794951, -0.053182, 0.592936, 0.10519, 0.0808762, 0.117785, 
[2025-10-13 20:02:44.886302] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14746] 1760400164886187, 31.4367, 0.103458, -0.310304, -0.740391, -0.956233, -0.00835033, 0.00774089, 0.292384, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.888602] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14747] 1760400164888489, 31.439, 0.103656, -0.310932, -0.734206, -0.956366, -0.00831777, 0.00726966, 0.291963, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.891309] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14748] 1760400164891189, 31.4417, 0.103656, -0.310932, -0.734206, -0.956366, -0.00831777, 0.00726966, 0.291963, 0.0198007, -0.0627813, 0.618569, 0, -0.0925491, -0.0880063, 
[2025-10-13 20:02:44.894048] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14749] 1760400164893931, 31.4444, 0.103656, -0.310932, -0.734206, -0.956366, -0.00831777, 0.00726966, 0.291963, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.896670] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14751] 1760400164896553, 31.447, 0.103656, -0.310932, -0.734206, -0.956366, -0.00831777, 0.00726966, 0.291963, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.899717] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14752] 1760400164899599, 31.4501, 0.103756, -0.311515, -0.728319, -0.956139, -0.00908294, 0.00757425, 0.292676, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.902650] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14753] 1760400164902533, 31.453, 0.103756, -0.311515, -0.728319, -0.956139, -0.00908294, 0.00757425, 0.292676, 0.0099358, -0.0583545, 0.588638, 0.127149, 0.10391, 0.147742, 
[2025-10-13 20:02:44.905086] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14754] 1760400164904997, 31.4555, 0.103756, -0.311515, -0.728319, -0.956139, -0.00908294, 0.00757425, 0.292676, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.907729] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14756] 1760400164907604, 31.4581, 0.103756, -0.311515, -0.728319, -0.956139, -0.00908294, 0.00757425, 0.292676, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.910343] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14757] 1760400164910230, 31.4607, 0.104014, -0.312114, -0.722138, -0.956292, -0.00907402, 0.00712349, 0.292185, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.913021] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14758] 1760400164912897, 31.4634, 0.104014, -0.312114, -0.722138, -0.956292, -0.00907402, 0.00712349, 0.292185, 0.0258519, -0.0598646, 0.618158, 0, -0.0874059, -0.102425, 
[2025-10-13 20:02:44.915818] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14760] 1760400164915695, 31.4662, 0.104014, -0.312114, -0.722138, -0.956292, -0.00907402, 0.00712349, 0.292185, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.918746] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14761] 1760400164918592, 31.4691, 0.104036, -0.312709, -0.716262, -0.956091, -0.00974495, 0.00728718, 0.292817, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.921454] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14762] 1760400164921335, 31.4718, 0.104036, -0.312709, -0.716262, -0.956091, -0.00974495, 0.00728718, 0.292817, 0.00217834, -0.059484, 0.5876, 0.117493, 0.0714652, 0.131011, 
[2025-10-13 20:02:44.924121] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14763] 1760400164924035, 31.4745, 0.104036, -0.312709, -0.716262, -0.956091, -0.00974495, 0.00728718, 0.292817, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.926605] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14765] 1760400164926490, 31.477, 0.104036, -0.312709, -0.716262, -0.956091, -0.00974495, 0.00728718, 0.292817, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.929229] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14766] 1760400164929119, 31.4796, 0.104245, -0.313273, -0.710125, -0.956203, -0.00979686, 0.00679715, 0.292462, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.933367] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14767] 1760400164933244, 31.4837, 0.104245, -0.313273, -0.710125, -0.956203, -0.00979686, 0.00679715, 0.292462, 0.0209537, -0.0563707, 0.613664, 0.0393152, -0.0912242, -0.0742197, 
[2025-10-13 20:02:44.934527] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14768] 1760400164934415, 31.4849, 0.104245, -0.313273, -0.710125, -0.956203, -0.00979686, 0.00679715, 0.292462, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.937448] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14770] 1760400164937335, 31.4878, 0.104245, -0.313273, -0.710125, -0.956203, -0.00979686, 0.00679715, 0.292462, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.939923] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14771] 1760400164939815, 31.4903, 0.10431, -0.313866, -0.704155, -0.956052, -0.0102172, 0.00681707, 0.29294, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.944021] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14772] 1760400164943907, 31.4944, 0.10431, -0.313866, -0.704155, -0.956052, -0.0102172, 0.00681707, 0.29294, 0.00649856, -0.0593742, 0.597005, 0.0782967, 0, 0.0993729, 
[2025-10-13 20:02:44.946549] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14774] 1760400164946436, 31.4969, 0.10431, -0.313866, -0.704155, -0.956052, -0.0102172, 0.00681707, 0.29294, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.949189] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14775] 1760400164949075, 31.4995, 0.104571, -0.314397, -0.698073, -0.956032, -0.0104731, 0.00670647, 0.292997, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.951890] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14776] 1760400164951774, 31.5022, 0.104571, -0.314397, -0.698073, -0.956032, -0.0104731, 0.00670647, 0.292997, 0.0260284, -0.0530298, 0.608224, 0.0553131, 0, 0, 
[2025-10-13 20:02:44.954362] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14777] 1760400164954272, 31.5047, 0.104571, -0.314397, -0.698073, -0.956032, -0.0104731, 0.00670647, 0.292997, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.957107] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14779] 1760400164956989, 31.5075, 0.104571, -0.314397, -0.698073, -0.956032, -0.0104731, 0.00670647, 0.292997, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.959621] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14780] 1760400164959510, 31.51, 0.105133, -0.315024, -0.692488, -0.956875, -0.0108743, 0.00420631, 0.290265, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.962926] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14781] 1760400164962806, 31.5133, 0.105133, -0.315024, -0.692488, -0.956875, -0.0108743, 0.00420631, 0.290265, 0.0562834, -0.0627246, 0.558503, 0.227284, -0.459832, -0.569791, 
[2025-10-13 20:02:44.965618] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14783] 1760400164965496, 31.516, 0.105133, -0.315024, -0.692488, -0.956875, -0.0108743, 0.00420631, 0.290265, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.968245] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14784] 1760400164968133, 31.5186, 0.105133, -0.315024, -0.692488, -0.956875, -0.0108743, 0.00420631, 0.290265, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.970685] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14785] 1760400164970575, 31.521, 0.1054, -0.315502, -0.686546, -0.956768, -0.0114265, 0.00434284, 0.290595, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.973542] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14786] 1760400164973423, 31.5239, 0.1054, -0.315502, -0.686546, -0.956768, -0.0114265, 0.00434284, 0.290595, 0.0266507, -0.0478397, 0.594166, 0.0972509, 0.0588466, 0.0680089, 
[2025-10-13 20:02:44.975799] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14788] 1760400164975724, 31.5262, 0.1054, -0.315502, -0.686546, -0.956768, -0.0114265, 0.00434284, 0.290595, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.978900] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14789] 1760400164978787, 31.5293, 0.10571, -0.316119, -0.680466, -0.957029, -0.0113272, 0.00350001, 0.28975, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.981566] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14790] 1760400164981445, 31.5319, 0.10571, -0.316119, -0.680466, -0.957029, -0.0113272, 0.00350001, 0.28975, 0.0310489, -0.0616882, 0.60806, 0, -0.168797, -0.175333, 
[2025-10-13 20:02:44.984980] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14792] 1760400164984926, 31.5354, 0.10571, -0.316119, -0.680466, -0.957029, -0.0113272, 0.00350001, 0.28975, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.986616] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14793] 1760400164986503, 31.537, 0.10571, -0.316119, -0.680466, -0.957029, -0.0113272, 0.00350001, 0.28975, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.989149] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14794] 1760400164989034, 31.5395, 0.105829, -0.316683, -0.67461, -0.956719, -0.0120674, 0.00404451, 0.290734, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.991836] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14795] 1760400164991714, 31.5422, 0.105829, -0.316683, -0.67461, -0.956719, -0.0120674, 0.00404451, 0.290734, 0.0118236, -0.056381, 0.585516, 0.108671, 0.149255, 0.203913, 
[2025-10-13 20:02:44.994396] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14796] 1760400164994284, 31.5448, 0.105829, -0.316683, -0.67461, -0.956719, -0.0120674, 0.00404451, 0.290734, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:44.997131] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14798] 1760400164997017, 31.5475, 0.105829, -0.316683, -0.67461, -0.956719, -0.0120674, 0.00404451, 0.290734, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:45.000261] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14799] 1760400165000142, 31.5506, 0.106097, -0.317252, -0.668474, -0.956792, -0.0120825, 0.00352888, 0.290502, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:45.002650] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14800] 1760400165002533, 31.553, 0.106097, -0.317252, -0.668474, -0.956792, -0.0120825, 0.00352888, 0.290502, 0.026785, -0.0569058, 0.613603, 0, -0.0983045, -0.0478029, 
[2025-10-13 20:02:45.005330] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14802] 1760400165005175, 31.5556, 0.106097, -0.317252, -0.668474, -0.956792, -0.0120825, 0.00352888, 0.290502, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:45.007884] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14803] 1760400165007770, 31.5582, 0.106097, -0.317252, -0.668474, -0.956792, -0.0120825, 0.00352888, 0.290502, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:02:45.010318] [0x0000007f977fd9a0] [MocapTag] [0x00002ed4] [14804] 1760400165010208, 31.5607, 0.106281, -0.317829, -0.66256, -0.956581, -0.01266, 0.00380366, 0.291167, 0, 0, 0, 0, 0, 0, 
