[2025-10-13 20:17:00.592888] [0x0000007fa49ba7c0] [MocapTag] [0x000008b6] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 20:17:00.880205] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [136] 1760401020880096, 0.370066, 0.0211167, -0.34878, -0.310754, -0.999639, -0.0125965, 0.0179986, 0.0154559, -0.0283152, -0.0291346, -0.00446815, 0.0367165, 0, 0.20495, 
[2025-10-13 20:17:00.882806] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [137] 1760401020882675, 0.372645, 0.0211167, -0.34878, -0.310754, -0.999639, -0.0125965, 0.0179986, 0.0154559, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.885571] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [138] 1760401020885462, 0.375432, 0.0211167, -0.34878, -0.310754, -0.999639, -0.0125965, 0.0179986, 0.0154559, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.888121] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [140] 1760401020888012, 0.377982, 0.0210674, -0.348789, -0.31076, -0.999645, -0.0125189, 0.0178719, 0.0153186, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.895841] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [141] 1760401020895712, 0.385682, 0.0210674, -0.348789, -0.31076, -0.999645, -0.0125189, 0.0178719, 0.0153186, -0.00492476, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.896529] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [142] 1760401020896441, 0.386411, 0.0210674, -0.348789, -0.31076, -0.999645, -0.0125189, 0.0178719, 0.0153186, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.897117] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [144] 1760401020897048, 0.387018, 0.0210674, -0.348789, -0.31076, -0.999645, -0.0125189, 0.0178719, 0.0153186, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.898867] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [145] 1760401020898756, 0.388726, 0.0214554, -0.348357, -0.310508, -0.999674, -0.0119134, 0.0173985, 0.0143834, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.901730] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [146] 1760401020901617, 0.391587, 0.0214554, -0.348357, -0.310508, -0.999674, -0.0119134, 0.0173985, 0.0143834, 0.0387976, 0.0432535, 0.0251926, -0.116467, -0.0986882, -0.1839, 
[2025-10-13 20:17:00.904154] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [147] 1760401020904047, 0.394017, 0.0214554, -0.348357, -0.310508, -0.999674, -0.0119134, 0.0173985, 0.0143834, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.906860] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [149] 1760401020906777, 0.396747, 0.0214216, -0.348445, -0.310714, -0.999654, -0.0124734, 0.0181966, 0.0143184, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.909810] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [150] 1760401020909696, 0.399666, 0.0214216, -0.348445, -0.310714, -0.999654, -0.0124734, 0.0181966, 0.0143184, -0.0033751, -0.00884276, -0.0206172, 0.110102, 0.161041, 0, 
[2025-10-13 20:17:00.912150] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [151] 1760401020912047, 0.402017, 0.0214216, -0.348445, -0.310714, -0.999654, -0.0124734, 0.0181966, 0.0143184, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.914813] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [152] 1760401020914703, 0.404673, 0.0214216, -0.348445, -0.310714, -0.999654, -0.0124734, 0.0181966, 0.0143184, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.917451] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [154] 1760401020917334, 0.407304, 0.0214071, -0.348476, -0.310714, -0.999655, -0.0124074, 0.0182226, 0.0142878, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.920586] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [155] 1760401020920468, 0.410438, 0.0214071, -0.348476, -0.310714, -0.999655, -0.0124074, 0.0182226, 0.0142878, 0, -0.0031034, 0, 0, 0, 0, 
[2025-10-13 20:17:00.922894] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [156] 1760401020922783, 0.412753, 0.0214071, -0.348476, -0.310714, -0.999655, -0.0124074, 0.0182226, 0.0142878, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.925542] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [157] 1760401020925431, 0.415401, 0.0214071, -0.348476, -0.310714, -0.999655, -0.0124074, 0.0182226, 0.0142878, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.928296] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [159] 1760401020928183, 0.418153, 0.0215632, -0.348308, -0.310599, -0.999691, -0.0117106, 0.0171688, 0.0136403, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.932226] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [160] 1760401020932114, 0.422084, 0.0215632, -0.348308, -0.310599, -0.999691, -0.0117106, 0.0171688, 0.0136403, 0.0156079, 0.016869, 0.0115651, -0.134301, -0.214221, -0.124704, 
[2025-10-13 20:17:00.933667] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [161] 1760401020933562, 0.423532, 0.0215632, -0.348308, -0.310599, -0.999691, -0.0117106, 0.0171688, 0.0136403, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.936318] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [162] 1760401020936201, 0.426171, 0.0215632, -0.348308, -0.310599, -0.999691, -0.0117106, 0.0171688, 0.0136403, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.938974] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [164] 1760401020938865, 0.428835, 0.0215595, -0.348284, -0.310549, -0.999684, -0.0118135, 0.0171921, 0.0140401, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.941867] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [165] 1760401020941757, 0.431727, 0.0215595, -0.348284, -0.310549, -0.999684, -0.0118135, 0.0171921, 0.0140401, 0, 0.00239951, 0.00496602, 0, 0, 0.0795878, 
[2025-10-13 20:17:00.945251] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [166] 1760401020945142, 0.435112, 0.0215595, -0.348284, -0.310549, -0.999684, -0.0118135, 0.0171921, 0.0140401, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.947244] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [168] 1760401020947129, 0.437099, 0.0213952, -0.348425, -0.310504, -0.999676, -0.0117989, 0.01729, 0.0144618, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.949910] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [169] 1760401020949798, 0.439768, 0.0213952, -0.348425, -0.310504, -0.999676, -0.0117989, 0.01729, 0.0144618, -0.0164321, -0.0141413, 0.00453818, 0, 0, 0.0842273, 
[2025-10-13 20:17:00.952200] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [170] 1760401020952090, 0.44206, 0.0213952, -0.348425, -0.310504, -0.999676, -0.0117989, 0.01729, 0.0144618, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.955158] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [171] 1760401020955053, 0.445023, 0.0213952, -0.348425, -0.310504, -0.999676, -0.0117989, 0.01729, 0.0144618, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.958096] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [173] 1760401020957987, 0.447957, 0.0213886, -0.348488, -0.310702, -0.999657, -0.0124178, 0.0179681, 0.0144516, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.961135] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [174] 1760401020961009, 0.450979, 0.0213886, -0.348488, -0.310702, -0.999657, -0.0124178, 0.0179681, 0.0144516, 0, -0.00634051, -0.0198499, 0.121999, 0.137372, 0, 
[2025-10-13 20:17:00.963747] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [175] 1760401020963635, 0.453605, 0.0213886, -0.348488, -0.310702, -0.999657, -0.0124178, 0.0179681, 0.0144516, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.966528] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [177] 1760401020966471, 0.456441, 0.0213886, -0.348488, -0.310702, -0.999657, -0.0124178, 0.0179681, 0.0144516, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.969533] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [178] 1760401020969419, 0.459389, 0.0213876, -0.348499, -0.310726, -0.999657, -0.0123799, 0.018062, 0.0143539, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.972262] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [179] 1760401020972152, 0.462122, 0.0213876, -0.348499, -0.310726, -0.999657, -0.0123799, 0.018062, 0.0143539, 0, 0, -0.00244067, 0, 0, 0, 
[2025-10-13 20:17:00.976468] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [181] 1760401020976412, 0.466382, 0.0213876, -0.348499, -0.310726, -0.999657, -0.0123799, 0.018062, 0.0143539, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.978859] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [182] 1760401020978751, 0.468721, 0.0214461, -0.348482, -0.310723, -0.999653, -0.0124255, 0.0182765, 0.0143618, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.980912] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [183] 1760401020980799, 0.470769, 0.0214461, -0.348482, -0.310723, -0.999653, -0.0124255, 0.0182765, 0.0143618, 0.00585652, 0, 0, 0, 0.0430416, 0, 
[2025-10-13 20:17:00.983597] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [184] 1760401020983489, 0.473459, 0.0214461, -0.348482, -0.310723, -0.999653, -0.0124255, 0.0182765, 0.0143618, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.986382] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [185] 1760401020986265, 0.476235, 0.0214461, -0.348482, -0.310723, -0.999653, -0.0124255, 0.0182765, 0.0143618, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.988984] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [187] 1760401020988873, 0.478843, 0.0214023, -0.348454, -0.310701, -0.999653, -0.0125123, 0.0180851, 0.0145112, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.991910] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [188] 1760401020991804, 0.481774, 0.0214023, -0.348454, -0.310701, -0.999653, -0.0125123, 0.0180851, 0.0145112, -0.00437967, 0.00276429, 0.00217065, 0, -0.0376631, 0, 
[2025-10-13 20:17:00.994500] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [189] 1760401020994390, 0.48436, 0.0214023, -0.348454, -0.310701, -0.999653, -0.0125123, 0.0180851, 0.0145112, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.997199] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [191] 1760401020997101, 0.487071, 0.0213764, -0.348441, -0.310671, -0.999655, -0.0125295, 0.017921, 0.0145733, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:00.999927] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [192] 1760401020999815, 0.489785, 0.0213764, -0.348441, -0.310671, -0.999655, -0.0125295, 0.017921, 0.0145733, -0.002597, 0, 0.00302218, 0, 0, 0, 
[2025-10-13 20:17:01.002368] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [193] 1760401021002257, 0.492227, 0.0213764, -0.348441, -0.310671, -0.999655, -0.0125295, 0.017921, 0.0145733, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:01.005041] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [194] 1760401021004934, 0.494904, 0.0213764, -0.348441, -0.310671, -0.999655, -0.0125295, 0.017921, 0.0145733, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:01.007995] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [196] 1760401021007882, 0.497852, 0.0214343, -0.348353, -0.310513, -0.999678, -0.0118389, 0.0173137, 0.0142848, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:01.010575] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [197] 1760401021010466, 0.500436, 0.0214343, -0.348353, -0.310513, -0.999678, -0.0118389, 0.0173137, 0.0142848, 0.00579332, 0.00879822, 0.0157703, -0.135469, -0.124097, -0.0538846, 
[2025-10-13 20:17:01.013083] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [198] 1760401021012979, 0.502949, 0.0214343, -0.348353, -0.310513, -0.999678, -0.0118389, 0.0173137, 0.0142848, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:01.015971] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [199] 1760401021015888, 0.505858, 0.0214343, -0.348353, -0.310513, -0.999678, -0.0118389, 0.0173137, 0.0142848, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:01.020468] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [201] 1760401021020354, 0.510324, 0.0215696, -0.348235, -0.310535, -0.999683, -0.0118907, 0.0172061, 0.0139948, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:01.022000] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [202] 1760401021021888, 0.511858, 0.0215696, -0.348235, -0.310535, -0.999683, -0.0118907, 0.0172061, 0.0139948, 0.013533, 0.0117648, -0.00220253, 0, 0, -0.0579586, 
[2025-10-13 20:17:01.024787] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [203] 1760401021024685, 0.514655, 0.0215696, -0.348235, -0.310535, -0.999683, -0.0118907, 0.0172061, 0.0139948, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:01.027595] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [205] 1760401021027481, 0.517451, 0.021399, -0.348348, -0.310494, -0.999674, -0.0119471, 0.0172912, 0.0144648, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:01.030478] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [206] 1760401021030366, 0.520336, 0.021399, -0.348348, -0.310494, -0.999674, -0.0119471, 0.0172912, 0.0144648, -0.017058, -0.0113155, 0.00407381, 0, 0, 0.0936499, 
[2025-10-13 20:17:01.032934] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [207] 1760401021032824, 0.522794, 0.021399, -0.348348, -0.310494, -0.999674, -0.0119471, 0.0172912, 0.0144648, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:01.035951] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [208] 1760401021035868, 0.525838, 0.021399, -0.348348, -0.310494, -0.999674, -0.0119471, 0.0172912, 0.0144648, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:01.038357] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [210] 1760401021038247, 0.528217, 0.0214306, -0.348478, -0.310738, -0.999653, -0.0124189, 0.0182892, 0.0143111, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:01.042496] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [211] 1760401021042384, 0.532354, 0.0214306, -0.348478, -0.310738, -0.999653, -0.0124189, 0.0182892, 0.0143111, 0.00315421, -0.0129376, -0.0243314, 0.0921965, 0.20057, 0, 
[2025-10-13 20:17:01.043799] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [212] 1760401021043691, 0.533661, 0.0214306, -0.348478, -0.310738, -0.999653, -0.0124189, 0.0182892, 0.0143111, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:01.048117] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [214] 1760401021048008, 0.537978, 0.0214306, -0.348478, -0.310738, -0.999653, -0.0124189, 0.0182892, 0.0143111, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:01.049471] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [215] 1760401021049325, 0.539295, 0.021587, -0.348276, -0.310581, -0.999686, -0.0118931, 0.017111, 0.0139063, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:01.052172] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [216] 1760401021052068, 0.542038, 0.021587, -0.348276, -0.310581, -0.999686, -0.0118931, 0.017111, 0.0139063, 0.0156432, 0.02011, 0.0156359, -0.100565, -0.238061, -0.0764312, 
[2025-10-13 20:17:01.054993] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [217] 1760401021054883, 0.544853, 0.021587, -0.348276, -0.310581, -0.999686, -0.0118931, 0.017111, 0.0139063, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:01.057752] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [219] 1760401021057634, 0.547604, 0.0215735, -0.348321, -0.310578, -0.999687, -0.0117572, 0.0171583, 0.0139259, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:01.060484] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [220] 1760401021060373, 0.550343, 0.0215735, -0.348321, -0.310578, -0.999687, -0.0117572, 0.0171583, 0.0139259, 0, -0.00447173, 0, 0, 0, 0, 
[2025-10-13 20:17:01.063049] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [221] 1760401021062945, 0.552915, 0.0215735, -0.348321, -0.310578, -0.999687, -0.0117572, 0.0171583, 0.0139259, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:01.065836] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [222] 1760401021065718, 0.555688, 0.0215735, -0.348321, -0.310578, -0.999687, -0.0117572, 0.0171583, 0.0139259, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:01.068487] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [224] 1760401021068378, 0.558348, 0.0215148, -0.348342, -0.310515, -0.999681, -0.0117809, 0.01714, 0.0143298, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:01.071207] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [225] 1760401021071099, 0.561069, 0.0215148, -0.348342, -0.310515, -0.999681, -0.0117809, 0.01714, 0.0143298, -0.0058681, -0.00209087, 0.00632624, 0, 0, 0.0807708, 
[2025-10-13 20:17:01.073740] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [226] 1760401021073626, 0.563596, 0.0215148, -0.348342, -0.310515, -0.999681, -0.0117809, 0.01714, 0.0143298, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:01.076982] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [228] 1760401021076899, 0.566869, 0.0215148, -0.348342, -0.310515, -0.999681, -0.0117809, 0.01714, 0.0143298, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:01.079655] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [229] 1760401021079544, 0.569514, 0.0213703, -0.348477, -0.310687, -0.999657, -0.0124249, 0.0179377, 0.0144791, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:01.082300] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [230] 1760401021082196, 0.572166, 0.0213703, -0.348477, -0.310687, -0.999657, -0.0124249, 0.0179377, 0.0144791, -0.0144498, -0.0134448, -0.0171512, 0.126123, 0.161716, 0, 
[2025-10-13 20:17:01.085084] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [231] 1760401021084976, 0.574946, 0.0213703, -0.348477, -0.310687, -0.999657, -0.0124249, 0.0179377, 0.0144791, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:01.094580] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [233] 1760401021094456, 0.584426, 0.0213866, -0.348443, -0.310692, -0.999657, -0.0124537, 0.0180155, 0.0143825, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:01.095223] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [234] 1760401021095123, 0.585093, 0.0213866, -0.348443, -0.310692, -0.999657, -0.0124537, 0.0180155, 0.0143825, 0, 0.00332765, 0, 0, 0, 0, 
[2025-10-13 20:17:01.095863] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [235] 1760401021095753, 0.585723, 0.0213866, -0.348443, -0.310692, -0.999657, -0.0124537, 0.0180155, 0.0143825, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:01.096446] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [237] 1760401021096396, 0.586366, 0.0213866, -0.348443, -0.310692, -0.999657, -0.0124537, 0.0180155, 0.0143825, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:01.098617] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [238] 1760401021098501, 0.588471, 0.0216183, -0.348249, -0.31061, -0.999687, -0.0118246, 0.0173067, 0.0136544, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:01.101436] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [239] 1760401021101325, 0.591295, 0.0216183, -0.348249, -0.31061, -0.999687, -0.0118246, 0.0173067, 0.0136544, 0.0231654, 0.0194755, 0.00814682, -0.121379, -0.14524, -0.141846, 
[2025-10-13 20:17:01.103783] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [240] 1760401021103680, 0.59365, 0.0216183, -0.348249, -0.31061, -0.999687, -0.0118246, 0.0173067, 0.0136544, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:01.106588] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [241] 1760401021106501, 0.596471, 0.0216183, -0.348249, -0.31061, -0.999687, -0.0118246, 0.0173067, 0.0136544, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:01.109424] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [243] 1760401021109275, 0.599245, 0.021617, -0.348234, -0.310604, -0.999683, -0.0119551, 0.0172969, 0.0138256, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:01.112055] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [244] 1760401021111943, 0.601913, 0.021617, -0.348234, -0.310604, -0.999683, -0.0119551, 0.0172969, 0.0138256, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:01.114733] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [245] 1760401021114626, 0.604596, 0.021617, -0.348234, -0.310604, -0.999683, -0.0119551, 0.0172969, 0.0138256, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:01.117722] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [247] 1760401021117603, 0.607573, 0.0215948, -0.348285, -0.310572, -0.999687, -0.0117873, 0.0172355, 0.0137809, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:01.120246] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [248] 1760401021120134, 0.610104, 0.0215948, -0.348285, -0.310572, -0.999687, -0.0117873, 0.0172355, 0.0137809, -0.00221331, -0.00512384, 0.00311982, 0, 0, 0, 
[2025-10-13 20:17:01.122665] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [249] 1760401021122560, 0.61253, 0.0215948, -0.348285, -0.310572, -0.999687, -0.0117873, 0.0172355, 0.0137809, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:01.125570] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [250] 1760401021125460, 0.61543, 0.0215948, -0.348285, -0.310572, -0.999687, -0.0117873, 0.0172355, 0.0137809, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:01.128275] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [252] 1760401021128163, 0.618133, 0.0215768, -0.348299, -0.310568, -0.999683, -0.0117884, 0.0172919, 0.0139957, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:01.131005] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [253] 1760401021130891, 0.620861, 0.0215768, -0.348299, -0.310568, -0.999683, -0.0117884, 0.0172919, 0.0139957, 0, 0, 0, 0, 0, 0.0428451, 
[2025-10-13 20:17:01.133571] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [254] 1760401021133466, 0.623436, 0.0215768, -0.348299, -0.310568, -0.999683, -0.0117884, 0.0172919, 0.0139957, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:01.136376] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [255] 1760401021136289, 0.626259, 0.0215768, -0.348299, -0.310568, -0.999683, -0.0117884, 0.0172919, 0.0139957, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:01.139230] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [257] 1760401021139121, 0.629091, 0.0212779, -0.348596, -0.310545, -0.999672, -0.0117979, 0.0171241, 0.0149595, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:01.141998] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [258] 1760401021141890, 0.63186, 0.0212779, -0.348596, -0.310545, -0.999672, -0.0117979, 0.0171241, 0.0149595, -0.0298905, -0.0297495, 0.00236348, 0, 0, 0.193196, 
[2025-10-13 20:17:01.144792] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [259] 1760401021144682, 0.634652, 0.0212779, -0.348596, -0.310545, -0.999672, -0.0117979, 0.0171241, 0.0149595, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:01.147578] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [261] 1760401021147462, 0.637432, 0.0213487, -0.348447, -0.310502, -0.999672, -0.0119064, 0.0173232, 0.0146433, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:01.150226] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [262] 1760401021150115, 0.640085, 0.0213487, -0.348447, -0.310502, -0.999672, -0.0119064, 0.0173232, 0.0146433, 0.00708162, 0.0149196, 0.00422389, 0, 0.0394143, -0.0640836, 
[2025-10-13 20:17:01.152838] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [263] 1760401021152673, 0.642643, 0.0213487, -0.348447, -0.310502, -0.999672, -0.0119064, 0.0173232, 0.0146433, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:01.155799] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [264] 1760401021155687, 0.645657, 0.0213487, -0.348447, -0.310502, -0.999672, -0.0119064, 0.0173232, 0.0146433, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:17:01.158264] [0x0000007f83ffe9a0] [MocapTag] [0x000008b6] [266] 1760401021158154, 0.648124, 0.0214086, -0.348475, -0.310691, -0.999654, -0.0124604, 0.018034, 0.0145256, 0, 0, 0, 0, 0, 0, 
