[2025-10-13 19:58:46.575214] [0x0000007f9e79e7c0] [MocapTag] [0x000028bb] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 19:59:07.303858] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9734] 1760399947303744, 20.7829, -2.91906, -1.24703, -1.23132, -0.394902, 0.0200449, 0.0266284, -0.918118, -0.57102, 0.722716, 0.0648106, 0, -0.191915, 2.53897, 
[2025-10-13 19:59:07.306305] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9735] 1760399947306217, 20.7854, -2.91906, -1.24703, -1.23132, -0.394902, 0.0200449, 0.0266284, -0.918118, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.308979] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9737] 1760399947308863, 20.788, -2.9248, -1.23999, -1.23095, -0.408311, 0.0169674, 0.0257365, -0.912322, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.311519] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9738] 1760399947311410, 20.7906, -2.9248, -1.23999, -1.23095, -0.408311, 0.0169674, 0.0257365, -0.912322, -0.574089, 0.703754, 0.0367278, 0, -0.587076, 2.93267, 
[2025-10-13 19:59:07.314138] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9739] 1760399947314023, 20.7932, -2.9248, -1.23999, -1.23095, -0.408311, 0.0169674, 0.0257365, -0.912322, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.316556] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9741] 1760399947316494, 20.7957, -2.9248, -1.23999, -1.23095, -0.408311, 0.0169674, 0.0257365, -0.912322, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.319154] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9742] 1760399947319040, 20.7982, -2.93044, -1.23284, -1.23049, -0.421677, 0.0140182, 0.0249791, -0.906294, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.321690] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9743] 1760399947321565, 20.8007, -2.93044, -1.23284, -1.23049, -0.421677, 0.0140182, 0.0249791, -0.906294, -0.564322, 0.715271, 0.0461777, 0, -0.550789, 2.94223, 
[2025-10-13 19:59:07.325517] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9745] 1760399947325442, 20.8046, -2.93044, -1.23284, -1.23049, -0.421677, 0.0140182, 0.0249791, -0.906294, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.327053] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9746] 1760399947326942, 20.8061, -2.93044, -1.23284, -1.23049, -0.421677, 0.0140182, 0.0249791, -0.906294, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.329894] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9747] 1760399947329784, 20.809, -2.93565, -1.22557, -1.22964, -0.433713, 0.0130872, 0.0243567, -0.900626, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.332740] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9748] 1760399947332619, 20.8118, -2.93565, -1.22557, -1.22964, -0.433713, 0.0130872, 0.0243567, -0.900626, -0.521211, 0.726917, 0.0854534, -0.0938177, -0.177611, 2.66688, 
[2025-10-13 19:59:07.335202] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9749] 1760399947335117, 20.8143, -2.93565, -1.22557, -1.22964, -0.433713, 0.0130872, 0.0243567, -0.900626, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.337837] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9751] 1760399947337726, 20.8169, -2.93565, -1.22557, -1.22964, -0.433713, 0.0130872, 0.0243567, -0.900626, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.340421] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9752] 1760399947340311, 20.8195, -2.94119, -1.21844, -1.22922, -0.447693, 0.00956237, 0.0237216, -0.893822, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.343170] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9753] 1760399947343053, 20.8222, -2.94119, -1.21844, -1.22922, -0.447693, 0.00956237, 0.0237216, -0.893822, -0.553397, 0.713333, 0.0414017, 0.131655, -0.637247, 3.11852, 
[2025-10-13 19:59:07.345952] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9755] 1760399947345871, 20.8251, -2.94119, -1.21844, -1.22922, -0.447693, 0.00956237, 0.0237216, -0.893822, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.348452] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9756] 1760399947348339, 20.8275, -2.9423, -1.21031, -1.22714, -0.465909, 0.00939266, 0.0288127, -0.884313, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.351339] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9757] 1760399947351226, 20.8304, -2.9423, -1.21031, -1.22714, -0.465909, 0.00939266, 0.0288127, -0.884313, -0.110884, 0.812348, 0.208573, 0.838399, 0.513053, 4.08442, 
[2025-10-13 19:59:07.354014] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9758] 1760399947353902, 20.8331, -2.9423, -1.21031, -1.22714, -0.465909, 0.00939266, 0.0288127, -0.884313, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.356441] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9760] 1760399947356331, 20.8355, -2.9423, -1.21031, -1.22714, -0.465909, 0.00939266, 0.0288127, -0.884313, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.359356] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9761] 1760399947359243, 20.8384, -2.95132, -1.20321, -1.22754, -0.468341, 0.0112583, 0.0276088, -0.883044, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.362048] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9762] 1760399947361903, 20.8411, -2.95132, -1.20321, -1.22754, -0.468341, 0.0112583, 0.0276088, -0.883044, -0.902729, 0.710553, -0.0405506, -0.399566, 0.228581, 0.553179, 
[2025-10-13 19:59:07.365094] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9763] 1760399947365007, 20.8442, -2.95132, -1.20321, -1.22754, -0.468341, 0.0112583, 0.0276088, -0.883044, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.367517] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9765] 1760399947367404, 20.8466, -2.95132, -1.20321, -1.22754, -0.468341, 0.0112583, 0.0276088, -0.883044, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.369912] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9766] 1760399947369803, 20.849, -2.95577, -1.19546, -1.22676, -0.481924, 0.00839257, 0.0274434, -0.875743, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.372758] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9767] 1760399947372640, 20.8518, -2.95577, -1.19546, -1.22676, -0.481924, 0.00839257, 0.0274434, -0.875743, -0.444918, 0.774578, 0.0781693, 0.175858, -0.459753, 3.0906, 
[2025-10-13 19:59:07.375398] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9768] 1760399947375259, 20.8544, -2.95577, -1.19546, -1.22676, -0.481924, 0.00839257, 0.0274434, -0.875743, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.377970] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9770] 1760399947377853, 20.857, -2.95577, -1.19546, -1.22676, -0.481924, 0.00839257, 0.0274434, -0.875743, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.380420] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9771] 1760399947380310, 20.8595, -2.96136, -1.18916, -1.22646, -0.497037, 0.00469817, 0.0242158, -0.867379, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.383263] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9772] 1760399947383147, 20.8623, -2.96136, -1.18916, -1.22646, -0.497037, 0.00469817, 0.0242158, -0.867379, -0.558988, 0.630409, 0.0304705, -0.265574, -0.893421, 3.47803, 
[2025-10-13 19:59:07.385727] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9774] 1760399947385669, 20.8649, -2.96136, -1.18916, -1.22646, -0.497037, 0.00469817, 0.0242158, -0.867379, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.388337] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9775] 1760399947388222, 20.8674, -2.96136, -1.18916, -1.22646, -0.497037, 0.00469817, 0.0242158, -0.867379, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.391317] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9776] 1760399947391189, 20.8704, -2.96607, -1.18148, -1.22577, -0.508828, 0.00412754, 0.0245913, -0.860507, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.394292] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9777] 1760399947394177, 20.8734, -2.96607, -1.18148, -1.22577, -0.508828, 0.00412754, 0.0245913, -0.860507, -0.470313, 0.767956, 0.068422, 0.0784159, 0, 2.72918, 
[2025-10-13 19:59:07.396713] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9779] 1760399947396591, 20.8758, -2.96607, -1.18148, -1.22577, -0.508828, 0.00412754, 0.0245913, -0.860507, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.399203] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9780] 1760399947399091, 20.8783, -2.9401, -1.06948, -1.21711, -0.53221, -0.00650692, 0.043341, -0.845477, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.401900] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9781] 1760399947401791, 20.881, -2.9401, -1.06948, -1.21711, -0.53221, -0.00650692, 0.043341, -0.845477, 2.59667, 11.2001, 0.866664, 4.21994, 0.30028, 5.48158, 
[2025-10-13 19:59:07.404386] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9782] 1760399947404271, 20.8835, -2.9401, -1.06948, -1.21711, -0.53221, -0.00650692, 0.043341, -0.845477, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.407134] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9784] 1760399947407012, 20.8862, -2.9401, -1.06948, -1.21711, -0.53221, -0.00650692, 0.043341, -0.845477, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.409925] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9785] 1760399947409811, 20.889, -2.94505, -1.06206, -1.21639, -0.5456, -0.00958546, 0.0438387, -0.836844, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.412599] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9786] 1760399947412475, 20.8917, -2.94505, -1.06206, -1.21639, -0.5456, -0.00958546, 0.0438387, -0.836844, -0.495105, 0.741984, 0.0713761, 0.362325, -0.333828, 3.19716, 
[2025-10-13 19:59:07.415090] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9787] 1760399947415007, 20.8942, -2.94505, -1.06206, -1.21639, -0.5456, -0.00958546, 0.0438387, -0.836844, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.417850] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9789] 1760399947417738, 20.8969, -2.94505, -1.06206, -1.21639, -0.5456, -0.00958546, 0.0438387, -0.836844, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.420423] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9790] 1760399947420302, 20.8995, -2.94979, -1.0544, -1.21589, -0.558266, -0.0127543, 0.0446933, -0.828359, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.423914] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9791] 1760399947423798, 20.903, -2.94979, -1.0544, -1.21589, -0.558266, -0.0127543, 0.0446933, -0.828359, -0.473931, 0.765959, 0.0501264, 0.446343, -0.302387, 3.05856, 
[2025-10-13 19:59:07.426792] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9793] 1760399947426671, 20.9059, -2.94979, -1.0544, -1.21589, -0.558266, -0.0127543, 0.0446933, -0.828359, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.429324] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9794] 1760399947429213, 20.9084, -2.95462, -1.04676, -1.21533, -0.570618, -0.0156547, 0.0458177, -0.819787, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.432259] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9795] 1760399947432145, 20.9113, -2.95462, -1.04676, -1.21533, -0.570618, -0.0156547, 0.0458177, -0.819787, -0.482773, 0.764042, 0.055978, 0.47183, -0.215027, 3.01361, 
[2025-10-13 19:59:07.435845] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9797] 1760399947435784, 20.915, -2.95462, -1.04676, -1.21533, -0.570618, -0.0156547, 0.0458177, -0.819787, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.438350] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9798] 1760399947438236, 20.9174, -2.95462, -1.04676, -1.21533, -0.570618, -0.0156547, 0.0458177, -0.819787, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.440962] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9799] 1760399947440843, 20.92, -2.95941, -1.03911, -1.21478, -0.58318, -0.0184628, 0.0469179, -0.810777, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.443648] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9800] 1760399947443533, 20.9227, -2.95941, -1.03911, -1.21478, -0.58318, -0.0184628, 0.0469179, -0.810777, -0.479135, 0.764742, 0.0551969, 0.464511, -0.183758, 3.09829, 
[2025-10-13 19:59:07.446070] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9801] 1760399947445984, 20.9252, -2.95941, -1.03911, -1.21478, -0.58318, -0.0184628, 0.0469179, -0.810777, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.448766] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9803] 1760399947448619, 20.9278, -2.96404, -1.03135, -1.21426, -0.595731, -0.0213844, 0.0483686, -0.801441, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.451544] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9804] 1760399947451435, 20.9306, -2.96404, -1.03135, -1.21426, -0.595731, -0.0213844, 0.0483686, -0.801441, -0.463214, 0.775607, 0.05232, 0.541925, -0.143262, 3.13324, 
[2025-10-13 19:59:07.454393] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9805] 1760399947454280, 20.9335, -2.96404, -1.03135, -1.21426, -0.595731, -0.0213844, 0.0483686, -0.801441, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.457520] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9807] 1760399947457402, 20.9366, -2.96404, -1.03135, -1.21426, -0.595731, -0.0213844, 0.0483686, -0.801441, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.459818] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9808] 1760399947459705, 20.9389, -2.96861, -1.02356, -1.21371, -0.607894, -0.0243942, 0.0501169, -0.79206, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.462616] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9809] 1760399947462502, 20.9417, -2.96861, -1.02356, -1.21371, -0.607894, -0.0243942, 0.0501169, -0.79206, -0.457021, 0.779702, 0.0545456, 0.607467, -0.106465, 3.0753, 
[2025-10-13 19:59:07.465108] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9810] 1760399947465024, 20.9442, -2.96861, -1.02356, -1.21371, -0.607894, -0.0243942, 0.0501169, -0.79206, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.468324] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9812] 1760399947468209, 20.9474, -2.96861, -1.02356, -1.21371, -0.607894, -0.0243942, 0.0501169, -0.79206, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.470800] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9813] 1760399947470689, 20.9499, -2.97312, -1.0157, -1.21319, -0.619857, -0.027168, 0.05218, -0.782507, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.473713] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9814] 1760399947473595, 20.9528, -2.97312, -1.0157, -1.21319, -0.619857, -0.027168, 0.05218, -0.782507, -0.451041, 0.785328, 0.0522565, 0.633502, 0, 3.06032, 
[2025-10-13 19:59:07.475577] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9815] 1760399947475486, 20.9547, -2.97312, -1.0157, -1.21319, -0.619857, -0.027168, 0.05218, -0.782507, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.478745] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9817] 1760399947478583, 20.9578, -2.97761, -1.00776, -1.21271, -0.631088, -0.0297714, 0.054159, -0.773245, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.481425] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9818] 1760399947481301, 20.9605, -2.97761, -1.00776, -1.21271, -0.631088, -0.0297714, 0.054159, -0.773245, -0.448515, 0.7944, 0.0477319, 0.603437, 0, 2.90905, 
[2025-10-13 19:59:07.483962] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9819] 1760399947483832, 20.963, -2.97761, -1.00776, -1.21271, -0.631088, -0.0297714, 0.054159, -0.773245, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.487174] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9821] 1760399947487072, 20.9663, -2.97761, -1.00776, -1.21271, -0.631088, -0.0297714, 0.054159, -0.773245, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.489039] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9822] 1760399947488924, 20.9681, -2.98205, -0.999785, -1.21225, -0.641164, -0.0325201, 0.0572781, -0.764572, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.491944] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9823] 1760399947491826, 20.971, -2.98205, -0.999785, -1.21225, -0.641164, -0.0325201, 0.0572781, -0.764572, -0.444337, 0.797445, 0.0460892, 0.802422, 0.140458, 2.64565, 
[2025-10-13 19:59:07.494391] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9824] 1760399947494274, 20.9735, -2.98205, -0.999785, -1.21225, -0.641164, -0.0325201, 0.0572781, -0.764572, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.497074] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9826] 1760399947497013, 20.9762, -2.98205, -0.999785, -1.21225, -0.641164, -0.0325201, 0.0572781, -0.764572, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.499714] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9827] 1760399947499577, 20.9788, -2.98688, -0.992056, -1.21153, -0.648206, -0.0372875, 0.0620782, -0.758014, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.502462] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9828] 1760399947502335, 20.9815, -2.98688, -0.992056, -1.21153, -0.648206, -0.0372875, 0.0620782, -0.758014, -0.482933, 0.772935, 0.0718692, 1.32923, 0, 1.90951, 
[2025-10-13 19:59:07.504944] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9829] 1760399947504822, 20.984, -2.98688, -0.992056, -1.21153, -0.648206, -0.0372875, 0.0620782, -0.758014, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.509250] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9831] 1760399947509134, 20.9883, -2.98688, -0.992056, -1.21153, -0.648206, -0.0372875, 0.0620782, -0.758014, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.509899] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9832] 1760399947509798, 20.989, -2.99109, -0.983983, -1.21094, -0.658466, -0.0396293, 0.0638436, -0.74885, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.513399] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9833] 1760399947513279, 20.9925, -2.99109, -0.983983, -1.21094, -0.658466, -0.0396293, 0.0638436, -0.74885, -0.420715, 0.807297, 0.0586569, 0.541711, 0.0775147, 2.74649, 
[2025-10-13 19:59:07.515244] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9834] 1760399947515156, 20.9943, -2.99109, -0.983983, -1.21094, -0.658466, -0.0396293, 0.0638436, -0.74885, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.517976] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9836] 1760399947517862, 20.997, -2.99109, -0.983983, -1.21094, -0.658466, -0.0396293, 0.0638436, -0.74885, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.520531] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9837] 1760399947520415, 20.9996, -2.99552, -0.975868, -1.21044, -0.668269, -0.0416798, 0.0666291, -0.739757, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.523284] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9838] 1760399947523151, 21.0023, -2.99552, -0.975868, -1.21044, -0.668269, -0.0416798, 0.0666291, -0.739757, -0.442895, 0.811465, 0.0509477, 0.656581, 0.266248, 2.65274, 
[2025-10-13 19:59:07.525695] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9839] 1760399947525601, 21.0048, -2.99552, -0.975868, -1.21044, -0.668269, -0.0416798, 0.0666291, -0.739757, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.528301] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9841] 1760399947528180, 21.0074, -2.99552, -0.975868, -1.21044, -0.668269, -0.0416798, 0.0666291, -0.739757, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.530889] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9842] 1760399947530763, 21.0099, -2.99972, -0.967456, -1.21008, -0.679205, -0.0422615, 0.0702318, -0.729357, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.533779] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9843] 1760399947533655, 21.0128, -2.99972, -0.967456, -1.21008, -0.679205, -0.0422615, 0.0702318, -0.729357, -0.42051, 0.841182, 0.0358691, 0.567508, 0.637259, 2.96848, 
[2025-10-13 19:59:07.536032] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9845] 1760399947535955, 21.0151, -2.99972, -0.967456, -1.21008, -0.679205, -0.0422615, 0.0702318, -0.729357, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.539083] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9846] 1760399947538956, 21.0181, -3.004, -0.958853, -1.20987, -0.69052, -0.0419427, 0.0721211, -0.718486, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.541410] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9847] 1760399947541291, 21.0205, -3.004, -0.958853, -1.20987, -0.69052, -0.0419427, 0.0721211, -0.718486, -0.427593, 0.860379, 0.02027, 0.176072, 0.55793, 3.10045, 
[2025-10-13 19:59:07.543849] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9848] 1760399947543733, 21.0229, -3.004, -0.958853, -1.20987, -0.69052, -0.0419427, 0.0721211, -0.718486, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.546748] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9850] 1760399947546627, 21.0258, -3.004, -0.958853, -1.20987, -0.69052, -0.0419427, 0.0721211, -0.718486, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.549341] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9851] 1760399947549227, 21.0284, -3.00841, -0.950506, -1.20939, -0.69871, -0.0434222, 0.0759184, -0.710039, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.552047] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9852] 1760399947551894, 21.0311, -3.00841, -0.950506, -1.20939, -0.69871, -0.0434222, 0.0759184, -0.710039, -0.441666, 0.834696, 0.048298, 0.70672, 0.509978, 2.30346, 
[2025-10-13 19:59:07.554803] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9853] 1760399947554691, 21.0339, -3.00841, -0.950506, -1.20939, -0.69871, -0.0434222, 0.0759184, -0.710039, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.557468] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9855] 1760399947557354, 21.0365, -3.00841, -0.950506, -1.20939, -0.69871, -0.0434222, 0.0759184, -0.710039, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.559991] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9856] 1760399947559876, 21.0391, -3.01276, -0.942079, -1.20882, -0.706011, -0.0453104, 0.0801917, -0.702186, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.562867] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9857] 1760399947562751, 21.0419, -3.01276, -0.942079, -1.20882, -0.706011, -0.0453104, 0.0801917, -0.702186, -0.434632, 0.842679, 0.0566432, 0.828481, 0.517838, 2.08673, 
[2025-10-13 19:59:07.565364] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9858] 1760399947565232, 21.0444, -3.01276, -0.942079, -1.20882, -0.706011, -0.0453104, 0.0801917, -0.702186, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.567990] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9860] 1760399947567876, 21.0471, -3.01276, -0.942079, -1.20882, -0.706011, -0.0453104, 0.0801917, -0.702186, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.570425] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9861] 1760399947570315, 21.0495, -3.01734, -0.933669, -1.20822, -0.712503, -0.0474823, 0.0843488, -0.69496, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.573281] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9862] 1760399947573162, 21.0523, -3.01734, -0.933669, -1.20822, -0.712503, -0.0474823, 0.0843488, -0.69496, -0.457912, 0.840929, 0.0603249, 0.849724, 0.460746, 1.88521, 
[2025-10-13 19:59:07.575806] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9864] 1760399947575748, 21.0549, -3.01734, -0.933669, -1.20822, -0.712503, -0.0474823, 0.0843488, -0.69496, 0, 0, 0, 0, 0, 0, 
[2025-10-13 19:59:07.578762] [0x0000007f8def99a0] [MocapTag] [0x000028bb] [9865] 1760399947578611, 21.0578, -3.01734, -0.933669, -1.20822, -0.712503, -0.0474823, 0.0843488, -0.69496, 0, 0, 0, 0, 0, 0, 
