[2025-10-13 20:24:04.288773] [0x0000007fa357c7c0] [MocapTag] [0x000015cf] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 20:24:04.579397] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [138] 1760401444579256, 0.338281, 0.0214424, -0.370717, -0.309706, -0.999662, -0.00768462, 0.0100984, -0.0226924, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.582899] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [139] 1760401444582787, 0.341812, 0.0214424, -0.370717, -0.309706, -0.999662, -0.00768462, 0.0100984, -0.0226924, -0.0208232, -0.014999, 0.0081916, 0, 0, 0.113904, 
[2025-10-13 20:24:04.584787] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [140] 1760401444584678, 0.343703, 0.0214424, -0.370717, -0.309706, -0.999662, -0.00768462, 0.0100984, -0.0226924, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.587543] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [141] 1760401444587434, 0.346459, 0.0214424, -0.370717, -0.309706, -0.999662, -0.00768462, 0.0100984, -0.0226924, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.590231] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [143] 1760401444590118, 0.349143, 0.0217235, -0.370579, -0.30987, -0.999648, -0.00785064, 0.0100967, -0.0232569, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.593136] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [144] 1760401444593024, 0.352049, 0.0217235, -0.370579, -0.30987, -0.999648, -0.00785064, 0.0100967, -0.0232569, 0.0281108, 0.0137693, -0.0164361, 0, 0, -0.113274, 
[2025-10-13 20:24:04.595595] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [145] 1760401444595482, 0.354507, 0.0217235, -0.370579, -0.30987, -0.999648, -0.00785064, 0.0100967, -0.0232569, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.598307] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [146] 1760401444598220, 0.357245, 0.0217235, -0.370579, -0.30987, -0.999648, -0.00785064, 0.0100967, -0.0232569, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.600971] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [148] 1760401444600854, 0.359879, 0.0217174, -0.370572, -0.309853, -0.999648, -0.00784404, 0.0101188, -0.0232444, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.603852] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [149] 1760401444603741, 0.362766, 0.0217174, -0.370572, -0.309853, -0.999648, -0.00784404, 0.0101188, -0.0232444, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.606473] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [150] 1760401444606364, 0.365389, 0.0217174, -0.370572, -0.309853, -0.999648, -0.00784404, 0.0101188, -0.0232444, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.609182] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [152] 1760401444609069, 0.368094, 0.0217174, -0.370572, -0.309853, -0.999648, -0.00784404, 0.0101188, -0.0232444, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.611979] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [153] 1760401444611867, 0.370892, 0.0215389, -0.370636, -0.309714, -0.999657, -0.00759201, 0.0100048, -0.0229818, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.614434] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [154] 1760401444614317, 0.373342, 0.0215389, -0.370636, -0.309714, -0.999657, -0.00759201, 0.0100048, -0.0229818, -0.0178505, -0.00637155, 0.0139178, -0.0514507, 0, 0.0532232, 
[2025-10-13 20:24:04.617229] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [155] 1760401444617117, 0.376142, 0.0215389, -0.370636, -0.309714, -0.999657, -0.00759201, 0.0100048, -0.0229818, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.620061] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [157] 1760401444619950, 0.378975, 0.0214467, -0.37072, -0.309711, -0.999663, -0.00770297, 0.0101012, -0.0226589, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.623350] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [158] 1760401444623236, 0.382261, 0.0214467, -0.37072, -0.309711, -0.999663, -0.00770297, 0.0101012, -0.0226589, -0.00922712, -0.00839753, 0, 0, 0, 0.0642169, 
[2025-10-13 20:24:04.625917] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [159] 1760401444625809, 0.384834, 0.0214467, -0.37072, -0.309711, -0.999663, -0.00770297, 0.0101012, -0.0226589, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.629099] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [160] 1760401444629001, 0.388026, 0.0214467, -0.37072, -0.309711, -0.999663, -0.00770297, 0.0101012, -0.0226589, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.631231] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [162] 1760401444631120, 0.390145, 0.0217307, -0.37057, -0.309875, -0.999647, -0.00785546, 0.0101607, -0.0232624, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.634088] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [163] 1760401444633970, 0.392995, 0.0217307, -0.37057, -0.309875, -0.999647, -0.00785546, 0.0101607, -0.0232624, 0.0284064, 0.0149032, -0.0163843, 0, 0, -0.121139, 
[2025-10-13 20:24:04.636606] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [164] 1760401444636493, 0.395518, 0.0217307, -0.37057, -0.309875, -0.999647, -0.00785546, 0.0101607, -0.0232624, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.639624] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [166] 1760401444639503, 0.398528, 0.0217153, -0.370558, -0.309866, -0.999647, -0.00788792, 0.0101159, -0.0232629, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.642341] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [167] 1760401444642231, 0.401256, 0.0217153, -0.370558, -0.309866, -0.999647, -0.00788792, 0.0101159, -0.0232629, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.644794] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [168] 1760401444644686, 0.403711, 0.0217153, -0.370558, -0.309866, -0.999647, -0.00788792, 0.0101159, -0.0232629, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.647517] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [169] 1760401444647411, 0.406436, 0.0217153, -0.370558, -0.309866, -0.999647, -0.00788792, 0.0101159, -0.0232629, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.650254] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [171] 1760401444650140, 0.409165, 0.0216752, -0.370566, -0.309825, -0.999648, -0.00779861, 0.0100843, -0.0232698, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.653420] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [172] 1760401444653311, 0.412336, 0.0216752, -0.370566, -0.309825, -0.999648, -0.00779861, 0.0100843, -0.0232698, -0.00401639, 0, 0.00409912, 0, 0, 0, 
[2025-10-13 20:24:04.656226] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [173] 1760401444656115, 0.41514, 0.0216752, -0.370566, -0.309825, -0.999648, -0.00779861, 0.0100843, -0.0232698, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.659229] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [175] 1760401444659113, 0.418138, 0.0216752, -0.370566, -0.309825, -0.999648, -0.00779861, 0.0100843, -0.0232698, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.661669] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [176] 1760401444661548, 0.420573, 0.0214354, -0.370707, -0.309702, -0.999662, -0.00769924, 0.010087, -0.0226998, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.664351] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [177] 1760401444664237, 0.423262, 0.0214354, -0.370707, -0.309702, -0.999662, -0.00769924, 0.010087, -0.0226998, -0.0239802, -0.0141123, 0.0122768, 0, 0, 0.114231, 
[2025-10-13 20:24:04.667006] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [178] 1760401444666893, 0.425918, 0.0214354, -0.370707, -0.309702, -0.999662, -0.00769924, 0.010087, -0.0226998, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.670063] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [180] 1760401444669949, 0.428974, 0.0214327, -0.370711, -0.309702, -0.999663, -0.00771541, 0.0100779, -0.022663, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.672887] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [181] 1760401444672768, 0.431793, 0.0214327, -0.370711, -0.309702, -0.999663, -0.00771541, 0.0100779, -0.022663, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.675451] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [182] 1760401444675338, 0.434363, 0.0214327, -0.370711, -0.309702, -0.999663, -0.00771541, 0.0100779, -0.022663, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.678432] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [183] 1760401444678350, 0.437375, 0.0214327, -0.370711, -0.309702, -0.999663, -0.00771541, 0.0100779, -0.022663, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.681100] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [185] 1760401444680987, 0.440012, 0.0214377, -0.370716, -0.309699, -0.999663, -0.00772195, 0.0100931, -0.0226339, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.685987] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [186] 1760401444685875, 0.4449, 0.0214377, -0.370716, -0.309699, -0.999663, -0.00772195, 0.0100931, -0.0226339, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.687270] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [187] 1760401444687159, 0.446184, 0.0214377, -0.370716, -0.309699, -0.999663, -0.00772195, 0.0100931, -0.0226339, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.690017] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [189] 1760401444689893, 0.448918, 0.0217277, -0.37057, -0.30986, -0.999647, -0.00786476, 0.0101261, -0.0232558, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.692607] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [190] 1760401444692494, 0.451519, 0.0217277, -0.37057, -0.30986, -0.999647, -0.00786476, 0.0101261, -0.0232558, 0.029003, 0.0145907, -0.016133, 0, 0, -0.124753, 
[2025-10-13 20:24:04.695028] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [191] 1760401444694922, 0.453947, 0.0217277, -0.37057, -0.30986, -0.999647, -0.00786476, 0.0101261, -0.0232558, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.699140] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [193] 1760401444699028, 0.458053, 0.0217277, -0.37057, -0.30986, -0.999647, -0.00786476, 0.0101261, -0.0232558, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.701096] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [194] 1760401444700985, 0.46001, 0.0217348, -0.370578, -0.30987, -0.999648, -0.00786248, 0.0101274, -0.0232452, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.703944] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [195] 1760401444703833, 0.462858, 0.0217348, -0.370578, -0.30987, -0.999648, -0.00786248, 0.0101274, -0.0232452, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.707915] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [196] 1760401444707806, 0.466831, 0.0217348, -0.370578, -0.30987, -0.999648, -0.00786248, 0.0101274, -0.0232452, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.709210] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [198] 1760401444709119, 0.468144, 0.0217325, -0.370567, -0.30986, -0.999647, -0.00785422, 0.0101486, -0.0232639, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.713192] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [199] 1760401444713079, 0.472104, 0.0217325, -0.370567, -0.30986, -0.999647, -0.00785422, 0.0101486, -0.0232639, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.714593] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [200] 1760401444714486, 0.473511, 0.0217325, -0.370567, -0.30986, -0.999647, -0.00785422, 0.0101486, -0.0232639, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.717185] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [201] 1760401444717076, 0.476101, 0.0217325, -0.370567, -0.30986, -0.999647, -0.00785422, 0.0101486, -0.0232639, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.720085] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [203] 1760401444719965, 0.47899, 0.0217168, -0.370565, -0.309855, -0.999647, -0.00785649, 0.0101384, -0.0232762, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.722920] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [204] 1760401444722799, 0.481824, 0.0217168, -0.370565, -0.309855, -0.999647, -0.00785649, 0.0101384, -0.0232762, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.725326] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [205] 1760401444725218, 0.484243, 0.0217168, -0.370565, -0.309855, -0.999647, -0.00785649, 0.0101384, -0.0232762, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.728991] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [207] 1760401444728781, 0.487806, 0.0217168, -0.370565, -0.309855, -0.999647, -0.00785649, 0.0101384, -0.0232762, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.731417] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [208] 1760401444731266, 0.490291, 0.0217116, -0.370566, -0.309842, -0.999647, -0.00782981, 0.0101446, -0.0232662, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.734084] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [209] 1760401444733974, 0.492999, 0.0217116, -0.370566, -0.309842, -0.999647, -0.00782981, 0.0101446, -0.0232662, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.736565] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [210] 1760401444736456, 0.495481, 0.0217116, -0.370566, -0.309842, -0.999647, -0.00782981, 0.0101446, -0.0232662, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.739253] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [212] 1760401444739150, 0.498175, 0.0216755, -0.370574, -0.309823, -0.999649, -0.00778157, 0.0100755, -0.0232427, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.741992] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [213] 1760401444741880, 0.500905, 0.0216755, -0.370574, -0.309823, -0.999649, -0.00778157, 0.0100755, -0.0232427, -0.0036048, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.744624] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [214] 1760401444744513, 0.503538, 0.0216755, -0.370574, -0.309823, -0.999649, -0.00778157, 0.0100755, -0.0232427, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.747435] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [215] 1760401444747325, 0.50635, 0.0216755, -0.370574, -0.309823, -0.999649, -0.00778157, 0.0100755, -0.0232427, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.750618] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [217] 1760401444750506, 0.509531, 0.0216526, -0.370578, -0.309809, -0.99965, -0.00773511, 0.0100585, -0.0232226, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.752707] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [218] 1760401444752565, 0.51159, 0.0216526, -0.370578, -0.309809, -0.99965, -0.00773511, 0.0100585, -0.0232226, -0.00229429, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.755990] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [219] 1760401444755879, 0.514904, 0.0216526, -0.370578, -0.309809, -0.99965, -0.00773511, 0.0100585, -0.0232226, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.758965] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [221] 1760401444758865, 0.51789, 0.0216526, -0.370578, -0.309809, -0.99965, -0.00773511, 0.0100585, -0.0232226, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.761393] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [222] 1760401444761250, 0.520275, 0.0216452, -0.370577, -0.309797, -0.999651, -0.00773668, 0.0100502, -0.023182, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.764098] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [223] 1760401444763980, 0.523005, 0.0216452, -0.370577, -0.309797, -0.999651, -0.00773668, 0.0100502, -0.023182, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.766827] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [224] 1760401444766708, 0.525733, 0.0216452, -0.370577, -0.309797, -0.999651, -0.00773668, 0.0100502, -0.023182, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.769894] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [226] 1760401444769781, 0.528806, 0.0216563, -0.370575, -0.309801, -0.99965, -0.00774645, 0.0100584, -0.0232038, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.772108] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [227] 1760401444771988, 0.531013, 0.0216563, -0.370575, -0.309801, -0.99965, -0.00774645, 0.0100584, -0.0232038, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.775089] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [228] 1760401444774977, 0.534002, 0.0216563, -0.370575, -0.309801, -0.99965, -0.00774645, 0.0100584, -0.0232038, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.777809] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [229] 1760401444777690, 0.536715, 0.0216563, -0.370575, -0.309801, -0.99965, -0.00774645, 0.0100584, -0.0232038, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.780374] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [231] 1760401444780264, 0.539289, 0.0216563, -0.370571, -0.309802, -0.99965, -0.00775468, 0.010072, -0.0232035, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.783315] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [232] 1760401444783207, 0.542232, 0.0216563, -0.370571, -0.309802, -0.99965, -0.00775468, 0.010072, -0.0232035, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.785954] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [233] 1760401444785844, 0.544869, 0.0216563, -0.370571, -0.309802, -0.99965, -0.00775468, 0.010072, -0.0232035, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.789233] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [235] 1760401444789117, 0.548142, 0.0216563, -0.370571, -0.309802, -0.99965, -0.00775468, 0.010072, -0.0232035, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.791748] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [236] 1760401444791636, 0.550661, 0.0216418, -0.370577, -0.309786, -0.999651, -0.00771064, 0.0100325, -0.0231866, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.794629] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [237] 1760401444794518, 0.553543, 0.0216418, -0.370577, -0.309786, -0.999651, -0.00771064, 0.0100325, -0.0231866, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.797187] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [238] 1760401444797077, 0.556102, 0.0216418, -0.370577, -0.309786, -0.999651, -0.00771064, 0.0100325, -0.0231866, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.799868] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [240] 1760401444799746, 0.558771, 0.0214413, -0.370709, -0.309696, -0.999663, -0.00771149, 0.0100914, -0.0226473, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.802624] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [241] 1760401444802510, 0.561535, 0.0214413, -0.370709, -0.309696, -0.999663, -0.00771149, 0.0100914, -0.0226473, -0.0200462, -0.0131876, 0.0090145, 0, 0, 0.107812, 
[2025-10-13 20:24:04.805184] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [242] 1760401444805076, 0.564101, 0.0214413, -0.370709, -0.309696, -0.999663, -0.00771149, 0.0100914, -0.0226473, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.807990] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [243] 1760401444807902, 0.566927, 0.0214413, -0.370709, -0.309696, -0.999663, -0.00771149, 0.0100914, -0.0226473, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.810629] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [245] 1760401444810515, 0.56954, 0.0217344, -0.370566, -0.309867, -0.999647, -0.00787866, 0.0101489, -0.0232372, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.813407] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [246] 1760401444813293, 0.572318, 0.0217344, -0.370566, -0.309867, -0.999647, -0.00787866, 0.0101489, -0.0232372, 0.0293071, 0.0143089, -0.0171009, 0, 0, -0.118474, 
[2025-10-13 20:24:04.815796] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [247] 1760401444815687, 0.574712, 0.0217344, -0.370566, -0.309867, -0.999647, -0.00787866, 0.0101489, -0.0232372, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.818569] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [249] 1760401444818508, 0.577533, 0.0217344, -0.370566, -0.309867, -0.999647, -0.00787866, 0.0101489, -0.0232372, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.822020] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [250] 1760401444821909, 0.580934, 0.0217213, -0.370567, -0.309857, -0.999647, -0.00784549, 0.0101173, -0.0232589, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.823924] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [251] 1760401444823818, 0.582843, 0.0217213, -0.370567, -0.309857, -0.999647, -0.00784549, 0.0101173, -0.0232589, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.826709] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [252] 1760401444826598, 0.585623, 0.0217213, -0.370567, -0.309857, -0.999647, -0.00784549, 0.0101173, -0.0232589, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.829189] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [254] 1760401444829079, 0.588104, 0.0213439, -0.370638, -0.309535, -0.999665, -0.00729261, 0.00979098, -0.0228105, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.831968] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [255] 1760401444831857, 0.590882, 0.0213439, -0.370638, -0.309535, -0.999665, -0.00729261, 0.00979098, -0.0228105, -0.0377422, -0.0071061, 0.0322276, -0.112963, -0.0619875, 0.0913508, 
[2025-10-13 20:24:04.834988] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [256] 1760401444834881, 0.593906, 0.0213439, -0.370638, -0.309535, -0.999665, -0.00729261, 0.00979098, -0.0228105, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.838456] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [257] 1760401444838369, 0.597394, 0.0213439, -0.370638, -0.309535, -0.999665, -0.00729261, 0.00979098, -0.0228105, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.840678] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [259] 1760401444840566, 0.599591, 0.0217492, -0.370547, -0.309866, -0.999645, -0.00789574, 0.0102053, -0.0233241, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.843306] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [260] 1760401444843201, 0.602226, 0.0217492, -0.370547, -0.309866, -0.999645, -0.00789574, 0.0102053, -0.0233241, 0.0405319, 0.00909922, -0.0331304, 0.123572, 0.079239, -0.104639, 
[2025-10-13 20:24:04.845780] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [261] 1760401444845673, 0.604698, 0.0217492, -0.370547, -0.309866, -0.999645, -0.00789574, 0.0102053, -0.0233241, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.848561] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [262] 1760401444848474, 0.607499, 0.0217492, -0.370547, -0.309866, -0.999645, -0.00789574, 0.0102053, -0.0233241, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.851187] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [264] 1760401444851071, 0.610096, 0.021741, -0.370557, -0.309846, -0.999646, -0.00784517, 0.0101519, -0.0233055, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.853989] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [265] 1760401444853878, 0.612903, 0.021741, -0.370557, -0.309846, -0.999646, -0.00784517, 0.0101519, -0.0233055, 0, 0, 0.00204746, 0, 0, 0, 
[2025-10-13 20:24:04.856461] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [266] 1760401444856358, 0.615383, 0.021741, -0.370557, -0.309846, -0.999646, -0.00784517, 0.0101519, -0.0233055, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.859073] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [268] 1760401444858958, 0.617983, 0.0214548, -0.370712, -0.309693, -0.999663, -0.00769782, 0.0100789, -0.0226572, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:24:04.861920] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [269] 1760401444861807, 0.620832, 0.0214548, -0.370712, -0.309693, -0.999663, -0.00769782, 0.0100789, -0.0226572, -0.0286184, -0.0155279, 0.0152485, 0, 0, 0.130118, 
[2025-10-13 20:24:04.864443] [0x0000007f927fb9a0] [MocapTag] [0x000015cf] [270] 1760401444864331, 0.623356, 0.0214548, -0.370712, -0.309693, -0.999663, -0.00769782, 0.0100789, -0.0226572, 0, 0, 0, 0, 0, 0, 
