[2025-10-13 20:36:43.858787] [0x0000007f980be7c0] [MocapTag] [0x00000f53] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 20:36:44.141826] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [135] 1760402204141711, 0.330166, 0.0427681, -0.362471, -0.310442, -0.999235, -0.00909307, 0.00387111, 0.0378316, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.145912] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [136] 1760402204145805, 0.33426, 0.0427681, -0.362471, -0.310442, -0.999235, -0.00909307, 0.00387111, 0.0378316, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.148558] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [137] 1760402204148441, 0.336896, 0.0428643, -0.362677, -0.310413, -0.999185, -0.0081127, 0.00302903, 0.0394199, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.151340] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [139] 1760402204151228, 0.339683, 0.0428643, -0.362677, -0.310413, -0.999185, -0.0081127, 0.00302903, 0.0394199, 0.00961875, -0.0206218, 0.00288707, -0.190639, -0.173163, 0.320008, 
[2025-10-13 20:36:44.154142] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [140] 1760402204154037, 0.342492, 0.0428643, -0.362677, -0.310413, -0.999185, -0.0081127, 0.00302903, 0.0394199, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.156905] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [141] 1760402204156795, 0.34525, 0.0430572, -0.362539, -0.310601, -0.999224, -0.00828752, 0.00328519, 0.0383603, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.160030] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [143] 1760402204159913, 0.348368, 0.0430572, -0.362539, -0.310601, -0.999224, -0.00828752, 0.00328519, 0.0383603, 0.0192984, 0.0138053, -0.018793, 0, 0.0508384, -0.212602, 
[2025-10-13 20:36:44.162400] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [144] 1760402204162295, 0.35075, 0.0430572, -0.362539, -0.310601, -0.999224, -0.00828752, 0.00328519, 0.0383603, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.165964] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [145] 1760402204165854, 0.354309, 0.0430572, -0.362539, -0.310601, -0.999224, -0.00828752, 0.00328519, 0.0383603, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.168033] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [146] 1760402204167922, 0.356377, 0.0427605, -0.362476, -0.310477, -0.999248, -0.00907705, 0.00405096, 0.0374857, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.170622] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [148] 1760402204170503, 0.358958, 0.0427605, -0.362476, -0.310477, -0.999248, -0.00907705, 0.00405096, 0.0374857, -0.0296725, 0.006264, 0.0123998, 0.152707, 0.157529, -0.176934, 
[2025-10-13 20:36:44.173029] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [149] 1760402204172922, 0.361377, 0.0427605, -0.362476, -0.310477, -0.999248, -0.00907705, 0.00405096, 0.0374857, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.175629] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [150] 1760402204175521, 0.363976, 0.0428252, -0.362541, -0.310537, -0.999245, -0.00880645, 0.00443826, 0.0375709, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.178448] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [151] 1760402204178363, 0.366818, 0.0428252, -0.362541, -0.310537, -0.999245, -0.00880645, 0.00443826, 0.0375709, 0.00646468, -0.00641089, -0.00603965, -0.0570536, 0.0755249, 0, 
[2025-10-13 20:36:44.180946] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [153] 1760402204180831, 0.369286, 0.0428252, -0.362541, -0.310537, -0.999245, -0.00880645, 0.00443826, 0.0375709, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.183677] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [154] 1760402204183562, 0.372017, 0.0428252, -0.362541, -0.310537, -0.999245, -0.00880645, 0.00443826, 0.0375709, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.186549] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [155] 1760402204186439, 0.374894, 0.0429768, -0.362491, -0.310157, -0.999093, -0.00859061, 0.000816273, 0.0417076, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.189216] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [157] 1760402204189155, 0.37761, 0.0429768, -0.362491, -0.310157, -0.999093, -0.00859061, 0.000816273, 0.0417076, 0.0151616, 0.0049689, 0.0380383, 0, -0.718405, 0.834166, 
[2025-10-13 20:36:44.192100] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [158] 1760402204191988, 0.380443, 0.0429768, -0.362491, -0.310157, -0.999093, -0.00859061, 0.000816273, 0.0417076, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.196033] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [159] 1760402204195925, 0.38438, 0.0429768, -0.362491, -0.310157, -0.999093, -0.00859061, 0.000816273, 0.0417076, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.197163] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [160] 1760402204197042, 0.385497, 0.0428695, -0.362645, -0.310416, -0.999192, -0.00819247, 0.0032872, 0.0392001, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.200036] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [162] 1760402204199922, 0.388377, 0.0428695, -0.362645, -0.310416, -0.999192, -0.00819247, 0.0032872, 0.0392001, -0.0107315, -0.0154066, -0.0258615, -0.0983238, 0.486379, -0.505713, 
[2025-10-13 20:36:44.202777] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [163] 1760402204202673, 0.391128, 0.0428695, -0.362645, -0.310416, -0.999192, -0.00819247, 0.0032872, 0.0392001, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.205227] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [164] 1760402204205115, 0.39357, 0.0428695, -0.362645, -0.310416, -0.999192, -0.00819247, 0.0032872, 0.0392001, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.207654] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [165] 1760402204207549, 0.396004, 0.0428433, -0.362455, -0.310477, -0.999233, -0.00903398, 0.00372974, 0.0379255, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.210614] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [167] 1760402204210502, 0.398957, 0.0428433, -0.362455, -0.310477, -0.999233, -0.00903398, 0.00372974, 0.0379255, -0.00261459, 0.0189958, -0.00613303, 0.165772, 0.0927636, -0.256487, 
[2025-10-13 20:36:44.213014] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [168] 1760402204212911, 0.401366, 0.0428433, -0.362455, -0.310477, -0.999233, -0.00903398, 0.00372974, 0.0379255, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.215640] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [169] 1760402204215535, 0.40399, 0.0427503, -0.362544, -0.310541, -0.999267, -0.00884936, 0.00461663, 0.0369547, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.218603] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [170] 1760402204218490, 0.406945, 0.0427503, -0.362544, -0.310541, -0.999267, -0.00884936, 0.00461663, 0.0369547, -0.00930312, -0.00885535, -0.00638497, -0.0426531, 0.174163, -0.195618, 
[2025-10-13 20:36:44.221208] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [172] 1760402204221098, 0.409553, 0.0427503, -0.362544, -0.310541, -0.999267, -0.00884936, 0.00461663, 0.0369547, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.223779] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [173] 1760402204223672, 0.412127, 0.0427503, -0.362544, -0.310541, -0.999267, -0.00884936, 0.00461663, 0.0369547, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.226358] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [174] 1760402204226249, 0.414704, 0.0427577, -0.362498, -0.310449, -0.999231, -0.00903808, 0.00376255, 0.0379645, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.229197] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [176] 1760402204229120, 0.417575, 0.0427577, -0.362498, -0.310449, -0.999231, -0.00903808, 0.00376255, 0.0379645, 0, 0.00459265, 0.00920613, 0.0431776, -0.167506, 0.203364, 
[2025-10-13 20:36:44.231835] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [177] 1760402204231724, 0.420179, 0.0427577, -0.362498, -0.310449, -0.999231, -0.00903808, 0.00376255, 0.0379645, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.236062] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [178] 1760402204235952, 0.424407, 0.0427577, -0.362498, -0.310449, -0.999231, -0.00903808, 0.00376255, 0.0379645, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.237524] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [179] 1760402204237418, 0.425873, 0.0426814, -0.36262, -0.310512, -0.999254, -0.00868279, 0.00458004, 0.0373412, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.239809] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [181] 1760402204239707, 0.428162, 0.0426814, -0.36262, -0.310512, -0.999254, -0.00868279, 0.00458004, 0.0373412, -0.00763175, -0.0122563, -0.00635154, -0.07658, 0.15962, -0.125788, 
[2025-10-13 20:36:44.242314] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [182] 1760402204242204, 0.430659, 0.0426814, -0.36262, -0.310512, -0.999254, -0.00868279, 0.00458004, 0.0373412, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.245148] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [183] 1760402204245043, 0.433498, 0.0426814, -0.36262, -0.310512, -0.999254, -0.00868279, 0.00458004, 0.0373412, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.247828] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [184] 1760402204247720, 0.436175, 0.0428083, -0.362664, -0.310412, -0.999193, -0.00818468, 0.00318888, 0.0391832, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.250992] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [186] 1760402204250879, 0.439334, 0.0428083, -0.362664, -0.310412, -0.999193, -0.00818468, 0.00318888, 0.0391832, 0.0126881, -0.0044091, 0.0100432, -0.0905037, -0.278776, 0.371305, 
[2025-10-13 20:36:44.253083] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [187] 1760402204252971, 0.441426, 0.0428083, -0.362664, -0.310412, -0.999193, -0.00818468, 0.00318888, 0.0391832, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.255702] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [188] 1760402204255593, 0.444048, 0.0430122, -0.362505, -0.310165, -0.999083, -0.00851374, 0.000651567, 0.0419564, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.258542] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [189] 1760402204258428, 0.446883, 0.0430122, -0.362505, -0.310165, -0.999083, -0.00851374, 0.000651567, 0.0419564, 0.0203865, 0.0159034, 0.0247165, 0.0850916, -0.499773, 0.559027, 
[2025-10-13 20:36:44.261962] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [191] 1760402204261850, 0.450305, 0.0430122, -0.362505, -0.310165, -0.999083, -0.00851374, 0.000651567, 0.0419564, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.263892] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [192] 1760402204263790, 0.452245, 0.0430122, -0.362505, -0.310165, -0.999083, -0.00851374, 0.000651567, 0.0419564, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.266581] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [193] 1760402204266471, 0.454926, 0.0430521, -0.362511, -0.310153, -0.999082, -0.00847859, 0.000616704, 0.0419858, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.269338] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [195] 1760402204269242, 0.457697, 0.0430521, -0.362511, -0.310153, -0.999082, -0.00847859, 0.000616704, 0.0419858, 0.00399217, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.272850] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [196] 1760402204272737, 0.461192, 0.0430521, -0.362511, -0.310153, -0.999082, -0.00847859, 0.000616704, 0.0419858, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.274968] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [197] 1760402204274859, 0.463314, 0.0430521, -0.362511, -0.310153, -0.999082, -0.00847859, 0.000616704, 0.0419858, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.277395] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [198] 1760402204277291, 0.465746, 0.0430617, -0.362542, -0.310609, -0.999233, -0.00844826, 0.00390974, 0.0380256, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.280441] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [200] 1760402204280324, 0.468779, 0.0430617, -0.362542, -0.310609, -0.999233, -0.00844826, 0.00390974, 0.0380256, 0, -0.00311963, -0.0455816, 0, 0.651184, -0.798021, 
[2025-10-13 20:36:44.282778] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [201] 1760402204282672, 0.471127, 0.0430617, -0.362542, -0.310609, -0.999233, -0.00844826, 0.00390974, 0.0380256, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.285385] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [202] 1760402204285281, 0.473736, 0.0430617, -0.362542, -0.310609, -0.999233, -0.00844826, 0.00390974, 0.0380256, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.288182] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [203] 1760402204288067, 0.476522, 0.0428533, -0.362451, -0.31048, -0.999234, -0.00902423, 0.00377891, 0.037885, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.290833] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [205] 1760402204290721, 0.479176, 0.0428533, -0.362451, -0.31048, -0.999234, -0.00902423, 0.00377891, 0.037885, -0.0208429, 0.00914025, 0.0128938, 0.116229, 0, 0, 
[2025-10-13 20:36:44.293749] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [206] 1760402204293628, 0.482083, 0.0428533, -0.362451, -0.31048, -0.999234, -0.00902423, 0.00377891, 0.037885, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.296299] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [207] 1760402204296192, 0.484647, 0.0427828, -0.362454, -0.310479, -0.999242, -0.00910773, 0.00398769, 0.0376348, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.299039] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [208] 1760402204298952, 0.487407, 0.0427828, -0.362454, -0.310479, -0.999242, -0.00910773, 0.00398769, 0.0376348, -0.00704506, 0, 0, 0, 0.0419105, -0.0505, 
[2025-10-13 20:36:44.302105] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [210] 1760402204301995, 0.49045, 0.0427828, -0.362454, -0.310479, -0.999242, -0.00910773, 0.00398769, 0.0376348, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.305409] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [211] 1760402204305305, 0.49376, 0.0427828, -0.362454, -0.310479, -0.999242, -0.00910773, 0.00398769, 0.0376348, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.307480] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [212] 1760402204307365, 0.49582, 0.0427623, -0.362478, -0.310501, -0.999249, -0.00904471, 0.00417861, 0.0374541, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.310343] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [214] 1760402204310230, 0.498685, 0.0427623, -0.362478, -0.310501, -0.999249, -0.00904471, 0.00417861, 0.0374541, -0.00204757, -0.00236069, -0.00217024, 0, 0.0373604, -0.0364311, 
[2025-10-13 20:36:44.312898] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [215] 1760402204312797, 0.501252, 0.0427623, -0.362478, -0.310501, -0.999249, -0.00904471, 0.00417861, 0.0374541, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.316869] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [216] 1760402204316758, 0.505213, 0.0427324, -0.362463, -0.310477, -0.999251, -0.0090916, 0.00412028, 0.037384, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.319047] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [217] 1760402204318963, 0.507418, 0.0427324, -0.362463, -0.310477, -0.999251, -0.0090916, 0.00412028, 0.037384, -0.00299363, 0, 0.00239382, 0, 0, 0, 
[2025-10-13 20:36:44.321728] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [219] 1760402204321615, 0.51007, 0.0427324, -0.362463, -0.310477, -0.999251, -0.0090916, 0.00412028, 0.037384, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.324410] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [220] 1760402204324307, 0.512762, 0.0427324, -0.362463, -0.310477, -0.999251, -0.0090916, 0.00412028, 0.037384, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.327780] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [221] 1760402204327673, 0.516128, 0.0427496, -0.362487, -0.310478, -0.99925, -0.00904284, 0.00411926, 0.0374125, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.329725] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [223] 1760402204329638, 0.518093, 0.0427496, -0.362487, -0.310478, -0.99925, -0.00904284, 0.00411926, 0.0374125, 0, -0.0024082, 0, 0, 0, 0, 
[2025-10-13 20:36:44.332466] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [224] 1760402204332353, 0.520808, 0.0427496, -0.362487, -0.310478, -0.99925, -0.00904284, 0.00411926, 0.0374125, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.335239] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [225] 1760402204335129, 0.523584, 0.0427496, -0.362487, -0.310478, -0.99925, -0.00904284, 0.00411926, 0.0374125, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.337814] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [226] 1760402204337691, 0.526146, 0.0427456, -0.362473, -0.310472, -0.999246, -0.00907917, 0.0040605, 0.0375374, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.340740] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [228] 1760402204340622, 0.529077, 0.0427456, -0.362473, -0.310472, -0.999246, -0.00907917, 0.0040605, 0.0375374, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.343579] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [229] 1760402204343470, 0.531925, 0.0427456, -0.362473, -0.310472, -0.999246, -0.00907917, 0.0040605, 0.0375374, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.347214] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [230] 1760402204347100, 0.535555, 0.0426969, -0.362475, -0.31038, -0.999231, -0.00903906, 0.00373488, 0.0379612, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.349999] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [232] 1760402204349883, 0.538338, 0.0426969, -0.362475, -0.31038, -0.999231, -0.00903906, 0.00373488, 0.0379612, -0.00486684, 0, 0.00922307, 0, -0.0646226, 0.085403, 
[2025-10-13 20:36:44.352533] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [233] 1760402204352428, 0.540883, 0.0426969, -0.362475, -0.31038, -0.999231, -0.00903906, 0.00373488, 0.0379612, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.355336] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [234] 1760402204355226, 0.543681, 0.0426969, -0.362475, -0.31038, -0.999231, -0.00903906, 0.00373488, 0.0379612, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.358053] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [235] 1760402204357945, 0.5464, 0.0377942, -0.362446, -0.311307, -0.999664, -0.0102594, 0.0128572, 0.0200567, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.362230] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [237] 1760402204362116, 0.550571, 0.0377942, -0.362446, -0.311307, -0.999664, -0.0102594, 0.0128572, 0.0200567, -0.490273, 0.00291484, -0.0926361, 0.22223, 1.79698, -3.60116, 
[2025-10-13 20:36:44.364410] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [238] 1760402204364306, 0.552761, 0.0377942, -0.362446, -0.311307, -0.999664, -0.0102594, 0.0128572, 0.0200567, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.367288] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [239] 1760402204367183, 0.555638, 0.0381596, -0.362187, -0.311136, -0.999693, -0.00964113, 0.0123442, 0.0192016, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.369812] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [241] 1760402204369701, 0.558156, 0.0381596, -0.362187, -0.311136, -0.999693, -0.00964113, 0.0123442, 0.0192016, 0.0365381, 0.0258916, 0.0170387, -0.119519, -0.106647, -0.168559, 
[2025-10-13 20:36:44.372352] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [242] 1760402204372241, 0.560696, 0.0381596, -0.362187, -0.311136, -0.999693, -0.00964113, 0.0123442, 0.0192016, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.374954] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [243] 1760402204374846, 0.563301, 0.0381596, -0.362187, -0.311136, -0.999693, -0.00964113, 0.0123442, 0.0192016, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.379433] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [245] 1760402204379320, 0.567775, 0.0381433, -0.362195, -0.311141, -0.999693, -0.00962452, 0.0122983, 0.0192232, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.380621] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [246] 1760402204380503, 0.568958, 0.0381433, -0.362195, -0.311141, -0.999693, -0.00962452, 0.0122983, 0.0192232, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.382866] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [247] 1760402204382727, 0.571182, 0.0381433, -0.362195, -0.311141, -0.999693, -0.00962452, 0.0122983, 0.0192232, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.385427] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [248] 1760402204385322, 0.573777, 0.0381433, -0.362195, -0.311141, -0.999693, -0.00962452, 0.0122983, 0.0192232, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.388107] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [249] 1760402204387988, 0.576443, 0.0385121, -0.361908, -0.311018, -0.999719, -0.00921706, 0.0119316, 0.0182691, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.390867] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [251] 1760402204390754, 0.579209, 0.0385121, -0.361908, -0.311018, -0.999719, -0.00921706, 0.0119316, 0.0182691, 0.0368784, 0.028684, 0.0122991, -0.077796, -0.0766134, -0.189259, 
[2025-10-13 20:36:44.393354] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [252] 1760402204393245, 0.5817, 0.0385121, -0.361908, -0.311018, -0.999719, -0.00921706, 0.0119316, 0.0182691, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.395974] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [253] 1760402204395864, 0.584319, 0.0384875, -0.361926, -0.310992, -0.999718, -0.00917118, 0.0119397, 0.0183502, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.398686] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [254] 1760402204398598, 0.587053, 0.0384875, -0.361926, -0.310992, -0.999718, -0.00917118, 0.0119397, 0.0183502, -0.00245665, 0, 0.00260815, 0, 0, 0, 
[2025-10-13 20:36:44.401233] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [256] 1760402204401120, 0.589575, 0.0384875, -0.361926, -0.310992, -0.999718, -0.00917118, 0.0119397, 0.0183502, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.404022] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [257] 1760402204403920, 0.592375, 0.0384875, -0.361926, -0.310992, -0.999718, -0.00917118, 0.0119397, 0.0183502, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.406628] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [258] 1760402204406528, 0.594983, 0.0381753, -0.362169, -0.311129, -0.999694, -0.00965627, 0.0124062, 0.0191069, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.409467] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [260] 1760402204409379, 0.597834, 0.0381753, -0.362169, -0.311129, -0.999694, -0.00965627, 0.0124062, 0.0191069, -0.0312223, -0.02427, -0.0137842, 0.0934362, 0.0964928, 0.149383, 
[2025-10-13 20:36:44.412243] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [261] 1760402204412131, 0.600586, 0.0381753, -0.362169, -0.311129, -0.999694, -0.00965627, 0.0124062, 0.0191069, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.414664] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [262] 1760402204414557, 0.603012, 0.0381753, -0.362169, -0.311129, -0.999694, -0.00965627, 0.0124062, 0.0191069, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.417233] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [263] 1760402204417124, 0.605579, 0.0381427, -0.362148, -0.311133, -0.999694, -0.00968465, 0.0123549, 0.0190989, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:36:44.420194] [0x0000007f8f7929a0] [MocapTag] [0x00000f53] [265] 1760402204420079, 0.608534, 0.0381427, -0.362148, -0.311133, -0.999694, -0.00968465, 0.0123549, 0.0190989, -0.00326168, 0.0020768, 0, 0, 0, 0, 
