[2025-10-13 20:19:49.841174] [0x0000007f7ff327c0] [MocapTag] [0x00000e4e] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-13 20:19:50.123171] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [134] 1760401190123059, 0.330445, 0.0132703, -0.357437, -0.310904, -0.999405, -0.011834, 0.00811079, 0.0313685, 0.0307927, 0.0052203, 0.00347094, -0.0512362, -0.359715, 0.434763, 
[2025-10-13 20:19:50.126138] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [135] 1760401190126001, 0.333387, 0.0132703, -0.357437, -0.310904, -0.999405, -0.011834, 0.00811079, 0.0313685, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.128539] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [136] 1760401190128436, 0.335822, 0.0134939, -0.357368, -0.311119, -0.999442, -0.0118645, 0.00920251, 0.0298304, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.131524] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [138] 1760401190131411, 0.338797, 0.0134939, -0.357368, -0.311119, -0.999442, -0.0118645, 0.00920251, 0.0298304, 0.0223658, 0.00688875, -0.0214828, 0, 0.21486, -0.310232, 
[2025-10-13 20:19:50.134073] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [139] 1760401190133969, 0.341355, 0.0134939, -0.357368, -0.311119, -0.999442, -0.0118645, 0.00920251, 0.0298304, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.137340] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [140] 1760401190137230, 0.344616, 0.0134939, -0.357368, -0.311119, -0.999442, -0.0118645, 0.00920251, 0.0298304, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.139944] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [141] 1760401190139830, 0.347216, 0.0133272, -0.35736, -0.311098, -0.999458, -0.0120385, 0.00982278, 0.0290101, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.142789] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [143] 1760401190142633, 0.350019, 0.0133272, -0.35736, -0.311098, -0.999458, -0.0120385, 0.00982278, 0.0290101, -0.016675, 0, 0.00210807, 0, 0.123102, -0.165879, 
[2025-10-13 20:19:50.145828] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [144] 1760401190145714, 0.3531, 0.0133272, -0.35736, -0.311098, -0.999458, -0.0120385, 0.00982278, 0.0290101, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.147810] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [145] 1760401190147703, 0.355089, 0.0133078, -0.357332, -0.311074, -0.999452, -0.0120668, 0.00962721, 0.0292668, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.150720] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [147] 1760401190150635, 0.358021, 0.0133078, -0.357332, -0.311074, -0.999452, -0.0120668, 0.00962721, 0.0292668, 0, 0.00274706, 0.00242158, 0, -0.0383278, 0.0517625, 
[2025-10-13 20:19:50.153234] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [148] 1760401190153124, 0.36051, 0.0133078, -0.357332, -0.311074, -0.999452, -0.0120668, 0.00962721, 0.0292668, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.155918] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [149] 1760401190155815, 0.363201, 0.0133078, -0.357332, -0.311074, -0.999452, -0.0120668, 0.00962721, 0.0292668, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.158581] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [150] 1760401190158466, 0.365852, 0.0134541, -0.357453, -0.311193, -0.999443, -0.0116565, 0.0102084, 0.0295577, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.161442] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [152] 1760401190161327, 0.368713, 0.0134541, -0.357453, -0.311193, -0.999443, -0.0116565, 0.0102084, 0.0295577, 0.0146347, -0.0121235, -0.0119153, -0.0860214, 0.11445, 0.0577647, 
[2025-10-13 20:19:50.164460] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [153] 1760401190164353, 0.371739, 0.0134541, -0.357453, -0.311193, -0.999443, -0.0116565, 0.0102084, 0.0295577, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.167232] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [154] 1760401190167124, 0.37451, 0.0134541, -0.357453, -0.311193, -0.999443, -0.0116565, 0.0102084, 0.0295577, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.169817] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [155] 1760401190169705, 0.377091, 0.0131991, -0.357393, -0.31089, -0.999424, -0.0119311, 0.00874433, 0.030533, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.172606] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [157] 1760401190172496, 0.379882, 0.0131991, -0.357393, -0.31089, -0.999424, -0.0119311, 0.00874433, 0.030533, -0.0255027, 0.00609299, 0.030307, 0.0617027, -0.288783, 0.197835, 
[2025-10-13 20:19:50.175228] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [158] 1760401190175121, 0.382507, 0.0131991, -0.357393, -0.31089, -0.999424, -0.0119311, 0.00874433, 0.030533, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.177791] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [159] 1760401190177687, 0.385073, 0.0132098, -0.357404, -0.310883, -0.999416, -0.0119209, 0.0084353, 0.0308951, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.180586] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [160] 1760401190180500, 0.387886, 0.0132098, -0.357404, -0.310883, -0.999416, -0.0119209, 0.0084353, 0.0308951, 0, 0, 0, 0, -0.0609938, 0.0731643, 
[2025-10-13 20:19:50.183737] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [162] 1760401190183626, 0.391012, 0.0132098, -0.357404, -0.310883, -0.999416, -0.0119209, 0.0084353, 0.0308951, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.186812] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [163] 1760401190186701, 0.394087, 0.0132098, -0.357404, -0.310883, -0.999416, -0.0119209, 0.0084353, 0.0308951, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.189467] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [164] 1760401190189325, 0.396711, 0.0132693, -0.357436, -0.31091, -0.999413, -0.011833, 0.00848833, 0.0310071, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.192095] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [166] 1760401190191983, 0.399369, 0.0132693, -0.357436, -0.31091, -0.999413, -0.011833, 0.00848833, 0.0310071, 0.00594933, -0.00321569, -0.00265231, 0, 0, 0, 
[2025-10-13 20:19:50.195082] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [167] 1760401190194968, 0.402354, 0.0132693, -0.357436, -0.31091, -0.999413, -0.011833, 0.00848833, 0.0310071, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.197344] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [168] 1760401190197236, 0.404622, 0.0132693, -0.357436, -0.31091, -0.999413, -0.011833, 0.00848833, 0.0310071, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.199936] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [169] 1760401190199825, 0.407211, 0.013819, -0.357356, -0.311111, -0.999406, -0.0115384, 0.00781062, 0.0315054, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.202904] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [171] 1760401190202794, 0.41018, 0.013819, -0.357356, -0.311111, -0.999406, -0.0115384, 0.00781062, 0.0315054, 0.0549736, 0.0079851, -0.0201227, -0.0555515, -0.136169, 0.101698, 
[2025-10-13 20:19:50.205167] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [172] 1760401190205064, 0.41245, 0.013819, -0.357356, -0.311111, -0.999406, -0.0115384, 0.00781062, 0.0315054, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.207923] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [173] 1760401190207813, 0.415199, 0.0135731, -0.357368, -0.311095, -0.999433, -0.0117677, 0.00875792, 0.0303111, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.210845] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [175] 1760401190210772, 0.418158, 0.0135731, -0.357368, -0.311095, -0.999433, -0.0117677, 0.00875792, 0.0303111, -0.0245959, 0, 0, 0.0421286, 0.188056, -0.241442, 
[2025-10-13 20:19:50.213862] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [176] 1760401190213748, 0.421134, 0.0135731, -0.357368, -0.311095, -0.999433, -0.0117677, 0.00875792, 0.0303111, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.216624] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [177] 1760401190216515, 0.423901, 0.0135731, -0.357368, -0.311095, -0.999433, -0.0117677, 0.00875792, 0.0303111, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.219305] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [178] 1760401190219195, 0.426581, 0.0136917, -0.357456, -0.311303, -0.999433, -0.0116833, 0.0102276, 0.0298703, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.222190] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [180] 1760401190222078, 0.429464, 0.0136917, -0.357456, -0.311303, -0.999433, -0.0116833, 0.0102276, 0.0298703, 0.0118651, -0.00879574, -0.0208362, 0, 0.292293, -0.0912167, 
[2025-10-13 20:19:50.224938] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [181] 1760401190224832, 0.432218, 0.0136917, -0.357456, -0.311303, -0.999433, -0.0116833, 0.0102276, 0.0298703, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.227290] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [182] 1760401190227186, 0.434572, 0.0136917, -0.357456, -0.311303, -0.999433, -0.0116833, 0.0102276, 0.0298703, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.230837] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [183] 1760401190230751, 0.438137, 0.0134074, -0.357359, -0.311112, -0.999453, -0.0119856, 0.00969862, 0.0292437, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.232958] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [185] 1760401190232845, 0.440231, 0.0134074, -0.357359, -0.311112, -0.999453, -0.0119856, 0.00969862, 0.0292437, -0.0284308, 0.00965951, 0.0191437, 0.064826, -0.105423, -0.12486, 
[2025-10-13 20:19:50.235546] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [186] 1760401190235444, 0.44283, 0.0134074, -0.357359, -0.311112, -0.999453, -0.0119856, 0.00969862, 0.0292437, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.238247] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [187] 1760401190238139, 0.445525, 0.0134019, -0.357329, -0.311104, -0.999453, -0.0120606, 0.00972455, 0.0292155, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.241134] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [189] 1760401190241030, 0.448416, 0.0134019, -0.357329, -0.311104, -0.999453, -0.0120606, 0.00972455, 0.0292155, 0, 0.0029753, 0, 0, 0, 0, 
[2025-10-13 20:19:50.244114] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [190] 1760401190244006, 0.451392, 0.0134019, -0.357329, -0.311104, -0.999453, -0.0120606, 0.00972455, 0.0292155, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.247057] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [191] 1760401190246952, 0.454338, 0.0134019, -0.357329, -0.311104, -0.999453, -0.0120606, 0.00972455, 0.0292155, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.249467] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [192] 1760401190249331, 0.456717, 0.0134104, -0.357333, -0.31111, -0.999453, -0.0120296, 0.00974157, 0.0292413, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.252186] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [194] 1760401190252073, 0.459459, 0.0134104, -0.357333, -0.31111, -0.999453, -0.0120296, 0.00974157, 0.0292413, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.254720] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [195] 1760401190254612, 0.461998, 0.0134104, -0.357333, -0.31111, -0.999453, -0.0120296, 0.00974157, 0.0292413, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.257314] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [196] 1760401190257210, 0.464596, 0.0134104, -0.357333, -0.31111, -0.999453, -0.0120296, 0.00974157, 0.0292413, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.259962] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [197] 1760401190259880, 0.467266, 0.0134092, -0.357352, -0.311123, -0.999453, -0.0119926, 0.00971641, 0.029259, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.262668] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [199] 1760401190262559, 0.469945, 0.0134092, -0.357352, -0.311123, -0.999453, -0.0119926, 0.00971641, 0.029259, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.265360] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [200] 1760401190265252, 0.472638, 0.0134092, -0.357352, -0.311123, -0.999453, -0.0119926, 0.00971641, 0.029259, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.267934] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [201] 1760401190267829, 0.475215, 0.0134098, -0.357368, -0.311124, -0.999453, -0.0119587, 0.00973642, 0.0292515, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.271142] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [203] 1760401190271041, 0.478427, 0.0134098, -0.357368, -0.311124, -0.999453, -0.0119587, 0.00973642, 0.0292515, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.273225] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [204] 1760401190273115, 0.480501, 0.0134098, -0.357368, -0.311124, -0.999453, -0.0119587, 0.00973642, 0.0292515, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.276149] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [205] 1760401190275994, 0.48338, 0.0134098, -0.357368, -0.311124, -0.999453, -0.0119587, 0.00973642, 0.0292515, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.278710] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [206] 1760401190278602, 0.485988, 0.0134045, -0.357369, -0.311106, -0.999451, -0.0119988, 0.00955924, 0.0293512, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.281696] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [208] 1760401190281578, 0.488964, 0.0134045, -0.357369, -0.311106, -0.999451, -0.0119988, 0.00955924, 0.0293512, 0, 0, 0, 0, -0.0349529, 0, 
[2025-10-13 20:19:50.284230] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [209] 1760401190284121, 0.491507, 0.0134045, -0.357369, -0.311106, -0.999451, -0.0119988, 0.00955924, 0.0293512, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.287399] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [210] 1760401190287295, 0.494681, 0.0134045, -0.357369, -0.311106, -0.999451, -0.0119988, 0.00955924, 0.0293512, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.290091] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [211] 1760401190289977, 0.497363, 0.0134147, -0.357379, -0.311109, -0.999452, -0.0119461, 0.00966154, 0.0293216, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.293113] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [213] 1760401190293003, 0.500389, 0.0134147, -0.357379, -0.311109, -0.999452, -0.0119461, 0.00966154, 0.0293216, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.296818] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [214] 1760401190296705, 0.504091, 0.0134147, -0.357379, -0.311109, -0.999452, -0.0119461, 0.00966154, 0.0293216, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.298083] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [215] 1760401190297968, 0.505354, 0.0134065, -0.357374, -0.311116, -0.999453, -0.0119857, 0.00973744, 0.0292316, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.300807] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [217] 1760401190300752, 0.508138, 0.0134065, -0.357374, -0.311116, -0.999453, -0.0119857, 0.00973744, 0.0292316, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.306969] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [218] 1760401190306847, 0.514233, 0.0134065, -0.357374, -0.311116, -0.999453, -0.0119857, 0.00973744, 0.0292316, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.307560] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [219] 1760401190307471, 0.514857, 0.0134065, -0.357374, -0.311116, -0.999453, -0.0119857, 0.00973744, 0.0292316, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.308792] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [220] 1760401190308693, 0.516079, 0.0134014, -0.357375, -0.311122, -0.999455, -0.0119571, 0.00973273, 0.0291749, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.311721] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [222] 1760401190311606, 0.518992, 0.0134014, -0.357375, -0.311122, -0.999455, -0.0119571, 0.00973273, 0.0291749, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.314229] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [223] 1760401190314119, 0.521505, 0.0134014, -0.357375, -0.311122, -0.999455, -0.0119571, 0.00973273, 0.0291749, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.316956] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [224] 1760401190316848, 0.524234, 0.0134014, -0.357375, -0.311122, -0.999455, -0.0119571, 0.00973273, 0.0291749, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.319913] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [225] 1760401190319804, 0.52719, 0.0133809, -0.357367, -0.311101, -0.999458, -0.0119613, 0.00971832, 0.0291038, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.322997] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [227] 1760401190322887, 0.530273, 0.0133809, -0.357367, -0.311101, -0.999458, -0.0119613, 0.00971832, 0.0291038, -0.00204266, 0, 0.0021278, 0, 0, 0, 
[2025-10-13 20:19:50.326130] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [228] 1760401190325985, 0.533371, 0.0133809, -0.357367, -0.311101, -0.999458, -0.0119613, 0.00971832, 0.0291038, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.328708] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [229] 1760401190328603, 0.535989, 0.0133814, -0.357341, -0.311106, -0.999455, -0.0120258, 0.00970737, 0.0291653, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.331748] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [231] 1760401190331634, 0.53902, 0.0133814, -0.357341, -0.311106, -0.999455, -0.0120258, 0.00970737, 0.0291653, 0, 0.00255838, 0, 0, 0, 0, 
[2025-10-13 20:19:50.333845] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [232] 1760401190333736, 0.541122, 0.0133814, -0.357341, -0.311106, -0.999455, -0.0120258, 0.00970737, 0.0291653, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.337382] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [233] 1760401190337273, 0.544659, 0.0133814, -0.357341, -0.311106, -0.999455, -0.0120258, 0.00970737, 0.0291653, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.340336] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [234] 1760401190340251, 0.547637, 0.0133836, -0.357364, -0.311112, -0.999457, -0.0119557, 0.00976885, 0.0291225, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.343240] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [236] 1760401190343130, 0.550516, 0.0133836, -0.357364, -0.311112, -0.999457, -0.0119557, 0.00976885, 0.0291225, 0, -0.00228624, 0, 0, 0, 0, 
[2025-10-13 20:19:50.345627] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [237] 1760401190345521, 0.552907, 0.0133836, -0.357364, -0.311112, -0.999457, -0.0119557, 0.00976885, 0.0291225, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.349596] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [238] 1760401190349489, 0.556875, 0.0134138, -0.357356, -0.311117, -0.999452, -0.0119934, 0.00967936, 0.0293089, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.351986] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [240] 1760401190351873, 0.559259, 0.0134138, -0.357356, -0.311117, -0.999452, -0.0119934, 0.00967936, 0.0293089, 0.00301768, 0, 0, 0, 0, 0.0374254, 
[2025-10-13 20:19:50.354454] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [241] 1760401190354348, 0.561734, 0.0134138, -0.357356, -0.311117, -0.999452, -0.0119934, 0.00967936, 0.0293089, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.357245] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [242] 1760401190357124, 0.56451, 0.0134138, -0.357356, -0.311117, -0.999452, -0.0119934, 0.00967936, 0.0293089, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.359881] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [243] 1760401190359768, 0.567154, 0.0135926, -0.357466, -0.311297, -0.999451, -0.0116389, 0.0105904, 0.0291586, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.362663] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [245] 1760401190362549, 0.569935, 0.0135926, -0.357466, -0.311297, -0.999451, -0.0116389, 0.0105904, 0.0291586, 0.017881, -0.0110439, -0.01808, -0.075841, 0.179728, 0, 
[2025-10-13 20:19:50.365064] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [246] 1760401190364958, 0.572344, 0.0135926, -0.357466, -0.311297, -0.999451, -0.0116389, 0.0105904, 0.0291586, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.367684] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [247] 1760401190367575, 0.574961, 0.013636, -0.357464, -0.311314, -0.999444, -0.0116941, 0.01062, 0.0293595, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.370969] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [249] 1760401190370872, 0.578258, 0.013636, -0.357464, -0.311314, -0.999444, -0.0116941, 0.01062, 0.0293595, 0.00433646, 0, 0, 0, 0, 0.04002, 
[2025-10-13 20:19:50.372995] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [250] 1760401190372887, 0.580273, 0.013636, -0.357464, -0.311314, -0.999444, -0.0116941, 0.01062, 0.0293595, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.375686] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [251] 1760401190375581, 0.582967, 0.013636, -0.357464, -0.311314, -0.999444, -0.0116941, 0.01062, 0.0293595, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.378230] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [252] 1760401190378121, 0.585507, 0.013408, -0.357362, -0.311098, -0.999453, -0.0119931, 0.00965679, 0.0292534, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.380919] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [254] 1760401190380856, 0.588242, 0.013408, -0.357362, -0.311098, -0.999453, -0.0119931, 0.00965679, 0.0292534, -0.0227986, 0.0102035, 0.0216552, 0.0656128, -0.191057, 0, 
[2025-10-13 20:19:50.383517] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [255] 1760401190383405, 0.590791, 0.013408, -0.357362, -0.311098, -0.999453, -0.0119931, 0.00965679, 0.0292534, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.386117] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [256] 1760401190385967, 0.593353, 0.013408, -0.357362, -0.311098, -0.999453, -0.0119931, 0.00965679, 0.0292534, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.388811] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [257] 1760401190388706, 0.596092, 0.013434, -0.357374, -0.311111, -0.999452, -0.0119637, 0.00963075, 0.0293395, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.391750] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [259] 1760401190391635, 0.599021, 0.013434, -0.357374, -0.311111, -0.999452, -0.0119637, 0.00963075, 0.0293395, 0.00260088, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.394092] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [260] 1760401190393985, 0.601371, 0.013434, -0.357374, -0.311111, -0.999452, -0.0119637, 0.00963075, 0.0293395, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.397531] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [261] 1760401190397426, 0.604812, 0.013434, -0.357374, -0.311111, -0.999452, -0.0119637, 0.00963075, 0.0293395, 0, 0, 0, 0, 0, 0, 
[2025-10-13 20:19:50.399249] [0x0000007f66ffc9a0] [MocapTag] [0x00000e4e] [262] 1760401190399138, 0.606524, 0.0134071, -0.357372, -0.31112, -0.999455, -0.0119669, 0.00973388, 0.0291804, 0, 0, 0, 0, 0, 0, 
