[2025-10-20 11:39:16.740603] [0x0000007f93d977c0] [MocapTag] [0x00000b4b] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 11:39:17.029142] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [139] 1760974757029029, 0.361547, 0.113105, -0.230287, -0.321835, 0.701594, 0.712508, 0.00120572, -0.00985902, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.031705] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [140] 1760974757031593, 0.364111, 0.113105, -0.230287, -0.321835, 0.701594, 0.712508, 0.00120572, -0.00985902, -0.0021735, -0.00604709, 0.00872301, -0.0712395, 0, 0, 
[2025-10-20 11:39:17.035744] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [141] 1760974757035633, 0.368151, 0.113105, -0.230287, -0.321835, 0.701594, 0.712508, 0.00120572, -0.00985902, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.037685] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [143] 1760974757037624, 0.370142, 0.113119, -0.230217, -0.321892, 0.701465, 0.712635, 0.00127713, -0.00983163, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.039953] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [144] 1760974757039838, 0.372356, 0.113119, -0.230217, -0.321892, 0.701465, 0.712635, 0.00127713, -0.00983163, 0, 0.00700909, -0.00570968, 0.0362992, 0, 0, 
[2025-10-20 11:39:17.042218] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [145] 1760974757042108, 0.374626, 0.113119, -0.230217, -0.321892, 0.701465, 0.712635, 0.00127713, -0.00983163, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.045185] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [146] 1760974757045080, 0.377598, 0.113119, -0.230217, -0.321892, 0.701465, 0.712635, 0.00127713, -0.00983163, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.047977] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [148] 1760974757047901, 0.380419, 0.113122, -0.230221, -0.321893, 0.701479, 0.712621, 0.00125957, -0.00983365, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.050753] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [149] 1760974757050642, 0.38316, 0.113122, -0.230221, -0.321893, 0.701479, 0.712621, 0.00125957, -0.00983365, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.053492] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [150] 1760974757053386, 0.385904, 0.113122, -0.230221, -0.321893, 0.701479, 0.712621, 0.00125957, -0.00983365, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.056001] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [151] 1760974757055889, 0.388407, 0.113122, -0.230221, -0.321893, 0.701479, 0.712621, 0.00125957, -0.00983365, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.058470] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [153] 1760974757058368, 0.390886, 0.113133, -0.230189, -0.32197, 0.701221, 0.712875, 0.00134752, -0.0098308, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.061347] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [154] 1760974757061234, 0.393752, 0.113133, -0.230189, -0.32197, 0.701221, 0.712875, 0.00134752, -0.0098308, 0, 0.00319273, -0.00769508, 0.0725627, 0, 0, 
[2025-10-20 11:39:17.063837] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [155] 1760974757063726, 0.396244, 0.113133, -0.230189, -0.32197, 0.701221, 0.712875, 0.00134752, -0.0098308, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.066716] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [156] 1760974757066606, 0.399124, 0.113133, -0.230189, -0.32197, 0.701221, 0.712875, 0.00134752, -0.0098308, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.069368] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [158] 1760974757069251, 0.401769, 0.113106, -0.230234, -0.321887, 0.701402, 0.712697, 0.00129819, -0.00980193, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.072031] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [159] 1760974757071919, 0.404437, 0.113106, -0.230234, -0.321887, 0.701402, 0.712697, 0.00129819, -0.00980193, -0.00274349, -0.00441921, 0.0082256, -0.0507474, 0, 0, 
[2025-10-20 11:39:17.074557] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [160] 1760974757074449, 0.406967, 0.113106, -0.230234, -0.321887, 0.701402, 0.712697, 0.00129819, -0.00980193, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.077321] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [161] 1760974757077237, 0.409755, 0.113091, -0.230281, -0.321819, 0.701579, 0.712523, 0.00127308, -0.00982973, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.080260] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [163] 1760974757080148, 0.412666, 0.113091, -0.230281, -0.321819, 0.701579, 0.712523, 0.00127308, -0.00982973, 0, -0.00476427, 0.0068654, -0.0496864, 0, 0, 
[2025-10-20 11:39:17.082788] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [164] 1760974757082681, 0.415199, 0.113091, -0.230281, -0.321819, 0.701579, 0.712523, 0.00127308, -0.00982973, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.085720] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [165] 1760974757085610, 0.418128, 0.113091, -0.230281, -0.321819, 0.701579, 0.712523, 0.00127308, -0.00982973, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.088282] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [167] 1760974757088170, 0.420688, 0.113103, -0.230245, -0.321886, 0.701476, 0.712624, 0.00132636, -0.00979245, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.091618] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [168] 1760974757091507, 0.424025, 0.113103, -0.230245, -0.321886, 0.701476, 0.712624, 0.00132636, -0.00979245, 0, 0.00361411, -0.00668161, 0, 0, 0, 
[2025-10-20 11:39:17.094107] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [169] 1760974757093998, 0.426516, 0.113103, -0.230245, -0.321886, 0.701476, 0.712624, 0.00132636, -0.00979245, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.097114] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [170] 1760974757096989, 0.429507, 0.113103, -0.230245, -0.321886, 0.701476, 0.712624, 0.00132636, -0.00979245, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.099640] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [172] 1760974757099529, 0.432047, 0.11312, -0.230227, -0.321866, 0.701435, 0.712665, 0.00129147, -0.0097846, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.102701] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [173] 1760974757102593, 0.435111, 0.11312, -0.230227, -0.321866, 0.701435, 0.712665, 0.00129147, -0.0097846, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.105086] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [174] 1760974757104970, 0.437488, 0.11312, -0.230227, -0.321866, 0.701435, 0.712665, 0.00129147, -0.0097846, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.108850] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [176] 1760974757108738, 0.441256, 0.113117, -0.230233, -0.321864, 0.701436, 0.712664, 0.00128086, -0.00979456, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.111246] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [177] 1760974757111108, 0.443626, 0.113117, -0.230233, -0.321864, 0.701436, 0.712664, 0.00128086, -0.00979456, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.113853] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [178] 1760974757113744, 0.446262, 0.113117, -0.230233, -0.321864, 0.701436, 0.712664, 0.00128086, -0.00979456, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.116615] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [179] 1760974757116506, 0.449024, 0.113117, -0.230233, -0.321864, 0.701436, 0.712664, 0.00128086, -0.00979456, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.119166] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [181] 1760974757119053, 0.451571, 0.113137, -0.230183, -0.321971, 0.701136, 0.712959, 0.00136483, -0.00979987, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.122135] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [182] 1760974757122024, 0.454542, 0.113137, -0.230183, -0.321971, 0.701136, 0.712959, 0.00136483, -0.00979987, 0, 0.00499287, -0.0107312, 0.0842929, 0, 0, 
[2025-10-20 11:39:17.124726] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [183] 1760974757124594, 0.457112, 0.113137, -0.230183, -0.321971, 0.701136, 0.712959, 0.00136483, -0.00979987, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.127351] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [184] 1760974757127266, 0.459784, 0.113138, -0.230178, -0.321981, 0.70114, 0.712954, 0.00137104, -0.0098745, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.130207] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [186] 1760974757130094, 0.462612, 0.113138, -0.230178, -0.321981, 0.70114, 0.712954, 0.00137104, -0.0098745, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.132655] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [187] 1760974757132550, 0.465068, 0.113138, -0.230178, -0.321981, 0.70114, 0.712954, 0.00137104, -0.0098745, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.135442] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [188] 1760974757135331, 0.467849, 0.113138, -0.230178, -0.321981, 0.70114, 0.712954, 0.00137104, -0.0098745, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.137912] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [190] 1760974757137855, 0.470373, 0.113121, -0.230206, -0.321876, 0.701433, 0.712667, 0.00128976, -0.00976237, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.140765] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [191] 1760974757140653, 0.473171, 0.113121, -0.230206, -0.321876, 0.701433, 0.712667, 0.00128976, -0.00976237, 0, -0.0027573, 0.0104632, -0.081718, 0, 0, 
[2025-10-20 11:39:17.143277] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [192] 1760974757143166, 0.475684, 0.113121, -0.230206, -0.321876, 0.701433, 0.712667, 0.00128976, -0.00976237, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.145917] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [193] 1760974757145814, 0.478332, 0.113121, -0.230206, -0.321876, 0.701433, 0.712667, 0.00128976, -0.00976237, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.148704] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [195] 1760974757148589, 0.481107, 0.113123, -0.23021, -0.321876, 0.70145, 0.71265, 0.00131657, -0.00978635, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.151583] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [196] 1760974757151473, 0.483991, 0.113123, -0.23021, -0.321876, 0.70145, 0.71265, 0.00131657, -0.00978635, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.153918] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [197] 1760974757153811, 0.486329, 0.113123, -0.23021, -0.321876, 0.70145, 0.71265, 0.00131657, -0.00978635, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.156514] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [198] 1760974757156402, 0.48892, 0.113123, -0.23021, -0.321876, 0.70145, 0.71265, 0.00131657, -0.00978635, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.159003] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [200] 1760974757158883, 0.491401, 0.113122, -0.230208, -0.32187, 0.701453, 0.712648, 0.001316, -0.00974128, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.161816] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [201] 1760974757161708, 0.494226, 0.113122, -0.230208, -0.32187, 0.701453, 0.712648, 0.001316, -0.00974128, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.164440] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [202] 1760974757164331, 0.496849, 0.113122, -0.230208, -0.32187, 0.701453, 0.712648, 0.001316, -0.00974128, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.167033] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [203] 1760974757166925, 0.499443, 0.113126, -0.23021, -0.321865, 0.701437, 0.712664, 0.00128987, -0.00977157, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.169825] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [205] 1760974757169677, 0.502195, 0.113126, -0.23021, -0.321865, 0.701437, 0.712664, 0.00128987, -0.00977157, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.172303] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [206] 1760974757172196, 0.504714, 0.113126, -0.23021, -0.321865, 0.701437, 0.712664, 0.00128987, -0.00977157, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.175193] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [207] 1760974757175077, 0.507595, 0.113126, -0.23021, -0.321865, 0.701437, 0.712664, 0.00128987, -0.00977157, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.178021] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [209] 1760974757177932, 0.51045, 0.113119, -0.230233, -0.321877, 0.701471, 0.712629, 0.00127509, -0.00979558, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.181987] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [210] 1760974757181874, 0.514392, 0.113119, -0.230233, -0.321877, 0.701471, 0.712629, 0.00127509, -0.00979558, 0, -0.00228599, 0, 0, 0, 0, 
[2025-10-20 11:39:17.183400] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [211] 1760974757183291, 0.515809, 0.113119, -0.230233, -0.321877, 0.701471, 0.712629, 0.00127509, -0.00979558, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.186036] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [212] 1760974757185930, 0.518448, 0.113119, -0.230233, -0.321877, 0.701471, 0.712629, 0.00127509, -0.00979558, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.190179] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [214] 1760974757190067, 0.522585, 0.113145, -0.230194, -0.321984, 0.701149, 0.712945, 0.00131132, -0.00987923, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.191574] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [215] 1760974757191470, 0.523988, 0.113145, -0.230194, -0.321984, 0.701149, 0.712945, 0.00131132, -0.00987923, 0.0026493, 0.00389085, -0.0106885, 0.0899434, 0, 0, 
[2025-10-20 11:39:17.194552] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [216] 1760974757194445, 0.526963, 0.113145, -0.230194, -0.321984, 0.701149, 0.712945, 0.00131132, -0.00987923, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.196823] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [217] 1760974757196691, 0.529209, 0.113127, -0.230202, -0.321937, 0.701224, 0.712872, 0.00131095, -0.00983426, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.199467] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [219] 1760974757199356, 0.531874, 0.113127, -0.230202, -0.321937, 0.701224, 0.712872, 0.00131095, -0.00983426, 0, 0, 0.0046122, 0, 0, 0, 
[2025-10-20 11:39:17.202048] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [220] 1760974757201940, 0.534458, 0.113127, -0.230202, -0.321937, 0.701224, 0.712872, 0.00131095, -0.00983426, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.204826] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [221] 1760974757204714, 0.537232, 0.113127, -0.230202, -0.321937, 0.701224, 0.712872, 0.00131095, -0.00983426, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.207439] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [222] 1760974757207354, 0.539872, 0.113112, -0.230235, -0.321907, 0.701338, 0.712759, 0.00129091, -0.00989154, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.210235] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [224] 1760974757210123, 0.542641, 0.113112, -0.230235, -0.321907, 0.701338, 0.712759, 0.00129091, -0.00989154, 0, -0.0032641, 0.00302419, 0, 0, 0, 
[2025-10-20 11:39:17.212902] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [225] 1760974757212794, 0.545312, 0.113112, -0.230235, -0.321907, 0.701338, 0.712759, 0.00129091, -0.00989154, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.215580] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [226] 1760974757215467, 0.547985, 0.113112, -0.230235, -0.321907, 0.701338, 0.712759, 0.00129091, -0.00989154, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.218170] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [228] 1760974757218074, 0.550592, 0.113107, -0.230242, -0.32189, 0.701409, 0.71269, 0.00129089, -0.00982396, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.220868] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [229] 1760974757220758, 0.553276, 0.113107, -0.230242, -0.32189, 0.701409, 0.71269, 0.00129089, -0.00982396, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.223474] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [230] 1760974757223366, 0.555884, 0.113107, -0.230242, -0.32189, 0.701409, 0.71269, 0.00129089, -0.00982396, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.226202] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [231] 1760974757226092, 0.55861, 0.113107, -0.230242, -0.32189, 0.701409, 0.71269, 0.00129089, -0.00982396, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.228871] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [233] 1760974757228754, 0.561272, 0.113093, -0.230255, -0.321866, 0.701479, 0.712622, 0.00128359, -0.00979272, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.231563] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [234] 1760974757231453, 0.563971, 0.113093, -0.230255, -0.321866, 0.701479, 0.712622, 0.00128359, -0.00979272, 0, 0, 0.00240712, 0, 0, 0, 
[2025-10-20 11:39:17.234122] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [235] 1760974757234011, 0.566529, 0.113093, -0.230255, -0.321866, 0.701479, 0.712622, 0.00128359, -0.00979272, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.237220] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [236] 1760974757237099, 0.569617, 0.113093, -0.230255, -0.321866, 0.701479, 0.712622, 0.00128359, -0.00979272, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.239845] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [238] 1760974757239676, 0.572194, 0.113102, -0.230223, -0.32189, 0.701484, 0.712616, 0.00134894, -0.00983052, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.242657] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [239] 1760974757242550, 0.575068, 0.113102, -0.230223, -0.32189, 0.701484, 0.712616, 0.00134894, -0.00983052, 0, 0.00321768, -0.00232686, 0, 0, 0, 
[2025-10-20 11:39:17.245532] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [240] 1760974757245420, 0.577938, 0.113102, -0.230223, -0.32189, 0.701484, 0.712616, 0.00134894, -0.00983052, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.248139] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [242] 1760974757248040, 0.580558, 0.113087, -0.230267, -0.321829, 0.70156, 0.712541, 0.00124863, -0.00982202, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.252343] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [243] 1760974757252232, 0.58475, 0.113087, -0.230267, -0.321829, 0.70156, 0.712541, 0.00124863, -0.00982202, 0, -0.00447304, 0.00605135, 0, 0, 0, 
[2025-10-20 11:39:17.255621] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [244] 1760974757255510, 0.588028, 0.113087, -0.230267, -0.321829, 0.70156, 0.712541, 0.00124863, -0.00982202, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.258547] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [246] 1760974757258434, 0.590952, 0.113095, -0.230273, -0.321824, 0.701571, 0.712531, 0.00120717, -0.00981728, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.261365] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [247] 1760974757261254, 0.593772, 0.113095, -0.230273, -0.321824, 0.701571, 0.712531, 0.00120717, -0.00981728, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.263929] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [248] 1760974757263824, 0.596342, 0.113095, -0.230273, -0.321824, 0.701571, 0.712531, 0.00120717, -0.00981728, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.267646] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [249] 1760974757267559, 0.600077, 0.113095, -0.230272, -0.321822, 0.701567, 0.712534, 0.00118973, -0.00989696, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.270487] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [251] 1760974757270374, 0.602892, 0.113095, -0.230272, -0.321822, 0.701567, 0.712534, 0.00118973, -0.00989696, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.273135] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [252] 1760974757272977, 0.605495, 0.113095, -0.230272, -0.321822, 0.701567, 0.712534, 0.00118973, -0.00989696, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.276088] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [253] 1760974757275978, 0.608496, 0.113095, -0.230272, -0.321822, 0.701567, 0.712534, 0.00118973, -0.00989696, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.278645] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [255] 1760974757278529, 0.611047, 0.113096, -0.230269, -0.32182, 0.701577, 0.712525, 0.0012067, -0.00982181, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.281461] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [256] 1760974757281353, 0.613871, 0.113096, -0.230269, -0.32182, 0.701577, 0.712525, 0.0012067, -0.00982181, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.284168] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [257] 1760974757284062, 0.61658, 0.113096, -0.230269, -0.32182, 0.701577, 0.712525, 0.0012067, -0.00982181, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.286924] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [258] 1760974757286805, 0.619323, 0.113103, -0.23027, -0.32181, 0.701553, 0.712549, 0.00119609, -0.00981808, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.289614] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [260] 1760974757289502, 0.62202, 0.113103, -0.23027, -0.32181, 0.701553, 0.712549, 0.00119609, -0.00981808, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.292174] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [261] 1760974757292069, 0.624587, 0.113103, -0.23027, -0.32181, 0.701553, 0.712549, 0.00119609, -0.00981808, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.295473] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [262] 1760974757295362, 0.62788, 0.113103, -0.23027, -0.32181, 0.701553, 0.712549, 0.00119609, -0.00981808, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.297298] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [263] 1760974757297211, 0.629729, 0.113095, -0.230271, -0.321808, 0.701553, 0.712548, 0.00120002, -0.00983441, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.300280] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [265] 1760974757300167, 0.632685, 0.113095, -0.230271, -0.321808, 0.701553, 0.712548, 0.00120002, -0.00983441, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.302683] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [266] 1760974757302575, 0.635093, 0.113095, -0.230271, -0.321808, 0.701553, 0.712548, 0.00120002, -0.00983441, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.305760] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [267] 1760974757305651, 0.638169, 0.113095, -0.230271, -0.321808, 0.701553, 0.712548, 0.00120002, -0.00983441, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.308387] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [269] 1760974757308266, 0.640784, 0.113101, -0.230271, -0.321808, 0.701551, 0.71255, 0.0012097, -0.00985404, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.311079] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [270] 1760974757310972, 0.64349, 0.113101, -0.230271, -0.321808, 0.701551, 0.71255, 0.0012097, -0.00985404, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:39:17.313625] [0x0000007f82ffc9a0] [MocapTag] [0x00000b4b] [271] 1760974757313508, 0.646026, 0.113101, -0.230271, -0.321808, 0.701551, 0.71255, 0.0012097, -0.00985404, 0, 0, 0, 0, 0, 0, 
