[2025-10-20 11:47:29.379077] [0x0000007fa38ea7c0] [MocapTag] [0x0000199d] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 11:47:54.300548] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11810] 1760975274300455, 24.9751, 0.191847, -0.0227532, -1.26702, 0.66743, 0.670488, -0.236731, -0.221225, -0.0317063, -0.024325, 0, 0.0378489, 0, 0, 
[2025-10-20 11:47:54.302692] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11811] 1760975274302581, 24.9772, 0.191847, -0.0227532, -1.26702, 0.66743, 0.670488, -0.236731, -0.221225, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.305422] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11812] 1760975274305309, 24.9799, 0.191847, -0.0227532, -1.26702, 0.66743, 0.670488, -0.236731, -0.221225, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.307993] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11813] 1760975274307878, 24.9825, 0.191588, -0.023002, -1.26714, 0.66715, 0.670655, -0.236982, -0.221298, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.311107] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11815] 1760975274310987, 24.9856, 0.191588, -0.023002, -1.26714, 0.66715, 0.670655, -0.236982, -0.221298, -0.0259051, -0.0248751, -0.0121451, 0.0872016, 0.0473201, -0.0570774, 
[2025-10-20 11:47:54.313547] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11816] 1760975274313437, 24.988, 0.191588, -0.023002, -1.26714, 0.66715, 0.670655, -0.236982, -0.221298, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.316086] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11817] 1760975274315974, 24.9906, 0.191588, -0.023002, -1.26714, 0.66715, 0.670655, -0.236982, -0.221298, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.318749] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11818] 1760975274318634, 24.9932, 0.191347, -0.0232078, -1.26721, 0.666825, 0.670865, -0.237142, -0.221468, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.321469] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11820] 1760975274321362, 24.996, 0.191347, -0.0232078, -1.26721, 0.666825, 0.670865, -0.237142, -0.221468, -0.0240549, -0.0205859, -0.00677157, 0.0910401, 0.0481308, 0, 
[2025-10-20 11:47:54.323972] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11821] 1760975274323858, 24.9985, 0.191347, -0.0232078, -1.26721, 0.666825, 0.670865, -0.237142, -0.221468, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.326796] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11822] 1760975274326676, 25.0013, 0.191146, -0.0234616, -1.26732, 0.666394, 0.671165, -0.237305, -0.221683, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.329505] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11823] 1760975274329419, 25.004, 0.191146, -0.0234616, -1.26732, 0.666394, 0.671165, -0.237305, -0.221683, -0.020101, -0.0253746, -0.0116473, 0.122201, 0.0549555, -0.0350207, 
[2025-10-20 11:47:54.332069] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11825] 1760975274331958, 25.0066, 0.191146, -0.0234616, -1.26732, 0.666394, 0.671165, -0.237305, -0.221683, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.336187] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11826] 1760975274336068, 25.0107, 0.191146, -0.0234616, -1.26732, 0.666394, 0.671165, -0.237305, -0.221683, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.337451] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11827] 1760975274337332, 25.0119, 0.19099, -0.0237605, -1.26746, 0.665971, 0.671453, -0.237519, -0.221849, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.340015] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11828] 1760975274339926, 25.0145, 0.19099, -0.0237605, -1.26746, 0.665971, 0.671453, -0.237519, -0.221849, -0.0155911, -0.0298904, -0.0130748, 0.124848, 0.0552475, -0.0508072, 
[2025-10-20 11:47:54.342644] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11830] 1760975274342531, 25.0171, 0.19099, -0.0237605, -1.26746, 0.665971, 0.671453, -0.237519, -0.221849, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.345159] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11831] 1760975274345049, 25.0197, 0.19099, -0.0237605, -1.26746, 0.665971, 0.671453, -0.237519, -0.221849, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.347941] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11832] 1760975274347822, 25.0224, 0.190819, -0.0240397, -1.26755, 0.665568, 0.671726, -0.237569, -0.222179, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.350597] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11834] 1760975274350496, 25.0251, 0.190819, -0.0240397, -1.26755, 0.665568, 0.671726, -0.237569, -0.222179, -0.0171653, -0.0279181, -0.00950126, 0.099802, 0.0557542, 0, 
[2025-10-20 11:47:54.353099] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11835] 1760975274352954, 25.0276, 0.190819, -0.0240397, -1.26755, 0.665568, 0.671726, -0.237569, -0.222179, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.356194] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11836] 1760975274356078, 25.0307, 0.190819, -0.0240397, -1.26755, 0.665568, 0.671726, -0.237569, -0.222179, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.358859] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11837] 1760975274358746, 25.0333, 0.190671, -0.0243199, -1.2676, 0.665299, 0.671924, -0.237564, -0.222394, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.361574] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11839] 1760975274361447, 25.036, 0.190671, -0.0243199, -1.2676, 0.665299, 0.671924, -0.237564, -0.222394, -0.0148138, -0.0280266, -0.00471806, 0.0671625, 0, 0, 
[2025-10-20 11:47:54.364062] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11840] 1760975274363949, 25.0386, 0.190671, -0.0243199, -1.2676, 0.665299, 0.671924, -0.237564, -0.222394, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.366700] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11841] 1760975274366592, 25.0412, 0.190506, -0.0245982, -1.26766, 0.665031, 0.672123, -0.2374, -0.222766, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.369510] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11842] 1760975274369398, 25.044, 0.190506, -0.0245982, -1.26766, 0.665031, 0.672123, -0.2374, -0.222766, -0.0164998, -0.027831, -0.00635366, 0.0487089, 0, 0.0627935, 
[2025-10-20 11:47:54.372262] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11844] 1760975274372149, 25.0468, 0.190506, -0.0245982, -1.26766, 0.665031, 0.672123, -0.2374, -0.222766, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.374961] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11845] 1760975274374844, 25.0494, 0.190506, -0.0245982, -1.26766, 0.665031, 0.672123, -0.2374, -0.222766, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.377644] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11846] 1760975274377532, 25.0521, 0.190394, -0.0249029, -1.26783, 0.664711, 0.672392, -0.23726, -0.223064, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.380211] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11848] 1760975274380131, 25.0547, 0.190394, -0.0249029, -1.26783, 0.664711, 0.672392, -0.23726, -0.223064, -0.0111286, -0.0304657, -0.0171643, 0.0749946, 0, 0.0394, 
[2025-10-20 11:47:54.382879] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11849] 1760975274382767, 25.0574, 0.190394, -0.0249029, -1.26783, 0.664711, 0.672392, -0.23726, -0.223064, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.385403] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11850] 1760975274385297, 25.0599, 0.190394, -0.0249029, -1.26783, 0.664711, 0.672392, -0.23726, -0.223064, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.387546] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11851] 1760975274387431, 25.062, 0.190355, -0.0252048, -1.26808, 0.66431, 0.672553, -0.237562, -0.223448, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.391105] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11853] 1760975274390989, 25.0656, 0.190355, -0.0252048, -1.26808, 0.66431, 0.672553, -0.237562, -0.223448, -0.003967, -0.0301909, -0.0245299, 0.0933528, 0.101656, 0, 
[2025-10-20 11:47:54.393743] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11854] 1760975274393628, 25.0682, 0.190355, -0.0252048, -1.26808, 0.66431, 0.672553, -0.237562, -0.223448, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.396412] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11855] 1760975274396259, 25.0709, 0.190355, -0.0252048, -1.26808, 0.66431, 0.672553, -0.237562, -0.223448, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.398909] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11856] 1760975274398793, 25.0734, 0.190214, -0.0255571, -1.26814, 0.664117, 0.672784, -0.23696, -0.223965, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.401686] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11858] 1760975274401570, 25.0762, 0.190214, -0.0255571, -1.26814, 0.664117, 0.672784, -0.23696, -0.223965, -0.014032, -0.0352288, -0.00663778, 0, 0, 0.165598, 
[2025-10-20 11:47:54.404054] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11859] 1760975274403941, 25.0785, 0.190214, -0.0255571, -1.26814, 0.664117, 0.672784, -0.23696, -0.223965, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.407403] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11860] 1760975274407286, 25.0819, 0.190827, -0.0250346, -1.26887, 0.663179, 0.675038, -0.234523, -0.222523, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.409591] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11861] 1760975274409503, 25.0841, 0.190827, -0.0250346, -1.26887, 0.663179, 0.675038, -0.234523, -0.222523, 0.0612467, 0.0522538, -0.0721902, 0.467491, -0.584471, 0, 
[2025-10-20 11:47:54.412144] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11863] 1760975274412010, 25.0866, 0.190827, -0.0250346, -1.26887, 0.663179, 0.675038, -0.234523, -0.222523, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.414850] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11864] 1760975274414725, 25.0893, 0.190827, -0.0250346, -1.26887, 0.663179, 0.675038, -0.234523, -0.222523, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.417392] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11865] 1760975274417277, 25.0919, 0.190144, -0.0262672, -1.26849, 0.663913, 0.672825, -0.23671, -0.224711, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.420350] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11867] 1760975274420242, 25.0948, 0.190144, -0.0262672, -1.26849, 0.663913, 0.672825, -0.23671, -0.224711, -0.0682665, -0.123263, 0.0374936, -0.482237, 0.659955, 0.154655, 
[2025-10-20 11:47:54.422590] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11868] 1760975274422477, 25.0971, 0.190144, -0.0262672, -1.26849, 0.663913, 0.672825, -0.23671, -0.224711, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.425175] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11869] 1760975274425063, 25.0997, 0.190144, -0.0262672, -1.26849, 0.663913, 0.672825, -0.23671, -0.224711, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.428002] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11870] 1760975274427888, 25.1025, 0.190156, -0.0266389, -1.26871, 0.663865, 0.672875, -0.236516, -0.224907, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.430842] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11872] 1760975274430726, 25.1053, 0.190156, -0.0266389, -1.26871, 0.663865, 0.672875, -0.236516, -0.224907, 0, -0.0371729, -0.0215774, 0, 0, 0.060433, 
[2025-10-20 11:47:54.433384] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11873] 1760975274433273, 25.1079, 0.190156, -0.0266389, -1.26871, 0.663865, 0.672875, -0.236516, -0.224907, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.436101] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11874] 1760975274435989, 25.1106, 0.190156, -0.0266389, -1.26871, 0.663865, 0.672875, -0.236516, -0.224907, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.438645] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11875] 1760975274438531, 25.1131, 0.190271, -0.0270355, -1.26907, 0.663704, 0.672869, -0.236873, -0.225022, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.441617] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11877] 1760975274441501, 25.1161, 0.190271, -0.0270355, -1.26907, 0.663704, 0.672869, -0.236873, -0.225022, 0.0115134, -0.0396597, -0.0364637, 0.0421762, 0.069958, -0.0518657, 
[2025-10-20 11:47:54.444085] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11878] 1760975274443976, 25.1186, 0.190271, -0.0270355, -1.26907, 0.663704, 0.672869, -0.236873, -0.225022, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.446705] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11879] 1760975274446594, 25.1212, 0.190372, -0.0273895, -1.26919, 0.663646, 0.672888, -0.23681, -0.225205, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.449968] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11881] 1760975274449912, 25.1245, 0.190372, -0.0273895, -1.26919, 0.663646, 0.672888, -0.23681, -0.225205, 0.0100599, -0.0353991, -0.0116039, 0, 0, 0.0367949, 
[2025-10-20 11:47:54.452458] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11882] 1760975274452345, 25.1269, 0.190372, -0.0273895, -1.26919, 0.663646, 0.672888, -0.23681, -0.225205, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.455155] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11883] 1760975274455049, 25.1297, 0.190372, -0.0273895, -1.26919, 0.663646, 0.672888, -0.23681, -0.225205, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.457730] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11884] 1760975274457617, 25.1322, 0.191162, -0.0266894, -1.26995, 0.662485, 0.675731, -0.233601, -0.223455, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.460307] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11886] 1760975274460239, 25.1348, 0.191162, -0.0266894, -1.26995, 0.662485, 0.675731, -0.233601, -0.223455, 0.0789962, 0.0700077, -0.0762328, 0.574827, -0.74625, 0, 
[2025-10-20 11:47:54.463016] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11887] 1760975274462862, 25.1375, 0.191162, -0.0266894, -1.26995, 0.662485, 0.675731, -0.233601, -0.223455, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.465705] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11888] 1760975274465593, 25.1402, 0.191162, -0.0266894, -1.26995, 0.662485, 0.675731, -0.233601, -0.223455, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.468274] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11889] 1760975274468151, 25.1428, 0.191253, -0.027217, -1.26992, 0.6627, 0.675148, -0.23421, -0.223942, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.470949] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11891] 1760975274470867, 25.1455, 0.191253, -0.027217, -1.26992, 0.6627, 0.675148, -0.23421, -0.223942, 0.00908061, -0.0527534, 0.00326507, -0.123799, 0.164968, 0, 
[2025-10-20 11:47:54.473596] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11892] 1760975274473475, 25.1481, 0.191253, -0.027217, -1.26992, 0.6627, 0.675148, -0.23421, -0.223942, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.476157] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11893] 1760975274476049, 25.1507, 0.191573, -0.0273058, -1.27033, 0.66268, 0.67622, -0.231722, -0.223351, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.478786] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11894] 1760975274478667, 25.1533, 0.191573, -0.0273058, -1.27033, 0.66268, 0.67622, -0.231722, -0.223351, 0.032025, -0.0088875, -0.0409528, 0.0636339, -0.457817, 0.269919, 
[2025-10-20 11:47:54.481577] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11896] 1760975274481496, 25.1561, 0.191573, -0.0273058, -1.27033, 0.66268, 0.67622, -0.231722, -0.223351, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.484216] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11897] 1760975274484099, 25.1587, 0.191573, -0.0273058, -1.27033, 0.66268, 0.67622, -0.231722, -0.223351, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.486718] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11898] 1760975274486607, 25.1612, 0.191764, -0.0278806, -1.27053, 0.662369, 0.675963, -0.232992, -0.223732, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.489390] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11899] 1760975274489277, 25.1639, 0.191764, -0.0278806, -1.27053, 0.662369, 0.675963, -0.232992, -0.223732, 0.0191572, -0.0574797, -0.0201875, 0.0665665, 0.244552, -0.159785, 
[2025-10-20 11:47:54.491848] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11901] 1760975274491730, 25.1663, 0.191764, -0.0278806, -1.27053, 0.662369, 0.675963, -0.232992, -0.223732, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.494481] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11902] 1760975274494371, 25.169, 0.191764, -0.0278806, -1.27053, 0.662369, 0.675963, -0.232992, -0.223732, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.497169] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11903] 1760975274497051, 25.1717, 0.191927, -0.0284379, -1.27061, 0.662194, 0.675879, -0.233415, -0.224065, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.499796] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11904] 1760975274499707, 25.1743, 0.191927, -0.0284379, -1.27061, 0.662194, 0.675879, -0.233415, -0.224065, 0.0162364, -0.0557255, -0.00846659, 0, 0.112611, 0, 
[2025-10-20 11:47:54.502228] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11906] 1760975274502116, 25.1767, 0.191927, -0.0284379, -1.27061, 0.662194, 0.675879, -0.233415, -0.224065, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.504790] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11907] 1760975274504682, 25.1793, 0.191927, -0.0284379, -1.27061, 0.662194, 0.675879, -0.233415, -0.224065, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.507517] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11908] 1760975274507397, 25.182, 0.192114, -0.0290334, -1.27045, 0.66257, 0.675087, -0.234289, -0.224427, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.510639] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11910] 1760975274510548, 25.1852, 0.192114, -0.0290334, -1.27045, 0.66257, 0.675087, -0.234289, -0.224427, 0.0187661, -0.0595459, 0.0159984, -0.163257, 0.185704, 0, 
[2025-10-20 11:47:54.512834] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11911] 1760975274512721, 25.1873, 0.192114, -0.0290334, -1.27045, 0.66257, 0.675087, -0.234289, -0.224427, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.515412] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11912] 1760975274515295, 25.1899, 0.192114, -0.0290334, -1.27045, 0.66257, 0.675087, -0.234289, -0.224427, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.518142] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11913] 1760975274518026, 25.1926, 0.192461, -0.0292696, -1.27062, 0.662811, 0.675438, -0.232857, -0.22415, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.520663] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11915] 1760975274520608, 25.1952, 0.192461, -0.0292696, -1.27062, 0.662811, 0.675438, -0.232857, -0.22415, 0.034631, -0.0236215, -0.0164587, -0.0545263, -0.253206, 0.195612, 
[2025-10-20 11:47:54.523275] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11916] 1760975274523152, 25.1978, 0.192461, -0.0292696, -1.27062, 0.662811, 0.675438, -0.232857, -0.22415, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.525937] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11917] 1760975274525828, 25.2004, 0.192461, -0.0292696, -1.27062, 0.662811, 0.675438, -0.232857, -0.22415, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.528798] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11918] 1760975274528684, 25.2033, 0.191653, -0.03111, -1.26988, 0.663798, 0.672318, -0.236045, -0.227253, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.531725] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11920] 1760975274531613, 25.2062, 0.191653, -0.03111, -1.26988, 0.663798, 0.672318, -0.236045, -0.227253, -0.0808103, -0.184048, 0.0743016, -0.670826, 0.947052, 0.203763, 
[2025-10-20 11:47:54.534030] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11921] 1760975274533922, 25.2085, 0.191653, -0.03111, -1.26988, 0.663798, 0.672318, -0.236045, -0.227253, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.536729] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11922] 1760975274536605, 25.2112, 0.191967, -0.0315909, -1.27012, 0.663773, 0.672171, -0.236347, -0.227448, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.539258] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11923] 1760975274539146, 25.2137, 0.191967, -0.0315909, -1.27012, 0.663773, 0.672171, -0.236347, -0.227448, 0.0314434, -0.048083, -0.0249378, 0, 0.0742435, 0, 
[2025-10-20 11:47:54.541731] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11925] 1760975274541620, 25.2162, 0.191967, -0.0315909, -1.27012, 0.663773, 0.672171, -0.236347, -0.227448, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.544720] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11926] 1760975274544610, 25.2192, 0.191967, -0.0315909, -1.27012, 0.663773, 0.672171, -0.236347, -0.227448, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.547187] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11927] 1760975274547073, 25.2217, 0.192273, -0.0320827, -1.27028, 0.663837, 0.672099, -0.236199, -0.227625, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.549972] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11928] 1760975274549858, 25.2245, 0.192273, -0.0320827, -1.27028, 0.663837, 0.672099, -0.236199, -0.227625, 0.0305655, -0.0491803, -0.0159645, -0.0422597, 0, 0.0633486, 
[2025-10-20 11:47:54.552356] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11930] 1760975274552244, 25.2268, 0.192273, -0.0320827, -1.27028, 0.663837, 0.672099, -0.236199, -0.227625, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.555723] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11931] 1760975274555613, 25.2302, 0.192273, -0.0320827, -1.27028, 0.663837, 0.672099, -0.236199, -0.227625, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.557519] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11932] 1760975274557402, 25.232, 0.192542, -0.0325896, -1.27032, 0.663974, 0.67205, -0.235654, -0.227936, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.560863] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11934] 1760975274560804, 25.2354, 0.192542, -0.0325896, -1.27032, 0.663974, 0.67205, -0.235654, -0.227936, 0.0269015, -0.0506947, -0.00310987, -0.0829577, 0, 0.1574, 
[2025-10-20 11:47:54.563491] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11935] 1760975274563371, 25.238, 0.192542, -0.0325896, -1.27032, 0.663974, 0.67205, -0.235654, -0.227936, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.565941] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11936] 1760975274565831, 25.2404, 0.192542, -0.0325896, -1.27032, 0.663974, 0.67205, -0.235654, -0.227936, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.568551] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11937] 1760975274568428, 25.243, 0.192856, -0.03311, -1.27047, 0.664045, 0.671922, -0.235491, -0.228272, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:47:54.571190] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11939] 1760975274571069, 25.2457, 0.192856, -0.03311, -1.27047, 0.664045, 0.671922, -0.235491, -0.228272, 0.0314256, -0.0520342, -0.0158441, -0.0628233, 0, 0.0960963, 
[2025-10-20 11:47:54.573553] [0x0000007f8afc29a0] [MocapTag] [0x0000199d] [11940] 1760975274573444, 25.248, 0.192856, -0.03311, -1.27047, 0.664045, 0.671922, -0.235491, -0.228272, 0, 0, 0, 0, 0, 0, 
