[2025-10-20 11:43:20.239275] [0x0000007f899507c0] [MocapTag] [0x00001265] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2025-10-20 11:43:53.233604] [0x0000007f850299a0] [MocapTag] [0x00001265] [15634] 1760975033233542, 33.042, 0.179821, -0.251206, -0.321744, 0.666509, 0.670616, -0.239784, -0.220327, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.236554] [0x0000007f850299a0] [MocapTag] [0x00001265] [15635] 1760975033236442, 33.0449, 0.179821, -0.251206, -0.321744, 0.666509, 0.670616, -0.239784, -0.220327, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.238957] [0x0000007f850299a0] [MocapTag] [0x00001265] [15636] 1760975033238849, 33.0473, 0.176601, -0.250913, -0.325399, 0.667796, 0.671328, -0.228958, -0.22571, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.241987] [0x0000007f850299a0] [MocapTag] [0x00001265] [15637] 1760975033241872, 33.0503, 0.176601, -0.250913, -0.325399, 0.667796, 0.671328, -0.228958, -0.22571, -0.322038, 0.0292243, -0.365477, -1.04963, -0.796574, 2.78945, 
[2025-10-20 11:43:53.244524] [0x0000007f850299a0] [MocapTag] [0x00001265] [15639] 1760975033244409, 33.0529, 0.176601, -0.250913, -0.325399, 0.667796, 0.671328, -0.228958, -0.22571, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.247044] [0x0000007f850299a0] [MocapTag] [0x00001265] [15640] 1760975033246928, 33.0554, 0.176236, -0.250163, -0.326396, 0.668731, 0.669964, -0.229617, -0.226326, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.249766] [0x0000007f850299a0] [MocapTag] [0x00001265] [15641] 1760975033249608, 33.0581, 0.176236, -0.250163, -0.326396, 0.668731, 0.669964, -0.229617, -0.226326, -0.036492, 0.0750608, -0.0997834, -0.384617, 0.191498, 0.123714, 
[2025-10-20 11:43:53.253618] [0x0000007f850299a0] [MocapTag] [0x00001265] [15643] 1760975033253550, 33.062, 0.176236, -0.250163, -0.326396, 0.668731, 0.669964, -0.229617, -0.226326, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.255383] [0x0000007f850299a0] [MocapTag] [0x00001265] [15644] 1760975033255271, 33.0637, 0.176236, -0.250163, -0.326396, 0.668731, 0.669964, -0.229617, -0.226326, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.257955] [0x0000007f850299a0] [MocapTag] [0x00001265] [15645] 1760975033257849, 33.0663, 0.176353, -0.248999, -0.326458, 0.669467, 0.670221, -0.226674, -0.226353, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.261045] [0x0000007f850299a0] [MocapTag] [0x00001265] [15646] 1760975033260927, 33.0694, 0.176353, -0.248999, -0.326458, 0.669467, 0.670221, -0.226674, -0.226353, 0.011693, 0.116431, -0.00619994, -0.252509, -0.434607, 0.530166, 
[2025-10-20 11:43:53.264016] [0x0000007f850299a0] [MocapTag] [0x00001265] [15647] 1760975033263930, 33.0724, 0.176353, -0.248999, -0.326458, 0.669467, 0.670221, -0.226674, -0.226353, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.266464] [0x0000007f850299a0] [MocapTag] [0x00001265] [15649] 1760975033266302, 33.0748, 0.176353, -0.248999, -0.326458, 0.669467, 0.670221, -0.226674, -0.226353, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.271078] [0x0000007f850299a0] [MocapTag] [0x00001265] [15650] 1760975033270968, 33.0794, 0.174834, -0.252128, -0.329359, 0.671324, 0.662741, -0.228504, -0.240591, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.272206] [0x0000007f850299a0] [MocapTag] [0x00001265] [15651] 1760975033272092, 33.0806, 0.174834, -0.252128, -0.329359, 0.671324, 0.662741, -0.228504, -0.240591, -0.151812, -0.312937, -0.290032, -2.34023, 2.38552, 2.68053, 
[2025-10-20 11:43:53.274986] [0x0000007f850299a0] [MocapTag] [0x00001265] [15653] 1760975033274875, 33.0833, 0.174834, -0.252128, -0.329359, 0.671324, 0.662741, -0.228504, -0.240591, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.277399] [0x0000007f850299a0] [MocapTag] [0x00001265] [15654] 1760975033277286, 33.0858, 0.175716, -0.25336, -0.326296, 0.667442, 0.665645, -0.235183, -0.23691, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.280352] [0x0000007f850299a0] [MocapTag] [0x00001265] [15655] 1760975033280233, 33.0887, 0.175716, -0.25336, -0.326296, 0.667442, 0.665645, -0.235183, -0.23691, 0.0881953, -0.123179, 0.306279, 1.78162, 0.467181, -2.17808, 
[2025-10-20 11:43:53.283496] [0x0000007f850299a0] [MocapTag] [0x00001265] [15657] 1760975033283439, 33.0919, 0.175716, -0.25336, -0.326296, 0.667442, 0.665645, -0.235183, -0.23691, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.285637] [0x0000007f850299a0] [MocapTag] [0x00001265] [15658] 1760975033285523, 33.094, 0.175716, -0.25336, -0.326296, 0.667442, 0.665645, -0.235183, -0.23691, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.288099] [0x0000007f850299a0] [MocapTag] [0x00001265] [15659] 1760975033287980, 33.0964, 0.175912, -0.252416, -0.324149, 0.669844, 0.665327, -0.233789, -0.232361, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.290951] [0x0000007f850299a0] [MocapTag] [0x00001265] [15660] 1760975033290834, 33.0993, 0.175912, -0.252416, -0.324149, 0.669844, 0.665327, -0.233789, -0.232361, 0.0195701, 0.0943743, 0.214653, -0.272298, -0.890058, -0.380029, 
[2025-10-20 11:43:53.293386] [0x0000007f850299a0] [MocapTag] [0x00001265] [15662] 1760975033293333, 33.1018, 0.175912, -0.252416, -0.324149, 0.669844, 0.665327, -0.233789, -0.232361, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.296152] [0x0000007f850299a0] [MocapTag] [0x00001265] [15663] 1760975033296034, 33.1045, 0.175912, -0.252416, -0.324149, 0.669844, 0.665327, -0.233789, -0.232361, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.299005] [0x0000007f850299a0] [MocapTag] [0x00001265] [15664] 1760975033298893, 33.1074, 0.177406, -0.249894, -0.320764, 0.669325, 0.668116, -0.23267, -0.226914, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.301688] [0x0000007f850299a0] [MocapTag] [0x00001265] [15665] 1760975033301572, 33.11, 0.177406, -0.249894, -0.320764, 0.669325, 0.668116, -0.23267, -0.226914, 0.149408, 0.252238, 0.338539, 0.816023, -0.982815, -0.931153, 
[2025-10-20 11:43:53.304396] [0x0000007f850299a0] [MocapTag] [0x00001265] [15667] 1760975033304304, 33.1128, 0.177406, -0.249894, -0.320764, 0.669325, 0.668116, -0.23267, -0.226914, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.306890] [0x0000007f850299a0] [MocapTag] [0x00001265] [15668] 1760975033306776, 33.1152, 0.175671, -0.244301, -0.320118, 0.666266, 0.67328, -0.223737, -0.229618, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.309573] [0x0000007f850299a0] [MocapTag] [0x00001265] [15669] 1760975033309466, 33.1179, 0.175671, -0.244301, -0.320118, 0.666266, 0.67328, -0.223737, -0.229618, -0.173532, 0.5593, 0.064624, 0.716567, -0.927395, 1.4971, 
[2025-10-20 11:43:53.312373] [0x0000007f850299a0] [MocapTag] [0x00001265] [15670] 1760975033312258, 33.1207, 0.175671, -0.244301, -0.320118, 0.666266, 0.67328, -0.223737, -0.229618, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.316270] [0x0000007f850299a0] [MocapTag] [0x00001265] [15672] 1760975033316157, 33.1246, 0.175671, -0.244301, -0.320118, 0.666266, 0.67328, -0.223737, -0.229618, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.318891] [0x0000007f850299a0] [MocapTag] [0x00001265] [15673] 1760975033318781, 33.1272, 0.175066, -0.242988, -0.321929, 0.664874, 0.675006, -0.221907, -0.230361, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.321062] [0x0000007f850299a0] [MocapTag] [0x00001265] [15674] 1760975033320949, 33.1294, 0.175066, -0.242988, -0.321929, 0.664874, 0.675006, -0.221907, -0.230361, -0.0604409, 0.13127, -0.181115, 0.378978, -0.158679, 0.256561, 
[2025-10-20 11:43:53.323478] [0x0000007f850299a0] [MocapTag] [0x00001265] [15676] 1760975033323420, 33.1319, 0.175066, -0.242988, -0.321929, 0.664874, 0.675006, -0.221907, -0.230361, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.326678] [0x0000007f850299a0] [MocapTag] [0x00001265] [15677] 1760975033326566, 33.135, 0.175066, -0.242988, -0.321929, 0.664874, 0.675006, -0.221907, -0.230361, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.328580] [0x0000007f850299a0] [MocapTag] [0x00001265] [15678] 1760975033328475, 33.1369, 0.174152, -0.242212, -0.323878, 0.66447, 0.675575, -0.220118, -0.231572, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.332118] [0x0000007f850299a0] [MocapTag] [0x00001265] [15679] 1760975033332002, 33.1405, 0.174152, -0.242212, -0.323878, 0.66447, 0.675575, -0.220118, -0.231572, -0.0914443, 0.0775641, -0.194867, 0, -0.0827789, 0.450269, 
[2025-10-20 11:43:53.334743] [0x0000007f850299a0] [MocapTag] [0x00001265] [15681] 1760975033334631, 33.1431, 0.174152, -0.242212, -0.323878, 0.66447, 0.675575, -0.220118, -0.231572, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.337224] [0x0000007f850299a0] [MocapTag] [0x00001265] [15682] 1760975033337113, 33.1456, 0.172837, -0.241866, -0.325074, 0.665129, 0.674913, -0.218211, -0.233409, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.339950] [0x0000007f850299a0] [MocapTag] [0x00001265] [15683] 1760975033339835, 33.1483, 0.172837, -0.241866, -0.325074, 0.665129, 0.674913, -0.218211, -0.233409, -0.13146, 0.0345876, -0.119642, -0.434983, 0, 0.705458, 
[2025-10-20 11:43:53.342445] [0x0000007f850299a0] [MocapTag] [0x00001265] [15684] 1760975033342330, 33.1508, 0.172837, -0.241866, -0.325074, 0.665129, 0.674913, -0.218211, -0.233409, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.345027] [0x0000007f850299a0] [MocapTag] [0x00001265] [15686] 1760975033344912, 33.1534, 0.172837, -0.241866, -0.325074, 0.665129, 0.674913, -0.218211, -0.233409, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.347757] [0x0000007f850299a0] [MocapTag] [0x00001265] [15687] 1760975033347646, 33.1561, 0.172347, -0.241117, -0.325028, 0.665696, 0.674366, -0.21697, -0.234528, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.350576] [0x0000007f850299a0] [MocapTag] [0x00001265] [15688] 1760975033350456, 33.1589, 0.172347, -0.241117, -0.325028, 0.665696, 0.674366, -0.21697, -0.234528, -0.0490754, 0.0748883, 0.00457064, -0.321066, 0, 0.460416, 
[2025-10-20 11:43:53.353417] [0x0000007f850299a0] [MocapTag] [0x00001265] [15690] 1760975033353359, 33.1618, 0.172347, -0.241117, -0.325028, 0.665696, 0.674366, -0.21697, -0.234528, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.355879] [0x0000007f850299a0] [MocapTag] [0x00001265] [15691] 1760975033355768, 33.1642, 0.172347, -0.241117, -0.325028, 0.665696, 0.674366, -0.21697, -0.234528, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.358337] [0x0000007f850299a0] [MocapTag] [0x00001265] [15692] 1760975033358230, 33.1667, 0.171778, -0.240476, -0.324068, 0.665136, 0.674432, -0.217449, -0.235482, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.361238] [0x0000007f850299a0] [MocapTag] [0x00001265] [15693] 1760975033361122, 33.1696, 0.171778, -0.240476, -0.324068, 0.665136, 0.674432, -0.217449, -0.235482, -0.0569038, 0.0641426, 0.0960567, 0.0754356, 0.215328, 0.0458183, 
[2025-10-20 11:43:53.363768] [0x0000007f850299a0] [MocapTag] [0x00001265] [15695] 1760975033363686, 33.1722, 0.171778, -0.240476, -0.324068, 0.665136, 0.674432, -0.217449, -0.235482, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.366426] [0x0000007f850299a0] [MocapTag] [0x00001265] [15696] 1760975033366277, 33.1747, 0.171331, -0.239566, -0.323056, 0.664282, 0.675429, -0.216502, -0.235908, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.369031] [0x0000007f850299a0] [MocapTag] [0x00001265] [15697] 1760975033368917, 33.1774, 0.171331, -0.239566, -0.323056, 0.664282, 0.675429, -0.216502, -0.235908, -0.0446305, 0.0909975, 0.101168, 0.234818, -0.0735462, 0.125561, 
[2025-10-20 11:43:53.371559] [0x0000007f850299a0] [MocapTag] [0x00001265] [15698] 1760975033371444, 33.1799, 0.171331, -0.239566, -0.323056, 0.664282, 0.675429, -0.216502, -0.235908, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.374286] [0x0000007f850299a0] [MocapTag] [0x00001265] [15700] 1760975033374174, 33.1826, 0.171331, -0.239566, -0.323056, 0.664282, 0.675429, -0.216502, -0.235908, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.376808] [0x0000007f850299a0] [MocapTag] [0x00001265] [15701] 1760975033376695, 33.1852, 0.170699, -0.239088, -0.322512, 0.664362, 0.675384, -0.215173, -0.237022, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.380223] [0x0000007f850299a0] [MocapTag] [0x00001265] [15702] 1760975033380112, 33.1886, 0.170699, -0.239088, -0.322512, 0.664362, 0.675384, -0.215173, -0.237022, -0.063218, 0.0477881, 0.054395, -0.159574, 0, 0.418456, 
[2025-10-20 11:43:53.382759] [0x0000007f850299a0] [MocapTag] [0x00001265] [15703] 1760975033382635, 33.1911, 0.170699, -0.239088, -0.322512, 0.664362, 0.675384, -0.215173, -0.237022, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.385897] [0x0000007f850299a0] [MocapTag] [0x00001265] [15705] 1760975033385784, 33.1942, 0.170699, -0.239088, -0.322512, 0.664362, 0.675384, -0.215173, -0.237022, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.388003] [0x0000007f850299a0] [MocapTag] [0x00001265] [15706] 1760975033387892, 33.1964, 0.170379, -0.23861, -0.322837, 0.664347, 0.675818, -0.213415, -0.237418, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.390796] [0x0000007f850299a0] [MocapTag] [0x00001265] [15707] 1760975033390676, 33.1991, 0.170379, -0.23861, -0.322837, 0.664347, 0.675818, -0.213415, -0.237418, -0.0319896, 0.0478157, -0.0325426, -0.0431299, -0.201231, 0.335537, 
[2025-10-20 11:43:53.393328] [0x0000007f850299a0] [MocapTag] [0x00001265] [15708] 1760975033393240, 33.2017, 0.170379, -0.23861, -0.322837, 0.664347, 0.675818, -0.213415, -0.237418, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.395907] [0x0000007f850299a0] [MocapTag] [0x00001265] [15710] 1760975033395792, 33.2043, 0.170379, -0.23861, -0.322837, 0.664347, 0.675818, -0.213415, -0.237418, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.398355] [0x0000007f850299a0] [MocapTag] [0x00001265] [15711] 1760975033398244, 33.2067, 0.170133, -0.238466, -0.323757, 0.663946, 0.676189, -0.213024, -0.237836, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.401183] [0x0000007f850299a0] [MocapTag] [0x00001265] [15712] 1760975033401066, 33.2095, 0.170133, -0.238466, -0.323757, 0.663946, 0.676189, -0.213024, -0.237836, -0.0246415, 0.0143651, -0.0919325, 0.0840783, 0, 0.0926048, 
[2025-10-20 11:43:53.403624] [0x0000007f850299a0] [MocapTag] [0x00001265] [15713] 1760975033403536, 33.212, 0.170133, -0.238466, -0.323757, 0.663946, 0.676189, -0.213024, -0.237836, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.406262] [0x0000007f850299a0] [MocapTag] [0x00001265] [15715] 1760975033406150, 33.2146, 0.170241, -0.238194, -0.324527, 0.663927, 0.676456, -0.212643, -0.237469, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.408992] [0x0000007f850299a0] [MocapTag] [0x00001265] [15716] 1760975033408879, 33.2173, 0.170241, -0.238194, -0.324527, 0.663927, 0.676456, -0.212643, -0.237469, 0.0108511, 0.0272364, -0.0770279, 0.0496387, -0.110871, 0, 
[2025-10-20 11:43:53.411577] [0x0000007f850299a0] [MocapTag] [0x00001265] [15717] 1760975033411460, 33.2199, 0.170241, -0.238194, -0.324527, 0.663927, 0.676456, -0.212643, -0.237469, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.414120] [0x0000007f850299a0] [MocapTag] [0x00001265] [15718] 1760975033414047, 33.2225, 0.170241, -0.238194, -0.324527, 0.663927, 0.676456, -0.212643, -0.237469, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.416755] [0x0000007f850299a0] [MocapTag] [0x00001265] [15720] 1760975033416641, 33.2251, 0.170645, -0.238139, -0.324744, 0.663862, 0.676544, -0.213128, -0.236965, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.419368] [0x0000007f850299a0] [MocapTag] [0x00001265] [15721] 1760975033419260, 33.2277, 0.170645, -0.238139, -0.324744, 0.663862, 0.676544, -0.213128, -0.236965, 0.0403417, 0.00547075, -0.0216692, 0.0815392, 0, -0.174978, 
[2025-10-20 11:43:53.422095] [0x0000007f850299a0] [MocapTag] [0x00001265] [15722] 1760975033421982, 33.2304, 0.170645, -0.238139, -0.324744, 0.663862, 0.676544, -0.213128, -0.236965, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.424632] [0x0000007f850299a0] [MocapTag] [0x00001265] [15724] 1760975033424515, 33.233, 0.170645, -0.238139, -0.324744, 0.663862, 0.676544, -0.213128, -0.236965, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.427487] [0x0000007f850299a0] [MocapTag] [0x00001265] [15725] 1760975033427379, 33.2358, 0.170738, -0.238691, -0.324424, 0.663307, 0.676393, -0.215353, -0.236939, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.430424] [0x0000007f850299a0] [MocapTag] [0x00001265] [15726] 1760975033430308, 33.2388, 0.170738, -0.238691, -0.324424, 0.663307, 0.676393, -0.215353, -0.236939, 0.00928126, -0.0551521, 0.0319545, 0.19021, 0.327528, -0.399566, 
[2025-10-20 11:43:53.432908] [0x0000007f850299a0] [MocapTag] [0x00001265] [15727] 1760975033432823, 33.2413, 0.170738, -0.238691, -0.324424, 0.663307, 0.676393, -0.215353, -0.236939, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.435782] [0x0000007f850299a0] [MocapTag] [0x00001265] [15729] 1760975033435669, 33.2441, 0.170738, -0.238691, -0.324424, 0.663307, 0.676393, -0.215353, -0.236939, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.438359] [0x0000007f850299a0] [MocapTag] [0x00001265] [15730] 1760975033438247, 33.2467, 0.171329, -0.238982, -0.324094, 0.663478, 0.676568, -0.214867, -0.236397, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.441074] [0x0000007f850299a0] [MocapTag] [0x00001265] [15731] 1760975033440957, 33.2494, 0.171329, -0.238982, -0.324094, 0.663478, 0.676568, -0.214867, -0.236397, 0.0591726, -0.0290636, 0.0329849, 0, -0.153339, 0, 
[2025-10-20 11:43:53.443646] [0x0000007f850299a0] [MocapTag] [0x00001265] [15733] 1760975033443555, 33.252, 0.171329, -0.238982, -0.324094, 0.663478, 0.676568, -0.214867, -0.236397, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.447049] [0x0000007f850299a0] [MocapTag] [0x00001265] [15734] 1760975033446934, 33.2554, 0.171329, -0.238982, -0.324094, 0.663478, 0.676568, -0.214867, -0.236397, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.448964] [0x0000007f850299a0] [MocapTag] [0x00001265] [15735] 1760975033448852, 33.2573, 0.171573, -0.239571, -0.322948, 0.664653, 0.675333, -0.215904, -0.235684, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.451876] [0x0000007f850299a0] [MocapTag] [0x00001265] [15736] 1760975033451763, 33.2602, 0.171573, -0.239571, -0.322948, 0.664653, 0.675333, -0.215904, -0.235684, 0.0244119, -0.0589047, 0.114667, -0.307047, 0.042069, -0.157838, 
[2025-10-20 11:43:53.454362] [0x0000007f850299a0] [MocapTag] [0x00001265] [15738] 1760975033454250, 33.2627, 0.171573, -0.239571, -0.322948, 0.664653, 0.675333, -0.215904, -0.235684, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.456896] [0x0000007f850299a0] [MocapTag] [0x00001265] [15739] 1760975033456780, 33.2652, 0.171948, -0.240208, -0.322607, 0.665292, 0.674833, -0.21631, -0.234939, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.459593] [0x0000007f850299a0] [MocapTag] [0x00001265] [15740] 1760975033459485, 33.268, 0.171948, -0.240208, -0.322607, 0.665292, 0.674833, -0.21631, -0.234939, 0.0374789, -0.0637352, 0.0340489, -0.12567, -0.0532568, -0.129394, 
[2025-10-20 11:43:53.462202] [0x0000007f850299a0] [MocapTag] [0x00001265] [15741] 1760975033462088, 33.2706, 0.171948, -0.240208, -0.322607, 0.665292, 0.674833, -0.21631, -0.234939, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.464960] [0x0000007f850299a0] [MocapTag] [0x00001265] [15743] 1760975033464840, 33.2733, 0.171948, -0.240208, -0.322607, 0.665292, 0.674833, -0.21631, -0.234939, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.469026] [0x0000007f850299a0] [MocapTag] [0x00001265] [15744] 1760975033468915, 33.2774, 0.172453, -0.240776, -0.322788, 0.665939, 0.674421, -0.216616, -0.234006, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.470388] [0x0000007f850299a0] [MocapTag] [0x00001265] [15745] 1760975033470263, 33.2787, 0.172453, -0.240776, -0.322788, 0.665939, 0.674421, -0.216616, -0.234006, 0.0504912, -0.05686, -0.0180308, -0.106633, -0.0960112, -0.149285, 
[2025-10-20 11:43:53.472939] [0x0000007f850299a0] [MocapTag] [0x00001265] [15746] 1760975033472819, 33.2813, 0.172453, -0.240776, -0.322788, 0.665939, 0.674421, -0.216616, -0.234006, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.475624] [0x0000007f850299a0] [MocapTag] [0x00001265] [15748] 1760975033475506, 33.284, 0.172453, -0.240776, -0.322788, 0.665939, 0.674421, -0.216616, -0.234006, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.478140] [0x0000007f850299a0] [MocapTag] [0x00001265] [15749] 1760975033478030, 33.2865, 0.173129, -0.24128, -0.323252, 0.666312, 0.674201, -0.217295, -0.232947, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.480900] [0x0000007f850299a0] [MocapTag] [0x00001265] [15750] 1760975033480784, 33.2893, 0.173129, -0.24128, -0.323252, 0.666312, 0.674201, -0.217295, -0.232947, 0.0676051, -0.0503594, -0.0464222, 0, -0.0582576, -0.25904, 
[2025-10-20 11:43:53.483362] [0x0000007f850299a0] [MocapTag] [0x00001265] [15751] 1760975033483251, 33.2917, 0.173129, -0.24128, -0.323252, 0.666312, 0.674201, -0.217295, -0.232947, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.486051] [0x0000007f850299a0] [MocapTag] [0x00001265] [15753] 1760975033485927, 33.2944, 0.173129, -0.24128, -0.323252, 0.666312, 0.674201, -0.217295, -0.232947, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.488487] [0x0000007f850299a0] [MocapTag] [0x00001265] [15754] 1760975033488376, 33.2968, 0.173755, -0.241859, -0.323476, 0.666708, 0.673985, -0.217922, -0.231852, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.491583] [0x0000007f850299a0] [MocapTag] [0x00001265] [15755] 1760975033491468, 33.2999, 0.173755, -0.241859, -0.323476, 0.666708, 0.673985, -0.217922, -0.231852, 0.0625791, -0.0579322, -0.0223763, 0, -0.0714779, -0.255345, 
[2025-10-20 11:43:53.494053] [0x0000007f850299a0] [MocapTag] [0x00001265] [15757] 1760975033493949, 33.3024, 0.173755, -0.241859, -0.323476, 0.666708, 0.673985, -0.217922, -0.231852, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.496681] [0x0000007f850299a0] [MocapTag] [0x00001265] [15758] 1760975033496568, 33.305, 0.174464, -0.2425, -0.323152, 0.667292, 0.673469, -0.218964, -0.230685, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.499800] [0x0000007f850299a0] [MocapTag] [0x00001265] [15759] 1760975033499643, 33.3081, 0.174464, -0.2425, -0.323152, 0.667292, 0.673469, -0.218964, -0.230685, 0.0709169, -0.0640896, 0.0323367, -0.0598669, 0, -0.309568, 
[2025-10-20 11:43:53.502341] [0x0000007f850299a0] [MocapTag] [0x00001265] [15760] 1760975033502227, 33.3107, 0.174464, -0.2425, -0.323152, 0.667292, 0.673469, -0.218964, -0.230685, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.505052] [0x0000007f850299a0] [MocapTag] [0x00001265] [15762] 1760975033504934, 33.3134, 0.174464, -0.2425, -0.323152, 0.667292, 0.673469, -0.218964, -0.230685, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.507617] [0x0000007f850299a0] [MocapTag] [0x00001265] [15763] 1760975033507507, 33.316, 0.175911, -0.242785, -0.322113, 0.66708, 0.673568, -0.221083, -0.228981, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.510266] [0x0000007f850299a0] [MocapTag] [0x00001265] [15764] 1760975033510145, 33.3186, 0.175911, -0.242785, -0.322113, 0.66708, 0.673568, -0.221083, -0.228981, 0.144721, -0.0284519, 0.103873, 0.26741, 0.0607252, -0.659949, 
[2025-10-20 11:43:53.513068] [0x0000007f850299a0] [MocapTag] [0x00001265] [15765] 1760975033512948, 33.3214, 0.175911, -0.242785, -0.322113, 0.66708, 0.673568, -0.221083, -0.228981, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.517224] [0x0000007f850299a0] [MocapTag] [0x00001265] [15767] 1760975033517110, 33.3256, 0.175911, -0.242785, -0.322113, 0.66708, 0.673568, -0.221083, -0.228981, 0, 0, 0, 0, 0, 0, 
[2025-10-20 11:43:53.518295] [0x0000007f850299a0] [MocapTag] [0x00001265] [15768] 1760975033518187, 33.3267, 0.176615, -0.243293, -0.321548, 0.667559, 0.673157, -0.222173, -0.227736, 0, 0, 0, 0, 0, 0, 
