[2024-06-21 10:38:07.336511] [0x0000007faff34010] [MocapTag] [0x000021f9] [2] Mocap timestamp, Mocap time [s], Mocap position x [m], Mocap position y [m], Mocap position z [m], Mocap Quaternion q0 [-], Mocap Quaternion q1 [-], Mocap Quaternion q2 [-], Mocap Quaternion q3 [-], Mocap Velocity x [m/s], Mocap Velocity y [m/s], Mocap Velocity z [m/s], Mocap Angular velocity x [rad/s], Mocap Angular velocity y [rad/s], Mocap Angular velocity z [rad/s], 
[2024-06-21 10:38:35.453862] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12558] 1718980715453749, 28.1805, 0.060714, -0.250295, -0.610831, -0.940501, -0.0110581, -0.00530777, 0.339569, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.456596] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12559] 1718980715456483, 28.1833, 0.060714, -0.250295, -0.610831, -0.940501, -0.0110581, -0.00530777, 0.339569, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.460746] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12561] 1718980715460631, 28.1874, 0.0610036, -0.250134, -0.605801, -0.94053, -0.0110808, -0.00563674, 0.339482, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.463467] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12562] 1718980715463345, 28.1901, 0.0610036, -0.250134, -0.605801, -0.94053, -0.0110808, -0.00563674, 0.339482, 0.0289524, 0.0161166, 0.503039, 0, -0.0605623, 0, 
[2024-06-21 10:38:35.466233] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12563] 1718980715466143, 28.1929, 0.0610036, -0.250134, -0.605801, -0.94053, -0.0110808, -0.00563674, 0.339482, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.468732] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12565] 1718980715468610, 28.1954, 0.0612351, -0.249943, -0.60088, -0.940534, -0.0114497, -0.00567875, 0.339458, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.471526] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12566] 1718980715471410, 28.1982, 0.0612351, -0.249943, -0.60088, -0.940534, -0.0114497, -0.00567875, 0.339458, 0.0231545, 0.019105, 0.492089, 0.0722647, 0, 0, 
[2024-06-21 10:38:35.474213] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12567] 1718980715474106, 28.2009, 0.0612351, -0.249943, -0.60088, -0.940534, -0.0114497, -0.00567875, 0.339458, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.477733] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12568] 1718980715477644, 28.2044, 0.0612351, -0.249943, -0.60088, -0.940534, -0.0114497, -0.00567875, 0.339458, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.480378] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12570] 1718980715480268, 28.2071, 0.0614527, -0.249792, -0.596299, -0.940606, -0.0129585, -0.00612076, 0.339197, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.483127] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12571] 1718980715483010, 28.2098, 0.0614527, -0.249792, -0.596299, -0.940606, -0.0129585, -0.00612076, 0.339197, 0.0217575, 0.0151034, 0.458061, 0.313807, 0, -0.0539839, 
[2024-06-21 10:38:35.485907] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12572] 1718980715485787, 28.2126, 0.0614527, -0.249792, -0.596299, -0.940606, -0.0129585, -0.00612076, 0.339197, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.489683] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12574] 1718980715489563, 28.2163, 0.0616814, -0.249533, -0.591104, -0.940532, -0.0116175, -0.00627303, 0.339448, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.492805] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12575] 1718980715492686, 28.2195, 0.0616814, -0.249533, -0.591104, -0.940532, -0.0116175, -0.00627303, 0.339448, 0.0228686, 0.0259466, 0.519477, -0.241899, -0.11894, 0.0536442, 
[2024-06-21 10:38:35.495468] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12576] 1718980715495354, 28.2221, 0.0616814, -0.249533, -0.591104, -0.940532, -0.0116175, -0.00627303, 0.339448, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.497944] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12578] 1718980715497887, 28.2247, 0.0619297, -0.249318, -0.586225, -0.940568, -0.0115598, -0.00656635, 0.339344, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.500747] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12579] 1718980715500626, 28.2274, 0.0619297, -0.249318, -0.586225, -0.940568, -0.0115598, -0.00656635, 0.339344, 0.0248313, 0.0214467, 0.487971, 0, -0.059385, 0, 
[2024-06-21 10:38:35.503191] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12580] 1718980715503080, 28.2299, 0.0619297, -0.249318, -0.586225, -0.940568, -0.0115598, -0.00656635, 0.339344, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.506201] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12581] 1718980715506087, 28.2329, 0.0619297, -0.249318, -0.586225, -0.940568, -0.0115598, -0.00656635, 0.339344, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.509342] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12583] 1718980715509220, 28.236, 0.0622036, -0.249152, -0.581604, -0.940651, -0.0127194, -0.00688201, 0.339068, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.512067] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12584] 1718980715511942, 28.2387, 0.0622036, -0.249152, -0.581604, -0.940651, -0.0127194, -0.00688201, 0.339068, 0.0273923, 0.016598, 0.462037, 0.239491, 0, -0.0573337, 
[2024-06-21 10:38:35.514518] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12585] 1718980715514386, 28.2412, 0.0622036, -0.249152, -0.581604, -0.940651, -0.0127194, -0.00688201, 0.339068, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.516967] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12586] 1718980715516857, 28.2436, 0.0624349, -0.248945, -0.576775, -0.940672, -0.0124959, -0.00704316, 0.339014, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.519739] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12588] 1718980715519619, 28.2464, 0.0624349, -0.248945, -0.576775, -0.940672, -0.0124959, -0.00704316, 0.339014, 0.0231271, 0.0207106, 0.482962, 0, -0.0456389, 0, 
[2024-06-21 10:38:35.524130] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12589] 1718980715524018, 28.2508, 0.0624349, -0.248945, -0.576775, -0.940672, -0.0124959, -0.00704316, 0.339014, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.526928] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12590] 1718980715526809, 28.2536, 0.0624349, -0.248945, -0.576775, -0.940672, -0.0124959, -0.00704316, 0.339014, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.529436] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12592] 1718980715529318, 28.2561, 0.0626676, -0.248718, -0.571956, -0.940705, -0.0121864, -0.00715415, 0.338932, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.532096] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12593] 1718980715531979, 28.2588, 0.0626676, -0.248718, -0.571956, -0.940705, -0.0121864, -0.00715415, 0.338932, 0.0232693, 0.0227603, 0.481883, -0.0507593, -0.042113, 0, 
[2024-06-21 10:38:35.534589] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12594] 1718980715534474, 28.2613, 0.0626676, -0.248718, -0.571956, -0.940705, -0.0121864, -0.00715415, 0.338932, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.537233] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12595] 1718980715537119, 28.2639, 0.062925, -0.2485, -0.567162, -0.941045, -0.012135, -0.00673238, 0.337998, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.541460] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12597] 1718980715541346, 28.2681, 0.062925, -0.2485, -0.567162, -0.941045, -0.012135, -0.00673238, 0.337998, 0.0257433, 0.0217757, 0.479401, -0.0386953, 0.073147, -0.200045, 
[2024-06-21 10:38:35.543900] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12598] 1718980715543788, 28.2706, 0.062925, -0.2485, -0.567162, -0.941045, -0.012135, -0.00673238, 0.337998, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.547105] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12599] 1718980715546990, 28.2738, 0.062925, -0.2485, -0.567162, -0.941045, -0.012135, -0.00673238, 0.337998, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.549764] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12601] 1718980715549648, 28.2764, 0.063131, -0.248246, -0.562404, -0.940947, -0.0118126, -0.0063776, 0.338287, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.552217] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12602] 1718980715552102, 28.2789, 0.063131, -0.248246, -0.562404, -0.940947, -0.0118126, -0.0063776, 0.338287, 0.0205999, 0.0253847, 0.475771, -0.0845671, 0.045783, 0.0602543, 
[2024-06-21 10:38:35.556865] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12603] 1718980715556753, 28.2835, 0.063131, -0.248246, -0.562404, -0.940947, -0.0118126, -0.0063776, 0.338287, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.559340] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12605] 1718980715559226, 28.286, 0.0633202, -0.24801, -0.557804, -0.940931, -0.0117305, -0.00625682, 0.338338, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.561950] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12606] 1718980715561836, 28.2886, 0.0633202, -0.24801, -0.557804, -0.940931, -0.0117305, -0.00625682, 0.338338, 0.0189155, 0.0235946, 0.459988, 0, 0, 0, 
[2024-06-21 10:38:35.564445] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12607] 1718980715564333, 28.2911, 0.0633202, -0.24801, -0.557804, -0.940931, -0.0117305, -0.00625682, 0.338338, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.567689] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12608] 1718980715567619, 28.2944, 0.0636548, -0.247634, -0.552803, -0.940824, -0.00980322, -0.00712949, 0.338678, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.569770] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12610] 1718980715569650, 28.2964, 0.0636548, -0.247634, -0.552803, -0.940824, -0.00980322, -0.00712949, 0.338678, 0.0334617, 0.0376435, 0.500128, -0.303411, -0.293824, 0.0739992, 
[2024-06-21 10:38:35.573861] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12611] 1718980715573739, 28.3005, 0.0636548, -0.247634, -0.552803, -0.940824, -0.00980322, -0.00712949, 0.338678, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.576460] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12612] 1718980715576330, 28.3031, 0.0636548, -0.247634, -0.552803, -0.940824, -0.00980322, -0.00712949, 0.338678, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.579130] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12614] 1718980715578974, 28.3058, 0.0639053, -0.24736, -0.548155, -0.940827, -0.00943021, -0.00697973, 0.338685, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.581864] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12615] 1718980715581736, 28.3085, 0.0639053, -0.24736, -0.548155, -0.940827, -0.00943021, -0.00697973, 0.338685, 0.025052, 0.0273501, 0.464783, -0.0803471, 0, 0, 
[2024-06-21 10:38:35.584296] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12616] 1718980715584185, 28.311, 0.0639053, -0.24736, -0.548155, -0.940827, -0.00943021, -0.00697973, 0.338685, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.588908] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12618] 1718980715588842, 28.3156, 0.0639053, -0.24736, -0.548155, -0.940827, -0.00943021, -0.00697973, 0.338685, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.591970] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12619] 1718980715591860, 28.3186, 0.0641471, -0.247069, -0.54357, -0.940844, -0.00900765, -0.0069189, 0.33865, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.594247] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12620] 1718980715594130, 28.3209, 0.0641471, -0.247069, -0.54357, -0.940844, -0.00900765, -0.0069189, 0.33865, 0.024176, 0.0290896, 0.458524, -0.0836611, 0, 0, 
[2024-06-21 10:38:35.596918] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12621] 1718980715596796, 28.3236, 0.0641471, -0.247069, -0.54357, -0.940844, -0.00900765, -0.0069189, 0.33865, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.599351] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12623] 1718980715599224, 28.326, 0.0643378, -0.246783, -0.538994, -0.94088, -0.00859535, -0.00699267, 0.338558, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.603629] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12624] 1718980715603506, 28.3303, 0.0643378, -0.246783, -0.538994, -0.94088, -0.00859535, -0.00699267, 0.338558, 0.0190749, 0.0286234, 0.457621, -0.07267, -0.0420154, 0, 
[2024-06-21 10:38:35.606408] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12625] 1718980715606294, 28.3331, 0.0643378, -0.246783, -0.538994, -0.94088, -0.00859535, -0.00699267, 0.338558, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.609286] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12627] 1718980715609138, 28.3359, 0.0645774, -0.246439, -0.534496, -0.940897, -0.00817329, -0.0070139, 0.338521, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.611675] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12628] 1718980715611551, 28.3383, 0.0645774, -0.246439, -0.534496, -0.940897, -0.00817329, -0.0070139, 0.338521, 0.0239587, 0.034394, 0.449822, -0.0780344, 0, 0, 
[2024-06-21 10:38:35.614322] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12629] 1718980715614195, 28.341, 0.0645774, -0.246439, -0.534496, -0.940897, -0.00817329, -0.0070139, 0.338521, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.618697] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12631] 1718980715618570, 28.3454, 0.0645774, -0.246439, -0.534496, -0.940897, -0.00817329, -0.0070139, 0.338521, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.621245] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12632] 1718980715621130, 28.3479, 0.0648298, -0.246111, -0.530041, -0.940965, -0.00784597, -0.00693338, 0.338342, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.623942] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12633] 1718980715623826, 28.3506, 0.0648298, -0.246111, -0.530041, -0.940965, -0.00784597, -0.00693338, 0.338342, 0.0252363, 0.0327752, 0.44544, -0.0671864, 0, -0.0384808, 
[2024-06-21 10:38:35.626582] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12634] 1718980715626461, 28.3532, 0.0648298, -0.246111, -0.530041, -0.940965, -0.00784597, -0.00693338, 0.338342, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.629295] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12636] 1718980715629187, 28.356, 0.0651227, -0.245825, -0.52563, -0.941043, -0.00775687, -0.00705602, 0.338125, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.633445] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12637] 1718980715633318, 28.3601, 0.0651227, -0.245825, -0.52563, -0.941043, -0.00775687, -0.00705602, 0.338125, 0.0292987, 0.0285895, 0.441109, 0, 0, -0.0458956, 
[2024-06-21 10:38:35.634902] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12638] 1718980715634789, 28.3616, 0.0651227, -0.245825, -0.52563, -0.941043, -0.00775687, -0.00705602, 0.338125, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.637514] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12639] 1718980715637433, 28.3642, 0.0653336, -0.245485, -0.521264, -0.941057, -0.00719005, -0.00659143, 0.338109, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.640586] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12641] 1718980715640411, 28.3672, 0.0653336, -0.245485, -0.521264, -0.941057, -0.00719005, -0.00659143, 0.338109, 0.0210894, 0.0340548, 0.436574, -0.13814, 0.0490691, 0, 
[2024-06-21 10:38:35.643133] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12642] 1718980715643017, 28.3698, 0.0653336, -0.245485, -0.521264, -0.941057, -0.00719005, -0.00659143, 0.338109, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.645882] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12643] 1718980715645761, 28.3725, 0.0653336, -0.245485, -0.521264, -0.941057, -0.00719005, -0.00659143, 0.338109, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.649984] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12645] 1718980715649869, 28.3767, 0.0655764, -0.245138, -0.51697, -0.941044, -0.00681746, -0.00631484, 0.338156, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.652639] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12646] 1718980715652524, 28.3793, 0.0655764, -0.245138, -0.51697, -0.941044, -0.00681746, -0.00631484, 0.338156, 0.0242803, 0.0347064, 0.429458, -0.0888109, 0, 0, 
[2024-06-21 10:38:35.655351] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12647] 1718980715655235, 28.382, 0.0655764, -0.245138, -0.51697, -0.941044, -0.00681746, -0.00631484, 0.338156, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.658141] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12649] 1718980715658029, 28.3848, 0.0658177, -0.244793, -0.512652, -0.941008, -0.00634837, -0.00601274, 0.338271, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.660834] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12650] 1718980715660718, 28.3875, 0.0658177, -0.244793, -0.512652, -0.941008, -0.00634837, -0.00601274, 0.338271, 0.0241235, 0.0345285, 0.431816, -0.108647, 0, 0, 
[2024-06-21 10:38:35.663368] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12651] 1718980715663251, 28.39, 0.0658177, -0.244793, -0.512652, -0.941008, -0.00634837, -0.00601274, 0.338271, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.666621] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12652] 1718980715666512, 28.3933, 0.0658177, -0.244793, -0.512652, -0.941008, -0.00634837, -0.00601274, 0.338271, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.669319] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12654] 1718980715669198, 28.396, 0.0661192, -0.244477, -0.508539, -0.94109, -0.00656544, -0.00576343, 0.338043, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.672049] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12655] 1718980715671926, 28.3987, 0.0661192, -0.244477, -0.508539, -0.94109, -0.00656544, -0.00576343, 0.338043, 0.0301486, 0.0315648, 0.411261, 0, 0.0612145, -0.0489295, 
[2024-06-21 10:38:35.674910] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12656] 1718980715674798, 28.4016, 0.0661192, -0.244477, -0.508539, -0.94109, -0.00656544, -0.00576343, 0.338043, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.677097] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12657] 1718980715676984, 28.4038, 0.0664307, -0.244148, -0.504151, -0.941191, -0.0055894, -0.00529188, 0.337788, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.679928] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12659] 1718980715679810, 28.4066, 0.0664307, -0.244148, -0.504151, -0.941191, -0.0055894, -0.00529188, 0.337788, 0.0311524, 0.03293, 0.438789, -0.215793, 0, -0.0557959, 
[2024-06-21 10:38:35.682968] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12660] 1718980715682854, 28.4096, 0.0664307, -0.244148, -0.504151, -0.941191, -0.0055894, -0.00529188, 0.337788, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.685095] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12661] 1718980715684979, 28.4118, 0.0664307, -0.244148, -0.504151, -0.941191, -0.0055894, -0.00529188, 0.337788, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.687725] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12662] 1718980715687642, 28.4144, 0.066671, -0.243935, -0.500365, -0.941454, -0.00678419, -0.00416404, 0.337048, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.690587] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12664] 1718980715690464, 28.4172, 0.066671, -0.243935, -0.500365, -0.941454, -0.00678419, -0.00416404, 0.337048, 0.0240289, 0.0212781, 0.378592, 0.148463, 0.291801, -0.15884, 
[2024-06-21 10:38:35.692990] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12665] 1718980715692875, 28.4197, 0.066671, -0.243935, -0.500365, -0.941454, -0.00678419, -0.00416404, 0.337048, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.695498] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12666] 1718980715695389, 28.4222, 0.066671, -0.243935, -0.500365, -0.941454, -0.00678419, -0.00416404, 0.337048, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.698578] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12668] 1718980715698446, 28.4252, 0.0669828, -0.243616, -0.496255, -0.941546, -0.00624578, -0.00350338, 0.336808, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.701264] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12669] 1718980715701148, 28.4279, 0.0669828, -0.243616, -0.496255, -0.941546, -0.00624578, -0.00350338, 0.336808, 0.0311828, 0.0318347, 0.411018, -0.145984, 0.0877376, -0.052321, 
[2024-06-21 10:38:35.703739] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12670] 1718980715703625, 28.4304, 0.0669828, -0.243616, -0.496255, -0.941546, -0.00624578, -0.00350338, 0.336808, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.706755] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12671] 1718980715706641, 28.4334, 0.0669828, -0.243616, -0.496255, -0.941546, -0.00624578, -0.00350338, 0.336808, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.709376] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12673] 1718980715709250, 28.436, 0.067293, -0.243301, -0.49222, -0.941602, -0.0059178, -0.00286698, 0.336665, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.713803] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12674] 1718980715713681, 28.4405, 0.067293, -0.243301, -0.49222, -0.941602, -0.0059178, -0.00286698, 0.336665, 0.0310187, 0.0315099, 0.403496, -0.104666, 0.0975457, 0, 
[2024-06-21 10:38:35.716323] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12675] 1718980715716205, 28.443, 0.067293, -0.243301, -0.49222, -0.941602, -0.0059178, -0.00286698, 0.336665, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.718704] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12676] 1718980715718619, 28.4454, 0.0675999, -0.242922, -0.48789, -0.941347, -0.00394817, -0.00268335, 0.337407, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.721687] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12678] 1718980715721570, 28.4484, 0.0675999, -0.242922, -0.48789, -0.941347, -0.00394817, -0.00268335, 0.337407, 0.0306947, 0.0379697, 0.432966, -0.383115, -0.0973164, 0.1571, 
[2024-06-21 10:38:35.723976] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12679] 1718980715723864, 28.4506, 0.0675999, -0.242922, -0.48789, -0.941347, -0.00394817, -0.00268335, 0.337407, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.726599] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12680] 1718980715726483, 28.4533, 0.0675999, -0.242922, -0.48789, -0.941347, -0.00394817, -0.00268335, 0.337407, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.729629] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12682] 1718980715729512, 28.4563, 0.0678344, -0.242664, -0.48411, -0.94128, -0.00392307, -0.00181811, 0.337598, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.732434] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12683] 1718980715732274, 28.4591, 0.0678344, -0.242664, -0.48411, -0.94128, -0.00392307, -0.00181811, 0.337598, 0.0234423, 0.0258116, 0.378006, -0.0631094, 0.161378, 0.0397801, 
[2024-06-21 10:38:35.734855] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12684] 1718980715734740, 28.4615, 0.0678344, -0.242664, -0.48411, -0.94128, -0.00392307, -0.00181811, 0.337598, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.737411] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12685] 1718980715737327, 28.4641, 0.0681579, -0.242359, -0.480244, -0.94131, -0.003287, -0.00155172, 0.337524, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.740226] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12687] 1718980715740110, 28.4669, 0.0681579, -0.242359, -0.480244, -0.94131, -0.003287, -0.00155172, 0.337524, 0.0323569, 0.0304995, 0.386637, -0.137734, 0, 0, 
[2024-06-21 10:38:35.744796] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12688] 1718980715744670, 28.4715, 0.0681579, -0.242359, -0.480244, -0.94131, -0.003287, -0.00155172, 0.337524, 0, 0, 0, 0, 0, 0, 
[2024-06-21 10:38:35.747015] [0x0000007faa00d9a0] [MocapTag] [0x000021f9] [12689] 1718980715746896, 28.4737, 0.0681579, -0.242359, -0.480244, -0.94131, -0.003287, -0.00155172, 0.337524, 0, 0, 0, 0, 0, 0, 
